frame,timeSeconds,rosStamp,referenceX,referenceY,referencePsi,predictedX,predictedY,predictedPsi,x,y,psi,accepted,reason,positionErrorM,yawErrorDeg,similarity,rank,iterations,matches,totalMs,perceptionMs,registrationMs,mapSelectionMs,diskLoadMs,informationXX,informationXY,informationXPsi,informationYY,informationYPsi,informationPsiPsi,directionalAccepted,variant
805,80.3991925637517,1717776645.31585,484321.870846659,4976646.23298506,-1.2071132955039,484322.338957464,4976645.96124745,-1.23731995081633,484322.488581788,4976645.97808146,-1.23107445599363,1,accepted,0.6682608297233,-1.37287336829706,0.488284207805625,3,8,38,2349.628,2344.133,5.457,0.038,0,9.35087080026028,4.37350295939222,28.4026127121064,12.6849187305298,-12.1573168842951,1645.02732213004,0,fine_commonInitialGuess
806,80.4993896516082,1717776645.40743,484322.117161437,4976645.53666971,-1.18386460531432,484322.620458843,4976645.23837036,-1.21516463897475,484322.86026697,4976645.20083808,-1.20647907000172,1,accepted,0.815468400121023,-1.29571338253549,0.599523237018957,3,7,37,2347.915,2342.769,5.107,0.039,0,10.1084371318077,4.24772485844477,0.906440689100163,13.6097577729467,-25.4704879135657,1450.79773210961,0,fine_commonInitialGuess
807,80.5715006113104,1717776645.49905,484322.303040095,4976645.0420795,-1.16712230080167,484322.827388024,4976644.68298534,-1.20136109384686,484323.084995794,4976644.64878129,-1.18695052174857,1,accepted,0.875293206432415,-1.13607337550978,0.543697731353097,3,8,51,2281.572,2275.87,5.663,0.039,0,9.02554960790509,4.06920853980911,2.9994553054248,12.9918552259447,-27.7886009470507,1294.91165839085,0,fine_commonInitialGuess
808,80.6994285309097,1717776645.59122,484322.68610879,4976644.15533695,-1.13783914222597,484323.2277031,4976643.74851369,-1.16770643503794,484323.473307164,4976643.75063201,-1.15980045777724,1,accepted,0.88513692198663,-1.25829069364248,0.516864129211586,3,9,54,2304.486,2298.435,6.012,0.039,0,7.92526852559703,3.89541510082913,6.88282488266154,12.7355500440253,-39.8853681771745,1095.3892037921,0,fine_commonInitialGuess
809,80.798897337057,1717776645.68225,484323.003277323,4976643.47530754,-1.11547963402046,484323.057536915,4976643.27855018,-1.12868946885067,484323.039089298,4976643.19685557,-1.13953885093262,1,accepted,0.280745430130734,-1.37849158745626,0.533681676022389,3,15,57,2501.948,2493.454,8.456,0.038,0,7.68959940816872,4.201034487429,8.41207640103936,9.59285559126507,-17.1785218006608,845.82769924573,0,fine_commonInitialGuess
810,80.8998163451291,1717776645.77466,484323.339085181,4976642.79514164,-1.09256263463255,484323.38718993,4976642.60480143,-1.10577031244278,484323.323621756,4976642.59598326,-1.1261659957882,1,accepted,0.199757802341147,-1.92533077167249,0.447368638154628,3,16,64,2410.79,2401.668,9.083,0.039,0,7.75831662363237,3.80156971296056,20.8782041458974,9.34432335872358,-11.277299251033,941.517553759709,0,fine_commonInitialGuess
811,80.9989671935347,1717776645.8659,484323.6833056,4976642.13573989,-1.07007998302637,484323.66079099,4976642.056365,-1.08734237559167,484323.69037187,4976641.91018554,-1.10778601055553,1,accepted,0.225665014095823,-2.16039623962498,0.403509438574234,3,15,75,2712.886,2704.746,8.098,0.042,0,8.15438154970575,3.6441561943488,23.8086641261705,8.69524562237192,-8.16793062089381,1005.77986422731,0,fine_commonInitialGuess
812,81.0993556263967,1717776645.95734,484324.04568233,4976641.47613436,-1.04763320872701,484324.005765121,4976641.39144805,-1.06481577083172,484324.047494576,4976641.2693558,-1.08687047378571,1,accepted,0.206786499255261,-2.24812968749986,0.369677976359827,3,17,76,2719.968,2710.568,9.362,0.038,0,8.07622969258441,3.4423591878306,20.3534883335613,8.35396012561147,-8.39960780752125,986.487616749832,0,fine_commonInitialGuess
813,81.199400279316,1717776646.04899,484324.422081748,4976640.8262923,-1.02524040244878,484324.410272388,4976640.74413231,-1.04444864648337,484324.446459061,4976640.65888321,-1.05820279301934,1,accepted,0.169174626008798,-1.88860586235522,0.381364524655017,3,20,80,2763.179,2753.244,9.895,0.04,0,8.48931302596537,3.39856909570162,17.7121940405862,7.27216614644964,-5.13428687582798,1072.43683699677,0,fine_commonInitialGuess
814,81.2993188875502,1717776646.14101,484324.812930405,4976640.18629848,-1.00291683043731,484324.746578593,4976640.17678476,-1.01581855125142,484324.746578593,4976640.17678476,-1.01581855125142,0,notConverged,0.0670303938705754,-0.739214151104694,0.214945288988648,3,40,78,2658.445,2640.057,18.349,0.039,0,8.28621572063147,1.99650586939047,41.1978445997989,5.22201035104399,10.5940498899297,1073.37292020719,0,fine_commonInitialGuess
815,81.3993734693835,1717776646.23264,484325.219656828,4976639.55292464,-0.9806034405899,484324.901189563,4976639.62532817,-0.986630080084814,484324.901189563,4976639.62532817,-0.986630080084814,0,inconsistentClasses,0.32659404512961,-0.345301007705426,0.277184487146436,3,22,90,2497.678,2486.483,11.153,0.042,0,8.65700680422725,1.43746608080929,37.66388235773,6.44933107285731,26.3766362826373,1744.80587576195,0,fine_commonInitialGuess
816,81.4997665714795,1717776646.32482,484325.64157004,4976638.9251028,-0.957880898530569,484325.342082228,4976639.01997609,-0.964072885855087,484325.342082228,4976639.01997609,-0.964072885855087,0,inconsistentClasses,0.314155837298465,-0.354774740493357,0.299857105507801,3,19,87,2484.377,2474.351,9.985,0.041,0,8.8439107070182,0.99918624920786,52.0288055172762,6.11072952124642,16.244272208468,1504.1786302176,0,fine_commonInitialGuess
817,81.5666478426427,1717776646.41593,484325.931626634,4976638.51104811,-0.942905566868331,484325.240520461,4976638.85067445,-0.972284342772923,484325.373828876,4976638.71537756,-0.98393113912575,1,accepted,0.594044494351599,-2.35059214245909,0.339713700662438,3,16,86,2618.941,2610.601,8.3,0.04,0,9.07239316830104,0.941460326977763,52.658779359107,6.15524029824785,7.35256915020938,1304.98053022972,0,fine_commonInitialGuess
820,81.8989208689296,1717776646.69069,484327.443659168,4976636.53249132,-0.868168956392734,484326.889143419,4976636.85177472,-0.892127362784881,484326.889540687,4976636.91271863,-0.899736769856946,1,accepted,0.672026855308852,-1.8087024799556,0.353135128639486,3,12,93,2584.961,2577.756,7.165,0.04,0,9.26243760145523,1.68912556504425,12.9453994939917,6.84400909949457,23.3496802875437,1729.53403623241,0,fine_commonInitialGuess
830,82.8988254425692,1717776647.6071,484332.928437865,4976631.18471863,-0.639398132149512,484332.558362299,4976631.55876452,-0.668766526701572,484332.558362299,4976631.55876452,-0.668766526701572,0,notConverged,0.526180817885584,-1.68268505890804,0.249039231447323,3,40,92,2607.186,2589.774,17.373,0.039,0,7.34150784548009,1.20506065159925,34.8864057478245,8.06784859531558,45.4400924634218,1546.33341274759,0,fine_commonInitialGuess
832,83.0989883759986,1717776647.79034,484334.172763644,4976630.23561773,-0.594165993692104,484333.678716939,4976630.57995107,-0.629343806467278,484333.646970629,4976630.22772672,-0.620992617660454,1,accepted,0.52585222542344,-1.53705233197095,0.435642774456419,3,17,101,2718.574,2708.839,9.695,0.04,0,9.95866680320412,0.0932711043005834,46.4681848417975,9.94339095267488,57.6269679434656,1762.91754984767,0,fine_commonInitialGuess
842,84.0996605421504,1717776648.70796,484341.050185355,4976626.27066356,-0.380283940092553,484340.997203603,4976626.37646658,-0.396403246677744,484340.936286071,4976626.32976193,-0.39744461803767,1,accepted,0.128318603963071,-0.983234419838435,0.560423698240583,3,6,82,1871.612,1866.894,4.675,0.043,0,10.9011785324704,-0.0378448255254971,35.94437635067,12.5891334005136,34.5249123108972,1283.48030756716,0,fine_commonInitialGuess
855,85.399406406021,1717776649.8992,484351.546517318,4976623.17733577,-0.184775899459737,484351.699123741,4976623.33053504,-0.1919618350248,484351.627206483,4976623.30107223,-0.186979050621909,1,accepted,0.147720862810333,-0.126231263221756,0.69304148327947,3,6,128,2004.997,1999.124,5.835,0.038,0,13.3088172548355,1.23406506001432,24.7649910343948,13.3840717825606,138.05947745847,3897.48129247087,0,fine_commonInitialGuess
943,94.1987940886419,1717776657.96548,484444.355823193,4976627.06621538,0.102108992755031,484444.264193921,4976627.07296398,0.110319455364501,484444.275495815,4976627.07011717,0.110306597097439,1,accepted,0.0804220843970986,0.469688130938097,0.763231112740067,3,4,71,2119.361,2115.497,3.826,0.038,0,12.5034248903838,0.0255899637499672,16.662808891372,17.1117194653053,39.5048218862549,7424.46305331819,0,fine_commonInitialGuess
959,95.7989984956552,1717776659.43307,484463.165328702,4976629.3906253,0.105522648670673,484463.104705193,4976629.24779767,0.116486360065073,484463.144888142,4976629.14561914,0.12741571235798,1,accepted,0.245857341978516,1.25438014989381,0.616795216178257,3,5,47,810.391,806.363,3.989,0.039,0,6.49604397322636,-0.62622446811103,11.8976428630136,12.5755986879223,104.350838039939,998.069806221811,0,fine_commonInitialGuess
966,96.4987656687502,1717776660.07424,484471.480567774,4976630.46542362,0.108702882682351,484471.464743474,4976630.36883797,0.117617632479096,484471.372733101,4976630.46346664,0.110202302674057,1,accepted,0.107852428493333,0.0859104372422778,0.721521006710658,3,9,64,975.601,970.182,5.382,0.037,0,11.4132725386238,-0.34560287560587,36.5798647464892,17.4670688840265,56.3618656017391,635.421185934461,0,fine_commonInitialGuess
1047,104.571205321983,1717776667.49899,484564.271862073,4976642.61873271,0.126309269507398,484564.405598285,4976642.58157312,0.13606390624507,484564.433352908,4976642.59303674,0.136890375883131,1,accepted,0.163522392139274,0.606252737908454,0.758580720542565,3,6,99,2315.682,2310.499,5.146,0.037,0,11.4036025334366,-0.535980638004733,49.0834824362054,17.6541474433233,14.4079690084817,3112.1340961585,0,fine_commonInitialGuess
1137,113.574456738946,1717776675.74966,484669.871778365,4976659.07822864,0.125977573173384,484669.824529584,4976658.99187235,0.132247380811241,484669.89263686,4976659.03675148,0.131774289366288,1,accepted,0.0464266292327455,0.332127372888555,0.860496435428512,3,5,109,3980.063,3975.749,4.279,0.035,0,10.737006341213,-0.236248653477416,14.4061011015598,15.5780411338526,7.44813510044573,2293.49200545277,0,fine_commonInitialGuess
