frame,variant,accepted,errorM,seedX,seedY,seedPsi
166,xy,1,0.161484128151335,484214.895433101,4977426.95712788,-1.36958812129217
166,relative_z_objects,1,0.362271018300791,484214.895433101,4977426.95712788,-1.36958812129217
166,relative_z_signs,1,0.161484128151335,484214.895433101,4977426.95712788,-1.36958812129217
166,marginal_z_objects,1,0.161484128151335,484214.895433101,4977426.95712788,-1.36958812129217
840,xy,1,0.333491352834659,484339.561112316,4976626.96518796,-0.414364895077383
840,relative_z_objects,1,0.333491352834659,484339.561112316,4976626.96518796,-0.414364895077383
840,relative_z_signs,1,0.333491352834659,484339.561112316,4976626.96518796,-0.414364895077383
840,marginal_z_objects,1,0.333491352834659,484339.561112316,4976626.96518796,-0.414364895077383
