source,target,slopeX,slopeY,xyDistanceM,mapMeanZM,conditionalZM,mapStdZM
66,924,0.977303311358377,-5.15657577949824,0.561846186453034,220.551480400507,220.643177528409,1.02560945159351
66,925,3.87252607338656,-4.7202090775984,0.542499857306734,218.48460551786,218.540684128826,1.29005170495823
67,942,-2.68752778219889,-10.112681275664,0.207796957718529,221.327292452068,219.995777119189,2.15046726319082
67,944,0.161508720400154,-10.1915534370252,0.271393001240074,219.957368887844,220.704940924051,2.07106001469445
