variant,frame,source,class,oldTarget,newTarget,oldReferenceDistanceM,newReferenceDistanceM,heightResidualM,heightCost,accepted
relative_z_all,681,61,curb,516,513,2.66472724446968,2.79249961351141,-1.28670295502647,3.61964162517309,1
relative_z_all,681,111,curb,513,511,1.4276321767806,2.28666725615192,1.07020275124432,3.36160524283882,1
relative_z_all,682,8,curb,584,583,0.942422700387374,3.97492384911511,NaN,0,1
relative_z_all,682,85,curb,580,581,0.774890734074734,3.28953203010933,0.0967515626451245,0.0503775578820486,1
relative_z_all,682,103,curb,580,625,2.50764867231445,2.37014659045419,-0.405033415319735,0.811369375039491,1
relative_z_all,682,106,curb,517,516,4.32114934535881,1.70415171774261,-1.6962250505623,4.24411587238743,1
relative_z_all,682,109,curb,576,577,1.77786318698553,5.23449879942279,-0.259892661378956,0.230565986055454,1
relative_z_all,683,34,curb,580,581,0.778159117418152,3.25471102311256,-0.00412305752010411,0.00016546941574921,1
relative_z_all,683,85,curb,580,625,2.49062095335618,2.35576009439886,-0.398374580929726,1.30123042594768,1
relative_z_all,683,88,curb,517,516,4.42102953681867,1.60359441797535,-1.78201064039678,5.12498493865186,1
relative_z_all,684,94,curb,580,581,0.689628607854434,3.35458902857857,0.0456370738391456,0.0234575809011266,1
relative_z_all,684,98,curb,513,511,3.30027433114,0.475211695239773,-0.140720419887998,0.112400818820551,1
relative_z_all,684,101,curb,579,580,0.804587806050138,4.20821337648214,-1.51162293753922,5.63615553101869,1
relative_z_all,686,50,curb,513,511,1.163775311673,2.47641949486717,-1.01923500991106,3.23304120815841,1
relative_z_all,686,55,curb,577,574,3.89656576206485,4.23511079393001,0.159500033342454,0.0407843455562348,1
relative_z_all,686,71,curb,580,581,1.37014729558578,2.04475986145666,-0.179507654779997,0.23322382859124,1
relative_z_all,686,96,curb,511,513,0.641041564890908,3.01857598123596,0.423609675270853,0.176859747363862,1
relative_z_all,687,22,curb,517,516,4.39233646224588,1.61480067644253,-1.91241909639371,5.30033218087694,1
relative_z_all,687,93,curb,580,581,1.29560153589135,2.11526992245115,-0.268213297978917,0.562663777437437,1
relative_z_all,687,95,curb,579,577,2.69825770011599,1.63755122779927,-1.76935533089988,5.8113583900811,1
relative_z_all,687,97,curb,513,511,2.39568966259575,1.33914964161824,-0.815237285349582,2.53585652085406,1
relative_z_all,688,83,curb,513,511,2.5191484293883,1.21233990273581,-0.987455022286554,2.48438651846687,1
relative_z_all,688,94,curb,513,511,3.41062072348803,0.58282302838743,-0.942256442946018,2.31738546389341,1
relative_z_all,689,12,curb,579,580,0.716265997545101,2.96315446356047,0.491378263802517,1.46654921257561,1
relative_z_all,689,42,curb,513,511,3.17480945735627,0.465744241167721,-0.116472916069995,0.0493890157242826,1
relative_z_all,689,82,curb,573,574,0.392721457051168,3.56932659995456,0.125335033206142,0.0494460572810163,1
relative_z_all,689,91,curb,513,511,3.32016612630726,0.568078044943776,-0.889226309065407,3.35610624760366,1
relative_z_all,690,55,curb,510,511,2.77873636950152,1.97797710893272,-0.286005212051293,0.307505092412882,1
relative_z_all,690,73,trafficSign,1289,1288,0.199668639894337,0.125944699084422,-0.337825725579791,0.199384015275098,1
relative_z_all,691,4,curb,517,516,4.5111199580681,1.48532796087599,NaN,0,1
relative_z_all,691,65,trafficSign,1289,1288,0.225821003437618,0.100937696643905,-0.2675540309057,0.0596832277077791,1
relative_z_all,691,89,curb,574,573,0.94508707792123,3.23044778799799,1.06901605586532,3.49173813105911,1
relative_z_all,692,1,curb,580,577,1.25884620774217,7.30967954682978,NaN,0,1
relative_z_all,692,30,curb,513,511,2.94534885315416,0.795427948870579,-1.25119144527827,4.85512903241016,1
relative_z_all,692,34,curb,513,511,3.72599824317827,0.506222677027857,-2.04437617534944,6.83905295000238,1
relative_z_all,692,55,trafficSign,1289,1288,0.226754611160206,0.0992009520227415,-0.30872679548807,0.157959989094597,1
relative_z_all,692,73,curb,574,573,0.884250531567562,3.37155960159353,1.08681811881391,4.32930248770212,1
relative_z_all,693,32,curb,513,511,3.11758467581812,0.655548229197716,-1.45756718806322,5.12952275539237,1
relative_z_all,693,62,trafficSign,1289,1288,0.23257090233782,0.0912665301140446,-0.177199070322416,0.042486018985916,1
relative_z_all,693,69,curb,574,573,0.92567330633036,3.35668941039707,1.0808591623875,3.432616218536,1
relative_z_all,693,75,curb,513,511,3.87790396386472,0.61552500863268,-1.70475202305943,4.72935114558745,1
relative_z_all,693,86,curb,510,511,3.99121177696431,1.11382268599044,1.11746712736286,3.87987358387409,1
relative_z_all,694,43,curb,574,573,0.919439784762368,3.3438766969994,0.671087307770478,2.15621641379066,1
relative_z_all,694,58,trafficSign,1289,1288,0.239683249769725,0.0932963898563567,-0.100211908433749,0.0161306722183522,1
relative_z_all,694,62,curb,574,573,1.57056171488802,2.51974658869031,0.479681241105965,1.21680645861752,1
relative_z_all,694,67,curb,509,508,2.42237380735336,3.57072035893902,0.669296635931545,1.26467604666697,1
relative_z_all,695,23,curb,511,513,0.431506564623381,3.22822224244138,-0.662316794731765,0.589285348927578,1
relative_z_all,695,42,curb,574,573,0.977429651316651,3.23528670695708,0.788402471302021,2.59236495721639,1
relative_z_all,695,45,curb,574,573,1.62646223709073,2.45692851539501,0.574316038292295,1.56614595067791,1
relative_z_all,695,56,curb,509,508,2.35547363863683,3.63409507298078,-0.521215766969107,0.693477985311439,1
relative_z_all,695,62,trafficSign,1289,1288,0.293255427720395,0.0571434593429732,0.251061909415569,0.0615120117319816,1
relative_z_all,695,63,curb,513,511,2.82113858452839,0.962160804639907,-1.36724477536958,4.80190928228791,1
relative_z_all,696,27,curb,510,511,3.84216908399804,1.26757644339207,1.17683577284023,4.19770452163178,1
relative_z_all,696,37,curb,574,573,0.896413448796258,3.3555191173514,0.709778062923107,2.26573183844062,1
relative_z_all,696,44,curb,573,574,0.606647565232504,3.34216234163484,-0.179036502404045,0.0946229126239761,1
relative_z_all,696,54,trafficSign,1289,1288,0.315947724952849,0.0264213685344512,-0.195055955252258,0.0632944115144887,1
relative_z_all,696,60,curb,508,510,2.14998037887935,2.0895544695139,-0.0346493902008547,0.00280063556419449,1
relative_z_all,696,83,curb,509,506,1.95521410189281,0.930792186835464,-0.744982728724807,1.44051256631269,1
relative_z_all,697,32,curb,574,573,0.873372502640074,3.35919478493928,0.427168920600025,1.55086372927325,1
relative_z_all,697,35,curb,574,573,1.56167512955303,2.52736275922004,0.373708805696054,1.26979523974071,1
relative_z_all,697,40,curb,508,510,2.17510536390196,2.08382178603482,1.38380394035738,4.60063375494088,1
relative_z_all,697,59,trafficSign,1289,1288,0.335860668054844,0.026629640434387,-0.530263741216515,0.567005712023658,1
relative_z_all,697,72,curb,509,508,1.64086095874625,4.35026064502238,NaN,0,1
relative_z_all,697,76,curb,510,514,2.42687642190264,1.86005739444557,0.534901405935955,2.35910761319287,1
relative_z_all,698,3,curb,577,574,2.02295869970907,6.50864671299867,NaN,0,1
relative_z_all,698,18,curb,510,511,3.06302762359959,1.71197167609463,NaN,0,1
relative_z_all,698,27,curb,574,573,0.864010568598728,3.34746102963457,0.615372293268052,2.21256274846126,1
relative_z_all,698,34,curb,508,510,1.85808267476849,2.37776474529911,-1.93639987303416,5.95976425326332,1
relative_z_all,698,53,trafficSign,1289,1288,0.365044974445431,0.0543519682532584,-0.221333316765879,0.081275660481164,1
relative_z_all,699,31,curb,574,573,3.15245485373563,0.797354460775329,-0.179855401653242,0.107120208615727,1
relative_z_all,699,57,trafficSign,1289,1288,0.411980788514271,0.105850242939785,0.172773399286967,0.0429776606936124,1
relative_z_all,699,71,curb,508,510,2.97414174881152,1.52954904998733,1.8340250156896,5.53473592701818,1
relative_z_all,700,15,curb,574,573,0.669975032747193,4.01571024271315,0.944191562809664,3.94836082572847,1
relative_z_all,700,19,curb,574,573,1.07844863109952,3.13937964265822,0.90884266386243,3.30071169432744,1
relative_z_all,700,55,trafficSign,1289,1288,0.422128365430032,0.113043327617604,-0.209866152290488,0.0705638609472417,1
relative_z_all,700,57,curb,508,510,2.88328466432329,1.61806747471228,1.53442191956984,5.01195031246251,1
relative_z_all,700,82,curb,505,506,2.39061859376036,2.46051979945934,-0.974898283819527,2.84972547852528,1
relative_z_all,701,7,curb,574,573,0.87900670396365,4.38093499831136,0.961652314672705,3.7054433470687,1
relative_z_all,701,11,curb,574,573,0.859246757720214,3.64157779536557,0.889297184571745,3.43412736571581,1
relative_z_all,701,52,trafficSign,1289,1288,0.421696888794775,0.109781560918247,-0.956632902869103,0.895756444475169,1
relative_z_all,701,81,curb,572,573,7.68857840291185,5.14963696796821,0.68639693128813,1.34399227178138,1
relative_z_all,702,7,curb,574,573,1.18212786160884,3.19811626743678,1.03674269823566,3.65794460660067,1
relative_z_all,702,14,curb,510,508,1.98085669754066,2.26580431841779,NaN,0,1
relative_z_all,702,28,curb,508,509,2.1093360937341,4.03184925779589,1.79080607029141,5.1652694708377,1
relative_z_all,702,49,curb,572,568,3.93456646420662,3.17656135917211,0.51622617223066,0.851443523259679,1
relative_z_all,702,55,trafficSign,1289,1288,0.467691446856593,0.156476571242656,-0.194951755750566,0.0434193490400524,1
relative_z_all,702,75,curb,572,573,7.6141841784226,5.22656051563115,1.116921894082,2.3655566069184,1
relative_z_all,703,10,curb,574,573,2.92240706091958,1.03684223896763,NaN,0,1
relative_z_all,703,31,curb,508,509,2.09877311442374,4.04546746470843,1.90694160687792,6.14201149867452,1
relative_z_all,703,54,trafficSign,1289,1288,0.488977535943307,0.176949655077119,-0.416934227921701,0.217625789044818,1
relative_z_all,703,56,curb,572,573,7.71291832145852,5.13676034551356,1.34348662087115,3.796937145924,1
relative_z_all,703,79,curb,572,568,3.85724909791768,3.25411397631725,0.0849604056168687,0.0370861714890443,1
relative_z_all,704,51,trafficSign,1289,1288,0.420437677481035,0.10950305128679,-0.691418598063763,0.55541001617847,1
relative_z_all,704,62,curb,505,503,1.21755696394051,4.89392039392284,0.950890070305633,2.83615533164686,1
relative_z_all,704,66,curb,503,505,1.03910219195642,2.68625427755435,0.212984043763811,0.161576700158851,1
relative_z_all,704,68,curb,568,572,3.16392004922658,3.94809347552735,-0.00632787222684783,0.000206733551568564,1
relative_z_all,704,86,trafficSign,1289,1288,0.606830445806845,0.294739958409759,NaN,0,1
relative_z_all,704,90,curb,503,504,1.21921509320557,7.4260160593882,1.1028985410569,4.00425513126213,1
relative_z_all,705,19,curb,572,573,7.35231834561296,5.47089871479008,0.5196407868427,2.11920303502098,1
relative_z_all,705,51,trafficSign,1289,1288,0.389932466463258,0.0785734657053915,-1.10261626536158,1.36543257343112,1
relative_z_all,705,76,trafficSign,1289,1288,0.609725461307304,0.297524005154589,NaN,0,1
relative_z_all,705,80,curb,505,503,0.354261417129064,3.59852528715894,1.08266024600181,3.87217348165806,1
relative_z_all,705,84,curb,568,572,2.70071407271079,4.43821898719744,0.0425918849399807,0.0132972991473184,1
relative_z_all,706,25,curb,572,573,7.27188069366132,5.56517447772077,0.168949621219582,0.10342911586837,1
relative_z_all,706,71,trafficSign,1289,1288,0.585484626123613,0.273842979417572,-1.59258246423317,2.31244549953991,1
relative_z_all,706,76,curb,505,503,0.405136275082668,3.53169337690044,0.763713162856249,1.42418663812454,1
relative_z_all,706,107,curb,505,503,1.01432185396569,2.83879287995622,1.31053870389786,2.37229171563364,1
relative_z_all,706,113,trafficSign,1265,1257,0.147252765386045,0.165895625650476,1.84273582534266,1.61771527733619,1
relative_z_all,707,15,curb,572,573,7.78383728537589,5.09798200306934,0.800377590881851,1.51849346985459,1
relative_z_all,707,58,curb,568,572,2.706785894659,4.42362259417594,NaN,0,1
relative_z_all,707,68,trafficSign,1289,1288,0.497167041347373,0.185590295379871,-1.37133600051709,1.66454867653883,1
relative_z_all,707,107,trafficSign,1265,1257,0.133915407253274,0.132521505796752,1.07120383619707,0.99428991809079,1
relative_z_all,707,114,curb,565,568,2.1393954966512,4.35744200523796,-0.00200962518505321,9.60273207928039e-06,1
relative_z_all,708,51,curb,505,503,1.41035166030015,2.44358496846473,1.11353810260582,1.70982397587969,1
relative_z_all,708,59,curb,568,572,2.87649256405969,4.23223881205809,NaN,0,1
relative_z_all,708,61,curb,503,504,0.624778826878817,6.11176848374228,0.500176236667357,0.609887668710708,1
relative_z_all,708,92,trafficSign,1265,1257,0.12967609753409,0.137492528890941,0.957649775334431,0.787164183636474,1
relative_z_all,708,97,curb,505,503,2.73888455790183,6.40734284843273,0.783060766926695,0.929009171365839,1
relative_z_all,708,106,curb,565,568,2.14347492242234,4.35094186792271,NaN,0,1
relative_z_all,709,41,curb,505,503,0.657310074627022,3.28822683811589,0.980775329831573,1.11102577860888,1
relative_z_all,709,54,curb,568,572,2.94281717049262,4.16421861705474,-0.486985769468902,0.427833858138689,1
relative_z_all,709,70,trafficSign,1265,1257,0.129608517195541,0.148880428759427,0.737050946849962,0.436073913899357,1
relative_z_all,709,91,curb,467,504,3.44305603849169,2.13350350276161,1.15720351410175,1.93631014222716,1
relative_z_all,709,103,curb,505,503,0.966287148516913,4.50650356697014,0.957152294569312,1.13491670481965,1
relative_z_all,709,105,curb,503,504,1.16535740451931,5.30656489529161,0.588836235986662,0.572022180933731,1
relative_z_all,710,30,curb,505,503,1.80397061055782,5.45052757102814,1.09594559630477,1.69394062625563,1
relative_z_all,710,34,curb,505,503,1.01296204777601,4.54985995109386,1.48956466052675,3.37679129289236,1
relative_z_all,710,39,curb,505,503,0.541674419276133,3.62973003471742,1.51439377185511,3.42083588522383,1
relative_z_all,710,47,curb,503,504,1.89464203092335,8.14178548518159,0.398322159533876,0.42474731223773,1
relative_z_all,710,95,curb,467,504,4.54559200180122,1.15020097701221,1.54877397730698,3.7279344939387,1
relative_z_all,711,45,curb,503,504,1.74870755567669,4.65039942114435,0.168069831383491,0.0432114720663213,1
relative_z_all,711,60,curb,467,504,4.56047602275398,1.1440101891162,1.09781477431588,1.50551673801481,1
relative_z_all,711,77,curb,505,503,1.17450277536887,2.7548821823581,0.395694835697441,0.218043607810952,1
relative_z_all,711,95,curb,467,504,3.34840252043788,2.22673347163394,0.869590838095121,1.002973595914,1
relative_z_all,712,63,curb,467,504,4.72632586960312,0.980484917043597,1.01827235519158,2.28697284066288,1
relative_z_all,712,67,curb,467,504,2.46679316348495,3.08408098862309,0.87292426273325,1.73997885858662,1
relative_z_all,712,88,curb,467,504,3.4090999867746,2.13225571731627,0.0296418105578198,0.0025634554264688,1
relative_z_all,712,105,curb,565,566,1.55419816098101,3.56026507094972,-0.770805609699863,1.4112884889239,1
relative_z_all,712,106,curb,467,504,3.50992047708875,2.15086724685053,1.10529776614709,2.56218738933834,1
relative_z_all,713,31,curb,568,572,3.9188649334236,3.20437276669004,NaN,0,1
relative_z_all,713,34,curb,568,572,2.99327788635846,4.11470021116411,NaN,0,1
relative_z_all,713,45,curb,503,504,2.42004033991814,3.98964679353909,0.219604791594605,0.118212553832385,1
relative_z_all,713,59,curb,467,504,4.68455693910223,1.03485374826786,1.00508355571594,1.91415956757333,1
relative_z_all,713,65,curb,467,504,1.29269849090175,4.33733373348161,1.00813751964338,1.90062427018569,1
relative_z_all,713,74,trafficSign,1265,1257,0.379669848645979,0.139922039818733,0.821348542900409,0.466613234582211,1
relative_z_all,714,63,curb,467,504,4.53188030913133,1.17356055315206,0.609365406097027,1.24118996231358,1
relative_z_all,714,64,curb,565,566,1.01607411144052,2.95962742906658,-1.22247234117245,3.41613877253881,1
relative_z_all,714,72,trafficSign,1265,1257,0.188028217852603,0.0969647356474741,0.243026394352171,0.0604652280785575,1
relative_z_all,714,79,curb,467,504,3.46064603163763,2.20281997003567,0.779841544032251,1.84960419797711,1
relative_z_all,714,89,curb,468,504,2.18858554629839,1.95432852654335,-3.25371134164018,7.34108152707141,1
relative_z_all,714,94,curb,467,504,2.44345454723749,3.26367587672174,0.993575865075684,2.65171996916747,1
relative_z_all,715,53,curb,467,504,4.58689241660308,1.10984850858634,0.495870305192653,1.26568527979727,1
relative_z_all,715,56,curb,467,504,3.46245503755937,2.19622200842825,0.626988499014544,1.8362842262126,1
relative_z_all,715,64,trafficSign,1265,1257,0.231029888112088,0.0501864951639715,0.104864548185617,0.0126646057439307,1
relative_z_all,715,66,curb,503,505,1.75056694915543,3.48406472035596,NaN,0,1
relative_z_all,715,78,curb,467,504,2.39455599668056,3.30192429231803,0.792735652212485,2.587259336817,1
relative_z_all,715,96,curb,467,504,1.39107454475707,4.37469148860339,0.936217719691058,3.18799955569514,1
relative_z_all,716,52,curb,467,504,2.34170075063155,3.34485437575063,0.688932988933743,1.86978892791182,1
relative_z_all,716,66,trafficSign,1265,1257,0.260375763786892,0.0426545280166053,0.27560235518601,0.0600788736600308,1
relative_z_all,716,74,curb,566,565,0.793332218850845,2.79730085213678,0.0606919672790696,0.0114277267979448,1
relative_z_all,716,80,curb,503,504,3.49806786657549,2.81558814851128,-0.652661138376516,1.67313493821156,1
relative_z_all,716,82,curb,565,564,1.16772001097066,5.84361848489644,0.219421414785643,0.294856568164663,1
relative_z_all,716,83,curb,467,504,1.40361179213796,4.35472099186373,0.854921996236129,2.56777714690037,1
relative_z_all,716,89,trafficSign,1266,1265,0.411222482605947,0.201002268287217,0.382388947239036,0.287881218117355,1
relative_z_all,717,20,curb,503,504,3.41536881972642,2.8996061330154,-0.839074424048164,1.22543538333695,1
relative_z_all,717,57,curb,467,504,3.51085084437154,2.12445092259612,0.326266884510204,0.202687160110551,1
relative_z_all,717,58,curb,565,566,0.876965460154145,1.51553298727514,0.64221567302539,0.756619576475573,1
relative_z_all,717,59,curb,467,504,2.3932677904737,3.2749188976471,0.555486323678991,0.553498427489996,1
relative_z_all,717,61,curb,467,504,1.34645165285739,4.41218502172219,0.622451017839722,0.723020694649339,1
relative_z_all,718,17,curb,504,503,3.60039975192854,2.78958024182458,NaN,0,1
relative_z_all,718,19,curb,503,504,3.75517349754601,2.55951865493963,-0.656757186112657,2.25957545070393,1
relative_z_all,718,36,curb,467,504,3.52251534626556,2.11438351141271,0.480913933077289,1.20555630039938,1
relative_z_all,718,41,curb,467,504,2.42075484039714,3.24675274505397,0.589581644392553,1.61325840499396,1
relative_z_all,718,44,curb,565,566,1.14106222377619,1.16918446799643,0.686522108476311,2.35150839563412,1
relative_z_all,718,58,trafficSign,1265,1257,0.348391594299431,0.113856028923466,-0.370666762810714,0.179242732240034,1
relative_z_all,718,65,trafficSign,1266,1265,0.399707951650919,0.220214718182371,NaN,0,1
relative_z_all,718,68,curb,564,566,3.51573670047919,1.51840649848805,NaN,0,1
relative_z_all,718,70,trafficSign,1265,1257,0.157456486505069,0.206766270586276,0.182863346382618,0.032566315252952,1
relative_z_all,718,72,curb,467,504,1.7320028460912,3.92642710909786,0.654110521136545,2.03500582058882,1
relative_z_all,718,75,curb,464,504,7.49805561117997,6.44670637940216,0.822145097979927,3.10651831524086,1
relative_z_all,718,76,curb,566,564,1.85404319062517,3.03035335188408,0.445258367569068,1.64009068821067,1
relative_z_all,719,30,curb,467,468,3.06534638940639,1.160859113676,-0.295090512430619,0.422611396625191,1
relative_z_all,719,31,curb,467,504,3.65114150226554,1.98347002537799,0.389226337568772,0.673564263279151,1
relative_z_all,719,34,curb,467,504,2.41577762517572,3.24943030690717,0.60365515913,1.3769254566131,1
relative_z_all,719,37,curb,467,504,1.38150806493301,4.37711994905668,0.65989438507728,1.71661352706707,1
relative_z_all,719,40,curb,565,566,2.67367493079614,0.656886487406805,-0.389607095979272,0.765290611695715,1
relative_z_all,719,50,curb,565,566,1.1826427003082,1.05535659898564,0.445328079597033,0.954159764654551,1
relative_z_all,719,57,trafficSign,1265,1257,0.140295097934978,0.22044957894103,-0.0202086443320297,0.000517245412617045,1
relative_z_all,719,67,curb,467,504,1.09444635067922,6.4090546548392,0.629786693828322,1.78666077673012,1
relative_z_all,719,72,curb,565,566,1.89341037047105,0.199393503451459,-0.345386039689402,0.619566663684423,1
relative_z_all,719,74,curb,565,566,4.50958781317882,2.49780549302876,-0.597364590981385,1.53092098175251,1
relative_z_all,719,75,curb,464,504,6.65525048510823,7.28954818727675,0.695607127127943,2.07706035758056,1
relative_z_all,720,36,curb,467,504,0.691579513754047,5.29299380037169,0.670228540502364,2.47236541960376,1
relative_z_all,720,42,curb,469,467,0.397212508455928,3.50376495707645,0.541450844598756,0.348574433982003,1
relative_z_all,720,55,curb,467,504,3.69151429380817,1.93494177871945,0.454699171646041,1.21394396370443,1
relative_z_all,720,61,curb,467,504,1.08693744637625,6.41288746832465,0.691008388073925,2.85389225846073,1
relative_z_all,720,64,curb,566,564,2.73769884969919,2.22044763040369,0.782133816160666,4.32667008934765,1
relative_z_all,720,70,curb,467,504,3.05548473925808,2.5127175212255,0.558156208440863,1.74336978954112,1
relative_z_all,720,72,curb,565,566,1.78222205428716,0.317084249902052,0.349443444282741,0.894714887760858,1
relative_z_all,720,74,curb,565,566,4.28646157582807,2.27683116238311,-0.69177197387458,2.6270143763836,1
relative_z_all,721,26,curb,467,504,3.62286675802195,2.00538866420438,0.300658449665633,0.279266744601545,1
relative_z_all,721,30,curb,467,504,2.52739435097347,3.13048103605106,0.393729808976076,0.465643286590034,1
relative_z_all,721,37,curb,565,566,2.59817247876242,0.582785922375061,-0.513991441325771,0.819048316263122,1
relative_z_all,721,57,trafficSign,1265,1257,0.354203023538117,0.115747657665104,0.122255687540701,0.0141984198024463,1
relative_z_all,721,66,curb,464,504,6.54401863468246,7.39229513552284,0.595806881907293,1.0938743896732,1
relative_z_all,721,72,curb,469,465,0.426342779447329,0.645589532059834,-1.06324239532793,2.48914726806796,1
relative_z_all,721,76,curb,565,566,3.28466054764135,1.28804732714561,-1.12006698777114,1.97843655135374,1
relative_z_all,721,81,curb,464,462,2.70669453279605,2.51518836358809,-0.833160708607409,1.58692789867521,1
relative_z_all,722,31,curb,565,566,1.95094061866999,0.27497030910695,-0.672915957146841,1.75663893639803,1
relative_z_all,722,47,curb,464,467,6.45278522083246,2.05591221282362,1.52555140842216,3.22931648238644,1
relative_z_all,722,53,trafficSign,1265,1257,0.298544876723492,0.0576422208223289,-0.375649113954239,0.164060543368976,1
relative_z_all,722,57,curb,464,469,3.74146753853088,0.695456467541177,-1.37321684877932,4.01822216773207,1
relative_z_all,722,71,curb,464,462,2.62898226647303,2.57889362390346,-0.869915979286276,2.02819701529977,1
relative_z_all,723,17,curb,467,468,2.76008795272653,1.46243026625058,-1.0313702775419,2.30887328551642,1
relative_z_all,723,26,curb,467,504,1.56719305697537,4.12541148650091,0.290911645384654,0.306062611111683,1
relative_z_all,723,30,curb,467,504,0.616168744095572,5.54225528882114,0.4201699396192,0.61027310506604,1
relative_z_all,723,54,trafficSign,1265,1257,0.236521964447578,0.0128791724599057,-0.0811177599399571,0.00606653417323644,1
relative_z_all,723,70,curb,467,504,1.01336684773766,4.76258566137794,0.327934622291025,0.384452130824268,1
relative_z_all,724,11,curb,504,468,1.99027388082491,0.699331720410831,NaN,0,1
relative_z_all,724,24,curb,565,566,2.54437454893558,0.553947521736401,-1.63900223430241,5.40895141644466,1
relative_z_all,724,27,curb,467,504,0.702323394644568,5.81775794670323,0.448167765493281,1.10533835412333,1
relative_z_all,724,28,curb,566,565,0.915213215640679,2.92786582527088,0.0793124239129668,0.0121933368374325,1
relative_z_all,724,31,curb,467,504,1.22400263579215,6.60837871530009,0.528957809022671,1.45185759867598,1
relative_z_all,724,36,curb,464,504,6.36979481987513,7.56146671000273,0.577395137028503,1.66644317895443,1
relative_z_all,724,42,curb,464,467,4.61491327287093,3.7307238244755,1.12706484181021,3.51845440998901,1
relative_z_all,724,52,curb,464,462,2.59889007849281,2.58930022711996,-0.497988474293578,0.783255546532997,1
relative_z_all,724,56,trafficSign,1265,1257,0.183575686173237,0.0622502513630512,-0.101328413061111,0.0138673838693857,1
relative_z_all,724,63,curb,467,504,0.797205346004009,5.05921680928286,0.416104142555071,0.974156977218337,1
relative_z_all,724,69,curb,467,465,3.56045501328447,1.7471028388425,-4.91237995281148,8.3210373008403,1
relative_z_all,724,77,trafficSign,1266,1265,0.331171806114406,0.10267488861214,NaN,0,1
relative_z_all,725,33,curb,566,564,1.89333924163067,3.02468757250238,0.162236702579406,0.41539622500633,1
relative_z_all,725,41,curb,467,464,2.03464310031957,6.43328102930393,0.759311115543255,2.20372604195429,1
relative_z_all,725,43,curb,467,469,3.09951510357134,0.797807414247389,-0.306550534557744,0.281488983839563,1
relative_z_all,728,28,curb,467,469,3.29006860866002,0.605732370918291,-0.971087944835688,1.81235266305381,1
relative_z_all,728,36,curb,464,465,3.54183770040939,1.59123993554002,-2.51749173026207,6.3472159641086,1
relative_z_all,728,97,trafficSign,1266,1265,0.334795945016512,0.0692461504459498,0.816866851026134,0.843459532869662,1
relative_z_all,733,57,curb,502,463,1.06536283303497,1.86611816199004,-0.0337840094262845,0.00406760613442966,1
relative_z_all,734,34,trafficSign,1245,1247,0.589921836212568,0.18158021224534,1.13470694931988,1.58474541404759,1
relative_z_all,734,43,curb,464,462,3.30294658931121,2.08274085633775,-2.4518004102749,5.23595814393073,1
relative_z_all,734,53,curb,502,463,1.09329542867933,1.78900469558208,-0.00709793307271411,0.00012033547007977,1
relative_z_all,734,70,curb,461,462,4.28777151193192,2.26693747483487,1.89220929071197,4.01451625579868,1
relative_z_all,735,14,curb,464,462,3.29206542188431,2.07597765857304,-2.69518948706335,6.91938297572296,1
relative_z_all,735,36,curb,502,463,1.03357247703661,1.86105369165123,-0.21648910403303,0.265563100945919,1
relative_z_all,735,61,trafficSign,1245,1247,0.527551197058942,0.109683968037949,0.898635300785827,1.46084706752616,1
relative_z_all,735,79,curb,458,460,1.00842730527818,4.92150291825893,-0.0496448701050838,0.0116692850962174,1
relative_z_all,736,50,trafficSign,1245,1247,0.497397205579304,0.071528718814217,1.11286718027088,1.93069858114069,1
relative_z_all,736,52,curb,461,462,4.3704370653038,2.19197508944821,1.68543186635281,4.66260448602479,1
relative_z_all,736,53,curb,460,463,6.28655705747031,2.2870132574633,-0.0715926647759773,0.0238823753280009,1
relative_z_all,736,56,curb,502,463,1.02207943195136,1.88760820917599,-0.0797442236581105,0.0289451784224448,1
relative_z_all,737,21,curb,461,462,4.35457978706551,2.2071345699893,1.55140385738522,3.56094283901312,1
relative_z_all,737,24,curb,460,463,6.31703620671528,2.31743235595156,-0.191178695108221,0.108649007494228,1
relative_z_all,737,29,curb,502,463,1.05239341602704,1.85003098835421,-0.196433914450495,0.113043759764633,1
relative_z_all,737,62,trafficSign,1245,1247,0.48176607722948,0.0543238702165708,1.03320903536704,1.45538736226901,1
relative_z_all,737,90,curb,461,459,2.51920062279159,5.78651056911261,2.06566659145406,4.63967963294701,1
relative_z_all,737,94,curb,459,422,4.94514227538954,2.99975799757136,0.889079377900231,1.37732368887632,1
relative_z_all,738,16,curb,461,462,4.25979920389139,2.29001020821331,1.49111808612929,4.17489941962555,1
relative_z_all,738,63,trafficSign,1245,1247,0.466019822877719,0.0383823719632602,0.492747715661721,0.421664061064997,1
relative_z_all,738,75,curb,458,460,2.49893114733341,3.41482561201546,0.101433050038509,0.0383029705881199,1
relative_z_all,738,88,curb,459,422,4.95666734321875,2.99144968174808,1.29474678777476,3.77704643979928,1
relative_z_all,738,94,curb,461,459,2.31646248990865,5.58153650195872,1.92012643351603,5.04626824423143,1
relative_z_all,739,16,curb,502,463,1.03822914702466,1.93707749201302,-0.261732667559016,0.104200674997105,1
relative_z_all,739,51,curb,458,460,2.56863712742943,3.34998988411167,-0.166442771654403,0.0373055750084489,1
relative_z_all,739,53,curb,458,460,1.38275680575546,4.64284391758773,-0.182221072132336,0.0441051409603011,1
relative_z_all,739,64,trafficSign,1245,1247,0.463527641065283,0.0368867421374589,0.742003890639609,0.563043744314865,1
