variant,frame,source,class,oldTarget,newTarget,oldReferenceDistanceM,newReferenceDistanceM,heightResidualM,heightCost,accepted
relative_z_all,102,10,curb,27,28,0.423234273705621,1.79674053183031,0.0325893560608392,0.0054607102918936,1
relative_z_all,102,15,curb,9,24,1.83152005801389,5.11655806033218,-1.63691893423348,4.95904232206612,1
relative_z_all,102,22,curb,27,45,2.81971617146134,2.71360788082047,0.436059113869362,0.81665450158895,1
relative_z_all,102,106,curb,9,24,0.41909611673084,3.56151413755989,-1.2596757240189,2.92758800571464,1
relative_z_all,103,11,curb,27,28,0.96716091336128,2.34865379065018,0.087623843143632,0.0667899468595754,1
relative_z_all,103,18,curb,9,24,1.27078182798496,4.52603376551911,-1.61288204573154,5.76860355400696,1
relative_z_all,103,19,curb,27,28,2.62657636451084,3.99541271477147,-0.504336864193647,1.62811409421641,1
relative_z_all,103,23,curb,9,24,0.552992022990074,3.67909803466706,-1.3883236017642,4.72477858733854,1
relative_z_all,103,30,curb,24,9,2.2403938179094,1.09938261512685,0.337272581432103,0.562760522153937,1
relative_z_all,103,39,curb,24,9,0.672222215705474,3.8766041116336,-0.611049842160526,0.803822980449494,1
relative_z_all,103,105,curb,9,25,2.58965892572395,7.48154706555146,-0.952141200797968,3.07962749400295,1
relative_z_all,103,106,curb,9,25,3.27330044900926,6.74722438110001,-1.01102439028841,2.47293602273972,1
relative_z_all,104,10,curb,9,24,1.6557399557727,4.94573949526897,-0.84225552025319,2.51342252844275,1
relative_z_all,104,15,curb,9,24,0.629422801043308,3.74267465583359,-1.59341679868015,5.72099727954789,1
relative_z_all,104,19,curb,9,24,0.539731747531951,3.09344650404922,-1.39799669143639,4.58078481741806,1
relative_z_all,104,43,curb,24,25,2.5676390693959,4.02462074292384,-0.345912807737506,0.494935586087975,1
relative_z_all,104,84,curb,9,25,3.04211671320791,6.95960669211158,-1.11556472636713,3.97219585321615,1
relative_z_all,104,85,curb,24,25,0.828812558391454,5.90689569614244,-0.76012791196294,2.50656300268307,1
relative_z_all,104,86,curb,42,44,3.24680561261695,0.905689123653747,0.0478250379574945,0.011680089876933,1
relative_z_all,104,92,curb,40,42,2.57600309098708,2.89148453503931,0.486650246077744,1.07849777182928,1
relative_z_all,104,97,trafficSign,1176,1175,0.157569815090992,0.741103223453791,-0.267982758351081,0.101795311828693,1
relative_z_all,105,8,curb,27,28,0.584745338961172,1.88883218444087,-0.614768626020691,2.73307212228031,1
relative_z_all,105,12,curb,27,28,1.31954567443917,2.65448747608833,-0.651133582662681,2.93106207532738,1
relative_z_all,105,24,curb,9,25,1.06649889952562,8.99885158452513,-0.818753969343902,2.52405497185102,1
relative_z_all,105,36,curb,24,9,0.635491230734921,2.94254795951034,-1.02742716424351,1.88789718377369,1
relative_z_all,105,50,curb,24,25,2.72880197621306,3.86362866268168,-0.823782932432891,2.35504043666415,1
relative_z_all,105,66,curb,40,42,2.45504354640336,3.0111980946444,0.349816902452744,0.689268151226104,1
relative_z_all,105,82,trafficSign,1154,1153,0.280480802801848,0.306585112183757,-1.0858767876087,1.67290397341809,1
relative_z_all,105,104,curb,40,43,0.787331387628124,1.58419121839919,0.995853906961173,3.45558032631749,1
relative_z_all,105,112,curb,24,25,2.23963439305363,4.43719391311979,-1.05252099769308,3.1027240897332,1
relative_z_all,105,122,curb,45,27,3.30626399408784,2.14137930123464,0.0403987152578225,0.0162178893618215,1
relative_z_all,105,125,curb,21,25,1.1471505693023,4.57898807198047,0.0963929879302725,0.0536178916420297,1
relative_z_all,106,5,curb,27,28,0.468792331989563,1.7955237930298,0.0704236724187126,0.0784117927570777,1
relative_z_all,106,16,curb,27,45,2.84334067468456,2.57887387647262,0.00950333951757898,0.0007470246084814,1
relative_z_all,106,21,curb,45,27,1.62519412328464,3.79408171601013,0.0440566339962345,0.0283576695807715,1
relative_z_all,106,23,curb,9,25,1.61382483120057,8.4186608398111,-0.944642880204327,3.33781814529672,1
relative_z_all,106,27,curb,24,9,0.909652365469467,2.54281239533775,-1.51062648879639,4.13743772824495,1
relative_z_all,106,38,curb,45,44,1.96200992820412,1.07961593647639,0.355507054334879,1.18449064398206,1
relative_z_all,106,41,curb,24,25,2.16820816698116,4.50982723925711,-1.44218096525273,5.98141086874718,1
relative_z_all,106,44,curb,24,25,2.71147823000943,3.8837237821688,-0.0444722390686536,0.0112496214277476,1
relative_z_all,106,45,curb,24,25,2.85188960027991,3.7857376148498,-1.17609868937066,5.00558610944553,1
relative_z_all,106,99,curb,24,9,0.506397131714241,3.25055947670015,-0.988696854827424,1.6755948173739,1
relative_z_all,106,120,curb,21,25,1.28675417638384,4.43718816231385,-0.0123719340823243,0.0011330262821963,1
relative_z_all,106,127,curb,45,27,2.70024759150434,2.75297178540026,0.0984284165070051,0.140261487822351,1
relative_z_all,107,20,curb,9,25,1.66863035285818,8.38131740511727,-1.03262593328157,3.34151518739662,1
relative_z_all,107,28,curb,24,9,0.489674093775411,3.22603806861187,-1.31061030153171,3.59970510075614,1
relative_z_all,107,65,curb,42,40,3.15916269909648,2.33088722993888,0.0698409556068498,0.0216059916283342,1
relative_z_all,107,103,curb,21,25,1.38214185322571,4.34336001931939,-0.256968256087475,0.157921368725723,1
relative_z_all,107,105,curb,86,40,2.23809573980706,2.60539080957649,0.747002830381263,1.91037208123724,1
relative_z_all,107,121,curb,40,42,2.65399490662334,2.82895457411442,0.385044670410423,0.652562642332971,1
relative_z_all,107,122,curb,40,42,1.70859064936206,3.76558781379352,0.405994330373545,0.707471947947304,1
relative_z_all,107,131,curb,21,25,0.661284184316303,5.05905218725915,0.174320346869507,0.13290651851289,1
relative_z_all,108,12,curb,27,45,2.56747692523482,2.84952517232499,-0.142187635612885,0.106990959917686,1
relative_z_all,108,23,curb,9,25,2.64372649230596,7.35316708932286,-1.09902435345413,3.5264098675478,1
relative_z_all,108,31,curb,24,9,1.43613649530645,4.71361377124522,-1.07970848184598,2.45476188212247,1
relative_z_all,108,34,curb,24,25,2.2243445680106,4.41228090227998,-0.807716410103637,1.79588416811006,1
relative_z_all,108,58,curb,40,42,2.31505752556233,3.16150966529668,0.236219149617824,0.247084964850959,1
relative_z_all,108,60,curb,21,25,1.31893048955086,4.40374658917705,0.0152312546088922,0.000794493440527527,1
relative_z_all,108,97,curb,24,25,3.11893495450853,3.54332908532792,-0.712514033150882,1.05751092018924,1
relative_z_all,108,108,curb,40,42,2.62596851344321,2.84995036763795,0.27659771581537,0.336606322909444,1
relative_z_all,108,109,curb,40,42,1.64732643815022,3.82347355943398,0.285652868815902,0.355233194650332,1
relative_z_all,108,126,trafficSign,1176,1175,0.306499480581203,0.605190521604721,-0.504448134516707,0.32022436973493,1
relative_z_all,108,127,curb,45,28,6.03626063200103,1.3931600573565,0.283368601343,0.482631543004802,1
relative_z_all,108,129,curb,45,27,1.39175717825472,4.07608639954515,-0.00166626041965401,1.70410484701963e-05,1
relative_z_all,109,3,curb,27,28,0.559411978713505,1.81875586148186,-0.0570074801581768,0.00750219738751226,1
relative_z_all,109,10,curb,45,27,2.94707332453763,2.4838215892786,-0.279124587920279,0.169334236015875,1
relative_z_all,109,17,curb,24,9,1.66720523430674,1.69935487409373,-0.332389206510868,0.228237188589765,1
relative_z_all,109,28,curb,45,44,0.96823213764616,1.90745018055808,-0.589331315828019,0.695860802562182,1
relative_z_all,109,36,curb,24,25,2.102185490244,4.57484165503324,-1.21988584374,2.01876781577956,1
relative_z_all,109,40,curb,24,25,3.06613381732811,3.58922830086254,-1.10658706992069,1.76538262574747,1
relative_z_all,109,110,curb,22,21,1.33769236990323,3.12047189355089,0.489804899279136,0.374013824994209,1
relative_z_all,109,115,curb,45,28,5.81786383888677,1.5221930779405,0.104954355054986,0.0254175209366567,1
relative_z_all,109,132,curb,38,25,2.79239007797391,8.18632148255139,-0.39715980489791,0.29731611431167,1
relative_z_all,110,2,curb,27,28,0.905146058451044,2.1688399346614,0.226272679307442,0.137838391430172,1
relative_z_all,110,26,curb,24,25,2.01435845583574,4.67427087485419,-1.2625954214258,2.4382551263624,1
relative_z_all,110,29,curb,44,42,0.803720779618227,4.902954649263,0.00770490568953619,0.000146001407052272,1
relative_z_all,110,31,curb,24,9,3.00235100208514,6.29384749640277,-1.42291728971591,3.10161769973048,1
relative_z_all,110,34,curb,24,25,3.76528633391316,2.89009197025814,-1.23916615865696,2.34230656002861,1
relative_z_all,110,57,curb,25,21,3.5189156358598,2.21618917409556,-0.105539785130702,0.0253586366959453,1
relative_z_all,110,60,curb,21,25,1.45967811759193,4.26206239844415,0.13019719164609,0.0387692906377701,1
relative_z_all,110,68,curb,38,21,1.48054352022505,3.72460608193065,0.9469883326407,1.6210827677683,1
relative_z_all,110,76,trafficSign,1145,1146,0.383201241071271,0.156088873234935,-3.38114215634869,3.34780519467211,1
relative_z_all,110,83,trafficSign,1176,1175,0.374028654790821,0.544186747875259,-0.195559706646293,0.0378649009756267,1
relative_z_all,110,109,trafficSign,1181,1180,0.724162175564927,0.384921427679867,NaN,0,1
relative_z_all,110,116,curb,45,44,0.919627493357093,1.95481684820746,-0.544685642908007,0.689772016666746,1
relative_z_all,111,22,curb,24,25,1.23284640239555,5.49053851274349,-1.53199409994116,3.84841798595865,1
relative_z_all,111,26,curb,24,25,2.02533295792184,4.63082915687868,-1.45121941758666,3.5904145401006,1
relative_z_all,111,32,curb,24,9,3.3638753777122,6.66098943654542,-1.1985944801884,2.22562512628602,1
relative_z_all,111,33,curb,44,42,0.296295012794423,3.84438577564003,-0.103849581837068,0.0313768918787296,1
relative_z_all,111,102,curb,40,42,2.5065044464293,2.9596218011496,0.120126430580939,0.0402740067600743,1
relative_z_all,111,108,curb,22,25,2.05541355854231,8.18513171723225,-0.688651855470539,0.771202527963922,1
relative_z_all,111,117,curb,44,42,0.583019285899953,4.69969102049659,-0.157998706287401,0.0725967493314298,1
relative_z_all,111,121,curb,22,38,1.12269935562693,1.87394555128545,0.346728104479979,0.309282425101367,1
relative_z_all,111,129,curb,44,42,1.51674189759339,5.64210731880601,-0.183055621413729,0.0978572834258225,1
relative_z_all,112,25,curb,24,25,1.87209947742082,4.82281975395273,-1.76159400239314,3.16593939950249,1
relative_z_all,112,30,curb,24,25,2.76161851262719,3.91161003605912,-1.71401887604944,3.04790531083151,1
relative_z_all,112,48,curb,25,21,0.611719617328632,5.51525521815444,0.822370676801285,0.938481378800057,1
relative_z_all,112,76,curb,38,21,2.67818486893356,2.61181724923288,1.06446704853286,1.42929008071908,1
relative_z_all,112,109,curb,38,22,0.406970644109179,0.402867951653359,0.823383897315807,0.926586597134159,1
relative_z_all,112,119,curb,44,42,0.815863270653427,4.92710832975862,-0.370731198501829,0.214918506168618,1
relative_z_all,112,132,curb,24,9,3.31175511017155,6.60714778150975,-1.27681104403854,1.96500265689899,1
relative_z_all,113,3,curb,45,27,2.18656671968181,3.24887166213339,-0.172479200333726,0.042915749556341,1
relative_z_all,113,22,curb,24,9,2.57280516946335,5.8572444351813,-1.74302487088403,2.80844234087659,1
relative_z_all,113,26,curb,24,25,3.7470523902671,2.92276794469765,-1.6402168387537,2.60576901536688,1
relative_z_all,113,84,trafficSign,1176,1175,0.450177576037412,0.4628675991828,-0.109470512321906,0.00720549867068767,1
relative_z_all,113,108,trafficSign,1174,1175,0.315623497248904,0.330412435994931,-0.655707861759566,0.323082092756486,1
relative_z_all,113,124,curb,25,24,0.585647258520667,6.7336710583592,-1.08505377596609,1.33542449768024,1
relative_z_all,114,2,curb,45,27,2.39278250686605,3.10023346385262,0.148743699427627,0.0672744566161429,1
relative_z_all,114,4,curb,45,27,1.49103694101875,3.9445423263126,-0.245912151407651,0.182746367139409,1
relative_z_all,114,23,curb,24,9,3.27293093940409,6.56720278044512,-1.43602136025532,3.392700518128,1
relative_z_all,114,66,curb,22,38,0.868467126320636,1.61727101913064,0.593899851598962,0.641422051156545,1
relative_z_all,114,87,trafficSign,1174,1175,0.335830720548649,0.306564873705806,-0.261016002862135,0.0539177531685024,1
relative_z_all,114,92,curb,42,44,2.57813817089692,1.61163373326195,0.114371126689093,0.0377740327896726,1
relative_z_all,114,129,curb,40,42,3.90909831749381,1.59943266498735,0.0613286557414767,0.0101446158999643,1
relative_z_all,115,4,curb,45,27,1.23334082552358,4.23682384774454,-0.211072996097272,0.0831382063140487,1
relative_z_all,115,14,curb,45,44,1.71871703772788,1.11413779960852,-0.677149051408207,0.724769543024077,1
relative_z_all,115,29,curb,25,21,0.671185042318684,6.23906697886827,0.383067787847409,0.246395627141865,1
relative_z_all,115,33,curb,25,21,0.727847475931569,5.15400091260934,0.442837512633304,0.324331764629076,1
relative_z_all,115,41,curb,25,21,1.69134112222115,4.09436939257227,0.495039975403046,0.401234249510976,1
relative_z_all,115,44,curb,25,21,3.14254097872851,2.66048988455884,0.620029840559141,0.612074703855155,1
relative_z_all,115,48,curb,25,21,4.1799728045369,1.68703916492571,0.841420004521666,1.06070797145959,1
relative_z_all,115,93,trafficSign,1174,1175,0.321243343464025,0.319154637415732,-0.779301898182524,0.490454143257273,1
relative_z_all,115,98,curb,42,44,2.41602217789307,1.92112104857309,-0.223504448456225,0.0901557796988731,1
relative_z_all,115,102,curb,25,21,4.98738001725853,0.910027489752053,0.718232929042671,0.796608598044824,1
relative_z_all,115,134,curb,21,25,2.52043528130989,3.27693015451655,0.212431272292719,0.0769927927191877,1
relative_z_all,116,63,curb,22,21,1.75881746310693,2.82065650723348,0.730744051328486,0.589211609646528,1
relative_z_all,116,70,curb,86,40,1.96643258155342,2.95849838146812,-0.150004559967869,0.0310156929021808,1
relative_z_all,116,93,trafficSign,1176,1175,0.56802972684484,0.330161370110974,-0.246136464027416,0.0590679966064654,1
relative_z_all,116,101,curb,25,24,0.82344777406269,7.27587939700335,-1.3200903048548,1.91036045150559,1
relative_z_all,116,118,curb,21,25,2.4509034813948,3.33811523000075,0.348415803723015,0.166688514598486,1
relative_z_all,116,123,curb,22,21,1.30651610425064,3.14947383080957,0.502814129880505,0.332568346892319,1
relative_z_all,117,34,curb,25,21,2.99162288008031,2.85824867594795,0.834354439083512,0.848792192182359,1
relative_z_all,117,61,curb,86,40,2.31680579216635,2.52032701992758,0.330798771956239,0.145541915709925,1
relative_z_all,117,84,trafficSign,1176,1175,0.563229471544882,0.333570953829831,NaN,0,1
relative_z_all,117,85,trafficSign,1174,1175,0.568234267325247,0.120680903225639,-0.279941043893274,0.0484159085567815,1
relative_z_all,117,98,curb,21,25,2.37360266901228,3.40934408430512,0.283552149650433,0.108571460160237,1
relative_z_all,117,104,curb,22,21,1.61705081155635,2.85073683137407,0.345123686620923,0.137435879243811,1
relative_z_all,117,110,curb,83,85,3.05791674844824,1.28207598935001,NaN,0,1
relative_z_all,117,134,pole,903,904,0.47900762007267,0.0548040593731058,-0.793971805402805,0.141693162332231,1
relative_z_all,118,8,curb,44,42,1.04383535825153,5.17382184292507,-0.544286984107856,0.926796072946874,1
relative_z_all,118,12,curb,44,42,0.307107422050341,4.4419379869669,-0.622513532325883,1.17945671605452,1
