frame,model,zRequested,class,source,target,referenceDistanceM,heightResidualM,heightCost,planarStandardizedSquaredResidual,robustWeight,accepted
91,conditional,1,trafficSign,31,1166,0.513599389790771,NaN,0,1.37489767797691,0.00334018972353736,1
91,conditional,1,trafficSign,32,1145,0.162175199888419,NaN,0,0.185755610700922,0.0137774531544194,1
91,conditional,1,trafficSign,33,1164,2.24636700533749,NaN,0,1.97498844788749,0.00408721699630369,1
91,conditional,1,trafficSign,34,1164,1.97719744422554,NaN,0,1.22709322920338,0.00315899811332848,1
91,conditional,1,trafficSign,35,1176,0.45177163830544,NaN,0,1.02627848198256,0.00880580489529809,1
91,conditional,1,trafficSign,36,1176,0.233594982530261,NaN,0,0.0352188323035317,0.0276312778081027,1
91,conditional,1,trafficSign,37,1174,0.323458026506354,NaN,0,0.289830463569607,0.00693929529997745,1
91,conditional,1,trafficSign,38,1153,0.530031651017468,NaN,0,1.22070309073099,0.00439321600976138,1
91,conditional,1,trafficSign,39,1153,0.118697591480032,NaN,0,0.451004579705559,0.0238880458191209,1
91,conditional,1,trafficSign,40,1154,0.0331867699937014,NaN,0,0.286209240567651,0.0207244957906813,1
91,conditional,1,trafficSign,41,1144,0.278292738677024,NaN,0,0.106022394345173,0.0125599413360951,1
91,conditional,1,trafficSign,42,1143,0.181032687997021,NaN,0,0.0439619445143592,0.00481525495627283,1
91,conditional,1,trafficSign,43,1158,0.585559123039963,NaN,0,2.18771704659095,0.0176387643527748,1
91,conditional,1,trafficSign,44,1152,0.298567780956571,NaN,0,0.234299746341566,0.0169990964356711,1
91,conditional,1,trafficSign,45,1156,0.500522393637361,NaN,0,0.335555497157184,0.00274341088996988,1
91,conditional,1,trafficSign,46,1156,0.0803915325404817,NaN,0,0.000993103560354064,0.00289487186879576,1
91,conditional,1,trafficSign,47,1156,0.300464511477649,NaN,0,0.128712959794012,0.0179432436229197,1
91,conditional,1,pole,82,917,0.167981752775739,NaN,0,0.0108324633263244,0.035819996924347,1
91,conditional,1,pole,83,907,0.190409508472098,NaN,0,0.0976838995085367,0.0256551492883231,1
91,conditional,1,pole,84,907,0.438876948032823,NaN,0,1.35177853343394,0.0145364576456788,1
91,conditional,1,trafficSign,88,1146,0.182954558187327,NaN,0,0.0990799763181793,0.00313835998058115,1
91,conditional,1,trafficSign,89,1143,0.410420297156934,NaN,0,0.711845917869059,0.0043020293865352,1
91,conditional,1,trafficSign,90,1152,0.147950246273562,NaN,0,0.884120246545215,0.00652888484693304,1
91,conditional,1,trafficSign,91,1152,0.175892271294148,NaN,0,0.240807253386897,0.0204105683956618,1
91,conditional,1,pole,97,916,0.0652530558282762,NaN,0,0.274832042646555,0.0260723271853277,1
91,marginal,1,pole,28,902,0.153856842413825,NaN,0,0.141627138761827,0.0454919190951248,1
91,marginal,1,pole,29,916,0.201364688879971,NaN,0,0.0421689298335306,0.0293696565093278,1
91,marginal,1,pole,30,903,0.153820625650287,NaN,0,0.0257643081069728,0.0478575546979756,1
91,marginal,1,trafficSign,31,1166,0.513599389790771,NaN,0,1.37489767797691,0.00334018972353736,1
91,marginal,1,trafficSign,32,1145,0.162175199888419,NaN,0,0.185755610700922,0.0137774531544194,1
91,marginal,1,trafficSign,33,1164,2.24636700533749,NaN,0,1.97498844788749,0.00408721699630369,1
91,marginal,1,trafficSign,34,1164,1.97719744422554,NaN,0,1.22709322920338,0.00315899811332848,1
91,marginal,1,trafficSign,35,1176,0.45177163830544,NaN,0,1.02627848198256,0.00880580489529809,1
91,marginal,1,trafficSign,36,1176,0.233594982530261,NaN,0,0.0352188323035317,0.0276312778081027,1
91,marginal,1,trafficSign,37,1174,0.323458026506354,NaN,0,0.289830463569607,0.00693929529997745,1
91,marginal,1,trafficSign,38,1153,0.530031651017468,NaN,0,1.22070309073099,0.00439321600976138,1
91,marginal,1,trafficSign,39,1153,0.118697591480032,NaN,0,0.451004579705559,0.0238880458191209,1
91,marginal,1,trafficSign,40,1154,0.0331867699937014,NaN,0,0.286209240567651,0.0207244957906813,1
91,marginal,1,trafficSign,41,1144,0.278292738677024,NaN,0,0.106022394345173,0.0125599413360951,1
91,marginal,1,trafficSign,42,1143,0.181032687997021,NaN,0,0.0439619445143592,0.00481525495627283,1
91,marginal,1,trafficSign,43,1158,0.585559123039963,NaN,0,2.18771704659095,0.0176387643527748,1
91,marginal,1,trafficSign,44,1152,0.298567780956571,NaN,0,0.234299746341566,0.0169990964356711,1
91,marginal,1,trafficSign,45,1156,0.500522393637361,NaN,0,0.335555497157184,0.00274341088996988,1
91,marginal,1,trafficSign,46,1156,0.0803915325404817,NaN,0,0.000993103560354064,0.00289487186879576,1
91,marginal,1,trafficSign,47,1156,0.300464511477649,NaN,0,0.128712959794012,0.0179432436229197,1
91,marginal,1,pole,82,917,0.167981752775739,NaN,0,0.0108324633263244,0.035819996924347,1
91,marginal,1,pole,83,907,0.190409508472098,NaN,0,0.0976838995085367,0.0256551492883231,1
91,marginal,1,pole,84,907,0.438876948032823,NaN,0,1.35177853343394,0.0145364576456788,1
91,marginal,1,trafficSign,88,1146,0.182954558187327,NaN,0,0.0990799763181793,0.00313835998058115,1
91,marginal,1,trafficSign,89,1143,0.410420297156934,NaN,0,0.711845917869059,0.0043020293865352,1
91,marginal,1,trafficSign,90,1152,0.147950246273562,NaN,0,0.884120246545215,0.00652888484693304,1
91,marginal,1,trafficSign,91,1152,0.175892271294148,NaN,0,0.240807253386897,0.0204105683956618,1
91,marginal,1,pole,97,916,0.0652530558282762,NaN,0,0.274832042646555,0.0260723271853277,1
260,xy,0,pole,57,938,0.370688647939553,NaN,0,0.383455485864257,0.162030562249918,1
260,xy,0,pole,58,952,0.0829190173179741,NaN,0,0.244793440225712,0.155279890050499,1
260,xy,0,trafficSign,59,1191,0.36104330057052,NaN,0,0.0187183916921951,0.24792605177346,1
260,xy,0,trafficSign,60,1188,0.377416984094032,NaN,0,0.135042037385777,0.0828741188708079,1
260,conditional,1,pole,57,937,0.206482584501046,-1.1301254588117,0.945541113900603,0.219530415064962,0.166136095369697,1
260,conditional,1,pole,58,952,0.0829190173179741,0.21913608297325,0.0404948417048075,0.138561912762301,0.157861945312648,1
260,conditional,1,trafficSign,59,1191,0.36104330057052,-0.470543962277702,0.428915514965137,0.106210985623855,0.244513375035391,1
260,conditional,1,trafficSign,60,1188,0.377416984094032,1.45972702869042,3.31047622435899,0.107192348128501,0.0832371751276634,1
260,marginal,1,pole,57,939,0.0493085129354314,-0.32729659874974,0.0242599885025728,0.0330872106383317,0.171065988104467,1
260,marginal,1,pole,58,952,0.0829190173179741,-0.529177669208423,0.060572025713094,0.100091890126128,0.158818301963016,1
260,marginal,1,trafficSign,59,1190,0.05722952334696,0.021287533498537,0.000448721057466148,0.0454234009208182,0.246874356426065,1
260,marginal,1,trafficSign,60,1189,0.0422029388872892,0.0932983806751793,0.0147502817699855,0.00654915616203623,0.0845761328799364,1
615,xy,0,pole,60,1046,0.198463386161497,NaN,0,0.165261412519919,0.199434524358353,1
615,xy,0,pole,61,1044,0.128250124769898,NaN,0,0.574592540324284,0.0537704362855874,1
615,xy,0,pole,75,1044,0.097721676728831,NaN,0,0.450881093140795,0.0831089597991696,1
615,conditional,1,pole,60,1046,0.198463386161497,-1.28042885912365,0.385995187185832,0.165261412519919,0.199434524358353,1
615,conditional,1,pole,61,1044,0.128250124769898,NaN,0,0.574592540324284,0.0537704362855874,1
615,conditional,1,pole,75,1044,0.097721676728831,-0.830842108714961,0.27311373931212,0.450881093140795,0.0831089597991696,1
615,marginal,1,pole,60,1046,0.198463386161497,-0.802408994108276,0.142477129227062,0.165261412519919,0.199434524358353,1
615,marginal,1,pole,61,1044,0.128250124769898,NaN,0,0.574592540324284,0.0537704362855874,1
615,marginal,1,pole,75,1044,0.097721676728831,-1.15082162993676,0.273348987083799,0.450881093140795,0.0831089597991696,1
840,xy,0,pole,43,1020,0.299255564964049,NaN,0,0.0169598672837137,0.0296059851451289,1
840,xy,0,pole,44,1005,0.400197249934403,NaN,0,0.468633827090903,0.014284226942678,1
840,xy,0,pole,45,1017,2.32274163612182,NaN,0,55.7416344892714,0.00140297240293462,1
840,xy,0,pole,46,1050,0.636681947272766,NaN,0,14.7236053876138,0.00456671584735213,1
840,xy,0,trafficSign,47,1281,0.20283905353234,NaN,0,0.200410292711807,0.0519111899212974,1
840,xy,0,trafficSign,48,1263,0.47005621077441,NaN,0,0.186464215214925,0.0513761823736279,1
840,xy,0,trafficSign,49,1263,0.899384730365596,NaN,0,0.47847612505177,0.0498222971818771,1
840,xy,0,pole,62,1017,0.603807935357986,NaN,0,0.62978739231501,0.0134220822685245,1
840,xy,0,pole,64,1016,0.331709474760197,NaN,0,0.0920453818559705,0.0253696378112944,1
840,xy,0,pole,65,1033,1.37258063788192,NaN,0,0.849140211931807,0.0119334525327497,1
840,xy,0,pole,66,1053,0.367502794473743,NaN,0,0.0536870113585669,0.0198866906255926,1
840,xy,0,pole,67,1061,0.0721715904752694,NaN,0,1.06149455430376,0.0330331996285161,1
840,conditional,1,pole,43,1020,0.299255564964049,-1.28390902527536,0.978723681520549,0.0169598672837137,0.0296059851451289,1
840,conditional,1,pole,44,1005,0.400197249934403,NaN,0,0.468633827090903,0.014284226942678,1
840,conditional,1,pole,45,1017,2.32274163612182,NaN,0,55.7416344892714,0.00140297240293462,1
840,conditional,1,pole,46,1050,0.636681947272766,NaN,0,14.7236053876138,0.00456671584735213,1
840,conditional,1,trafficSign,47,1281,0.20283905353234,NaN,0,0.200410292711807,0.0519111899212974,1
840,conditional,1,trafficSign,48,1263,0.47005621077441,NaN,0,0.186464215214925,0.0513761823736279,1
840,conditional,1,trafficSign,49,1263,0.899384730365596,NaN,0,0.47847612505177,0.0498222971818771,1
840,conditional,1,pole,62,1017,0.603807935357986,NaN,0,0.62978739231501,0.0134220822685245,1
840,conditional,1,pole,64,1016,0.331709474760197,-2.09891918836664,1.11008372467025,0.0920453818559705,0.0253696378112944,1
840,conditional,1,pole,65,1033,1.37258063788192,NaN,0,0.849140211931807,0.0119334525327497,1
840,conditional,1,pole,66,1053,0.367502794473743,-0.434891633720156,0.15261014360715,0.0536870113585669,0.0198866906255926,1
840,conditional,1,pole,67,1061,0.0721715904752694,0.539241189649772,0.168869366563197,1.06149455430376,0.0330331996285161,1
840,marginal,1,pole,43,1020,0.299255564964049,-1.02455039380689,0.566777967350194,0.0169598672837137,0.0296059851451289,1
840,marginal,1,pole,44,1005,0.400197249934403,NaN,0,0.468633827090903,0.014284226942678,1
840,marginal,1,pole,45,1017,2.32274163612182,NaN,0,55.7416344892714,0.00140297240293462,1
840,marginal,1,pole,46,1050,0.636681947272766,NaN,0,14.7236053876138,0.00456671584735213,1
840,marginal,1,trafficSign,47,1281,0.20283905353234,NaN,0,0.200410292711807,0.0519111899212974,1
840,marginal,1,trafficSign,48,1263,0.47005621077441,NaN,0,0.186464215214925,0.0513761823736279,1
840,marginal,1,trafficSign,49,1263,0.899384730365596,NaN,0,0.47847612505177,0.0498222971818771,1
840,marginal,1,pole,62,1017,0.603807935357986,NaN,0,0.62978739231501,0.0134220822685245,1
840,marginal,1,pole,64,1016,0.331709474760197,-1.84644542841932,0.782460604102912,0.0920453818559705,0.0253696378112944,1
840,marginal,1,pole,65,1033,1.37258063788192,NaN,0,0.849140211931807,0.0119334525327497,1
840,marginal,1,pole,66,1053,0.367502794473743,0.132018276027793,0.00416973305440255,0.0536870113585669,0.0198866906255926,1
840,marginal,1,pole,67,1061,0.0721715904752694,1.08699103560102,0.271060128384602,1.06149455430376,0.0330331996285161,1
950,xy,0,pole,57,1085,0.146799947848323,NaN,0,0.0748837299593233,0.120920821124623,1
950,xy,0,pole,58,1087,0.101920509561111,NaN,0,0.0172823871091069,0.079970864840799,1
950,xy,0,trafficSign,65,1300,0.334847186287779,NaN,0,0.128866522651135,0.326599298783802,1
950,xy,0,pole,94,1088,0.618257247085977,NaN,0,12.6991337169903,0.0146080178366173,1
950,conditional,1,pole,57,1085,0.146799947848323,-0.456206830704559,0.0634285206973705,0.0748837299593233,0.120920821124623,1
950,conditional,1,pole,58,1087,0.101920509561111,-0.696929632470273,0.131510648332203,0.0172823871091069,0.079970864840799,1
950,conditional,1,trafficSign,65,1300,0.334847186287779,-0.508177488232121,0.188942491460876,0.128866522651135,0.326599298783802,1
950,conditional,1,pole,94,1088,0.618257247085977,1.51817275742357,0.818060749875534,12.6991337169903,0.0146080178366173,1
950,marginal,1,pole,57,1085,0.146799947848323,-0.373394222891278,0.041144945359256,0.0748837299593233,0.120920821124623,1
950,marginal,1,pole,58,1087,0.101920509561111,-1.04039790866085,0.146316266422534,0.0172823871091069,0.079970864840799,1
950,marginal,1,trafficSign,65,1300,0.334847186287779,-0.847931891052866,0.492410341622756,0.128866522651135,0.326599298783802,1
950,marginal,1,pole,94,1088,0.618257247085977,1.67123814843242,0.947402935042942,12.6991337169903,0.0146080178366173,1
951,xy,0,pole,63,1085,0.178716533658126,NaN,0,0.08999511856171,0.124289464186253,1
951,xy,0,trafficSign,65,1300,0.367607742070599,NaN,0,0.205543125164506,0.322720070633909,1
951,xy,0,pole,79,1087,0.111138308426728,NaN,0,0.00878151310436864,0.0778247613070619,1
951,xy,0,pole,83,1088,0.600223835273829,NaN,0,12.7127567252513,0.0217208455095573,1
951,conditional,1,pole,63,1085,0.178716533658126,NaN,0,0.08999511856171,0.124289464186253,1
951,conditional,1,trafficSign,65,1300,0.367607742070599,NaN,0,0.205543125164506,0.322720070633909,1
951,conditional,1,pole,79,1087,0.111138308426728,NaN,0,0.00878151310436864,0.0778247613070619,1
951,conditional,1,pole,83,1088,0.600223835273829,NaN,0,12.7127567252513,0.0217208455095573,1
951,marginal,1,pole,63,1085,0.178716533658126,NaN,0,0.08999511856171,0.124289464186253,1
951,marginal,1,trafficSign,65,1300,0.367607742070599,NaN,0,0.205543125164506,0.322720070633909,1
951,marginal,1,pole,79,1087,0.111138308426728,NaN,0,0.00878151310436864,0.0778247613070619,1
951,marginal,1,pole,83,1088,0.600223835273829,NaN,0,12.7127567252513,0.0217208455095573,1
952,xy,0,pole,58,1085,0.206979804967702,NaN,0,0.117798835111904,0.0968208153896012,1
952,xy,0,pole,59,1087,0.141696821391411,NaN,0,0.0190931290642981,0.0749225312717254,1
952,xy,0,pole,64,1088,0.582811981444751,NaN,0,12.3646935908425,0.0173611788252967,1
952,xy,0,trafficSign,65,1300,0.385631530554335,NaN,0,0.258664064546392,0.320086167095571,1
952,xy,0,pole,85,1089,0.53777873568115,NaN,0,10.9035649682697,0.0106911846186311,1
952,conditional,1,pole,58,1085,0.206979804967702,-0.69404427991725,0.140207635656067,0.117798835111904,0.0968208153896012,1
952,conditional,1,pole,59,1087,0.141696821391411,-1.5705237700769,0.47844873441121,0.0190931290642981,0.0749225312717254,1
952,conditional,1,pole,64,1088,0.582811981444751,NaN,0,12.3646935908425,0.0173611788252967,1
952,conditional,1,trafficSign,65,1300,0.385631530554335,-0.898754551482426,0.649602357487048,0.258664064546392,0.320086167095571,1
952,conditional,1,pole,85,1089,0.53777873568115,-1.5127792546358,1.06116898424818,10.9035649682697,0.0106911846186311,1
952,marginal,1,pole,58,1085,0.206979804967702,-0.605574488032772,0.101882646071582,0.117798835111904,0.0968208153896012,1
952,marginal,1,pole,59,1087,0.141696821391411,-2.50497053720869,0.653447963262431,0.0190931290642981,0.0749225312717254,1
952,marginal,1,pole,64,1088,0.582811981444751,NaN,0,12.3646935908425,0.0173611788252967,1
952,marginal,1,trafficSign,65,1300,0.385631530554335,-1.22982335783661,1.11237754367617,0.258664064546392,0.320086167095571,1
952,marginal,1,pole,85,1089,0.53777873568115,1.0972558495877,0.241333055856543,10.9035649682697,0.0106911846186311,1
953,xy,0,pole,62,1085,0.236455259216557,NaN,0,0.0956783113911456,0.0991049369927013,1
953,xy,0,pole,63,1087,0.166836210022696,NaN,0,0.0206360649934645,0.0615890124991237,1
953,xy,0,trafficSign,69,1300,0.427443647942519,NaN,0,0.262127721924865,0.319915920309612,1
953,xy,0,pole,81,1088,0.527852069879693,NaN,0,11.183232619939,0.017288839599962,1
953,xy,0,pole,84,1089,0.52141719319339,NaN,0,11.4847113514229,0.0105862110438156,1
953,conditional,1,pole,62,1085,0.236455259216557,-0.315126509511458,0.0296474547616057,0.0956783113911456,0.0991049369927013,1
953,conditional,1,pole,63,1087,0.166836210022696,NaN,0,0.0206360649934645,0.0615890124991237,1
953,conditional,1,trafficSign,69,1300,0.427443647942519,-0.519537317275109,0.404493835074693,0.262127721924865,0.319915920309612,1
953,conditional,1,pole,81,1088,0.527852069879693,1.25683826048285,0.669768442955355,11.183232619939,0.017288839599962,1
953,conditional,1,pole,84,1089,0.52141719319339,NaN,0,11.4847113514229,0.0105862110438156,1
953,marginal,1,pole,62,1085,0.236455259216557,-0.242728984909746,0.0168387717686056,0.0956783113911456,0.0991049369927013,1
953,marginal,1,pole,63,1087,0.166836210022696,NaN,0,0.0206360649934645,0.0615890124991237,1
953,marginal,1,trafficSign,69,1300,0.427443647942519,-0.994598591062271,1.11904609403133,0.262127721924865,0.319915920309612,1
953,marginal,1,pole,81,1088,0.527852069879693,1.21484810015269,0.649464406621951,11.183232619939,0.017288839599962,1
953,marginal,1,pole,84,1089,0.52141719319339,NaN,0,11.4847113514229,0.0105862110438156,1
954,xy,0,pole,41,1085,0.270529659288103,NaN,0,0.0510734692172228,0.065045294086914,1
954,xy,0,pole,42,1087,0.229776354087552,NaN,0,0.0578956021814586,0.0487890257297706,1
954,xy,0,pole,48,1088,0.510989279650131,NaN,0,11.9650221328171,0.0135050394099618,1
954,xy,0,trafficSign,49,1300,0.462750031704163,NaN,0,0.230214732228834,0.321491404130798,1
954,xy,0,pole,64,1089,0.503558413360425,NaN,0,12.2993248582742,0.00826072859551546,1
954,xy,0,pole,73,1087,2.45198867990168,NaN,0,84.4301277646836,0.00173467302671414,1
954,conditional,1,pole,41,1085,0.270529659288103,NaN,0,0.285686490526873,0.062710348402199,1
954,conditional,1,pole,42,1087,0.229776354087552,-1.60705404717029,0.413869670315019,0.066534331120344,0.0487223000307753,1
954,conditional,1,pole,48,1088,0.510989279650131,NaN,0,4.24096723259007,0.0234482280139855,1
954,conditional,1,trafficSign,49,1298,0.0207918702137472,0.0204087055219304,0.000755382339742021,0.0202740940233096,0.332255544509469,1
954,conditional,1,pole,64,1089,0.503558413360425,NaN,0,4.80548159705351,0.0138601775905529,1
954,conditional,1,pole,73,1087,2.45198867990168,-15.2079706661728,7.63721600812539,83.7260338616042,0.00174824744925231,1
954,marginal,1,pole,41,1085,0.270529659288103,NaN,0,0.285686490526873,0.062710348402199,1
954,marginal,1,pole,42,1087,0.229776354087552,-2.66865007023901,0.581686707359762,0.066534331120344,0.0487223000307753,1
954,marginal,1,pole,48,1088,0.510989279650131,NaN,0,4.24096723259007,0.0234482280139855,1
954,marginal,1,trafficSign,49,1298,0.0207918702137472,-0.0304801371901817,0.00144479779244752,0.0202740940233096,0.332255544509469,1
954,marginal,1,pole,64,1089,0.503558413360425,NaN,0,4.80548159705351,0.0138601775905529,1
954,marginal,1,pole,73,1087,2.45198867990168,-1.62271787915478,0.374123182572756,83.7260338616042,0.00174824744925231,1
955,xy,0,pole,38,1085,0.291461528799337,NaN,0,0.0422376729076313,0.0561447810857388,1
955,xy,0,pole,39,1087,0.281959028416511,NaN,0,0.102156211750183,0.0393801373815083,1
955,xy,0,pole,43,1088,0.488572185781693,NaN,0,11.1464546285122,0.00849874533099524,1
955,xy,0,pole,44,1089,0.453645821019965,NaN,0,10.4818645733004,0.0119691735090122,1
955,xy,0,trafficSign,45,1300,0.488873611918499,NaN,0,0.35252411956905,0.315535891365939,1
955,xy,0,pole,57,1087,2.46896326280747,NaN,0,84.5554990793507,0.0015239811002552,1
955,xy,0,pole,58,1090,0.279210374171141,NaN,0,6.88035449202061,0.00852039644709866,1
955,conditional,1,pole,38,1085,0.291461528799337,NaN,0,0.0422376729076313,0.0561447810857388,1
955,conditional,1,pole,39,1087,0.281959028416511,NaN,0,0.102156211750183,0.0393801373815083,1
955,conditional,1,pole,43,1088,0.488572185781693,NaN,0,11.1464546285122,0.00849874533099524,1
955,conditional,1,pole,44,1089,0.453645821019965,NaN,0,10.4818645733004,0.0119691735090122,1
955,conditional,1,trafficSign,45,1300,0.488873611918499,NaN,0,0.35252411956905,0.315535891365939,1
955,conditional,1,pole,57,1087,2.46896326280747,NaN,0,84.5554990793507,0.0015239811002552,1
955,conditional,1,pole,58,1090,0.279210374171141,NaN,0,6.88035449202061,0.00852039644709866,1
955,marginal,1,pole,38,1085,0.291461528799337,NaN,0,0.0422376729076313,0.0561447810857388,1
955,marginal,1,pole,39,1087,0.281959028416511,NaN,0,0.102156211750183,0.0393801373815083,1
955,marginal,1,pole,43,1088,0.488572185781693,NaN,0,11.1464546285122,0.00849874533099524,1
955,marginal,1,pole,44,1089,0.453645821019965,NaN,0,10.4818645733004,0.0119691735090122,1
955,marginal,1,trafficSign,45,1300,0.488873611918499,NaN,0,0.35252411956905,0.315535891365939,1
955,marginal,1,pole,57,1087,2.46896326280747,NaN,0,84.5554990793507,0.0015239811002552,1
955,marginal,1,pole,58,1090,0.279210374171141,NaN,0,6.88035449202061,0.00852039644709866,1
956,xy,0,pole,36,1085,0.305903528201568,NaN,0,0.00891115066328106,0.0567837182387496,1
956,xy,0,pole,37,1087,0.328177826272521,NaN,0,0.15212206384254,0.028787067397079,1
956,xy,0,pole,40,1089,0.413502347294235,NaN,0,9.55282186697487,0.00847187230114851,1
956,xy,0,trafficSign,41,1300,0.503894732091611,NaN,0,0.406629826176724,0.312971186281198,1
956,xy,0,pole,48,1087,2.48798453393308,NaN,0,83.7525832210925,0.00159809715921472,1
956,xy,0,pole,49,1090,0.260181137930104,NaN,0,6.57491582418658,0.0144576793905097,1
956,xy,0,pole,50,1090,0.227450023819833,NaN,0,5.19991261352635,0.0114796469657739,1
956,conditional,1,pole,36,1085,0.305903528201568,-0.904736088308766,0.264616466562111,0.308291016660914,0.0541915944805972,1
956,conditional,1,pole,37,1087,0.328177826272521,NaN,0,0.219213598571267,0.02848851974479,1
956,conditional,1,pole,40,1089,0.413502347294235,NaN,0,3.87543086766434,0.0132221029015519,1
956,conditional,1,trafficSign,41,1298,0.0502701750205601,0.156069392886877,0.0319657468707631,0.0186045834767055,0.332344033762275,1
956,conditional,1,pole,48,1087,2.48798453393308,NaN,0,83.5811999968458,0.00160114606698636,1
956,conditional,1,pole,49,1090,0.260181137930104,0.620841754069204,0.20706214084361,1.5401325823736,0.0238017157263669,1
956,conditional,1,pole,50,1090,0.227450023819833,-0.234829691862529,0.0192116569367417,1.48619573138522,0.0169903863806078,1
956,marginal,1,pole,36,1085,0.305903528201568,-0.935502933445889,0.272650297228905,0.308290923794705,0.0541915952479569,1
956,marginal,1,pole,37,1087,0.328177826272521,NaN,0,0.219213492227139,0.0284885202130984,1
956,marginal,1,pole,40,1089,0.413502347294235,NaN,0,3.87543183734084,0.0132221016353183,1
956,marginal,1,trafficSign,41,1298,0.0502701750205601,0.179533726171087,0.0396649673010632,0.0186045107446724,0.332344037618326,1
956,marginal,1,pole,48,1087,2.48798453393308,NaN,0,83.5811967223281,0.00160114612535117,1
956,marginal,1,pole,49,1090,0.260181137930104,1.14307001643223,0.341554986570937,1.54013324259186,0.0238017137091578,1
956,marginal,1,pole,50,1090,0.227450023819833,-1.17606077665562,0.323744621773722,1.48619620715685,0.0169903853357088,1
957,xy,0,pole,32,1085,0.33055740364889,NaN,0,0.0012792808011296,0.0427701856211229,1
957,xy,0,pole,33,1087,2.51144532842334,NaN,0,83.0019921067369,0.00164412863080944,1
957,xy,0,pole,35,1088,0.465719890636063,NaN,0,10.2929372391799,0.00775665354795974,1
957,xy,0,pole,36,1090,0.236636013563798,NaN,0,6.24440665686044,0.0151402495199908,1
957,xy,0,pole,37,1090,0.212046437133176,NaN,0,4.9347784914031,0.0119894393040686,1
957,xy,0,trafficSign,38,1300,0.516228206762999,NaN,0,0.418096294836124,0.312433000547202,1
957,xy,0,pole,47,1087,0.374052141331723,NaN,0,0.171541344181793,0.0186585498066923,1
957,conditional,1,pole,32,1085,0.33055740364889,NaN,0,0.387470910882528,0.0402816643265401,1
957,conditional,1,pole,33,1087,2.51144532842334,NaN,0,82.7679383528917,0.00164845151769006,1
957,conditional,1,pole,35,1088,0.465719890636063,1.13022922525758,0.611691928551013,4.01116303235679,0.0125051938484294,1
957,conditional,1,pole,36,1090,0.236636013563798,NaN,0,1.40906558214022,0.0246986309701033,1
