caseName,continuousOnMaxRealEigenvalue,offMaxRealEigenvalue,period100msSpectralRadius
actualWeight,0.716434473638257,0.379401908574775,1.07853047599688
unitWeight,-0.0147478774332815,0.379401908574775,1.07327555872138
baseGainActualWeight,-0.74460418730862,0.379401908574775,1.052795648901
baseGainUnitWeight,-3.51665355337981,0.379401908574775,0.912850383486619
