variant,rmseCm,medianCm,p95Cm,maxCm,fusedAbove30cm,headingRmseDeg,odometryOneSecondDriftRmseCm
graph_recorded_odometry,32.1709772301144,24.0696175698539,63.7165601592954,97.9284042161191,380,0.717736800848141,30.1406127578309
graph_lever_odometry,26.7246932245296,21.6347596354896,44.9757058059406,71.5326236103532,299,0.675624140104703,26.638355695487
