dataset,frame,batch,milliseconds,baselineCount,candidateCount,sharedCount,lostCount,addedCount,retention,jaccard,maskExact,sourceExact,componentsExact,nonPoleMasksExact,nonPoleComponentsExact,sharedComponentCount,maximumMeanError,maximumCovarianceError,maximumProbabilityError,maximumMixtureWeightError,legacyCount,legacyRetained,fineCount,fineMatched,baselineFineMatched
Mississippi,601,7,77.25,12,12,12,0,0,1,1,1,1,1,NaN,1,36,0,0,0,0,6,6,2,2,2
Mississippi,602,7,78.398,15,15,15,0,0,1,1,1,1,1,NaN,1,67,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,603,7,79.413,13,13,13,0,0,1,1,1,1,1,NaN,1,63,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,604,7,79.779,16,16,16,0,0,1,1,1,1,1,NaN,1,63,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,605,7,82.097,14,14,14,0,0,1,1,1,1,1,NaN,1,66,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,606,7,80.632,14,14,14,0,0,1,1,1,1,1,NaN,1,57,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,607,7,84.881,18,18,18,0,0,1,1,1,1,1,NaN,1,75,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,608,7,83.386,19,19,19,0,0,1,1,1,1,1,NaN,1,70,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,609,7,84.542,21,21,21,0,0,1,1,1,1,1,NaN,1,65,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,610,7,81.232,27,27,27,0,0,1,1,1,1,1,NaN,1,66,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,611,7,81.411,20,20,20,0,0,1,1,1,1,1,NaN,1,59,0,0,0,0,3,3,2,2,2
Mississippi,612,7,79.282,27,27,27,0,0,1,1,1,1,1,NaN,1,60,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,613,7,76.777,26,26,26,0,0,1,1,1,1,1,NaN,1,62,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,614,7,74.813,19,19,19,0,0,1,1,1,1,1,NaN,1,63,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,615,7,77.958,27,27,27,0,0,1,1,1,1,1,NaN,1,62,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,616,7,74.23,22,22,22,0,0,1,1,1,1,1,NaN,1,68,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,617,7,70.674,24,24,24,0,0,1,1,1,1,1,NaN,1,53,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,618,7,70.253,23,23,23,0,0,1,1,1,1,1,NaN,1,67,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,619,7,69.343,27,27,27,0,0,1,1,1,1,1,NaN,1,55,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,620,7,67.777,26,26,26,0,0,1,1,1,1,1,NaN,1,39,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,621,7,64.005,25,25,25,0,0,1,1,1,1,1,NaN,1,56,0,0,0,0,4,4,2,2,2
Mississippi,622,7,64.551,23,23,23,0,0,1,1,1,1,1,NaN,1,56,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,623,7,61.48,23,23,23,0,0,1,1,1,1,1,NaN,1,50,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,624,7,64.581,24,24,24,0,0,1,1,1,1,1,NaN,1,62,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,625,7,62.041,20,20,20,0,0,1,1,1,1,1,NaN,1,69,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,626,7,59.652,22,22,22,0,0,1,1,1,1,1,NaN,1,76,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,627,7,57.057,22,22,22,0,0,1,1,1,1,1,NaN,1,70,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,628,7,59.742,25,25,25,0,0,1,1,1,1,1,NaN,1,64,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,629,7,57.69,17,17,17,0,0,1,1,1,1,1,NaN,1,64,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,630,7,55.118,13,13,13,0,0,1,1,1,1,1,NaN,1,38,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,631,7,54.981,16,16,16,0,0,1,1,1,1,1,NaN,1,38,0,0,0,0,4,4,2,2,2
Mississippi,632,7,57.955,19,19,19,0,0,1,1,1,1,1,NaN,1,70,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,633,7,55.973,18,18,18,0,0,1,1,1,1,1,NaN,1,67,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,634,7,56.383,15,15,15,0,0,1,1,1,1,1,NaN,1,69,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,635,7,54.804,8,8,8,0,0,1,1,1,1,1,NaN,1,33,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,636,7,54.135,10,10,10,0,0,1,1,1,1,1,NaN,1,30,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,637,7,52.218,9,9,9,0,0,1,1,1,1,1,NaN,1,33,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,638,7,51.106,10,10,10,0,0,1,1,1,1,1,NaN,1,33,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,639,7,53.635,9,9,9,0,0,1,1,1,1,1,NaN,1,63,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,640,7,55.588,13,13,13,0,0,1,1,1,1,1,NaN,1,68,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,641,7,55.543,7,7,7,0,0,1,1,1,1,1,NaN,1,61,0,0,0,0,3,3,4,4,4
Mississippi,642,7,54.617,12,12,12,0,0,1,1,1,1,1,NaN,1,56,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,643,7,53.062,17,17,17,0,0,1,1,1,1,1,NaN,1,62,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,644,7,51.88,12,12,12,0,0,1,1,1,1,1,NaN,1,54,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,645,7,51.877,14,14,14,0,0,1,1,1,1,1,NaN,1,56,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,646,7,52.927,11,11,11,0,0,1,1,1,1,1,NaN,1,65,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,647,7,51.625,15,15,15,0,0,1,1,1,1,1,NaN,1,59,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,648,7,56.491,24,24,24,0,0,1,1,1,1,1,NaN,1,71,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,649,7,56.829,18,18,18,0,0,1,1,1,1,1,NaN,1,62,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,650,7,55.694,16,16,16,0,0,1,1,1,1,1,NaN,1,53,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,651,7,55.838,19,19,19,0,0,1,1,1,1,1,NaN,1,65,0,0,0,0,9,9,2,2,2
Mississippi,652,7,56.735,12,12,12,0,0,1,1,1,1,1,NaN,1,56,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,653,7,59.783,12,12,12,0,0,1,1,1,1,1,NaN,1,29,0,0,0,0,6,6,NaN,NaN,NaN
