dataset,frame,batch,milliseconds,baselineCount,candidateCount,sharedCount,lostCount,addedCount,retention,jaccard,maskExact,sourceExact,componentsExact,nonPoleMasksExact,nonPoleComponentsExact,sharedComponentCount,maximumMeanError,maximumCovarianceError,maximumProbabilityError,maximumMixtureWeightError,legacyCount,legacyRetained,fineCount,fineMatched,baselineFineMatched
Mississippi,1001,11,88.704,26,26,26,0,0,1,1,1,1,1,NaN,1,77,0,0,0,0,6,6,1,1,1
Mississippi,1002,11,90.104,17,17,17,0,0,1,1,1,1,1,NaN,1,58,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,1003,11,93.269,25,25,25,0,0,1,1,1,1,1,NaN,1,61,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,1004,11,89.759,24,24,24,0,0,1,1,1,1,1,NaN,1,45,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,1005,11,91.683,27,27,27,0,0,1,1,1,1,1,NaN,1,57,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,1006,11,92.77,28,28,28,0,0,1,1,1,1,1,NaN,1,56,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,1007,11,88.177,27,27,27,0,0,1,1,1,1,1,NaN,1,57,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,1008,11,91.581,28,28,28,0,0,1,1,1,1,1,NaN,1,57,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,1009,11,88.08,32,32,32,0,0,1,1,1,1,1,NaN,1,53,0,0,0,0,13,13,NaN,NaN,NaN
Mississippi,1010,11,93.043,33,33,33,0,0,1,1,1,1,1,NaN,1,41,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,1011,11,85.696,32,32,32,0,0,1,1,1,1,1,NaN,1,64,0,0,0,0,11,11,2,2,2
Mississippi,1012,11,88.483,34,34,34,0,0,1,1,1,1,1,NaN,1,61,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,1013,11,87.982,34,34,34,0,0,1,1,1,1,1,NaN,1,59,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,1014,11,91.189,34,34,34,0,0,1,1,1,1,1,NaN,1,68,0,0,0,0,7,7,NaN,NaN,NaN
