dataset,frame,batch,milliseconds,baselineCount,candidateCount,sharedCount,lostCount,addedCount,retention,jaccard,maskExact,sourceExact,componentsExact,nonPoleMasksExact,nonPoleComponentsExact,sharedComponentCount,maximumMeanError,maximumCovarianceError,maximumProbabilityError,maximumMixtureWeightError,legacyCount,legacyRetained,fineCount,fineMatched,baselineFineMatched
Mississippi,1015,11,98.732,29,29,29,0,0,1,1,1,1,1,NaN,1,56,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,1016,11,93.678,22,22,22,0,0,1,1,1,1,1,NaN,1,53,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,1017,11,113.032,26,26,26,0,0,1,1,1,1,1,NaN,1,49,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,1018,11,106.68,25,25,25,0,0,1,1,1,1,1,NaN,1,52,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,1019,11,112.673,24,24,24,0,0,1,1,1,1,1,NaN,1,57,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,1020,11,112.831,20,20,20,0,0,1,1,1,1,1,NaN,1,57,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,1021,11,111.855,30,30,30,0,0,1,1,1,1,1,NaN,1,59,0,0,0,0,10,10,5,5,5
Mississippi,1022,11,115.264,31,31,31,0,0,1,1,1,1,1,NaN,1,59,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,1023,11,111.04,30,30,30,0,0,1,1,1,1,1,NaN,1,57,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,1024,11,99.74,28,28,28,0,0,1,1,1,1,1,NaN,1,42,0,0,0,0,11,11,NaN,NaN,NaN
Mississippi,1025,11,103.007,28,28,28,0,0,1,1,1,1,1,NaN,1,44,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,1026,11,102.42,32,32,32,0,0,1,1,1,1,1,NaN,1,39,0,0,0,0,16,16,NaN,NaN,NaN
Mississippi,1027,11,104.052,29,29,29,0,0,1,1,1,1,1,NaN,1,41,0,0,0,0,15,15,NaN,NaN,NaN
Mississippi,1028,11,106.717,38,38,38,0,0,1,1,1,1,1,NaN,1,59,0,0,0,0,14,14,NaN,NaN,NaN
Mississippi,1029,11,99.917,27,27,27,0,0,1,1,1,1,1,NaN,1,63,0,0,0,0,12,12,NaN,NaN,NaN
Mississippi,1030,11,108.324,23,23,23,0,0,1,1,1,1,1,NaN,1,56,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,1031,11,108.198,25,25,25,0,0,1,1,1,1,1,NaN,1,54,0,0,0,0,6,6,3,1,1
Mississippi,1032,11,100.298,33,33,33,0,0,1,1,1,1,1,NaN,1,54,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,1033,11,106.988,22,22,22,0,0,1,1,1,1,1,NaN,1,55,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,1034,11,109.799,24,24,24,0,0,1,1,1,1,1,NaN,1,46,0,0,0,0,11,11,NaN,NaN,NaN
Mississippi,1035,11,107.788,21,21,21,0,0,1,1,1,1,1,NaN,1,47,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,1036,11,113.219,19,19,19,0,0,1,1,1,1,1,NaN,1,54,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,1037,11,117.539,19,19,19,0,0,1,1,1,1,1,NaN,1,58,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,1038,11,100.223,27,27,27,0,0,1,1,1,1,1,NaN,1,48,0,0,0,0,11,11,NaN,NaN,NaN
Mississippi,1039,11,103.336,25,25,25,0,0,1,1,1,1,1,NaN,1,48,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,1040,11,99.756,18,18,18,0,0,1,1,1,1,1,NaN,1,45,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,1041,11,103.866,17,17,17,0,0,1,1,1,1,1,NaN,1,57,0,0,0,0,6,6,1,1,1
Mississippi,1042,11,97.385,15,15,15,0,0,1,1,1,1,1,NaN,1,52,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,1043,11,91.875,23,23,23,0,0,1,1,1,1,1,NaN,1,57,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,1044,11,95.272,32,32,32,0,0,1,1,1,1,1,NaN,1,62,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,1045,11,98.879,35,35,35,0,0,1,1,1,1,1,NaN,1,57,0,0,0,0,12,12,NaN,NaN,NaN
Mississippi,1046,11,92.539,34,34,34,0,0,1,1,1,1,1,NaN,1,62,0,0,0,0,14,14,NaN,NaN,NaN
Mississippi,1047,11,90.714,31,31,31,0,0,1,1,1,1,1,NaN,1,64,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,1048,11,87.456,26,26,26,0,0,1,1,1,1,1,NaN,1,68,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,1049,11,81.742,27,27,27,0,0,1,1,1,1,1,NaN,1,53,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,1050,11,82.756,24,24,24,0,0,1,1,1,1,1,NaN,1,62,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,1051,11,82.346,20,20,20,0,0,1,1,1,1,1,NaN,1,60,0,0,0,0,6,6,2,2,2
Mississippi,1052,11,79.245,22,22,22,0,0,1,1,1,1,1,NaN,1,52,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,1053,11,74.711,25,25,25,0,0,1,1,1,1,1,NaN,1,54,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,1054,11,74.807,24,24,24,0,0,1,1,1,1,1,NaN,1,68,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,1055,11,69.904,22,22,22,0,0,1,1,1,1,1,NaN,1,49,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,1056,11,66.923,18,18,18,0,0,1,1,1,1,1,NaN,1,49,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,1057,11,63.529,19,19,19,0,0,1,1,1,1,1,NaN,1,59,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,1058,11,65.1,30,30,30,0,0,1,1,1,1,1,NaN,1,62,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,1059,11,66.505,32,32,32,0,0,1,1,1,1,1,NaN,1,64,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,1060,11,63.517,22,22,22,0,0,1,1,1,1,1,NaN,1,54,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,1061,11,61.224,25,25,25,0,0,1,1,1,1,1,NaN,1,49,0,0,0,0,7,7,1,1,1
Mississippi,1062,11,58.519,23,23,23,0,0,1,1,1,1,1,NaN,1,64,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,1063,11,61.905,26,26,26,0,0,1,1,1,1,1,NaN,1,54,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,1064,11,65.873,29,29,29,0,0,1,1,1,1,1,NaN,1,65,0,0,0,0,13,13,NaN,NaN,NaN
Mississippi,1065,11,61.869,19,19,19,0,0,1,1,1,1,1,NaN,1,31,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,1066,11,53.588,20,20,20,0,0,1,1,1,1,1,NaN,1,64,0,0,0,0,11,11,NaN,NaN,NaN
Mississippi,1067,11,64.076,30,30,30,0,0,1,1,1,1,1,NaN,1,67,0,0,0,0,16,16,NaN,NaN,NaN
Mississippi,1068,11,58.913,29,29,29,0,0,1,1,1,1,1,NaN,1,64,0,0,0,0,16,16,NaN,NaN,NaN
Mississippi,1069,11,60.848,31,31,31,0,0,1,1,1,1,1,NaN,1,71,0,0,0,0,13,13,NaN,NaN,NaN
Mississippi,1070,11,53.08,27,27,27,0,0,1,1,1,1,1,NaN,1,71,0,0,0,0,14,14,NaN,NaN,NaN
Mississippi,1071,11,58.203,27,27,27,0,0,1,1,1,1,1,NaN,1,59,0,0,0,0,13,13,4,4,4
Mississippi,1072,11,58.508,33,33,33,0,0,1,1,1,1,1,NaN,1,65,0,0,0,0,12,12,NaN,NaN,NaN
Mississippi,1073,11,58.726,29,29,29,0,0,1,1,1,1,1,NaN,1,60,0,0,0,0,13,13,NaN,NaN,NaN
Mississippi,1074,11,58.294,31,31,31,0,0,1,1,1,1,1,NaN,1,50,0,0,0,0,12,12,NaN,NaN,NaN
Mississippi,1075,11,54.034,33,33,33,0,0,1,1,1,1,1,NaN,1,63,0,0,0,0,13,13,NaN,NaN,NaN
Mississippi,1076,11,60.063,27,27,27,0,0,1,1,1,1,1,NaN,1,71,0,0,0,0,13,13,NaN,NaN,NaN
Mississippi,1077,11,60.257,37,37,37,0,0,1,1,1,1,1,NaN,1,60,0,0,0,0,15,15,NaN,NaN,NaN
Mississippi,1078,11,60.633,26,26,26,0,0,1,1,1,1,1,NaN,1,53,0,0,0,0,13,13,NaN,NaN,NaN
Mississippi,1079,11,61.589,33,33,33,0,0,1,1,1,1,1,NaN,1,64,0,0,0,0,14,14,NaN,NaN,NaN
Mississippi,1080,11,58.188,33,33,33,0,0,1,1,1,1,1,NaN,1,73,0,0,0,0,17,17,NaN,NaN,NaN
Mississippi,1081,11,63.172,31,31,31,0,0,1,1,1,1,1,NaN,1,70,0,0,0,0,17,17,6,6,6
Mississippi,1082,11,63.563,35,35,35,0,0,1,1,1,1,1,NaN,1,58,0,0,0,0,14,14,NaN,NaN,NaN
Mississippi,1083,11,62.551,31,31,31,0,0,1,1,1,1,1,NaN,1,38,0,0,0,0,16,16,NaN,NaN,NaN
Mississippi,1084,11,60.17,36,36,36,0,0,1,1,1,1,1,NaN,1,56,0,0,0,0,12,12,NaN,NaN,NaN
Mississippi,1085,11,66.575,32,32,32,0,0,1,1,1,1,1,NaN,1,52,0,0,0,0,16,16,NaN,NaN,NaN
Mississippi,1086,11,69.324,37,37,37,0,0,1,1,1,1,1,NaN,1,71,0,0,0,0,15,15,NaN,NaN,NaN
Mississippi,1087,11,76.422,36,36,36,0,0,1,1,1,1,1,NaN,1,67,0,0,0,0,20,20,NaN,NaN,NaN
Mississippi,1088,11,72.325,35,35,35,0,0,1,1,1,1,1,NaN,1,67,0,0,0,0,17,17,NaN,NaN,NaN
Mississippi,1089,11,73.261,49,49,49,0,0,1,1,1,1,1,NaN,1,81,0,0,0,0,21,21,NaN,NaN,NaN
Mississippi,1090,11,75.248,39,39,39,0,0,1,1,1,1,1,NaN,1,77,0,0,0,0,15,15,NaN,NaN,NaN
Mississippi,1091,11,78.343,43,43,43,0,0,1,1,1,1,1,NaN,1,48,0,0,0,0,17,17,5,5,5
Mississippi,1092,11,77.829,46,46,46,0,0,1,1,1,1,1,NaN,1,84,0,0,0,0,21,21,NaN,NaN,NaN
Mississippi,1093,11,73.891,43,43,43,0,0,1,1,1,1,1,NaN,1,81,0,0,0,0,14,14,NaN,NaN,NaN
Mississippi,1094,11,77.478,35,35,35,0,0,1,1,1,1,1,NaN,1,85,0,0,0,0,16,16,NaN,NaN,NaN
Mississippi,1095,11,80.14,36,36,36,0,0,1,1,1,1,1,NaN,1,82,0,0,0,0,18,18,NaN,NaN,NaN
Mississippi,1096,11,80.52,36,36,36,0,0,1,1,1,1,1,NaN,1,77,0,0,0,0,20,20,NaN,NaN,NaN
Mississippi,1097,11,77.826,30,30,30,0,0,1,1,1,1,1,NaN,1,69,0,0,0,0,16,16,NaN,NaN,NaN
Mississippi,1098,11,79.371,41,41,41,0,0,1,1,1,1,1,NaN,1,76,0,0,0,0,17,17,NaN,NaN,NaN
Mississippi,1099,11,81.737,46,46,46,0,0,1,1,1,1,1,NaN,1,81,0,0,0,0,22,22,NaN,NaN,NaN
Mississippi,1100,11,72.735,49,49,49,0,0,1,1,1,1,1,NaN,1,60,0,0,0,0,20,20,NaN,NaN,NaN
