dataset,frame,batch,milliseconds,baselineCount,candidateCount,sharedCount,lostCount,addedCount,retention,jaccard,maskExact,sourceExact,componentsExact,nonPoleMasksExact,nonPoleComponentsExact,sharedComponentCount,maximumMeanError,maximumCovarianceError,maximumProbabilityError,maximumMixtureWeightError,legacyCount,legacyRetained,fineCount,fineMatched,baselineFineMatched
Mississippi,841,9,65.415,32,32,32,0,0,1,1,1,1,1,NaN,1,68,0,0,0,0,7,7,2,2,2
Mississippi,842,9,64.589,32,32,32,0,0,1,1,1,1,1,NaN,1,71,0,0,0,0,12,12,NaN,NaN,NaN
Mississippi,843,9,69.111,33,33,33,0,0,1,1,1,1,1,NaN,1,71,0,0,0,0,13,13,NaN,NaN,NaN
Mississippi,844,9,71.285,34,34,34,0,0,1,1,1,1,1,NaN,1,65,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,845,9,71.11,27,27,27,0,0,1,1,1,1,1,NaN,1,63,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,846,9,68.163,24,24,24,0,0,1,1,1,1,1,NaN,1,55,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,847,9,65.983,27,27,27,0,0,1,1,1,1,1,NaN,1,59,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,848,9,67.888,28,28,28,0,0,1,1,1,1,1,NaN,1,84,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,849,9,65.292,23,23,23,0,0,1,1,1,1,1,NaN,1,54,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,850,9,62.686,23,23,23,0,0,1,1,1,1,1,NaN,1,80,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,851,9,64.341,26,26,26,0,0,1,1,1,1,1,NaN,1,72,0,0,0,0,11,11,4,4,4
Mississippi,852,9,64.865,20,20,20,0,0,1,1,1,1,1,NaN,1,67,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,853,9,65.085,21,21,21,0,0,1,1,1,1,1,NaN,1,76,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,854,9,62.83,15,15,15,0,0,1,1,1,1,1,NaN,1,71,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,855,9,63.512,18,18,18,0,0,1,1,1,1,1,NaN,1,79,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,856,9,62.268,18,18,18,0,0,1,1,1,1,1,NaN,1,78,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,857,9,59.665,21,21,21,0,0,1,1,1,1,1,NaN,1,82,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,858,9,59.575,13,13,13,0,0,1,1,1,1,1,NaN,1,68,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,859,9,60.729,15,15,15,0,0,1,1,1,1,1,NaN,1,83,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,860,9,60.015,23,23,23,0,0,1,1,1,1,1,NaN,1,88,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,861,9,62.433,14,14,14,0,0,1,1,1,1,1,NaN,1,78,0,0,0,0,6,6,1,1,1
Mississippi,862,9,61.691,15,15,15,0,0,1,1,1,1,1,NaN,1,64,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,863,9,57.016,16,16,16,0,0,1,1,1,1,1,NaN,1,55,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,864,9,58.426,19,19,19,0,0,1,1,1,1,1,NaN,1,59,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,865,9,55.12,16,16,16,0,0,1,1,1,1,1,NaN,1,52,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,866,9,56.218,16,16,16,0,0,1,1,1,1,1,NaN,1,52,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,867,9,56.122,17,17,17,0,0,1,1,1,1,1,NaN,1,54,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,868,9,56.959,16,16,16,0,0,1,1,1,1,1,NaN,1,47,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,869,9,56.836,12,12,12,0,0,1,1,1,1,1,NaN,1,40,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,870,9,56.714,17,17,17,0,0,1,1,1,1,1,NaN,1,61,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,871,9,55.494,12,12,12,0,0,1,1,1,1,1,NaN,1,67,0,0,0,0,3,3,2,2,2
Mississippi,872,9,54.357,22,22,22,0,0,1,1,1,1,1,NaN,1,65,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,873,9,56.677,19,19,19,0,0,1,1,1,1,1,NaN,1,64,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,874,9,55.046,14,14,14,0,0,1,1,1,1,1,NaN,1,62,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,875,9,53.385,19,19,19,0,0,1,1,1,1,1,NaN,1,69,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,876,9,55.217,19,19,19,0,0,1,1,1,1,1,NaN,1,60,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,877,9,55.329,15,15,15,0,0,1,1,1,1,1,NaN,1,59,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,878,9,57.739,11,11,11,0,0,1,1,1,1,1,NaN,1,61,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,879,9,57.549,24,24,24,0,0,1,1,1,1,1,NaN,1,72,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,880,9,54.693,16,16,16,0,0,1,1,1,1,1,NaN,1,52,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,881,9,53.508,15,15,15,0,0,1,1,1,1,1,NaN,1,55,0,0,0,0,9,9,2,2,2
Mississippi,882,9,54.282,21,21,21,0,0,1,1,1,1,1,NaN,1,62,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,883,9,53.215,19,19,19,0,0,1,1,1,1,1,NaN,1,60,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,884,9,56.628,16,16,16,0,0,1,1,1,1,1,NaN,1,59,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,885,9,53.71,19,19,19,0,0,1,1,1,1,1,NaN,1,49,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,886,9,52.407,22,22,22,0,0,1,1,1,1,1,NaN,1,65,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,887,9,55.028,20,20,20,0,0,1,1,1,1,1,NaN,1,57,0,0,0,0,11,11,NaN,NaN,NaN
Mississippi,888,9,55.499,28,28,28,0,0,1,1,1,1,1,NaN,1,69,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,889,9,58.496,28,28,28,0,0,1,1,1,1,1,NaN,1,67,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,890,9,56.507,27,27,27,0,0,1,1,1,1,1,NaN,1,72,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,891,9,56.513,27,27,27,0,0,1,1,1,1,1,NaN,1,68,0,0,0,0,11,11,6,5,5
Mississippi,892,9,56.975,25,25,25,0,0,1,1,1,1,1,NaN,1,70,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,893,9,59.663,24,24,24,0,0,1,1,1,1,1,NaN,1,40,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,894,9,56.819,24,24,24,0,0,1,1,1,1,1,NaN,1,39,0,0,0,0,12,12,NaN,NaN,NaN
Mississippi,895,9,57.04,24,24,24,0,0,1,1,1,1,1,NaN,1,38,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,896,9,58.751,31,31,31,0,0,1,1,1,1,1,NaN,1,44,0,0,0,0,11,11,NaN,NaN,NaN
Mississippi,897,9,62.592,31,31,31,0,0,1,1,1,1,1,NaN,1,46,0,0,0,0,21,21,NaN,NaN,NaN
Mississippi,898,9,61.928,26,26,26,0,0,1,1,1,1,1,NaN,1,38,0,0,0,0,12,12,NaN,NaN,NaN
Mississippi,899,9,62.928,29,29,29,0,0,1,1,1,1,1,NaN,1,54,0,0,0,0,11,11,NaN,NaN,NaN
Mississippi,900,9,64.385,24,24,24,0,0,1,1,1,1,1,NaN,1,49,0,0,0,0,16,16,NaN,NaN,NaN
