dataset,frame,batch,milliseconds,baselineCount,candidateCount,sharedCount,lostCount,addedCount,retention,jaccard,maskExact,sourceExact,componentsExact,nonPoleMasksExact,nonPoleComponentsExact,sharedComponentCount,maximumMeanError,maximumCovarianceError,maximumProbabilityError,maximumMixtureWeightError,legacyCount,legacyRetained,fineCount,fineMatched,baselineFineMatched
Mississippi,315,4,64.532,26,26,26,0,0,1,1,1,1,1,NaN,1,60,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,316,4,66.259,27,27,27,0,0,1,1,1,1,1,NaN,1,74,0,0,0,0,2,2,NaN,NaN,NaN
Mississippi,317,4,67.562,26,26,26,0,0,1,1,1,1,1,NaN,1,69,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,318,4,70.176,22,22,22,0,0,1,1,1,1,1,NaN,1,64,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,319,4,69.402,32,32,32,0,0,1,1,1,1,1,NaN,1,68,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,320,4,68.687,30,30,30,0,0,1,1,1,1,1,NaN,1,65,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,321,4,71.672,31,31,31,0,0,1,1,1,1,1,NaN,1,67,0,0,0,0,3,3,1,1,1
Mississippi,322,4,75.39,30,30,30,0,0,1,1,1,1,1,NaN,1,73,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,323,4,75.829,31,31,31,0,0,1,1,1,1,1,NaN,1,71,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,324,4,76.882,30,30,30,0,0,1,1,1,1,1,NaN,1,77,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,325,4,79.994,50,50,50,0,0,1,1,1,1,1,NaN,1,78,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,326,4,84.44,49,49,49,0,0,1,1,1,1,1,NaN,1,77,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,327,4,83.295,49,49,49,0,0,1,1,1,1,1,NaN,1,75,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,328,4,83.424,45,45,45,0,0,1,1,1,1,1,NaN,1,72,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,329,4,83.049,40,40,40,0,0,1,1,1,1,1,NaN,1,74,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,330,4,81.324,34,34,34,0,0,1,1,1,1,1,NaN,1,65,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,331,4,75.062,35,35,35,0,0,1,1,1,1,1,NaN,1,59,0,0,0,0,7,7,4,4,4
Mississippi,332,4,79.406,35,35,35,0,0,1,1,1,1,1,NaN,1,78,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,333,4,80.543,31,31,31,0,0,1,1,1,1,1,NaN,1,76,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,334,4,76.758,24,24,24,0,0,1,1,1,1,1,NaN,1,41,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,335,4,80.102,23,23,23,0,0,1,1,1,1,1,NaN,1,66,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,336,4,78.068,22,22,22,0,0,1,1,1,1,1,NaN,1,64,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,337,4,77.503,19,19,19,0,0,1,1,1,1,1,NaN,1,72,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,338,4,78.622,16,16,16,0,0,1,1,1,1,1,NaN,1,64,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,339,4,73.709,17,17,17,0,0,1,1,1,1,1,NaN,1,66,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,340,4,77.221,13,13,13,0,0,1,1,1,1,1,NaN,1,62,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,341,4,79.095,10,10,10,0,0,1,1,1,1,1,NaN,1,68,0,0,0,0,3,3,2,2,2
Mississippi,342,4,78.257,9,9,9,0,0,1,1,1,1,1,NaN,1,69,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,343,4,77.435,5,5,5,0,0,1,1,1,1,1,NaN,1,59,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,344,4,75.748,12,12,12,0,0,1,1,1,1,1,NaN,1,72,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,345,4,77.721,11,11,11,0,0,1,1,1,1,1,NaN,1,67,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,346,4,79.522,9,9,9,0,0,1,1,1,1,1,NaN,1,67,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,347,4,79.438,13,13,13,0,0,1,1,1,1,1,NaN,1,65,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,348,4,80.501,11,11,11,0,0,1,1,1,1,1,NaN,1,73,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,349,4,80.147,19,19,19,0,0,1,1,1,1,1,NaN,1,71,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,350,4,79.837,12,12,12,0,0,1,1,1,1,1,NaN,1,69,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,351,4,77.18,11,11,11,0,0,1,1,1,1,1,NaN,1,63,0,0,0,0,3,3,3,3,3
Mississippi,352,4,76.885,14,14,14,0,0,1,1,1,1,1,NaN,1,63,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,353,4,77.428,14,14,14,0,0,1,1,1,1,1,NaN,1,68,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,354,4,78.06,10,10,10,0,0,1,1,1,1,1,NaN,1,65,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,355,4,76.556,11,11,11,0,0,1,1,1,1,1,NaN,1,32,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,356,4,80.21,9,9,9,0,0,1,1,1,1,1,NaN,1,47,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,357,4,79.762,13,13,13,0,0,1,1,1,1,1,NaN,1,53,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,358,4,78.347,8,8,8,0,0,1,1,1,1,1,NaN,1,45,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,359,4,82.59,13,13,13,0,0,1,1,1,1,1,NaN,1,66,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,360,4,84.277,17,17,17,0,0,1,1,1,1,1,NaN,1,66,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,361,4,85.329,19,19,19,0,0,1,1,1,1,1,NaN,1,53,0,0,0,0,4,4,2,2,2
Mississippi,362,4,90.06,18,18,18,0,0,1,1,1,1,1,NaN,1,49,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,363,4,90.774,19,19,19,0,0,1,1,1,1,1,NaN,1,49,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,364,4,91.846,23,23,23,0,0,1,1,1,1,1,NaN,1,54,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,365,4,92.227,18,18,18,0,0,1,1,1,1,1,NaN,1,44,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,366,4,92.94,18,18,18,0,0,1,1,1,1,1,NaN,1,46,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,367,4,95.664,19,19,19,0,0,1,1,1,1,1,NaN,1,50,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,368,4,90.835,22,22,22,0,0,1,1,1,1,1,NaN,1,50,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,369,4,90.134,14,14,14,0,0,1,1,1,1,1,NaN,1,42,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,370,4,91.295,19,19,19,0,0,1,1,1,1,1,NaN,1,51,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,371,4,89.474,23,23,23,0,0,1,1,1,1,1,NaN,1,51,0,0,0,0,9,9,1,1,1
Mississippi,372,4,86.728,19,19,19,0,0,1,1,1,1,1,NaN,1,50,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,373,4,83.309,14,14,14,0,0,1,1,1,1,1,NaN,1,42,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,374,4,84.621,19,19,19,0,0,1,1,1,1,1,NaN,1,47,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,375,4,86.859,15,15,15,0,0,1,1,1,1,1,NaN,1,43,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,376,4,86.608,23,23,23,0,0,1,1,1,1,1,NaN,1,47,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,377,4,89.512,18,18,18,0,0,1,1,1,1,1,NaN,1,42,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,378,4,91.728,11,11,11,0,0,1,1,1,1,1,NaN,1,45,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,379,4,92.77,15,15,15,0,0,1,1,1,1,1,NaN,1,42,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,380,4,97.1,10,10,10,0,0,1,1,1,1,1,NaN,1,41,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,381,4,94.734,17,17,17,0,0,1,1,1,1,1,NaN,1,46,0,0,0,0,3,3,2,2,2
Mississippi,382,4,97.9,12,12,12,0,0,1,1,1,1,1,NaN,1,54,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,383,4,100.442,15,15,15,0,0,1,1,1,1,1,NaN,1,50,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,384,4,101.49,14,14,14,0,0,1,1,1,1,1,NaN,1,57,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,385,4,106.032,11,11,11,0,0,1,1,1,1,1,NaN,1,48,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,386,4,98.575,12,12,12,0,0,1,1,1,1,1,NaN,1,50,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,387,4,99.527,11,11,11,0,0,1,1,1,1,1,NaN,1,45,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,388,4,99.298,16,16,16,0,0,1,1,1,1,1,NaN,1,46,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,389,4,92.737,10,10,10,0,0,1,1,1,1,1,NaN,1,23,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,390,4,85.5,9,9,9,0,0,1,1,1,1,1,NaN,1,49,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,391,4,82.852,10,10,10,0,0,1,1,1,1,1,NaN,1,40,0,0,0,0,4,4,1,1,1
Mississippi,392,4,80.402,5,5,5,0,0,1,1,1,1,1,NaN,1,58,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,393,4,82.036,7,7,7,0,0,1,1,1,1,1,NaN,1,54,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,394,4,82.131,7,7,7,0,0,1,1,1,1,1,NaN,1,50,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,395,4,80.37,9,9,9,0,0,1,1,1,1,1,NaN,1,58,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,396,4,80.355,8,8,8,0,0,1,1,1,1,1,NaN,1,59,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,397,4,79.145,6,6,6,0,0,1,1,1,1,1,NaN,1,63,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,398,4,78.911,9,9,9,0,0,1,1,1,1,1,NaN,1,58,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,399,4,80.68,9,9,9,0,0,1,1,1,1,1,NaN,1,53,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,400,4,81.944,8,8,8,0,0,1,1,1,1,1,NaN,1,63,0,0,0,0,4,4,NaN,NaN,NaN
