dataset,frame,batch,milliseconds,baselineCount,candidateCount,sharedCount,lostCount,addedCount,retention,jaccard,maskExact,sourceExact,componentsExact,nonPoleMasksExact,nonPoleComponentsExact,sharedComponentCount,maximumMeanError,maximumCovarianceError,maximumProbabilityError,maximumMixtureWeightError,legacyCount,legacyRetained,fineCount,fineMatched,baselineFineMatched
Mississippi,901,10,66.208,31,31,31,0,0,1,1,1,1,1,NaN,1,53,0,0,0,0,11,11,1,1,1
Mississippi,902,10,67.774,21,21,21,0,0,1,1,1,1,1,NaN,1,79,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,903,10,71.778,22,22,22,0,0,1,1,1,1,1,NaN,1,43,0,0,0,0,14,14,NaN,NaN,NaN
Mississippi,904,10,79.204,30,30,30,0,0,1,1,1,1,1,NaN,1,67,0,0,0,0,16,16,NaN,NaN,NaN
Mississippi,905,10,73.204,28,28,28,0,0,1,1,1,1,1,NaN,1,34,0,0,0,0,15,15,NaN,NaN,NaN
Mississippi,906,10,73.182,27,27,27,0,0,1,1,1,1,1,NaN,1,35,0,0,0,0,11,11,NaN,NaN,NaN
Mississippi,907,10,81.548,29,29,29,0,0,1,1,1,1,1,NaN,1,75,0,0,0,0,12,12,NaN,NaN,NaN
Mississippi,908,10,81.806,29,29,29,0,0,1,1,1,1,1,NaN,1,52,0,0,0,0,15,15,NaN,NaN,NaN
Mississippi,909,10,80.566,28,28,28,0,0,1,1,1,1,1,NaN,1,73,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,910,10,84.043,27,27,27,0,0,1,1,1,1,1,NaN,1,75,0,0,0,0,11,11,NaN,NaN,NaN
Mississippi,911,10,85.817,21,21,21,0,0,1,1,1,1,1,NaN,1,46,0,0,0,0,10,10,5,5,5
Mississippi,912,10,111.138,28,28,28,0,0,1,1,1,1,1,NaN,1,76,0,0,0,0,11,11,NaN,NaN,NaN
Mississippi,913,10,83.143,31,31,31,0,0,1,1,1,1,1,NaN,1,53,0,0,0,0,11,11,NaN,NaN,NaN
Mississippi,914,10,90.053,33,33,33,0,0,1,1,1,1,1,NaN,1,70,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,915,10,89,22,22,22,0,0,1,1,1,1,1,NaN,1,60,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,916,10,90.399,18,18,18,0,0,1,1,1,1,1,NaN,1,67,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,917,10,90.098,25,25,25,0,0,1,1,1,1,1,NaN,1,72,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,918,10,87.633,21,21,21,0,0,1,1,1,1,1,NaN,1,68,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,919,10,87.4,27,27,27,0,0,1,1,1,1,1,NaN,1,69,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,920,10,89.395,24,24,24,0,0,1,1,1,1,1,NaN,1,60,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,921,10,89.714,31,31,31,0,0,1,1,1,1,1,NaN,1,51,0,0,0,0,10,10,2,2,2
Mississippi,922,10,93.099,43,43,43,0,0,1,1,1,1,1,NaN,1,85,0,0,0,0,12,12,NaN,NaN,NaN
Mississippi,923,10,96.118,35,35,35,0,0,1,1,1,1,1,NaN,1,76,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,924,10,98.934,32,32,32,0,0,1,1,1,1,1,NaN,1,66,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,925,10,97.513,28,28,28,0,0,1,1,1,1,1,NaN,1,78,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,926,10,93.784,32,32,32,0,0,1,1,1,1,1,NaN,1,64,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,927,10,99.042,30,30,30,0,0,1,1,1,1,1,NaN,1,67,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,928,10,99.146,33,33,33,0,0,1,1,1,1,1,NaN,1,49,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,929,10,103.996,40,40,40,0,0,1,1,1,1,1,NaN,1,57,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,930,10,101.981,41,41,41,0,0,1,1,1,1,1,NaN,1,63,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,931,10,103.931,34,34,34,0,0,1,1,1,1,1,NaN,1,61,0,0,0,0,12,12,5,4,4
Mississippi,932,10,105.091,43,43,43,0,0,1,1,1,1,1,NaN,1,68,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,933,10,106.234,37,37,37,0,0,1,1,1,1,1,NaN,1,71,0,0,0,0,12,12,NaN,NaN,NaN
Mississippi,934,10,99.289,27,27,27,0,0,1,1,1,1,1,NaN,1,59,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,935,10,98.935,36,36,36,0,0,1,1,1,1,1,NaN,1,66,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,936,10,101.947,32,32,32,0,0,1,1,1,1,1,NaN,1,77,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,937,10,102.21,34,34,34,0,0,1,1,1,1,1,NaN,1,66,0,0,0,0,12,12,NaN,NaN,NaN
Mississippi,938,10,97.824,35,35,35,0,0,1,1,1,1,1,NaN,1,67,0,0,0,0,11,11,NaN,NaN,NaN
Mississippi,939,10,106.727,36,36,36,0,0,1,1,1,1,1,NaN,1,62,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,940,10,104.114,25,25,25,0,0,1,1,1,1,1,NaN,1,61,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,941,10,101.992,35,35,35,0,0,1,1,1,1,1,NaN,1,71,0,0,0,0,10,10,3,3,3
Mississippi,942,10,107.249,32,32,32,0,0,1,1,1,1,1,NaN,1,69,0,0,0,0,13,13,NaN,NaN,NaN
Mississippi,943,10,100.476,33,33,33,0,0,1,1,1,1,1,NaN,1,65,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,944,10,99.264,31,31,31,0,0,1,1,1,1,1,NaN,1,68,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,945,10,99.495,20,20,20,0,0,1,1,1,1,1,NaN,1,58,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,946,10,103.287,28,28,28,0,0,1,1,1,1,1,NaN,1,43,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,947,10,99.739,32,32,32,0,0,1,1,1,1,1,NaN,1,45,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,948,10,104.349,34,34,34,0,0,1,1,1,1,1,NaN,1,37,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,949,10,105.171,43,43,43,0,0,1,1,1,1,1,NaN,1,50,0,0,0,0,11,11,NaN,NaN,NaN
Mississippi,950,10,101.297,41,41,41,0,0,1,1,1,1,1,NaN,1,72,0,0,0,0,19,19,NaN,NaN,NaN
Mississippi,951,10,98.547,39,39,39,0,0,1,1,1,1,1,NaN,1,72,0,0,0,0,12,12,3,3,3
Mississippi,952,10,97.477,48,48,48,0,0,1,1,1,1,1,NaN,1,81,0,0,0,0,15,15,NaN,NaN,NaN
Mississippi,953,10,98.819,51,51,51,0,0,1,1,1,1,1,NaN,1,52,0,0,0,0,13,13,NaN,NaN,NaN
Mississippi,954,10,98.418,41,41,41,0,0,1,1,1,1,1,NaN,1,86,0,0,0,0,13,13,NaN,NaN,NaN
