dataset,frame,batch,milliseconds,baselineCount,candidateCount,sharedCount,lostCount,addedCount,retention,jaccard,maskExact,sourceExact,componentsExact,nonPoleMasksExact,nonPoleComponentsExact,sharedComponentCount,maximumMeanError,maximumCovarianceError,maximumProbabilityError,maximumMixtureWeightError,legacyCount,legacyRetained,fineCount,fineMatched,baselineFineMatched
Mississippi,501,6,30.723,20,20,20,0,0,1,1,1,1,1,NaN,1,62,0,0,0,0,10,10,6,5,5
Mississippi,502,6,32.127,18,18,18,0,0,1,1,1,1,1,NaN,1,75,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,503,6,33.765,16,16,16,0,0,1,1,1,1,1,NaN,1,53,0,0,0,0,11,11,NaN,NaN,NaN
Mississippi,504,6,35.144,15,15,15,0,0,1,1,1,1,1,NaN,1,57,0,0,0,0,13,13,NaN,NaN,NaN
Mississippi,505,6,38.721,18,18,18,0,0,1,1,1,1,1,NaN,1,58,0,0,0,0,13,13,NaN,NaN,NaN
Mississippi,506,6,36.183,19,19,19,0,0,1,1,1,1,1,NaN,1,62,0,0,0,0,13,13,NaN,NaN,NaN
Mississippi,507,6,37.306,15,15,15,0,0,1,1,1,1,1,NaN,1,51,0,0,0,0,12,12,NaN,NaN,NaN
Mississippi,508,6,39.559,15,15,15,0,0,1,1,1,1,1,NaN,1,59,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,509,6,39.318,16,16,16,0,0,1,1,1,1,1,NaN,1,58,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,510,6,39.353,11,11,11,0,0,1,1,1,1,1,NaN,1,57,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,511,6,39.74,11,11,11,0,0,1,1,1,1,1,NaN,1,58,0,0,0,0,10,10,4,4,4
Mississippi,512,6,42.632,14,14,14,0,0,1,1,1,1,1,NaN,1,63,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,513,6,44.825,16,16,16,0,0,1,1,1,1,1,NaN,1,73,0,0,0,0,11,11,NaN,NaN,NaN
Mississippi,514,6,46.001,15,15,15,0,0,1,1,1,1,1,NaN,1,64,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,515,6,46.125,15,15,15,0,0,1,1,1,1,1,NaN,1,61,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,516,6,46.836,17,17,17,0,0,1,1,1,1,1,NaN,1,65,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,517,6,48.954,13,13,13,0,0,1,1,1,1,1,NaN,1,54,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,518,6,52.301,11,11,11,0,0,1,1,1,1,1,NaN,1,53,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,519,6,54.802,14,14,14,0,0,1,1,1,1,1,NaN,1,58,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,520,6,55.654,15,15,15,0,0,1,1,1,1,1,NaN,1,53,0,0,0,0,11,11,NaN,NaN,NaN
Mississippi,521,6,55.918,12,12,12,0,0,1,1,1,1,1,NaN,1,50,0,0,0,0,7,7,4,4,4
Mississippi,522,6,54.441,9,9,9,0,0,1,1,1,1,1,NaN,1,46,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,523,6,56.901,11,11,11,0,0,1,1,1,1,1,NaN,1,46,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,524,6,59.344,10,10,10,0,0,1,1,1,1,1,NaN,1,45,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,525,6,60.641,14,14,14,0,0,1,1,1,1,1,NaN,1,56,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,526,6,59.881,13,13,13,0,0,1,1,1,1,1,NaN,1,61,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,527,6,60.615,13,13,13,0,0,1,1,1,1,1,NaN,1,52,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,528,6,59.964,7,7,7,0,0,1,1,1,1,1,NaN,1,51,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,529,6,59.7,11,11,11,0,0,1,1,1,1,1,NaN,1,56,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,530,6,57.795,11,11,11,0,0,1,1,1,1,1,NaN,1,72,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,531,6,61.803,12,12,12,0,0,1,1,1,1,1,NaN,1,65,0,0,0,0,3,3,2,2,2
Mississippi,532,6,62.47,12,12,12,0,0,1,1,1,1,1,NaN,1,60,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,533,6,62.637,10,10,10,0,0,1,1,1,1,1,NaN,1,62,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,534,6,59.867,11,11,11,0,0,1,1,1,1,1,NaN,1,54,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,535,6,60.682,13,13,13,0,0,1,1,1,1,1,NaN,1,50,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,536,6,59.205,8,8,8,0,0,1,1,1,1,1,NaN,1,53,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,537,6,59.779,9,9,9,0,0,1,1,1,1,1,NaN,1,55,0,0,0,0,2,2,NaN,NaN,NaN
Mississippi,538,6,57.755,7,7,7,0,0,1,1,1,1,1,NaN,1,55,0,0,0,0,2,2,NaN,NaN,NaN
Mississippi,539,6,53.72,10,10,10,0,0,1,1,1,1,1,NaN,1,54,0,0,0,0,3,3,NaN,NaN,NaN
