dataset,frame,batch,milliseconds,baselineCount,candidateCount,sharedCount,lostCount,addedCount,retention,jaccard,maskExact,sourceExact,componentsExact,nonPoleMasksExact,nonPoleComponentsExact,sharedComponentCount,maximumMeanError,maximumCovarianceError,maximumProbabilityError,maximumMixtureWeightError,legacyCount,legacyRetained,fineCount,fineMatched,baselineFineMatched
Mississippi,401,5,95.94,9,9,9,0,0,1,1,1,1,1,NaN,1,62,0,0,0,0,3,3,2,2,2
Mississippi,402,5,95.968,11,11,11,0,0,1,1,1,1,1,NaN,1,65,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,403,5,90.645,10,10,10,0,0,1,1,1,1,1,NaN,1,52,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,404,5,87.859,6,6,6,0,0,1,1,1,1,1,NaN,1,56,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,405,5,89.254,8,8,8,0,0,1,1,1,1,1,NaN,1,58,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,406,5,90.389,13,13,13,0,0,1,1,1,1,1,NaN,1,55,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,407,5,90.045,8,8,8,0,0,1,1,1,1,1,NaN,1,48,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,408,5,83.151,6,6,6,0,0,1,1,1,1,1,NaN,1,48,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,409,5,81.302,10,10,10,0,0,1,1,1,1,1,NaN,1,53,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,410,5,80.503,8,8,8,0,0,1,1,1,1,1,NaN,1,57,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,411,5,77.055,9,9,9,0,0,1,1,1,1,1,NaN,1,55,0,0,0,0,4,4,2,2,2
Mississippi,412,5,75.253,3,3,3,0,0,1,1,1,1,1,NaN,1,48,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,413,5,73.496,6,6,6,0,0,1,1,1,1,1,NaN,1,51,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,414,5,73.825,4,4,4,0,0,1,1,1,1,1,NaN,1,55,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,415,5,71.46,6,6,6,0,0,1,1,1,1,1,NaN,1,61,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,416,5,66.014,10,10,10,0,0,1,1,1,1,1,NaN,1,55,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,417,5,66.396,7,7,7,0,0,1,1,1,1,1,NaN,1,51,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,418,5,62.828,6,6,6,0,0,1,1,1,1,1,NaN,1,59,0,0,0,0,2,2,NaN,NaN,NaN
