dataset,frame,batch,milliseconds,baselineCount,candidateCount,sharedCount,lostCount,addedCount,retention,jaccard,maskExact,sourceExact,componentsExact,nonPoleMasksExact,nonPoleComponentsExact,sharedComponentCount,maximumMeanError,maximumCovarianceError,maximumProbabilityError,maximumMixtureWeightError,legacyCount,legacyRetained,fineCount,fineMatched,baselineFineMatched
Mississippi,32,1,41.72,16,16,16,0,0,1,1,1,1,1,NaN,1,49,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,33,1,40.508,14,14,14,0,0,1,1,1,1,1,NaN,1,56,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,34,1,39.579,14,14,14,0,0,1,1,1,1,1,NaN,1,39,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,35,1,40.653,14,14,14,0,0,1,1,1,1,1,NaN,1,46,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,36,1,39.161,19,19,19,0,0,1,1,1,1,1,NaN,1,59,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,37,1,39.917,17,17,17,0,0,1,1,1,1,1,NaN,1,40,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,38,1,39.607,12,12,12,0,0,1,1,1,1,1,NaN,1,41,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,39,1,38.73,17,17,17,0,0,1,1,1,1,1,NaN,1,40,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,40,1,38.859,17,17,17,0,0,1,1,1,1,1,NaN,1,39,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,41,1,38.629,19,19,19,0,0,1,1,1,1,1,NaN,1,44,0,0,0,0,8,8,2,2,2
Mississippi,42,1,39.05,16,16,16,0,0,1,1,1,1,1,NaN,1,50,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,43,1,38.34,18,18,18,0,0,1,1,1,1,1,NaN,1,38,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,44,1,40.617,17,17,17,0,0,1,1,1,1,1,NaN,1,42,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,45,1,38.775,20,20,20,0,0,1,1,1,1,1,NaN,1,47,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,46,1,45.333,22,22,22,0,0,1,1,1,1,1,NaN,1,56,0,0,0,0,11,11,NaN,NaN,NaN
Mississippi,47,1,37.534,18,18,18,0,0,1,1,1,1,1,NaN,1,51,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,48,1,38.224,18,18,18,0,0,1,1,1,1,1,NaN,1,38,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,49,1,39.925,15,15,15,0,0,1,1,1,1,1,NaN,1,31,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,50,1,40.105,17,17,17,0,0,1,1,1,1,1,NaN,1,31,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,51,1,39.683,16,16,16,0,0,1,1,1,1,1,NaN,1,32,0,0,0,0,6,6,6,6,6
Mississippi,52,1,39.761,21,21,21,0,0,1,1,1,1,1,NaN,1,58,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,53,1,39.999,22,22,22,0,0,1,1,1,1,1,NaN,1,40,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,54,1,41.226,21,21,21,0,0,1,1,1,1,1,NaN,1,23,0,0,0,0,11,11,NaN,NaN,NaN
Mississippi,55,1,45.105,17,17,17,0,0,1,1,1,1,1,NaN,1,37,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,56,1,41.82,17,17,17,0,0,1,1,1,1,1,NaN,1,32,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,57,1,42.158,20,20,20,0,0,1,1,1,1,1,NaN,1,25,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,58,1,40.83,20,20,20,0,0,1,1,1,1,1,NaN,1,37,0,0,0,0,12,12,NaN,NaN,NaN
Mississippi,59,1,42.232,23,23,23,0,0,1,1,1,1,1,NaN,1,32,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,60,1,39.038,16,16,16,0,0,1,1,1,1,1,NaN,1,25,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,61,1,40.011,19,19,19,0,0,1,1,1,1,1,NaN,1,34,0,0,0,0,9,9,6,6,6
Mississippi,62,1,42.4,18,18,18,0,0,1,1,1,1,1,NaN,1,33,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,63,1,41.22,19,19,19,0,0,1,1,1,1,1,NaN,1,26,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,64,1,39.814,19,19,19,0,0,1,1,1,1,1,NaN,1,26,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,65,1,43.259,21,21,21,0,0,1,1,1,1,1,NaN,1,46,0,0,0,0,11,11,NaN,NaN,NaN
Mississippi,66,1,39.928,17,17,17,0,0,1,1,1,1,1,NaN,1,31,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,67,1,42.768,21,21,21,0,0,1,1,1,1,1,NaN,1,34,0,0,0,0,12,12,NaN,NaN,NaN
Mississippi,68,1,44.456,19,19,19,0,0,1,1,1,1,1,NaN,1,30,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,69,1,44.764,19,19,19,0,0,1,1,1,1,1,NaN,1,29,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,70,1,43.538,22,22,22,0,0,1,1,1,1,1,NaN,1,36,0,0,0,0,11,11,NaN,NaN,NaN
Mississippi,71,1,44.136,23,23,23,0,0,1,1,1,1,1,NaN,1,37,0,0,0,0,12,12,8,8,8
Mississippi,72,1,44.095,21,21,21,0,0,1,1,1,1,1,NaN,1,31,0,0,0,0,17,17,NaN,NaN,NaN
Mississippi,73,1,42.608,23,23,23,0,0,1,1,1,1,1,NaN,1,30,0,0,0,0,12,12,NaN,NaN,NaN
Mississippi,74,1,42.553,20,20,20,0,0,1,1,1,1,1,NaN,1,30,0,0,0,0,12,12,NaN,NaN,NaN
Mississippi,75,1,40.956,21,21,21,0,0,1,1,1,1,1,NaN,1,35,0,0,0,0,13,13,NaN,NaN,NaN
Mississippi,76,1,39.358,19,19,19,0,0,1,1,1,1,1,NaN,1,45,0,0,0,0,11,11,NaN,NaN,NaN
Mississippi,77,1,40.462,25,25,25,0,0,1,1,1,1,1,NaN,1,35,0,0,0,0,13,13,NaN,NaN,NaN
Mississippi,78,1,43.962,19,19,19,0,0,1,1,1,1,1,NaN,1,35,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,79,1,44.259,21,21,21,0,0,1,1,1,1,1,NaN,1,33,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,80,1,47.027,18,18,18,0,0,1,1,1,1,1,NaN,1,42,0,0,0,0,12,12,NaN,NaN,NaN
Mississippi,81,1,44.21,24,24,24,0,0,1,1,1,1,1,NaN,1,38,0,0,0,0,12,12,4,4,4
Mississippi,82,1,41.967,23,23,23,0,0,1,1,1,1,1,NaN,1,67,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,83,1,42.406,22,22,22,0,0,1,1,1,1,1,NaN,1,55,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,84,1,43.899,23,23,23,0,0,1,1,1,1,1,NaN,1,39,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,85,1,42.678,23,23,23,0,0,1,1,1,1,1,NaN,1,49,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,86,1,45.754,27,27,27,0,0,1,1,1,1,1,NaN,1,85,0,0,0,0,11,11,NaN,NaN,NaN
Mississippi,87,1,44.318,22,22,22,0,0,1,1,1,1,1,NaN,1,74,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,88,1,46.544,23,23,23,0,0,1,1,1,1,1,NaN,1,72,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,89,1,51.132,19,19,19,0,0,1,1,1,1,1,NaN,1,77,0,0,0,0,12,12,NaN,NaN,NaN
Mississippi,90,1,50.454,27,27,27,0,0,1,1,1,1,1,NaN,1,67,0,0,0,0,11,11,NaN,NaN,NaN
Mississippi,91,1,46.101,27,27,27,0,0,1,1,1,1,1,NaN,1,67,0,0,0,0,13,13,4,4,4
Mississippi,92,1,46.4,31,31,31,0,0,1,1,1,1,1,NaN,1,69,0,0,0,0,15,15,NaN,NaN,NaN
Mississippi,93,1,45.277,27,27,27,0,0,1,1,1,1,1,NaN,1,72,0,0,0,0,13,13,NaN,NaN,NaN
Mississippi,94,1,47.878,26,26,26,0,0,1,1,1,1,1,NaN,1,67,0,0,0,0,13,13,NaN,NaN,NaN
Mississippi,95,1,47.018,29,29,29,0,0,1,1,1,1,1,NaN,1,52,0,0,0,0,17,17,NaN,NaN,NaN
Mississippi,96,1,47.14,27,27,27,0,0,1,1,1,1,1,NaN,1,82,0,0,0,0,16,16,NaN,NaN,NaN
Mississippi,97,1,46.212,29,29,29,0,0,1,1,1,1,1,NaN,1,75,0,0,0,0,18,18,NaN,NaN,NaN
Mississippi,98,1,47.695,26,26,26,0,0,1,1,1,1,1,NaN,1,83,0,0,0,0,15,15,NaN,NaN,NaN
Mississippi,99,1,46.547,22,22,22,0,0,1,1,1,1,1,NaN,1,91,0,0,0,0,14,14,NaN,NaN,NaN
Mississippi,100,1,49.729,25,25,25,0,0,1,1,1,1,1,NaN,1,89,0,0,0,0,16,16,NaN,NaN,NaN
