dataset,frame,batch,milliseconds,baselineCount,candidateCount,sharedCount,lostCount,addedCount,retention,jaccard,maskExact,sourceExact,componentsExact,nonPoleMasksExact,nonPoleComponentsExact,sharedComponentCount,maximumMeanError,maximumCovarianceError,maximumProbabilityError,maximumMixtureWeightError,legacyCount,legacyRetained,fineCount,fineMatched,baselineFineMatched
Mississippi,1,1,56.523,17,17,17,0,0,1,1,1,1,1,NaN,1,54,0,0,0,0,9,9,3,3,3
Mississippi,2,1,50.426,20,20,20,0,0,1,1,1,1,1,NaN,1,54,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,3,1,43.636,17,17,17,0,0,1,1,1,1,1,NaN,1,51,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,4,1,59.549,19,19,19,0,0,1,1,1,1,1,NaN,1,57,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,5,1,41.051,16,16,16,0,0,1,1,1,1,1,NaN,1,56,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,6,1,40.796,17,17,17,0,0,1,1,1,1,1,NaN,1,52,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,7,1,39.514,19,19,19,0,0,1,1,1,1,1,NaN,1,57,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,8,1,41.525,19,19,19,0,0,1,1,1,1,1,NaN,1,57,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,9,1,40.484,17,17,17,0,0,1,1,1,1,1,NaN,1,53,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,10,1,38.745,20,20,20,0,0,1,1,1,1,1,NaN,1,57,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,11,1,39.16,19,19,19,0,0,1,1,1,1,1,NaN,1,52,0,0,0,0,9,9,4,3,3
Mississippi,12,1,41.29,15,15,15,0,0,1,1,1,1,1,NaN,1,50,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,13,1,39.812,18,18,18,0,0,1,1,1,1,1,NaN,1,51,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,14,1,37.638,18,18,18,0,0,1,1,1,1,1,NaN,1,53,0,0,0,0,11,11,NaN,NaN,NaN
Mississippi,15,1,37.522,16,16,16,0,0,1,1,1,1,1,NaN,1,51,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,16,1,39.193,17,17,17,0,0,1,1,1,1,1,NaN,1,55,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,17,1,40.729,18,18,18,0,0,1,1,1,1,1,NaN,1,51,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,18,1,38.866,16,16,16,0,0,1,1,1,1,1,NaN,1,47,0,0,0,0,11,11,NaN,NaN,NaN
Mississippi,19,1,38.194,17,17,17,0,0,1,1,1,1,1,NaN,1,49,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,20,1,37.865,16,16,16,0,0,1,1,1,1,1,NaN,1,55,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,21,1,36.974,16,16,16,0,0,1,1,1,1,1,NaN,1,46,0,0,0,0,6,6,5,4,4
Mississippi,22,1,38.412,17,17,17,0,0,1,1,1,1,1,NaN,1,46,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,23,1,37.904,17,17,17,0,0,1,1,1,1,1,NaN,1,50,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,24,1,38.359,20,20,20,0,0,1,1,1,1,1,NaN,1,56,0,0,0,0,11,11,NaN,NaN,NaN
Mississippi,25,1,38.091,20,20,20,0,0,1,1,1,1,1,NaN,1,41,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,26,1,40.451,20,20,20,0,0,1,1,1,1,1,NaN,1,45,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,27,1,40.147,15,15,15,0,0,1,1,1,1,1,NaN,1,40,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,28,1,40.77,14,14,14,0,0,1,1,1,1,1,NaN,1,46,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,29,1,38.306,17,17,17,0,0,1,1,1,1,1,NaN,1,59,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,30,1,39.789,17,17,17,0,0,1,1,1,1,1,NaN,1,47,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,31,1,39.93,14,14,14,0,0,1,1,1,1,1,NaN,1,45,0,0,0,0,9,9,1,1,1
