dataset,frame,batch,milliseconds,baselineCount,candidateCount,sharedCount,lostCount,addedCount,retention,jaccard,maskExact,sourceExact,componentsExact,nonPoleMasksExact,nonPoleComponentsExact,sharedComponentCount,maximumMeanError,maximumCovarianceError,maximumProbabilityError,maximumMixtureWeightError,legacyCount,legacyRetained,fineCount,fineMatched,baselineFineMatched
Mississippi,1101,12,84.972,36,36,36,0,0,1,1,1,1,1,NaN,1,68,0,0,0,0,16,16,10,10,10
Mississippi,1102,12,72.228,42,42,42,0,0,1,1,1,1,1,NaN,1,86,0,0,0,0,19,19,NaN,NaN,NaN
Mississippi,1103,12,68.676,40,40,40,0,0,1,1,1,1,1,NaN,1,87,0,0,0,0,19,19,NaN,NaN,NaN
Mississippi,1104,12,75.167,52,52,52,0,0,1,1,1,1,1,NaN,1,78,0,0,0,0,20,20,NaN,NaN,NaN
Mississippi,1105,12,76.305,36,36,36,0,0,1,1,1,1,1,NaN,1,69,0,0,0,0,19,19,NaN,NaN,NaN
Mississippi,1106,12,73.383,43,43,43,0,0,1,1,1,1,1,NaN,1,72,0,0,0,0,16,16,NaN,NaN,NaN
Mississippi,1107,12,75.605,38,38,38,0,0,1,1,1,1,1,NaN,1,74,0,0,0,0,14,14,NaN,NaN,NaN
Mississippi,1108,12,71.836,30,30,30,0,0,1,1,1,1,1,NaN,1,65,0,0,0,0,11,11,NaN,NaN,NaN
Mississippi,1109,12,80.576,32,32,32,0,0,1,1,1,1,1,NaN,1,70,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,1110,12,82.772,36,36,36,0,0,1,1,1,1,1,NaN,1,75,0,0,0,0,17,17,NaN,NaN,NaN
Mississippi,1111,12,79.703,39,39,39,0,0,1,1,1,1,1,NaN,1,77,0,0,0,0,14,14,4,4,4
Mississippi,1112,12,85.028,32,32,32,0,0,1,1,1,1,1,NaN,1,67,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,1113,12,81.803,35,35,35,0,0,1,1,1,1,1,NaN,1,71,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,1114,12,84.367,30,30,30,0,0,1,1,1,1,1,NaN,1,69,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,1115,12,79.025,26,26,26,0,0,1,1,1,1,1,NaN,1,61,0,0,0,0,12,12,NaN,NaN,NaN
Mississippi,1116,12,82.912,29,29,29,0,0,1,1,1,1,1,NaN,1,66,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,1117,12,87.942,33,33,33,0,0,1,1,1,1,1,NaN,1,49,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,1118,12,87.632,26,26,26,0,0,1,1,1,1,1,NaN,1,52,0,0,0,0,15,15,NaN,NaN,NaN
Mississippi,1119,12,83.658,29,29,29,0,0,1,1,1,1,1,NaN,1,47,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,1120,12,79.475,26,26,26,0,0,1,1,1,1,1,NaN,1,46,0,0,0,0,10,10,NaN,NaN,NaN
