dataset,frame,batch,milliseconds,baselineCount,candidateCount,sharedCount,lostCount,addedCount,retention,jaccard,maskExact,sourceExact,componentsExact,nonPoleMasksExact,nonPoleComponentsExact,sharedComponentCount,maximumMeanError,maximumCovarianceError,maximumProbabilityError,maximumMixtureWeightError,legacyCount,legacyRetained,fineCount,fineMatched,baselineFineMatched
Mississippi,101,2,55.841,28,28,28,0,0,1,1,1,1,1,NaN,1,91,0,0,0,0,13,13,2,2,2
Mississippi,102,2,59.967,28,28,28,0,0,1,1,1,1,1,NaN,1,90,0,0,0,0,15,15,NaN,NaN,NaN
Mississippi,103,2,56.749,19,19,19,0,0,1,1,1,1,1,NaN,1,92,0,0,0,0,13,13,NaN,NaN,NaN
Mississippi,104,2,56.75,22,22,22,0,0,1,1,1,1,1,NaN,1,92,0,0,0,0,13,13,NaN,NaN,NaN
Mississippi,105,2,59.781,19,19,19,0,0,1,1,1,1,1,NaN,1,101,0,0,0,0,14,14,NaN,NaN,NaN
Mississippi,106,2,51.288,24,24,24,0,0,1,1,1,1,1,NaN,1,82,0,0,0,0,15,15,NaN,NaN,NaN
Mississippi,107,2,47.986,24,24,24,0,0,1,1,1,1,1,NaN,1,87,0,0,0,0,11,11,NaN,NaN,NaN
Mississippi,108,2,50.921,21,21,21,0,0,1,1,1,1,1,NaN,1,87,0,0,0,0,16,16,NaN,NaN,NaN
Mississippi,109,2,50.724,26,26,26,0,0,1,1,1,1,1,NaN,1,90,0,0,0,0,14,14,NaN,NaN,NaN
Mississippi,110,2,54.567,34,34,34,0,0,1,1,1,1,1,NaN,1,85,0,0,0,0,13,13,NaN,NaN,NaN
Mississippi,111,2,55.955,22,22,22,0,0,1,1,1,1,1,NaN,1,79,0,0,0,0,17,17,3,3,3
Mississippi,112,2,59.794,28,28,28,0,0,1,1,1,1,1,NaN,1,86,0,0,0,0,18,18,NaN,NaN,NaN
Mississippi,113,2,59.816,24,24,24,0,0,1,1,1,1,1,NaN,1,82,0,0,0,0,14,14,NaN,NaN,NaN
Mississippi,114,2,59.162,32,32,32,0,0,1,1,1,1,1,NaN,1,70,0,0,0,0,15,15,NaN,NaN,NaN
Mississippi,115,2,58.306,24,24,24,0,0,1,1,1,1,1,NaN,1,70,0,0,0,0,17,17,NaN,NaN,NaN
Mississippi,116,2,61.043,29,29,29,0,0,1,1,1,1,1,NaN,1,78,0,0,0,0,15,15,NaN,NaN,NaN
Mississippi,117,2,61.01,26,26,26,0,0,1,1,1,1,1,NaN,1,80,0,0,0,0,14,14,NaN,NaN,NaN
Mississippi,118,2,58.567,25,25,25,0,0,1,1,1,1,1,NaN,1,73,0,0,0,0,13,13,NaN,NaN,NaN
Mississippi,119,2,60.557,21,21,21,0,0,1,1,1,1,1,NaN,1,72,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,120,2,62.997,21,21,21,0,0,1,1,1,1,1,NaN,1,75,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,121,2,61.748,18,18,18,0,0,1,1,1,1,1,NaN,1,71,0,0,0,0,10,10,2,2,2
Mississippi,122,2,62.246,20,20,20,0,0,1,1,1,1,1,NaN,1,71,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,123,2,63.028,17,17,17,0,0,1,1,1,1,1,NaN,1,65,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,124,2,59.783,19,19,19,0,0,1,1,1,1,1,NaN,1,71,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,125,2,58.979,17,17,17,0,0,1,1,1,1,1,NaN,1,76,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,126,2,61.08,21,21,21,0,0,1,1,1,1,1,NaN,1,65,0,0,0,0,10,10,NaN,NaN,NaN
