dataset,frame,batch,milliseconds,baselineCount,candidateCount,sharedCount,lostCount,addedCount,retention,jaccard,maskExact,sourceExact,componentsExact,nonPoleMasksExact,nonPoleComponentsExact,sharedComponentCount,maximumMeanError,maximumCovarianceError,maximumProbabilityError,maximumMixtureWeightError,legacyCount,legacyRetained,fineCount,fineMatched,baselineFineMatched
Mississippi,726,8,61.215,19,19,19,0,0,1,1,1,1,1,NaN,1,67,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,727,8,60.717,15,15,15,0,0,1,1,1,1,1,NaN,1,27,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,728,8,60.775,15,15,15,0,0,1,1,1,1,1,NaN,1,75,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,729,8,60.375,21,21,21,0,0,1,1,1,1,1,NaN,1,59,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,730,8,62.523,21,21,21,0,0,1,1,1,1,1,NaN,1,52,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,731,8,61.12,19,19,19,0,0,1,1,1,1,1,NaN,1,56,0,0,0,0,9,9,1,1,1
Mississippi,732,8,60.809,15,15,15,0,0,1,1,1,1,1,NaN,1,79,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,733,8,59.739,10,10,10,0,0,1,1,1,1,1,NaN,1,41,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,734,8,60.485,21,21,21,0,0,1,1,1,1,1,NaN,1,49,0,0,0,0,13,13,NaN,NaN,NaN
Mississippi,735,8,61.153,13,13,13,0,0,1,1,1,1,1,NaN,1,39,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,736,8,62.949,14,14,14,0,0,1,1,1,1,1,NaN,1,41,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,737,8,60.268,16,16,16,0,0,1,1,1,1,1,NaN,1,50,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,738,8,62.969,9,9,9,0,0,1,1,1,1,1,NaN,1,45,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,739,8,61.185,14,14,14,0,0,1,1,1,1,1,NaN,1,43,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,740,8,59.786,16,16,16,0,0,1,1,1,1,1,NaN,1,54,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,741,8,59.354,19,19,19,0,0,1,1,1,1,1,NaN,1,55,0,0,0,0,7,7,2,2,2
Mississippi,742,8,63.411,18,18,18,0,0,1,1,1,1,1,NaN,1,52,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,743,8,63.823,18,18,18,0,0,1,1,1,1,1,NaN,1,52,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,744,8,65.27,20,20,20,0,0,1,1,1,1,1,NaN,1,52,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,745,8,65.631,18,18,18,0,0,1,1,1,1,1,NaN,1,57,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,746,8,67.913,24,24,24,0,0,1,1,1,1,1,NaN,1,60,0,0,0,0,12,12,NaN,NaN,NaN
Mississippi,747,8,68.372,18,18,18,0,0,1,1,1,1,1,NaN,1,48,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,748,8,69.614,22,22,22,0,0,1,1,1,1,1,NaN,1,67,0,0,0,0,11,11,NaN,NaN,NaN
Mississippi,749,8,66.444,20,20,20,0,0,1,1,1,1,1,NaN,1,63,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,750,8,65.322,22,22,22,0,0,1,1,1,1,1,NaN,1,69,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,751,8,68.352,20,20,20,0,0,1,1,1,1,1,NaN,1,51,0,0,0,0,7,7,4,4,4
Mississippi,752,8,68.599,22,22,22,0,0,1,1,1,1,1,NaN,1,55,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,753,8,65.957,24,24,24,0,0,1,1,1,1,1,NaN,1,59,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,754,8,67.781,25,25,25,0,0,1,1,1,1,1,NaN,1,54,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,755,8,65.53,22,22,22,0,0,1,1,1,1,1,NaN,1,60,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,756,8,63.506,20,20,20,0,0,1,1,1,1,1,NaN,1,62,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,757,8,64.226,18,18,18,0,0,1,1,1,1,1,NaN,1,63,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,758,8,64.154,18,18,18,0,0,1,1,1,1,1,NaN,1,61,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,759,8,62.243,24,24,24,0,0,1,1,1,1,1,NaN,1,62,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,760,8,61.332,21,21,21,0,0,1,1,1,1,1,NaN,1,62,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,761,8,61.231,20,20,20,0,0,1,1,1,1,1,NaN,1,54,0,0,0,0,4,4,1,1,1
Mississippi,762,8,64.557,20,20,20,0,0,1,1,1,1,1,NaN,1,62,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,763,8,66.351,21,21,21,0,0,1,1,1,1,1,NaN,1,60,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,764,8,64.234,22,22,22,0,0,1,1,1,1,1,NaN,1,53,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,765,8,62.536,20,20,20,0,0,1,1,1,1,1,NaN,1,49,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,766,8,66.484,18,18,18,0,0,1,1,1,1,1,NaN,1,51,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,767,8,63.687,19,19,19,0,0,1,1,1,1,1,NaN,1,54,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,768,8,65.685,22,22,22,0,0,1,1,1,1,1,NaN,1,59,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,769,8,65.534,25,25,25,0,0,1,1,1,1,1,NaN,1,55,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,770,8,68.007,20,20,20,0,0,1,1,1,1,1,NaN,1,66,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,771,8,65.236,21,21,21,0,0,1,1,1,1,1,NaN,1,59,0,0,0,0,6,6,3,3,3
Mississippi,772,8,65.06,25,25,25,0,0,1,1,1,1,1,NaN,1,61,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,773,8,62.885,26,26,26,0,0,1,1,1,1,1,NaN,1,58,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,774,8,65.661,20,20,20,0,0,1,1,1,1,1,NaN,1,60,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,775,8,65.116,18,18,18,0,0,1,1,1,1,1,NaN,1,56,0,0,0,0,3,3,NaN,NaN,NaN
Mississippi,776,8,69.274,25,25,25,0,0,1,1,1,1,1,NaN,1,57,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,777,8,62.386,25,25,25,0,0,1,1,1,1,1,NaN,1,60,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,778,8,62.636,18,18,18,0,0,1,1,1,1,1,NaN,1,52,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,779,8,65.031,28,28,28,0,0,1,1,1,1,1,NaN,1,59,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,780,8,68.095,19,19,19,0,0,1,1,1,1,1,NaN,1,60,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,781,8,63.817,20,20,20,0,0,1,1,1,1,1,NaN,1,56,0,0,0,0,7,7,3,3,3
Mississippi,782,8,62.687,22,22,22,0,0,1,1,1,1,1,NaN,1,63,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,783,8,64.035,18,18,18,0,0,1,1,1,1,1,NaN,1,60,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,784,8,67.08,14,14,14,0,0,1,1,1,1,1,NaN,1,50,0,0,0,0,9,9,NaN,NaN,NaN
Mississippi,785,8,69.511,21,21,21,0,0,1,1,1,1,1,NaN,1,52,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,786,8,71.157,22,22,22,0,0,1,1,1,1,1,NaN,1,63,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,787,8,68.759,22,22,22,0,0,1,1,1,1,1,NaN,1,62,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,788,8,68.556,17,17,17,0,0,1,1,1,1,1,NaN,1,57,0,0,0,0,11,11,NaN,NaN,NaN
Mississippi,789,8,68.747,19,19,19,0,0,1,1,1,1,1,NaN,1,62,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,790,8,69.296,25,25,25,0,0,1,1,1,1,1,NaN,1,60,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,791,8,66.371,23,23,23,0,0,1,1,1,1,1,NaN,1,62,0,0,0,0,10,10,4,4,4
Mississippi,792,8,68.476,15,15,15,0,0,1,1,1,1,1,NaN,1,60,0,0,0,0,8,8,NaN,NaN,NaN
Mississippi,793,8,67.919,19,19,19,0,0,1,1,1,1,1,NaN,1,55,0,0,0,0,4,4,NaN,NaN,NaN
Mississippi,794,8,64.986,15,15,15,0,0,1,1,1,1,1,NaN,1,58,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,795,8,66.227,17,17,17,0,0,1,1,1,1,1,NaN,1,54,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,796,8,64.683,15,15,15,0,0,1,1,1,1,1,NaN,1,53,0,0,0,0,7,7,NaN,NaN,NaN
Mississippi,797,8,62.48,14,14,14,0,0,1,1,1,1,1,NaN,1,58,0,0,0,0,5,5,NaN,NaN,NaN
Mississippi,798,8,61.467,19,19,19,0,0,1,1,1,1,1,NaN,1,58,0,0,0,0,10,10,NaN,NaN,NaN
Mississippi,799,8,59.66,12,12,12,0,0,1,1,1,1,1,NaN,1,54,0,0,0,0,6,6,NaN,NaN,NaN
Mississippi,800,8,58.966,18,18,18,0,0,1,1,1,1,1,NaN,1,59,0,0,0,0,8,8,NaN,NaN,NaN
