dataset,frame,pass,variant,milliseconds,baselineMilliseconds,baselineCount,candidateCount,sharedCount,lostCount,addedCount,retention,jaccard,maskExact,sourceExact,componentsExact,nonPoleMasksExact,nonPoleComponentsExact,sharedComponentCount,maximumMeanError,maximumCovarianceError,maximumProbabilityError,maximumMixtureWeightError,legacyCount,legacyRetained,fineCount,fineMatched,baselineFineMatched
Mississippi,451,1,baseline,285.42,285.42,6,6,6,0,0,1,1,1,1,1,1,1,68,0,0,0,0,4,4,2,2,2
Mississippi,451,1,serial,173.464,285.42,6,6,6,0,0,1,1,1,1,1,1,1,68,0,0,0,0,4,4,2,2,2
Mississippi,451,1,threads4,75.112,285.42,6,6,6,0,0,1,1,1,1,1,1,1,68,0,0,0,0,4,4,2,2,2
Mississippi,451,1,threads8,56.231,285.42,6,6,6,0,0,1,1,1,1,1,1,1,68,0,0,0,0,4,4,2,2,2
Mississippi,461,1,baseline,227.876,227.876,10,10,10,0,0,1,1,1,1,1,1,1,69,0,0,0,0,6,6,1,1,1
Mississippi,461,1,serial,146.295,227.876,10,10,10,0,0,1,1,1,1,1,1,1,69,0,0,0,0,6,6,1,1,1
Mississippi,461,1,threads4,68.117,227.876,10,10,10,0,0,1,1,1,1,1,1,1,69,0,0,0,0,6,6,1,1,1
Mississippi,461,1,threads8,51.275,227.876,10,10,10,0,0,1,1,1,1,1,1,1,69,0,0,0,0,6,6,1,1,1
Mississippi,471,1,baseline,106.06,106.06,8,8,8,0,0,1,1,1,1,1,1,1,52,0,0,0,0,3,3,1,1,1
Mississippi,471,1,serial,70.933,106.06,8,8,8,0,0,1,1,1,1,1,1,1,52,0,0,0,0,3,3,1,1,1
Mississippi,471,1,threads4,43.139,106.06,8,8,8,0,0,1,1,1,1,1,1,1,52,0,0,0,0,3,3,1,1,1
Mississippi,471,1,threads8,36.61,106.06,8,8,8,0,0,1,1,1,1,1,1,1,52,0,0,0,0,3,3,1,1,1
Mississippi,481,1,baseline,49.979,49.979,8,8,8,0,0,1,1,1,1,1,1,1,52,0,0,0,0,6,6,3,3,3
Mississippi,481,1,serial,38.79,49.979,8,8,8,0,0,1,1,1,1,1,1,1,52,0,0,0,0,6,6,3,3,3
Mississippi,481,1,threads4,32.075,49.979,8,8,8,0,0,1,1,1,1,1,1,1,52,0,0,0,0,6,6,3,3,3
Mississippi,481,1,threads8,30.748,49.979,8,8,8,0,0,1,1,1,1,1,1,1,52,0,0,0,0,6,6,3,3,3
Mississippi,491,1,baseline,52.386,52.386,7,7,7,0,0,1,1,1,1,1,1,1,37,0,0,0,0,4,4,1,1,1
Mississippi,491,1,serial,40.036,52.386,7,7,7,0,0,1,1,1,1,1,1,1,37,0,0,0,0,4,4,1,1,1
