frame,elapsedBase,elapsedCand,curbBase,curbCand,curbShared,curbSharedTol,curbRecallTol,curbMeanNearestCandToBase,curbMeanNearestBaseToCand,poleBase,poleCand,poleShared,poleSharedTol,poleRecallTol,poleMeanNearestCandToBase,poleMeanNearestBaseToCand,trafficSignBase,trafficSignCand,trafficSignShared,trafficSignSharedTol,trafficSignRecallTol,trafficSignMeanNearestCandToBase,trafficSignMeanNearestBaseToCand,roadBase,roadCand,roadShared,roadSharedTol,roadRecallTol,roadMeanNearestCandToBase,roadMeanNearestBaseToCand,curbComponentsBase,curbComponentsCand,curbWeightBase,curbWeightCand,curbMeanCompDist,poleComponentsBase,poleComponentsCand,poleWeightBase,poleWeightCand,poleMeanCompDist,trafficSignComponentsBase,trafficSignComponentsCand,trafficSignWeightBase,trafficSignWeightCand,trafficSignMeanCompDist,groundPointsBase,groundPointsCand,retainedBase,retainedCand
1,0.645039,0.538875,55,63,46,59,55,0.253902254122506,0.107219204997231,11,5,3,3,3,3.24888883896282,11.3907521430161,12,13,12,12,12,0.499230176602706,0,237,219,177,189,223,0.363537004534634,0.202152758370203,33,31,0.56051761418846,0.707235186427674,0.482700526811945,9,3,0.253467750779064,0.0981420277215904,2.72817647887362,6,9,0.186014635032477,0.194622785850735,0.835875479362177,26212,25243,50416,41164
11,0.059518,0.111788,56,53,40,47,54,0.331778895728663,0.202353744828993,10,7,3,5,4,1.22006366848098,7.09725391912287,13,14,13,13,13,0.345525332069938,0,232,217,184,195,225,0.236374234221118,0.152032356346511,37,26,0.558414866952499,0.607021043716165,0.622209204281302,8,5,0.240889701020717,0.154516897454131,0.806566117350401,8,11,0.200695432026784,0.238462058829704,0.543520746681582,26182,25184,50271,41077
21,0.063529,0.19222,70,51,38,50,68,0.17722935414407,0.319142961188862,11,2,2,2,3,0,18.1006831620282,9,10,9,9,9,0.483735464897913,0,246,227,199,209,241,0.162045715552256,0.133466705735947,42,26,0.672466770128676,0.684477435283121,0.395083690167465,10,2,0.194192396352999,0.0870645422318022,0.0416321343131396,5,8,0.133340833518326,0.228458022485076,0.751070354663721,26086,25158,49683,41057
31,0.055847,0.035244,51,41,27,36,46,0.291019749034722,0.359254483026418,13,7,7,7,8,0,7.14653449752313,11,13,11,11,11,1.60104515352403,0,221,244,186,206,217,0.373048672982149,0.109256038064577,36,23,0.614786689244387,0.598920881626918,0.477925246767399,6,6,0.217735673729377,0.196109421926802,0.0996458556690683,4,8,0.167477637026236,0.20496969644628,2.73732386220292,25576,24692,48534,40458
41,0.056999,0.040334,55,36,29,33,44,0.307275052838488,0.614653954566922,11,4,3,4,4,0.15,14.4815033167733,14,15,14,14,14,0.282842712474619,0,243,237,219,235,242,0.0543764776319469,0.0617283950617284,33,18,0.527017874558778,0.53397143152054,0.626798590257699,13,4,0.278670360420849,0.167784841143282,0.148752668036792,10,11,0.194311765020374,0.298243727336179,0.481503845526132,25898,25000,48291,40807
51,0.057744,0.050381,25,17,10,11,22,3.69964807791323,0.453272388416942,8,5,5,5,5,0,3.50937690545024,9,10,9,9,9,1.56460857724864,0,874,87,69,76,101,0.259284524554335,6.40104740266344,17,10,0.485673341157509,0.368259410550142,4.35549083569006,7,5,0.291738119722936,0.308545600214255,0.0845129156544234,7,8,0.222588539119555,0.323194989235603,2.09723452041397,26031,25384,48838,41471
61,0.058125,0.036664,54,24,8,13,19,1.66699103140282,4.02744992965941,10,5,4,4,4,1.35764501987817,5.3411360943498,8,10,8,8,8,0.919036743786047,0,324,1187,308,355,322,6.24324920127893,0.0341003954858761,41,14,0.668988893396006,0.504171009758323,1.72263412496962,8,4,0.22071100630978,0.245786933049739,0.0104030654621645,5,8,0.110300100294214,0.250042057191938,1.23734842580041,26771,25763,49217,41266
71,0.05916,0.036956,15,20,3,7,13,3.63996612465437,0.576568542494924,13,8,8,8,9,0,2.7646451581575,13,15,13,13,13,0.612691162524032,0,41,87,35,50,41,1.56147733491292,0.0878048780487798,9,11,0.338314339741056,0.456902647064061,2.94370484548597,9,6,0.383167190637728,0.270967732097003,0.0564085134617069,8,9,0.278518469621217,0.272129620838936,1.16882267645649,26709,25574,48975,41137
81,0.062528,0.037945,56,20,10,12,17,2.90368174833598,4.28475580538979,9,7,6,7,7,0.0857142857142859,1.49839800189906,14,14,14,14,14,0,0,66,49,15,27,25,0.870340985612675,1.98772983218066,41,11,0.657339938363361,0.392260655503702,3.00403137879346,6,5,0.150320696265789,0.299231430720125,0.0687721372854555,11,9,0.19233936537085,0.308507913776173,0.144805905559017,26235,25265,48610,41410
91,0.056156,0.03782,75,82,53,77,56,0.30928384257835,0.96572700520792,11,9,8,9,9,0.0666666666666668,1.12902649524319,19,19,19,19,19,0,0,230,592,166,205,210,3.88228077604654,0.237953211491014,47,38,0.665731091972243,0.642932588249818,0.703868058778456,8,6,0.173187641921523,0.164504419044074,0.0781163575538427,13,12,0.161081266106234,0.192562992706107,0.10343904392658,25776,24802,48924,42869
101,0.061995,0.034513,109,131,87,122,109,0.275779020159344,0.121100917431192,15,6,6,6,7,0,4.99665825119353,17,17,17,17,17,0,0,209,186,144,148,188,0.5228389333829,0.261325794663455,66,61,0.649108542194796,0.795175967908113,0.577690893271614,12,6,0.210090086604659,0.107434400680555,0.118354301317773,9,8,0.140801371200545,0.0973896314113318,0.0992538658693266,24016,22881,49462,42979
111,0.054704,0.042961,163,121,99,120,150,0.120211441423732,0.452117356752699,16,7,6,6,7,1.03568965487953,4.72172889334607,12,12,12,12,12,0,0,193,222,159,170,191,0.786178531888417,0.119643361785198,101,53,0.747465851540012,0.777042617598084,0.385503968191716,16,7,0.190945594184195,0.135974749733389,1.07232343082439,8,7,0.0615885542757932,0.0869826326685266,0.0812590743664839,23109,22175,50572,45488
121,0.048599,0.0375,129,93,80,93,122,0.0865433133056327,0.367844063064552,11,9,5,5,5,5.36828302464016,3.65249118022801,9,9,9,9,9,0,0,189,212,177,185,189,0.277777076859828,0.0394102017853114,75,50,0.744835977949183,0.753214007258484,0.329817095852848,9,8,0.165524867166299,0.157095639448592,4.70736699867111,7,7,0.0896391548845182,0.0896903532929245,0.149034184678356,22826,20675,50546,47211
131,0.054258,0.034809,125,108,73,97,117,0.280795576482583,0.394495998653076,8,5,3,3,3,2.92245726616718,5.86837219425127,6,6,6,6,6,0,0,193,227,179,189,193,0.48919797589581,0.0460987371753768,85,55,0.803683660854112,0.86886130153748,0.51861580572719,7,3,0.109675916402914,0.0646097719870296,2.38900844766677,5,4,0.086640422742974,0.0665289264754903,0.146691196073857,20342,18281,50658,48445
141,0.056333,0.038758,125,129,90,124,121,0.212357461625546,0.197888509259589,8,3,2,2,2,8.80227243386615,6.56669660344151,5,5,5,5,5,0,0,204,200,157,163,193,0.549239702641744,0.17493737842535,88,59,0.83979207158891,0.861642364528043,0.433183924597475,7,3,0.110702455002356,0.0725853670298036,8.78175846769306,3,4,0.0495054734087335,0.0657722684421534,0.120485465656548,19755,17631,50340,48230
151,0.054622,0.052897,97,41,32,40,37,0.149796116743899,5.41506019469226,8,5,4,5,4,0.12,2.8009273663497,0,0,0,0,0,NaN,NaN,209,291,187,213,207,0.649659458769519,0.0712777812193669,70,23,0.858242501487265,0.832838711645071,0.35943466868373,6,4,0.115968741119714,0.167161288354929,0.0459186954125694,0,0,0.0257887573930219,0,NaN,20607,18640,50448,47821
161,0.055985,0.046561,108,87,69,87,107,0.129851221549974,0.233281693249525,3,4,3,3,3,0.948683298050514,0,3,3,3,3,3,0,0,200,219,186,195,199,0.281277333749952,0.0494361259938573,80,46,0.883132698221833,0.862950509346825,0.351205228666713,3,4,0.0725083959675594,0.115437628962069,1.03500603728363,2,1,0.0443589058106072,0.0216118616911061,0.179246110333249,21035,18767,51457,47066
171,0.053759,0.046887,111,97,78,97,109,0.127774356182427,0.21933238498671,6,1,1,1,1,0,17.6748136012609,2,2,2,2,2,0,0,190,200,165,173,184,0.331998680456198,0.105925906632205,74,43,0.875466106485706,0.914831676770869,0.36670581726399,4,1,0.0930444312406894,0.0337844749803586,0.0357132233491396,2,2,0.0314894622736048,0.0513838482487728,0.188131410700088,19086,17360,48098,45337
181,0.049072,0.029701,121,89,72,89,116,0.125776545502196,0.286479605779292,4,2,2,2,2,0,8.69587749219684,4,4,4,4,4,0,0,205,236,187,197,205,0.475875705025265,0.0551075915846229,78,44,0.854610691960338,0.896886777249462,0.341346361542767,4,2,0.0893887826313685,0.0565132018287877,0.0130006377804984,3,2,0.0560005254082935,0.0466000209217504,0.0776499543236066,18579,16822,44508,41952
