frame,elapsedBase,elapsedCand,curbBase,curbCand,curbShared,curbSharedTol,curbRecallTol,curbMeanNearestCandToBase,curbMeanNearestBaseToCand,poleBase,poleCand,poleShared,poleSharedTol,poleRecallTol,poleMeanNearestCandToBase,poleMeanNearestBaseToCand,trafficSignBase,trafficSignCand,trafficSignShared,trafficSignSharedTol,trafficSignRecallTol,trafficSignMeanNearestCandToBase,trafficSignMeanNearestBaseToCand,roadBase,roadCand,roadShared,roadSharedTol,roadRecallTol,roadMeanNearestCandToBase,roadMeanNearestBaseToCand,curbComponentsBase,curbComponentsCand,curbWeightBase,curbWeightCand,curbMeanCompDist,poleComponentsBase,poleComponentsCand,poleWeightBase,poleWeightCand,poleMeanCompDist,trafficSignComponentsBase,trafficSignComponentsCand,trafficSignWeightBase,trafficSignWeightCand,trafficSignMeanCompDist,groundPointsBase,groundPointsCand,retainedBase,retainedCand
1,0.645039,0.730947,55,63,46,59,55,0.253902254122506,0.107219204997231,11,7,5,5,5,2.32063488497344,7.02124120225479,12,13,12,12,12,0.499230176602706,0,237,219,177,189,223,0.363537004534634,0.202152758370203,33,31,0.56051761418846,0.666844383870182,0.482700526811945,9,5,0.253467750779064,0.149647902983812,1.72643928571484,6,9,0.186014635032477,0.183507713146006,0.835875479362177,26212,25243,50416,41164
11,0.059518,0.131231,56,53,40,47,54,0.331778895728663,0.202353744828993,10,12,6,7,7,4.5883213346209,2.15403457482792,13,14,13,13,13,0.345525332069938,0,232,217,184,195,225,0.236374234221118,0.152032356346511,37,26,0.558414866952499,0.530259401264965,0.622209204281302,8,10,0.240889701020717,0.261433572399759,4.06338232273348,8,11,0.200695432026784,0.208307026335276,0.543520746681582,26182,25184,50271,41077
21,0.063529,0.215657,70,51,38,50,68,0.17722935414407,0.319142961188862,11,5,2,2,3,2.5714416905933,5.70551460487917,9,10,9,9,9,0.483735464897913,0,246,227,199,209,241,0.162045715552256,0.133466705735947,42,26,0.672466770128676,0.641687505471398,0.395083690167465,10,4,0.194192396352999,0.144136466223535,2.57287263701403,5,8,0.133340833518326,0.214176028305067,0.751070354663721,26086,25158,49683,41057
31,0.055847,0.046015,51,41,27,36,46,0.291019749034722,0.359254483026418,13,10,6,6,8,5.82108551926397,3.48664642616735,11,13,11,11,11,1.60104515352403,0,221,244,186,206,217,0.373048672982149,0.109256038064577,36,23,0.614786689244387,0.55895439042472,0.477925246767399,6,9,0.217735673729377,0.249753712352638,8.41481979865082,4,8,0.167477637026236,0.191291897222642,2.73732386220292,25576,24692,48534,40458
41,0.056999,0.041829,55,36,29,33,44,0.307275052838488,0.614653954566922,11,9,5,5,6,4.58035788333097,5.95677443908581,14,15,14,14,14,0.282842712474619,0,243,237,219,235,242,0.0543764776319469,0.0617283950617284,33,18,0.527017874558778,0.47042437493911,0.626798590257699,13,8,0.278670360420849,0.266825390255051,5.17879349190632,10,11,0.194311765020374,0.26275023480584,0.481503845526132,25898,25000,48291,40807
51,0.057744,0.051739,25,17,10,11,22,3.69964807791323,0.453272388416942,8,12,7,7,7,5.2768536380224,1.171537451386,9,10,9,9,9,1.56460857724864,0,874,87,69,76,101,0.259284524554335,6.40104740266344,17,10,0.485673341157509,0.297940427215769,4.35549083569006,7,10,0.291738119722936,0.440578534124555,4.86341360711308,7,8,0.222588539119555,0.261481038659676,2.09723452041397,26031,25384,48838,41471
61,0.058125,0.038523,54,24,8,13,19,1.66699103140282,4.02744992965941,10,11,6,6,6,5.06533311098715,4.1039848493859,8,10,8,8,8,0.919036743786047,0,324,1187,308,355,322,6.24324920127893,0.0341003954858761,41,14,0.668988893396006,0.446379840260191,1.72263412496962,8,7,0.22071100630978,0.332239454805646,3.61823256812776,5,8,0.110300100294214,0.221380704934164,1.23734842580041,26771,25763,49217,41266
71,0.05916,0.03972,15,20,3,7,13,3.63996612465437,0.576568542494924,13,11,9,9,10,4.76547762720695,1.7450733719556,13,15,13,13,13,0.612691162524032,0,41,87,35,50,41,1.56147733491292,0.0878048780487798,9,11,0.338314339741056,0.419838179686504,2.94370484548597,9,8,0.383167190637728,0.330107666795365,3.28503098238832,8,9,0.278518469621217,0.250054153518131,1.16882267645649,26709,25574,48975,41137
81,0.062528,0.041314,56,20,10,12,17,2.90368174833598,4.28475580538979,9,11,6,7,7,4.81648713272056,1.49839800189906,14,14,14,14,14,0,0,66,49,15,27,25,0.870340985612675,1.98772983218066,41,11,0.657339938363361,0.345432281835561,3.00403137879346,6,8,0.150320696265789,0.382889712418012,5.09041884076132,11,9,0.19233936537085,0.271678005746427,0.144805905559017,26235,25265,48610,41410
91,0.056156,0.038945,75,82,53,77,56,0.30928384257835,0.96572700520792,11,12,8,8,10,2.24279472240138,0.218181818181818,19,19,19,19,19,0,0,230,592,166,205,210,3.88228077604654,0.237953211491014,47,38,0.665731091972243,0.599393115967835,0.703868058778456,8,9,0.173187641921523,0.221084280375688,1.53935390049473,13,12,0.161081266106234,0.179522603656477,0.10343904392658,25776,24802,48924,42869
