frame,elapsedBase,elapsedCand,curbBase,curbCand,curbShared,curbSharedTol,curbRecallTol,curbMeanNearestCandToBase,curbMeanNearestBaseToCand,poleBase,poleCand,poleShared,poleSharedTol,poleRecallTol,poleMeanNearestCandToBase,poleMeanNearestBaseToCand,trafficSignBase,trafficSignCand,trafficSignShared,trafficSignSharedTol,trafficSignRecallTol,trafficSignMeanNearestCandToBase,trafficSignMeanNearestBaseToCand,roadBase,roadCand,roadShared,roadSharedTol,roadRecallTol,roadMeanNearestCandToBase,roadMeanNearestBaseToCand,curbComponentsBase,curbComponentsCand,curbWeightBase,curbWeightCand,curbMeanCompDist,poleComponentsBase,poleComponentsCand,poleWeightBase,poleWeightCand,poleMeanCompDist,trafficSignComponentsBase,trafficSignComponentsCand,trafficSignWeightBase,trafficSignWeightCand,trafficSignMeanCompDist,groundPointsBase,groundPointsCand,retainedBase,retainedCand
1,0.645039,0.509774,55,64,46,58,54,0.284156420838151,0.113609602498615,11,5,2,2,2,5.88888883896282,12.1896777562672,12,13,12,12,12,0.499230176602706,0,237,225,178,189,221,0.412407100492846,0.210158524598478,33,31,0.56051761418846,0.693147287449656,0.511570164806925,9,4,0.253467750779064,0.11952084936025,5.40350128577609,6,9,0.186014635032477,0.187331863190094,0.835875479362177,26212,25243,50416,41164
11,0.059518,0.09894,56,66,43,57,55,0.490379405959183,0.154438002453997,10,6,3,4,3,1.32340761322782,8.03735110874609,13,14,13,13,13,0.345525332069938,0,232,234,185,195,220,0.46783398968132,0.16664515343239,37,33,0.558414866952499,0.66413618240693,0.793347719259773,8,4,0.240889701020717,0.117731053407531,0.916213918084196,8,11,0.200695432026784,0.218132764185539,0.543520746681582,26182,25184,50271,41077
21,0.063529,0.169914,70,53,39,52,68,0.181862208704671,0.310571532617433,11,10,3,3,4,9.71020300514381,6.31027765389063,9,10,9,9,9,0.483735464897913,0,246,245,200,210,241,0.356241913639302,0.131027681345703,42,26,0.672466770128676,0.569020176828584,0.394114042234824,10,9,0.194192396352999,0.246766029610874,10.0160051119433,5,8,0.133340833518326,0.184213793560542,0.751070354663721,26086,25158,49683,41057
31,0.055847,0.035947,51,47,28,38,46,0.430569814089401,0.347489777144065,13,13,9,10,9,3.98209369496198,4.63995612076405,11,13,11,11,11,1.60104515352403,0,221,252,186,207,216,0.409895524417748,0.113736440435273,36,27,0.614786689244387,0.557132857241929,0.62160810879924,6,10,0.217735673729377,0.267937296515531,3.23864612106508,4,8,0.167477637026236,0.174929846242539,2.73732386220292,25576,24692,48534,40458
41,0.056999,0.040273,55,36,29,33,44,0.307275052838488,0.614653954566922,11,11,4,4,4,5.34387874346023,7.66193755896358,14,15,14,14,14,0.282842712474619,0,243,240,222,238,242,0.0536967716615476,0.054320987654321,33,18,0.527017874558778,0.447121136950189,0.626798590257699,13,9,0.278670360420849,0.302877664159894,4.89762428754655,10,11,0.194311765020374,0.250001198889917,0.481503845526132,25898,25000,48291,40807
51,0.057744,0.037388,25,17,10,11,22,3.69964807791323,0.453272388416942,8,6,4,4,5,3.46206861205162,3.58437690545024,9,10,9,9,9,1.56460857724864,0,874,90,72,79,101,0.25064170706919,6.39898790609594,17,10,0.485673341157509,0.350915687868272,4.35549083569006,7,6,0.291738119722936,0.347814071062139,3.50803340818526,7,8,0.222588539119555,0.301270241069589,2.09723452041397,26031,25384,48838,41471
61,0.058125,0.025066,54,7,0,0,0,3.37056751758074,11.5340737735022,10,9,4,4,4,7.54946105710841,5.3411360943498,8,10,8,8,8,0.919036743786047,0,324,1507,322,378,324,6.72790317760102,0.00370370370370371,41,5,0.668988893396006,0.217190261959447,2.99898880614035,8,8,0.22071100630978,0.515404759390392,7.67878975373979,5,8,0.110300100294214,0.26740497865016,1.23734842580041,26771,25763,49217,41266
71,0.05916,0.026794,15,42,3,7,13,7.48545702026132,0.576568542494924,13,12,10,10,11,4.36835449160637,1.02739807502166,13,15,13,13,13,0.612691162524032,0,41,379,40,65,41,3.51726637161894,0.0146341463414634,9,25,0.338314339741056,0.543769411566664,7.52272983808244,9,9,0.383167190637728,0.267950311550541,2.92436465241236,8,9,0.278518469621217,0.188280276882795,1.16882267645649,26709,25574,48975,41137
81,0.062528,0.023923,56,26,10,13,17,1.747385091774,3.99427904892588,9,8,6,6,7,3.53831463473507,1.49839800189906,14,14,14,14,14,0,0,66,16,2,5,7,1.48020509831248,3.42256052450224,41,13,0.657339938363361,0.429037901636894,1.81738690471693,6,7,0.150320696265789,0.318415341795369,4.06932052696822,11,9,0.19233936537085,0.252546756567737,0.144805905559017,26235,25265,48610,41410
91,0.056156,0.025742,75,77,17,30,23,1.85587619689406,5.67437121323553,11,12,8,9,9,3.27638853411309,1.02620793452997,19,19,19,19,19,0,0,230,793,188,237,222,4.69157245438933,0.13969506906909,47,30,0.665731091972243,0.591228085500458,1.81803874071558,8,9,0.173187641921523,0.229802521862651,4.44117134817437,13,12,0.161081266106234,0.178969392636891,0.10343904392658,25776,24802,48924,42869
101,0.061995,0.024998,109,162,93,140,109,0.462092733385004,0.0880733944954125,15,11,8,8,9,4.01661479598915,4.08514163627353,17,17,17,17,17,0,0,209,193,144,148,188,0.650713985559044,0.261325794663455,66,71,0.649108542194796,0.756048903049815,0.769133137843494,12,11,0.210090086604659,0.162356152810048,4.09283159913193,9,8,0.140801371200545,0.0815949441401381,0.0992538658693266,24016,22881,49462,42979
111,0.054704,0.027479,163,134,108,130,161,0.162651059182466,0.218308475298277,16,13,7,7,8,4.76763726123314,4.11456239343087,12,12,12,12,12,0,0,193,228,162,173,191,0.810653511733902,0.110316936914731,101,59,0.747465851540012,0.69823204283643,0.408723054966286,16,12,0.190945594184195,0.219499192778936,3.69953031888143,8,7,0.0615885542757932,0.0822687643846337,0.0812590743664839,23109,22175,50572,45488
121,0.048599,0.025561,129,115,93,115,123,0.121265951411057,0.270084333594572,11,12,5,5,5,9.09014633141715,3.42166550388299,9,9,9,9,9,0,0,189,205,161,169,182,0.482817179097783,0.116554846482917,75,53,0.744835977949183,0.723711668379813,0.360168356570472,9,11,0.165524867166299,0.193533654062288,8.96445454612354,7,7,0.0896391548845182,0.0827546775578996,0.149034184678356,22826,20675,50546,47211
131,0.054258,0.025029,125,135,87,123,121,0.29653933045217,0.248808766858899,8,8,3,3,3,12.2413456988904,5.86837219425127,6,6,6,6,6,0,0,193,213,164,174,185,0.524515511285068,0.118335217934444,85,61,0.803683660854112,0.842422822096338,0.528708474624679,7,6,0.109675916402914,0.101766562522456,15.1079675516014,5,4,0.086640422742974,0.0558106153812058,0.146691196073857,20342,18281,50658,48445
