frame,elapsedBase,elapsedCand,curbBase,curbCand,curbShared,curbSharedTol,curbRecallTol,curbMeanNearestCandToBase,curbMeanNearestBaseToCand,poleBase,poleCand,poleShared,poleSharedTol,poleRecallTol,poleMeanNearestCandToBase,poleMeanNearestBaseToCand,trafficSignBase,trafficSignCand,trafficSignShared,trafficSignSharedTol,trafficSignRecallTol,trafficSignMeanNearestCandToBase,trafficSignMeanNearestBaseToCand,roadBase,roadCand,roadShared,roadSharedTol,roadRecallTol,roadMeanNearestCandToBase,roadMeanNearestBaseToCand,curbComponentsBase,curbComponentsCand,curbWeightBase,curbWeightCand,curbMeanCompDist,poleComponentsBase,poleComponentsCand,poleWeightBase,poleWeightCand,poleMeanCompDist,trafficSignComponentsBase,trafficSignComponentsCand,trafficSignWeightBase,trafficSignWeightCand,trafficSignMeanCompDist,groundPointsBase,groundPointsCand,retainedBase,retainedCand
1,0.645039,0.53764,55,70,47,61,54,0.457757444776035,0.102700511589524,11,18,7,7,7,6.54330823265249,3.7211799920866,12,13,12,12,12,0.499230176602706,0,237,245,181,191,223,0.734160819064881,0.196288376080455,33,34,0.56051761418846,0.556974825445173,0.876654990271075,9,15,0.253467750779064,0.29881894584684,5.80091437069695,6,9,0.186014635032477,0.144206228707987,0.835875479362177,26212,25243,50416,41164
11,0.059518,0.109055,56,63,41,52,55,0.540517084338584,0.175866573882569,10,18,7,9,8,3.97466561416446,0.599593773300821,13,14,13,13,13,0.345525332069938,0,232,263,188,200,223,0.803390284994211,0.146693144875186,37,31,0.558414866952499,0.507161327602483,0.825090132274332,8,15,0.240889701020717,0.31322082791315,3.73387813457295,8,11,0.200695432026784,0.179617844484367,0.543520746681582,26182,25184,50271,41077
21,0.063529,0.185394,70,64,41,58,70,0.345268003618604,0.266323438387419,11,19,3,3,4,10.5137155801151,3.90938266413748,9,10,9,9,9,0.483735464897913,0,246,264,203,215,239,0.516203633686091,0.127002604419184,42,30,0.672466770128676,0.52712714046462,0.499512424062903,10,14,0.194192396352999,0.316459459483853,10.5019008949655,5,8,0.133340833518326,0.156413400051527,0.751070354663721,26086,25158,49683,41057
31,0.055847,0.055963,51,62,33,47,46,1.08084918424678,0.281015876674973,13,14,7,7,9,8.75531648742313,2.99679746006254,11,13,11,11,11,1.60104515352403,0,221,263,185,202,215,0.710418781551776,0.120774519568069,36,33,0.614786689244387,0.57292051541681,1.78958479582944,6,12,0.217735673729377,0.271564278200371,9.17297595401621,4,8,0.167477637026236,0.155515206382819,2.73732386220292,25576,24692,48534,40458
41,0.056999,0.041323,55,42,29,33,44,1.59741433111996,0.614653954566922,11,17,8,9,9,4.17041470348846,1.68754474991398,14,15,14,14,14,0.282842712474619,0,243,234,219,234,242,0.0416477966336391,0.0617283950617284,33,22,0.527017874558778,0.445351486478795,2.32699627511805,13,14,0.278670360420849,0.340825121669778,4.37022329177432,10,11,0.194311765020374,0.213823391851428,0.481503845526132,25898,25000,48291,40807
51,0.057744,0.032066,25,10,0,0,0,10.8578614585399,13.6894952555598,8,18,6,6,7,10.3270751535912,0.312170824512629,9,10,9,9,9,1.56460857724864,0,874,1679,829,912,862,3.71255539666262,0.0413898864059453,17,5,0.485673341157509,0.171414748031339,10.9277684633688,7,13,0.291738119722936,0.562212134769929,9.58388655968476,7,8,0.222588539119555,0.266373117198731,2.09723452041397,26031,25384,48838,41471
61,0.058125,0.034133,54,55,10,20,19,2.03652577458819,4.00217080027668,10,22,7,7,8,9.77481150913374,1.46131818466662,8,10,8,8,8,0.919036743786047,0,324,1819,311,358,322,8.79464336745076,0.0293119020828634,41,24,0.668988893396006,0.474741512607339,2.18241894527676,8,16,0.22071100630978,0.400441739256796,10.1423794659195,5,8,0.110300100294214,0.124816748135865,1.23734842580041,26771,25763,49217,41266
71,0.05916,0.028387,15,38,10,17,15,2.4058040126144,0.216568542494923,13,19,9,9,11,4.4186632462689,1.09271569984255,13,15,13,13,13,0.612691162524032,0,41,64,34,50,41,0.523391504294496,0.102439024390243,9,23,0.338314339741056,0.440642575199308,2.90786417425627,9,15,0.383167190637728,0.383007497759554,4.38263216967779,8,9,0.278518469621217,0.176349927041139,1.16882267645649,26709,25574,48975,41137
81,0.062528,0.028957,56,130,49,80,55,1.58298699773344,0.0857142857142855,9,15,8,8,9,4.16208275287025,0.0666666666666668,14,14,14,14,14,0,0,66,16,2,5,7,1.48020509831248,3.42256052450224,41,56,0.657339938363361,0.734511934064875,1.97744112486842,6,11,0.150320696265789,0.169281032513211,3.88496100373531,11,9,0.19233936537085,0.0962070334219147,0.144805905559017,26235,25265,48610,41410
91,0.056156,0.030664,75,124,19,38,23,2.81149017599171,4.98079459074671,11,20,9,9,11,6.24275532014985,0.109090909090909,19,19,19,19,19,0,0,230,43,43,43,75,0,2.49708952341455,47,53,0.665731091972243,0.618800020141013,2.92630867388186,8,18,0.173187641921523,0.268226972310218,6.33110889411603,13,12,0.161081266106234,0.112973007548769,0.10343904392658,25776,24802,48924,42869
