frame,elapsedBase,elapsedCand,curbBase,curbCand,curbShared,curbSharedTol,curbRecallTol,curbMeanNearestCandToBase,curbMeanNearestBaseToCand,poleBase,poleCand,poleShared,poleSharedTol,poleRecallTol,poleMeanNearestCandToBase,poleMeanNearestBaseToCand,trafficSignBase,trafficSignCand,trafficSignShared,trafficSignSharedTol,trafficSignRecallTol,trafficSignMeanNearestCandToBase,trafficSignMeanNearestBaseToCand,roadBase,roadCand,roadShared,roadSharedTol,roadRecallTol,roadMeanNearestCandToBase,roadMeanNearestBaseToCand,curbComponentsBase,curbComponentsCand,curbWeightBase,curbWeightCand,curbMeanCompDist,poleComponentsBase,poleComponentsCand,poleWeightBase,poleWeightCand,poleMeanCompDist,trafficSignComponentsBase,trafficSignComponentsCand,trafficSignWeightBase,trafficSignWeightCand,trafficSignMeanCompDist,groundPointsBase,groundPointsCand,retainedBase,retainedCand
1,0.645039,0.540817,55,63,46,59,55,0.253902254122506,0.107219204997231,11,5,2,2,2,5.88888883896282,12.1896777562672,12,13,12,12,12,0.499230176602706,0,237,219,177,189,223,0.363537004534634,0.202152758370203,33,31,0.56051761418846,0.689292521768147,0.482700526811945,9,4,0.253467750779064,0.121022302172935,5.40350128577609,6,9,0.186014635032477,0.189685176058918,0.835875479362177,26212,25243,50416,41164
11,0.059518,0.111042,56,53,40,47,54,0.331778895728663,0.202353744828993,10,6,3,4,3,1.32340761322782,8.03735110874609,13,14,13,13,13,0.345525332069938,0,232,217,184,195,225,0.236374234221118,0.152032356346511,37,26,0.558414866952499,0.623105692377551,0.622209204281302,8,4,0.240889701020717,0.132113557743972,0.916213918084196,8,11,0.200695432026784,0.244780749878477,0.543520746681582,26182,25184,50271,41077
21,0.063529,0.180877,70,51,38,50,68,0.17722935414407,0.319142961188862,11,10,3,3,4,9.71020300514381,6.31027765389063,9,10,9,9,9,0.483735464897913,0,246,227,199,209,241,0.162045715552256,0.133466705735947,42,26,0.672466770128676,0.561521411411425,0.395083690167465,10,9,0.194192396352999,0.251059596199117,10.0160051119433,5,8,0.133340833518326,0.187418992389458,0.751070354663721,26086,25158,49683,41057
31,0.055847,0.031988,51,41,27,36,46,0.291019749034722,0.359254483026418,13,13,9,10,9,3.98209369496198,4.63995612076405,11,13,11,11,11,1.60104515352403,0,221,244,186,206,217,0.373048672982149,0.109256038064577,36,23,0.614786689244387,0.535784352938395,0.477925246767399,6,10,0.217735673729377,0.280853270575192,3.23864612106508,4,8,0.167477637026236,0.183362376486413,2.73732386220292,25576,24692,48534,40458
41,0.056999,0.033865,55,36,29,33,44,0.307275052838488,0.614653954566922,11,11,4,4,4,5.34387874346023,7.66193755896358,14,15,14,14,14,0.282842712474619,0,243,237,219,235,242,0.0543764776319469,0.0617283950617284,33,18,0.527017874558778,0.447385033236411,0.626798590257699,13,9,0.278670360420849,0.302733096703815,4.89762428754655,10,11,0.194311765020374,0.249881870059775,0.481503845526132,25898,25000,48291,40807
51,0.057744,0.045354,25,17,10,11,22,3.69964807791323,0.453272388416942,8,6,4,4,5,3.46206861205162,3.58437690545024,9,10,9,9,9,1.56460857724864,0,874,87,69,76,101,0.259284524554335,6.40104740266344,17,10,0.485673341157509,0.345919767921785,4.35549083569006,7,6,0.291738119722936,0.350491152024983,3.50803340818526,7,8,0.222588539119555,0.303589080053233,2.09723452041397,26031,25384,48838,41471
61,0.058125,0.029112,54,24,8,13,19,1.66699103140282,4.02744992965941,10,9,4,4,4,7.54946105710841,5.3411360943498,8,10,8,8,8,0.919036743786047,0,324,1187,308,355,322,6.24324920127893,0.0341003954858761,41,14,0.668988893396006,0.407855195413835,1.72263412496962,8,8,0.22071100630978,0.389870278435643,7.67878975373979,5,8,0.110300100294214,0.202274526150522,1.23734842580041,26771,25763,49217,41266
71,0.05916,0.028976,15,20,3,7,13,3.63996612465437,0.576568542494924,13,12,10,10,11,4.36835449160637,1.02739807502166,13,15,13,13,13,0.612691162524032,0,41,87,35,50,41,1.56147733491292,0.0878048780487798,9,11,0.338314339741056,0.409296388378346,2.94370484548597,9,9,0.383167190637728,0.346928112188996,2.92436465241236,8,9,0.278518469621217,0.243775499432658,1.16882267645649,26709,25574,48975,41137
81,0.062528,0.029442,56,20,10,12,17,2.90368174833598,4.28475580538979,9,8,6,6,7,3.53831463473507,1.49839800189906,14,14,14,14,14,0,0,66,49,15,27,25,0.870340985612675,1.98772983218066,41,11,0.657339938363361,0.359957787672374,3.00403137879346,6,7,0.150320696265789,0.356940084790284,4.06932052696822,11,9,0.19233936537085,0.283102127537342,0.144805905559017,26235,25265,48610,41410
91,0.056156,0.029091,75,82,53,77,56,0.30928384257835,0.96572700520792,11,12,8,9,9,3.27638853411309,1.02620793452997,19,19,19,19,19,0,0,230,592,166,205,210,3.88228077604654,0.237953211491014,47,38,0.665731091972243,0.593794475805289,0.703868058778456,8,9,0.173187641921523,0.228359754042225,4.44117134817437,13,12,0.161081266106234,0.177845770152487,0.10343904392658,25776,24802,48924,42869
101,0.061995,0.027224,109,131,87,122,109,0.275779020159344,0.121100917431192,15,11,8,8,9,4.01661479598915,4.08514163627353,17,17,17,17,17,0,0,209,186,144,148,188,0.5228389333829,0.261325794663455,66,61,0.649108542194796,0.731970507206598,0.577690893271614,12,11,0.210090086604659,0.178380986327153,4.09283159913193,9,8,0.140801371200545,0.0896485064662488,0.0992538658693266,24016,22881,49462,42979
111,0.054704,0.033459,163,121,99,120,150,0.120211441423732,0.452117356752699,16,13,7,7,8,4.76763726123314,4.11456239343087,12,12,12,12,12,0,0,193,222,159,170,191,0.786178531888417,0.119643361785198,101,53,0.747465851540012,0.708914906286857,0.385503968191716,16,12,0.190945594184195,0.211728719313242,3.69953031888143,8,7,0.0615885542757932,0.079356374399901,0.0812590743664839,23109,22175,50572,45488
121,0.048599,0.028369,129,93,80,93,122,0.0865433133056327,0.367844063064552,11,12,5,5,5,9.09014633141715,3.42166550388299,9,9,9,9,9,0,0,189,212,177,185,189,0.277777076859828,0.0394102017853114,75,50,0.744835977949183,0.715535289397129,0.329817095852848,9,11,0.165524867166299,0.199261020441597,8.96445454612354,7,7,0.0896391548845182,0.0852036901612741,0.149034184678356,22826,20675,50546,47211
131,0.054258,0.026449,125,108,73,97,117,0.280795576482583,0.394495998653076,8,8,3,3,3,12.2413456988904,5.86837219425127,6,6,6,6,6,0,0,193,227,179,189,193,0.48919797589581,0.0460987371753768,85,55,0.803683660854112,0.822239620702016,0.51861580572719,7,6,0.109675916402914,0.114801286547367,15.1079675516014,5,4,0.086640422742974,0.0629590927506164,0.146691196073857,20342,18281,50658,48445
141,0.056333,0.033397,125,129,90,124,121,0.212357461625546,0.197888509259589,8,7,3,3,4,16.2718388256998,3.81434778644064,5,5,5,5,5,0,0,204,200,157,163,193,0.549239702641744,0.17493737842535,88,59,0.83979207158891,0.806055052925682,0.433183924597475,7,7,0.110702455002356,0.132415858553675,16.3639551271253,3,4,0.0495054734087335,0.061529088520643,0.120485465656548,19755,17631,50340,48230
151,0.054622,0.048153,97,41,32,40,37,0.149796116743899,5.41506019469226,8,7,4,5,4,9.22380407139249,2.8009273663497,0,0,0,0,0,NaN,NaN,209,291,187,213,207,0.649659458769519,0.0712777812193669,70,23,0.858242501487265,0.807446961041319,0.35943466868373,6,5,0.115968741119714,0.192553038958681,6.46039407923242,0,0,0.0257887573930219,0,NaN,20607,18640,50448,47821
161,0.055985,0.040924,108,87,69,87,107,0.129851221549974,0.233281693249525,3,6,3,3,3,5.54876168858902,0,3,3,3,3,3,0,0,200,219,186,195,199,0.281277333749952,0.0494361259938573,80,46,0.883132698221833,0.84557346818636,0.351205228666713,3,5,0.0725083959675594,0.13324986334172,3.81357468593358,2,1,0.0443589058106072,0.0211766684719203,0.179246110333249,21035,18767,51457,47066
171,0.053759,0.028952,111,97,78,97,109,0.127774356182427,0.21933238498671,6,3,3,3,3,0,10.1334367387468,2,2,2,2,2,0,0,190,200,165,173,184,0.331998680456198,0.105925906632205,74,43,0.875466106485706,0.869027686977299,0.36670581726399,4,3,0.0930444312406894,0.0821611623755774,0.166072288622258,2,2,0.0314894622736048,0.0488111506471236,0.188131410700088,19086,17360,48098,45337
181,0.049072,0.023556,121,89,72,89,116,0.125776545502196,0.286479605779292,4,4,2,2,2,3.02167319141746,8.69587749219684,4,4,4,4,4,0,0,205,236,187,197,205,0.475875705025265,0.0551075915846229,78,44,0.854610691960338,0.852944383182623,0.341346361542767,4,4,0.0893887826313685,0.102738734118655,3.07774271452048,3,2,0.0560005254082935,0.0443168826987226,0.0776499543236066,18579,16822,44508,41952
191,0.049752,0.025022,114,110,95,108,112,0.122799453141632,0.130675932235506,4,6,2,2,2,6.40023679124107,1.59852813742386,0,0,0,0,0,NaN,NaN,239,249,205,218,236,0.330359468533729,0.0949667626562665,76,58,0.92036357554401,0.911075982077494,0.372417272006176,3,5,0.0796364244559896,0.0889240179225058,4.64211368078865,0,0,0,0,NaN,20365,19388,45800,43959
201,0.052166,0.024823,126,83,76,81,125,0.0909143943798179,0.245953721618443,6,3,2,2,2,1.28062484748657,10.7405430684294,3,3,3,3,3,0,0,254,292,230,242,254,0.481827384907256,0.0576713706197789,71,48,0.84515323504989,0.864433835389601,0.376527526624693,7,3,0.124831706428262,0.0814721772127535,1.2974015131593,2,3,0.0300150585218473,0.0540939873976456,0.152953582549302,21360,19861,48969,46506
211,0.051461,0.029844,106,90,76,88,106,0.122893189334734,0.172155925824753,5,4,2,2,3,5.69772675074119,1.39882250993908,2,2,2,2,2,0,0,286,322,259,267,284,0.389642539662388,0.0617081403406429,61,43,0.889932307375193,0.88455435661884,0.37998070483625,3,4,0.0808594432429172,0.0958264363750537,5.88977011936257,1,1,0.0292082493818897,0.0196192070061066,0.0550099905095722,22161,21257,50461,47838
221,0.051353,0.026881,51,50,45,50,51,0.0600000000000001,0.0705882352941177,5,4,4,4,4,0,2.88998269891015,4,4,4,4,4,0,0,801,694,653,671,781,0.0602910856544118,0.134723883193265,31,24,0.707130028502043,0.78735785801701,0.341434351680794,4,3,0.170205796273397,0.132676969328321,0.0266741710609388,5,4,0.12266417522456,0.079965172654669,0.0954166254738128,22536,21484,49730,45000
231,0.05115,0.029714,131,92,63,91,106,0.2037563523073,0.574024695658308,3,3,3,3,3,0,0,5,5,5,5,5,0,0,284,309,245,261,280,0.472465895026831,0.0957193009634477,85,42,0.859398231410246,0.833301052572594,0.367117260588008,3,3,0.0785384717667052,0.10272241245162,0.00179884896448169,4,3,0.0620632968230492,0.0639765349757862,0.0119016246048908,21925,20400,48757,44062
241,0.049734,0.029889,122,99,83,97,122,0.119092615393169,0.197914626330095,5,11,5,5,5,7.00545724313774,0,5,5,5,5,5,0,0,241,275,222,231,240,0.485448131345485,0.049792531120332,73,48,0.844139211379378,0.794905085471563,0.37103627037759,4,8,0.0780290373175446,0.155614817184101,8.68837338812941,5,3,0.077831751303078,0.0494800973443366,0.0790585653508964,20473,19163,48433,45602
