frame,originalErrorM,correctedEpochErrorM
76,0.063934710043,0.064813400008
77,0.124593379311,0.059433331850
78,0.154146124117,0.091212835622
79,0.059829995812,0.060073212450
80,0.136845502718,0.136862528133
81,0.164018735692,0.163958051322
82,0.288429264913,0.288426657985
84,0.306984304567,0.307058847929
85,0.054609164931,0.053326465125
86,0.337549587029,0.337539568578
87,0.143321624120,0.220240408429
89,0.318816566410,0.317022331386
90,0.259121328909,0.258833738188
92,0.293688232124,0.293860688844
93,0.558882360513,0.558623512948
94,0.538974352806,0.538615430734
95,0.492758016187,0.492596994640
105,0.077374285171,0.075645993196
106,0.040590096612,0.040860486094
107,0.096809207775,0.055115158811
108,0.113825119641,0.110097664704
109,0.114784401384,0.116301508433
110,0.152943675927,0.152356523415
111,0.154066707364,0.153048396199
112,0.157001227692,0.156677442736
113,0.154187508228,0.153438122934
114,0.179083569680,0.179349243939
115,0.144688607855,0.143772340543
116,0.163257104855,0.163411135389
117,0.237497358871,0.188779111423
118,0.539758848068,0.200552616039
119,0.165481354487,0.165192315884
120,0.172492082667,0.172491455799
122,0.130578765124,0.130538965871
123,0.102516899318,0.101469746717
126,0.059113637818,0.059142109099
127,0.240235535352,0.037108447913
129,0.089847587666,0.087094252050
130,0.015835650666,0.016518734687
131,0.041787812747,0.041757752772
132,0.258716169827,0.258524296571
133,0.047708504680,0.051401513384
134,0.092518298858,0.092045287723
135,0.104131183516,0.102944991774
136,0.101671961358,0.101638579097
138,0.243389143544,0.215469521850
139,0.186919163265,0.185324520314
140,0.196323082793,0.197616954146
141,0.117965675176,0.114599367625
142,0.070455902691,0.070863420452
143,0.116917869530,0.114753743345
144,0.063685097099,0.063398125914
145,0.070732380418,0.067612534268
146,0.090555590194,0.090392935990
147,0.185034947108,0.082670845419
148,0.315884340528,0.132780857749
149,0.017210538241,0.016544381920
151,0.021084208963,0.022088336768
152,0.109438117421,0.109302444360
153,0.120359913890,0.117169931931
154,0.112671539141,0.113396213333
155,0.142090043760,0.138582596601
156,0.220504336776,0.221149101052
157,0.169148012738,0.227610741503
158,0.178789248513,0.176423801177
159,0.079111341756,0.079871501047
160,0.059433303171,0.059414636672
161,0.014542639826,0.016583119842
162,0.087292198265,0.087623199141
163,0.089057130088,0.087743426242
164,0.055200151114,0.054530055291
165,0.067261134465,0.067756273044
166,0.111912993687,0.112009874826
167,0.313986797992,0.149113548308
168,0.424568561678,0.231475303315
170,0.143211194757,0.142217228621
171,0.082400502208,0.079387632642
172,0.077287211901,0.075108775680
173,0.062214009403,0.059571924084
174,0.147003180401,0.148886975314
175,0.171909307130,0.169859782136
176,0.134486821087,0.134708859655
177,0.567793685439,0.628199964480
178,0.255218767805,0.161682445038
179,0.069583178684,0.068316990276
180,0.108197791295,0.107536766508
181,0.170227631682,0.169986672841
182,0.293800679847,0.293307307884
183,0.404146217732,0.404564890586
184,0.103003251063,0.103298701289
185,0.171603450771,0.170347695217
186,0.126175882083,0.124974336279
187,0.546524187675,0.407247309311
188,0.104174651927,0.103926454815
189,0.070152248677,0.072399397722
190,0.064940133231,0.060672597116
191,0.005089624238,0.007921199814
192,0.039603705419,0.037333864960
193,0.086406874169,0.086701867636
194,0.186135187231,0.185712274257
195,0.069891448693,0.073629267248
196,0.074495690806,0.074410463651
197,0.073029110071,0.039133880103
198,0.037085050369,0.034767056211
199,0.034196766190,0.034498806971
200,0.021177770880,0.024091318548
201,0.057488990551,0.054029997130
202,0.044303585586,0.044374196491
203,0.032566482869,0.036604564904
204,0.078322433720,0.078918600049
205,0.058849439503,0.056343160788
206,0.019656210184,0.023294884556
207,0.244281377223,0.029156446643
208,0.025947196540,0.011089593113
209,0.018067594885,0.021244782836
210,0.023313273601,0.022729367580
211,0.016144723359,0.018781697497
212,0.019089891487,0.020641523245
213,0.047251171971,0.047653990830
214,0.021855249575,0.041354929800
215,0.018021885372,0.019310248395
216,0.044218182903,0.045513230489
217,0.244461292876,0.061675029981
218,0.077769172237,0.083574789230
219,0.107080415197,0.106046938928
220,0.113513515648,0.111948817438
221,0.125147971261,0.121275193335
222,0.100447325389,0.100676083371
223,0.193837262310,0.189742756623
224,0.081279221702,0.081767415269
225,0.071068874398,0.066359838772
226,0.076364319590,0.073909982662
227,0.025064450276,0.275435178611
228,0.026476840198,0.115229213704
229,0.121362200949,0.117226946516
230,0.078555380547,0.079719432127
231,0.055248236490,0.049868327666
232,0.065113865973,0.064738389515
233,0.056132138712,0.055236625368
234,0.023632304022,0.025877611518
235,0.011124024759,0.014635006402
236,0.049282778353,0.050296871963
237,0.090384487480,0.193173196771
238,0.020384960895,0.041214148102
239,0.044780660283,0.043254153102
240,0.065356600481,0.063738243297
241,0.072241166815,0.070914863684
242,0.066702055128,0.066669210576
243,0.077044905414,0.079470765628
244,0.019034562436,0.018305127180
245,0.013139922439,0.010125748246
246,0.110428373044,0.109315839505
247,0.328860478495,0.046913017886
248,0.077768518488,0.021183874174
249,0.055293396981,0.054645757415
250,0.080127707099,0.079532619454
251,0.009224696306,0.007074223550
252,0.065315492515,0.063913822975
253,0.063943836451,0.065640206630
254,0.023723944962,0.023699230071
255,0.067598412913,0.066368989988
256,0.029982368335,0.031583802552
257,0.273875135916,0.055112555576
258,0.050635588476,0.074194771867
259,0.081290437061,0.076582281521
260,0.085319465429,0.082734399295
261,0.046660458796,0.045459139133
262,0.084132060006,0.083807764123
263,0.059028849947,0.055285707351
264,0.064370270379,0.064637404779
265,0.068386270346,0.067833517692
266,0.086203285322,0.086233649206
267,0.465083284253,0.090239167374
268,0.032296257987,0.111337516120
269,0.063107012435,0.059387381007
270,0.043158164019,0.044860229173
271,0.044983359104,0.042615689526
272,0.047484122207,0.045880834260
273,0.094201134484,0.093099923682
274,0.037573033315,0.035330239414
275,0.047120223865,0.045350628685
276,0.063476448257,0.063904020281
277,0.249154167324,0.024023836565
278,0.058142714054,0.061846775134
279,0.144401211697,0.140998589132
280,0.106548800194,0.106903883732
281,0.072307830785,0.071134149270
282,0.006948860758,0.006593754213
283,0.101501784184,0.096993550464
284,0.065998521535,0.066497367991
286,0.041590041817,0.039109726978
287,0.405056280517,0.065979556967
288,0.087238515644,0.071178721371
289,0.070160244545,0.069769119070
290,0.089765765057,0.090683343807
291,0.154405992452,0.151048884341
292,0.148166964547,0.150521997494
293,0.339662738904,0.336862225695
294,0.083133003098,0.084810504754
295,0.022849866084,0.026129964725
297,0.363719262117,0.082510520363
298,0.086783315264,0.115814388263
299,0.132030562014,0.126647438664
300,0.063870585045,0.062465488635
301,0.068582046049,0.065473142889
302,0.039760554515,0.037592626723
303,0.017093496380,0.015826534131
304,0.031654261064,0.034145572264
305,0.058064889042,0.059231248938
306,0.051262485640,0.051486676332
307,0.575064925868,0.077359202825
308,0.100257567857,0.100528007019
309,0.087592810737,0.087655310536
310,0.075846469165,0.074746732798
311,0.033774579373,0.036745531206
312,0.030403532850,0.029794082304
313,0.014675544126,0.017105209108
314,0.051169025559,0.072587965289
315,0.030333139065,0.027679967270
316,0.032386178628,0.035439833594
317,0.066435230217,0.023810386123
318,0.008091121619,0.007803023636
319,0.052523717512,0.056707321101
320,0.043261929695,0.040567272033
321,0.151102780667,0.152765925670
322,0.095793008107,0.094603989013
323,0.026695261102,0.023827292840
326,0.018222278705,0.014745132015
327,0.074894100095,0.047030846927
328,0.026967173380,0.025046349909
329,0.049726887080,0.049303588153
330,0.044205518499,0.045448892763
331,0.103620113683,0.107794760163
333,0.056140598988,0.057546908806
335,0.225724737149,0.224656509248
337,0.058529946875,0.106415629634
338,0.088532256158,0.088388925393
339,0.082507975597,0.078096868399
340,0.133807997799,0.135911408295
341,0.085169827536,0.080542344732
342,0.068520110263,0.070118792300
343,0.058131270688,0.054296622929
344,0.018004809859,0.017756285355
345,0.014035171162,0.008465501032
346,0.028994196101,0.029317752719
350,0.060850272851,0.061146330434
351,0.065060159114,0.067690176772
352,0.023114086973,0.023114079651
353,0.021628703367,0.025032822358
354,0.059151875926,0.059192191666
355,0.106276486572,0.108439959598
356,0.155917042679,0.156502963229
357,0.231182027749,0.082580256536
358,0.065545743958,0.065826967818
359,0.129482900225,0.124302711151
360,0.065170519276,0.065153229042
361,0.046951193675,0.046335386187
362,0.035416252309,0.031330430338
363,0.047956302651,0.044978811343
364,0.021623025176,0.021355762024
365,0.019375844436,0.023697987322
366,0.025725557034,0.025575591593
367,0.430110257049,0.038954085212
368,0.059656041160,0.061971810071
369,0.070506824577,0.072812684312
370,0.067966455898,0.068806080299
371,0.094100136371,0.091548864893
372,0.091578858002,0.091793544487
373,0.118826820311,0.113556755017
374,0.129918055133,0.130100011306
375,0.165988251627,0.161183649054
376,0.124215849724,0.121453180350
377,0.319498619983,0.243705691962
378,0.116045723922,0.115962360518
379,0.094891752422,0.095294145192
380,0.075860729897,0.074855697106
381,0.107228549908,0.106234852015
382,0.038068806333,0.035668157170
383,0.039582576250,0.038775870052
384,0.074157346271,0.076014241174
385,0.075584527495,0.072067378233
386,0.056154703153,0.057413788014
387,0.070969920229,0.536338133224
388,0.078404140650,0.078612434956
389,0.067714631333,0.072317283399
390,0.133573091241,0.132256850287
391,0.054895469998,0.051818619201
392,0.037758658616,0.039066400516
393,0.031162591926,0.034853545018
394,0.056652312343,0.056562358332
395,0.151999341231,0.147610241465
396,0.110802188826,0.107542008670
397,0.196585352465,0.106433390747
398,0.066171888861,0.068562770316
399,0.068524405001,0.064924440621
400,0.062957551527,0.072991766093
401,0.081918885608,0.076610571251
402,0.079285659488,0.077192959966
403,0.058591580456,0.058516631508
404,0.081791989890,0.081735285045
405,0.089749721892,0.090088849830
406,0.077200293672,0.079218191980
407,0.237196681595,0.182122588108
408,0.076356393572,0.079353977069
409,0.078257724218,0.076534471143
410,0.069594392039,0.071023994419
411,0.110532661220,0.112643082097
412,0.059070062249,0.055663674005
413,0.040450622863,0.045774717783
414,0.051478460264,0.056131184605
415,0.012590966722,0.017067384300
416,0.068433155360,0.067215902053
417,0.187232677140,0.197284616330
418,0.195251231653,0.098747465298
419,0.072720813662,0.068566639722
420,0.025943619300,0.026244605942
421,0.042147267694,0.037540689576
422,0.181106552292,0.179488908603
423,0.095940402293,0.092757372810
424,0.099708941819,0.115564162853
425,0.106738477959,0.103892629047
426,0.075101692214,0.076320745252
427,0.443126617930,0.071660919903
428,0.364292924114,0.147863821857
429,0.146596422382,0.142224294251
430,0.166950620301,0.166044801127
431,0.083248852018,0.079265801315
432,0.067392883907,0.067120088647
433,0.073574665934,0.069237720571
434,0.026711523472,0.027056901856
435,0.060596609247,0.057969224828
436,0.044907493262,0.044664265980
437,0.349157396777,0.029633032380
438,0.322883453424,0.259771605949
439,0.034234173462,0.031918987014
440,0.011068577361,0.011810368564
441,0.060760919017,0.058551427237
442,0.067968784257,0.067098129181
443,0.052927884508,0.049094771936
444,0.051677181935,0.049821151933
445,0.047937278759,0.046111699143
446,0.062338104622,0.062884936636
447,0.347535877737,0.060480046846
448,0.071074871362,0.090085023343
449,0.195040036715,0.190187352868
450,0.038491896022,0.036806998943
451,0.008210835094,0.009093770036
452,0.015330693331,0.011266152357
453,0.017247072410,0.021105545086
454,0.015040200168,0.015021090048
455,0.047548591189,0.051459773214
456,0.062698243628,0.060942122650
457,0.159170882216,0.205035042638
458,0.043562938658,0.024182424695
459,0.055915410283,0.052544863458
460,0.044723595353,0.044929439776
461,0.015332163726,0.010908498834
462,0.070789670999,0.071898137076
463,0.057514235477,0.054271371175
464,0.127852052057,0.127060705188
465,0.156164780314,0.152698768962
466,0.151063778281,0.151194638298
467,0.213741203492,0.273020357171
468,0.078675575288,0.336508728996
469,0.150072019018,0.144646165867
470,0.113111371135,0.111968963988
471,0.092550411069,0.089681304387
472,0.064904444678,0.061462188906
473,0.048547290225,0.049955062865
474,0.021176556793,0.021075770269
476,0.093619416318,0.094792551952
477,0.254862736003,0.104698539292
478,0.009813033341,0.069695195890
479,0.060877170943,0.057958594964
480,0.060978368396,0.061075446857
481,0.068976070954,0.064623786015
482,0.056654148427,0.057567552868
483,0.029404760096,0.035485143788
484,0.069730607613,0.071065235283
485,0.114811716871,0.111269256398
486,0.085314133686,0.084039129077
487,0.165469357141,0.122922601470
488,0.058651583763,0.055006120096
489,0.147102911288,0.143668136965
490,0.172188552667,0.170597765006
491,0.175522038780,0.172691567437
492,0.182361048548,0.179740288313
493,0.143845557133,0.140734096919
494,0.156759816135,0.157497503175
495,0.083233896806,0.078530237629
496,0.032077329608,0.034078770566
497,0.155926632107,0.131075804126
498,0.027330801849,0.042888694695
499,0.045503971722,0.042773850603
500,0.017985199089,0.018246083048
501,0.062187667470,0.066522518919
502,0.050711825313,0.050768439935
503,0.042248360495,0.047128203263
504,0.054781802517,0.054515680024
505,0.082899241281,0.084932676589
506,0.021417733525,0.022680496241
507,0.324902676480,0.026002329397
508,0.040594136336,0.012196566244
509,0.025855009742,0.022712088690
510,0.035745070548,0.035566840363
511,0.028971088496,0.028620142959
512,0.068339146258,0.068357218153
513,0.058591328249,0.056889962792
514,0.040019073352,0.039242078461
515,0.017382563545,0.021800782032
516,0.060485018973,0.059093158811
517,0.304133900244,0.040726484779
518,0.140901156912,0.051592431412
519,0.037616915826,0.038267115093
520,0.068189306986,0.068179747590
521,0.036124747793,0.037443137729
522,0.007543620889,0.007299277107
523,0.018883726762,0.017841904634
524,0.017082347249,0.021004106418
525,0.063743635957,0.062379314712
526,0.049887716323,0.046553893568
527,0.274782068402,0.091523328846
528,0.480406313366,0.102460568003
529,0.030580015826,0.026366364132
530,0.030607450732,0.033792028468
531,0.050078517542,0.045940038634
532,0.029513475033,0.029498206820
533,0.051942519638,0.049354390001
534,0.032005807641,0.056264502582
535,0.072923080738,0.069893364462
536,0.059719519666,0.060146054476
537,0.171323513397,0.167866927520
538,0.381602119879,0.139472708325
539,0.134599005229,0.135196765076
540,0.141096054557,0.137069194411
541,0.165931592414,0.161204257903
542,0.098876066778,0.099404981679
543,0.214290020764,0.208428082137
544,0.214436851643,0.213112802936
545,0.229444816611,0.225432237573
546,0.237680478310,0.235300136671
547,0.300051130158,0.224996369942
548,0.265846394478,0.298466326539
549,0.227053261686,0.222723483977
550,0.271100702289,0.272685583426
551,0.197178993541,0.192568254800
552,0.168265186458,0.166235178907
553,0.110871747201,0.106836015242
554,0.075414964395,0.075241704728
555,0.054275207625,0.055395019585
556,0.064552296962,0.063574126800
557,0.376141833256,0.031060602777
558,0.336502931259,0.017117343540
559,0.051140921449,0.053191513510
560,0.072090999468,0.072127860689
561,0.078757749814,0.078242351263
562,0.076903845331,0.077037619843
563,0.089298532048,0.085976476249
564,0.096426906432,0.096687765106
565,0.067862453370,0.067351091863
566,0.086859495713,0.087003146349
567,0.406343928958,0.132626939612
568,0.089512309594,0.087281762794
569,0.077767695739,0.077406831607
570,0.079682410739,0.080681257213
571,0.088145512661,0.089331184061
572,0.095421262878,0.093704759898
573,0.047755584074,0.046551787834
574,0.104392905215,0.100921427257
575,0.105479412226,0.103948494304
576,0.076452445900,0.076304090322
577,0.183927525741,0.101387004030
578,0.069357332534,0.068253868299
579,0.069783674622,0.065649983128
580,0.065407652765,0.063316821667
581,0.152592383649,0.149527574858
582,0.117700191559,0.117397927358
583,0.059808590710,0.055942365195
584,0.079586073152,0.079380757340
585,0.036738329262,0.032621828138
586,0.044683084993,0.045345367056
587,0.502099971276,0.043529949427
588,0.039478872840,0.041723457875
589,0.052360786311,0.049406918368
590,0.051809632631,0.051844270651
591,0.063222505103,0.062322810477
592,0.062049072055,0.063363657860
593,0.084527310977,0.083978335526
594,0.112669731685,0.111211777095
595,0.096719715845,0.095797738880
596,0.140165470479,0.140577219721
597,0.347804066490,0.097677155605
598,0.159173518118,0.113545643606
599,0.109246493288,0.106813656990
600,0.138571000224,0.137272629748
601,0.079125119521,0.076892984120
602,0.111375002275,0.113487476468
603,0.181151157683,0.177871540749
604,0.250522341361,0.250957618287
605,0.358253324822,0.355224568647
606,0.145411099163,0.143845437891
607,0.267005638705,0.055020170235
608,0.165863840863,0.167657198107
609,0.135014695216,0.133043004246
610,0.130550231880,0.130717474138
611,0.116772183749,0.113600500731
612,0.065329685722,0.065140418989
613,0.046292877514,0.044788587036
614,0.054362237182,0.055993920550
615,0.019079692870,0.015928706955
616,0.030637194928,0.030485438290
617,0.473403854232,0.080642088354
618,0.064194134253,0.065871645552
619,0.097080859484,0.093733222671
620,0.115030582708,0.116022204196
621,0.148277440274,0.151903017495
622,0.124685136128,0.124699222388
623,0.516023000378,0.520333338619
624,0.159330312718,0.158673580310
626,0.335224734663,0.338017604796
627,0.262386570079,0.041624966566
630,0.220465980270,0.220296685221
631,0.043451802349,0.043066613430
632,0.013237707585,0.012561766603
633,0.066630103749,0.068570187277
634,0.362418827397,0.369723654501
635,0.453972484551,0.452038476987
636,0.450277436938,0.449985605350
637,0.370162795423,0.138825223518
638,0.498622111512,0.500129284801
639,0.102767072434,0.099973830897
640,0.264146753874,0.264234260818
641,0.098433187329,0.098091929515
642,0.163741484171,0.167555372223
643,0.163983779520,0.159370171633
644,0.100020196509,0.102175671987
645,0.064547518406,0.059783531243
646,0.088441896077,0.090654187009
647,0.413391093694,0.035086579540
648,0.089921102816,0.066636229113
649,0.064832553361,0.062443409842
650,0.069791136505,0.069650342715
651,0.110098065127,0.108179379255
652,0.121570949424,0.121399249681
653,0.118517909136,0.120969292342
654,0.155310377989,0.156421336530
655,0.152158028454,0.152375659295
656,0.159134319553,0.162567898626
657,0.504923756935,0.243282347326
658,0.252341803912,0.250492523973
659,0.366862141452,0.369852824426
661,0.156026574010,0.158708773102
662,0.138775306478,0.136669785520
663,0.117320573503,0.116229704435
664,0.047326425130,0.047066133325
665,0.099255405841,0.099309441889
666,0.135812904245,0.135776880581
668,0.195457018129,0.237889050059
669,0.053236865409,0.050907264138
670,0.052309714769,0.053164842125
671,0.048973591194,0.043995141217
672,0.070426902903,0.071337366788
673,0.055055508020,0.049764814131
674,0.033766167292,0.038425775194
675,0.057506307725,0.054933875852
676,0.046943161924,0.046540165240
677,0.316886478398,0.044932024652
678,0.058557638339,0.031968858876
679,0.063238427891,0.061717725557
680,0.016623864925,0.016007200728
681,0.178884235832,0.174366653343
682,0.047962795027,0.047272237599
683,0.185207820678,0.181306353991
684,0.128931105910,0.128839018510
685,0.128344403359,0.122989487369
686,0.099220353049,0.103146166052
687,0.245259345280,0.050716204988
688,0.063249928508,0.067063288737
689,0.036109278412,0.032764740828
690,0.076422695996,0.078192848455
691,0.091672715251,0.086718036348
692,0.036476376962,0.039766702069
693,0.073432656485,0.072033914544
694,0.056497950552,0.055959464093
695,0.043247122382,0.047411853393
696,0.083895674138,0.085805729638
697,0.334737072303,0.074153997610
698,0.034664219058,0.033564602819
699,0.028860720571,0.028755328830
700,0.028898237459,0.027877068645
701,0.088764168469,0.092467208446
702,0.095935097524,0.097418049006
703,0.047462575834,0.050549696920
704,0.072907145809,0.073222859714
705,0.070233732678,0.071565446097
706,0.066350015534,0.066176812303
707,0.364926940429,0.075265755597
708,0.058984310376,0.058611174001
709,0.073743213143,0.070700065065
710,0.094260960736,0.093751996521
711,0.096490756673,0.097544172021
712,0.065987531955,0.066816983164
713,0.108695551377,0.109916440786
714,0.099420827494,0.099216801559
715,0.122846259640,0.124438383845
716,0.183853574295,0.184835863022
717,0.351126428205,0.042750605785
718,0.091958516296,0.092358690540
719,0.046358528393,0.042127939816
720,0.118497706141,0.118526067094
721,0.024932842219,0.019926234591
722,0.029150566068,0.028422402743
723,0.017868864317,0.015371228642
724,0.031738159610,0.030929003313
725,0.067243057058,0.068822690302
727,0.353918146884,0.175257477030
728,0.026788900603,0.025686622069
729,0.040173516053,0.037353569322
730,0.106807452690,0.105450510181
731,0.088962455714,0.085947014019
732,0.112658696647,0.113135466783
733,0.056030736064,0.058512717724
734,0.081729406608,0.083271222326
735,0.141037611683,0.138521306253
736,0.017991596022,0.019784492666
737,0.353546415071,0.104876442817
738,0.120376450229,0.120022452859
739,0.071230993308,0.070354506146
740,0.037481901346,0.037498223032
741,0.027556106042,0.026552528960
742,0.024185840386,0.022534947156
743,0.028631162478,0.027214318533
744,0.083102761667,0.070530092380
745,0.083350195649,0.085788562932
746,0.030231268163,0.030340191397
747,0.069334993169,0.020060308299
748,0.052552222693,0.054141023561
749,0.049857531900,0.049723800350
750,0.078570029674,0.078157209985
751,0.033437905115,0.034718958901
752,0.019739455137,0.019723957333
753,0.056253638787,0.053725036370
754,0.078105171929,0.078144038002
755,0.058212853280,0.057232665908
756,0.084428233498,0.082287466379
757,0.221016296435,0.116806574906
758,0.137676713649,0.138422843931
759,0.131997374344,0.130498300324
760,0.108067412597,0.108856989808
761,0.175507910417,0.171838310323
762,0.086198256712,0.087925027161
763,0.173354900915,0.171828062600
764,0.177845642364,0.177275734503
765,0.158971040850,0.157360651673
766,0.120671267192,0.120887787974
767,0.388922874661,0.122702462521
768,0.101793413153,0.102992306460
769,0.084790205437,0.084172896562
770,0.085425098866,0.085902965200
771,0.119149067620,0.116839474788
772,0.031475079525,0.031340925652
773,0.109329794339,0.107595237884
775,0.064876709942,0.062982639975
776,0.048424106859,0.048154735726
777,0.186138368348,0.067666313797
778,0.081526323789,0.081516223512
779,0.062522208852,0.063273301214
780,0.050516841213,0.049909534724
781,0.042911654172,0.043392282862
782,0.006422693044,0.007187687407
783,0.039440761977,0.038148762127
784,0.061564263317,0.061749931656
785,0.046617386626,0.047210815166
786,0.088672137018,0.089431788191
787,0.234597080094,0.025451072329
788,0.113604592917,0.112702287092
789,0.071256727994,0.068366553956
792,0.037918540373,0.037932821212
793,0.043415135407,0.044596396503
794,0.017198205124,0.017309846000
795,0.063583965075,0.065660549929
796,0.059180397210,0.059649092460
797,0.254164129968,0.130796984967
798,0.208948677434,0.209128664831
799,0.070753564200,0.071062528346
800,0.091534709695,0.091441240668
801,0.197169666492,0.199064272777
802,0.158384836164,0.158150883929
803,0.146829403980,0.148188081735
834,0.329218460172,0.330155416877
839,0.035041571849,0.037476454539
840,0.154553267803,0.155288805589
841,0.172109270849,0.169830844785
842,0.210008253236,0.210422510988
844,0.128862605333,0.128805850218
846,0.164938319893,0.166387404785
847,0.198302023162,0.079798919345
848,0.049722039677,0.049280679334
849,0.033619412864,0.034818099899
850,0.085776227884,0.085919421901
853,0.173303710412,0.175867287984
854,0.194826014034,0.180445336044
855,0.178952255969,0.179410565396
856,0.214266125191,0.213499643588
857,0.418621343232,0.221982371623
858,0.176434047441,0.175738100897
859,0.131585201493,0.132673143137
860,0.107361529267,0.108267511396
861,0.103932103590,0.102627282940
862,0.062179441729,0.062157730096
863,0.073104477392,0.073508370364
864,0.049629744216,0.049323759206
865,0.037928686339,0.035134914820
866,0.059621163760,0.059583702370
867,0.322269600238,0.063350376034
868,0.071199090164,0.071732267643
869,0.063550520513,0.059774859466
870,0.081893938105,0.083304833489
871,0.062926351781,0.062635627929
872,0.084111735694,0.083735471998
873,0.126868015098,0.124396138482
874,0.131588622702,0.131633630100
875,0.157718741313,0.154267304670
876,0.145807055195,0.147303521188
877,0.091466229456,0.166415647954
878,0.129521096448,0.131909440407
880,0.118324867885,0.117248429979
881,0.136199020661,0.135695309966
882,0.120751112887,0.121341264072
883,0.192851760879,0.189203112292
884,0.098823317477,0.098069946859
885,0.112202103867,0.112848477800
886,0.070652705423,0.069207180432
887,0.236618216781,0.052290521979
888,0.104818297380,0.071631892925
889,0.152057364777,0.148931246989
890,0.091784126402,0.092466117492
891,0.091122603439,0.086821511718
892,0.305297096740,0.304374772209
893,0.219045016279,0.215984603480
894,0.194992886403,0.197618173890
895,0.262864874717,0.260004734195
896,0.238120226339,0.238128367809
897,0.071015596065,0.199046576176
898,0.122083038105,0.184518429741
899,0.193509283314,0.190124679351
900,0.163068744411,0.163775732475
901,0.285736775263,0.284227634174
902,0.191851143509,0.192007917940
904,0.211016435586,0.211049412368
906,0.079991212025,0.079197632560
907,0.250570712204,0.119470209024
908,0.065039008258,0.063865194747
909,0.115093933923,0.112619015106
910,0.095179594946,0.096359942619
911,0.071855429094,0.070006540110
912,0.045045907006,0.044219650423
913,0.103978299364,0.100614724611
914,0.033681695837,0.036116169315
915,0.030046309589,0.031211689227
916,0.041252600171,0.040589465122
917,0.295893901941,0.031576324986
918,0.022598021200,0.022517135445
919,0.080174838959,0.083741519854
920,0.058194861339,0.057535790852
921,0.027103294097,0.024193906411
922,0.013884266268,0.013607946975
923,0.025775165560,0.022395627497
924,0.014108238331,0.015288419609
925,0.051768769099,0.048047568023
926,0.046824769670,0.047046192384
927,0.278889182307,0.046265501462
928,0.054057128951,0.050663390568
929,0.023390976381,0.021002232772
930,0.059445049870,0.059199127051
931,0.091452265527,0.091211998998
932,0.125771730945,0.125943753640
933,0.135520876286,0.135522858003
934,0.135752422205,0.135149430705
935,0.159532200416,0.159475890702
936,0.074394787028,0.074902519308
937,0.293344786916,0.120114013354
938,0.066547186302,0.067258640586
939,0.085840293878,0.082628479156
941,0.026850399717,0.024164869178
942,0.072750045484,0.072782171931
943,0.082083309553,0.082018883823
944,0.065645952624,0.065471410880
945,0.063628393808,0.066777470266
946,0.080698888289,0.081656899338
947,0.082158856041,0.024652883894
948,0.048798931974,0.046464551996
949,0.059115577108,0.058951572721
950,0.079212757345,0.078483826995
951,0.056359803452,0.053043055388
952,0.075343081089,0.075399943965
953,0.178157988049,0.177987553829
