frame,time,accepted,rank,positionErrorM,headingErrorDeg,x,y,yaw
252,25.1003952152452,1,3,0.071079049650644,0.216493458307204,484226.886526729,4977322.57272584,-1.34580874440053
253,25.2010369190076,1,3,0.0871510354802109,0.138028765879125,484227.224041805,4977321.20932081,-1.34591056499386
254,25.2993757708416,1,3,0.0410391574500986,0.0786611926226158,484227.572097038,4977319.95243824,-1.34518489088884
255,25.3998765049015,1,3,0.0550926399108257,-0.0704476538420653,484227.904895626,4977318.67029749,-1.34596543119937
256,25.4997002202615,1,3,0.0188759766824347,0.0754130501716979,484228.234757273,4977317.2851687,-1.34221339438
257,25.5992607228192,1,3,0.0350116916116207,0.0105201902939169,484228.574486963,4977315.96749207,-1.34192924906912
258,25.7002655145973,1,3,0.0506735508503079,0.12833300518189,484228.871847734,4977314.60250779,-1.33962961233424
259,25.8000811671146,1,3,0.0505419601202533,-0.0485055345499237,484229.238452688,4977313.26603366,-1.34119646704893
260,25.9010040300066,1,3,0.0535889307995016,0.064126176573977,484229.580277016,4977311.89207684,-1.33857662768319
261,25.9996516106908,1,3,0.0416051126972166,0.0114405548356081,484229.96472777,4977310.55198043,-1.33863079764923
262,26.0997684493987,1,3,0.0609402576409883,0.0219576480158432,484230.261219761,4977309.17083655,-1.33741663094932
263,26.1998210454563,1,3,0.0485161695895067,-0.0557579996806127,484230.626863101,4977307.76895483,-1.3385129064147
264,26.2994249833282,1,3,0.0714681450911878,0.201004685092815,484230.976235858,4977306.37532447,-1.33268847745865
265,26.4005988347126,1,3,0.0858510726595818,0.157362101974262,484231.333228651,4977304.97848123,-1.33317902734761
266,26.5002774189029,1,3,0.0651491769414885,-0.060051730082925,484231.768502532,4977303.73119505,-1.33656979313931
267,26.5994142320783,1,3,0.0356703097092905,-0.0495684899423692,484232.144826553,4977302.33142542,-1.33580279288834
268,26.6993536882456,1,3,0.0675912184026491,0.0376702492628521,484232.466343475,4977300.99051312,-1.33334402160757
269,26.7992627136838,1,3,0.0165892446043436,0.238480642500752,484232.871597356,4977299.5510972,-1.32901678768599
270,26.8997337972897,1,3,0.0263459807735546,0.283137039729525,484233.250574396,4977298.14538016,-1.32790718455921
271,27.0002295896073,1,3,0.0309557711441038,-0.0408624679952979,484233.629214809,4977296.75334187,-1.33328556998653
272,27.1001968755867,1,3,0.0220393035358247,0.208494919021071,484233.954614479,4977295.38875916,-1.32882592034086
273,27.2004310156522,1,3,0.0743188748714139,-0.0965211998689728,484234.39482259,4977294.04497757,-1.33458460766972
274,27.2993282843701,1,3,0.028029785186582,0.111315707475143,484234.707114551,4977292.58422096,-1.331258791906
275,27.3994791950911,1,3,0.0617791776119911,0.203501587194109,484235.056559504,4977291.16400082,-1.33069551322332
276,27.4993749558525,1,3,0.0757185925212873,0.18651612356295,484235.416653837,4977289.76026253,-1.33189625511381
277,27.5995799656474,1,3,0.0206946824366297,0.0400756541682316,484235.827289834,4977288.39800669,-1.33556518030263
278,27.6995394488757,1,3,0.0578979991091743,0.0898994575144473,484236.161030682,4977286.99989558,-1.33549383405048
279,27.8001390177824,1,3,0.0694463992187861,0.296360875070796,484236.538207207,4977285.63347067,-1.33397792502609
280,27.8993574997521,1,3,0.059486981377767,0.141805214930872,484236.899764402,4977284.20216691,-1.33777979423044
281,27.9995658907391,1,3,0.0821810689102783,0.254406752636958,484237.254462913,4977282.73947867,-1.33775144222128
282,28.0994650326926,1,3,0.101572457604661,0.31726115129194,484237.656540318,4977281.26610991,-1.33903106751941
283,28.1993477888689,1,3,0.0706731060677095,0.38410572099246,484237.991308318,4977279.93857132,-1.33980669054214
284,28.2997215981784,1,3,0.0612121589594467,0.2280178276105,484238.414714951,4977278.45717242,-1.34595421576097
285,28.3995039589577,0,2,0.0504593767395694,0.0503248269793872,484238.826529207,4977277.12952173,-1.35254433358758
286,28.5009295791095,1,3,0.0766400156074924,0.110332773066303,484239.162186032,4977275.57304187,-1.35517605575134
287,28.5990018369491,1,3,0.117294015476703,-0.274910788938455,484239.611476272,4977274.23348404,-1.36451380939015
288,28.6990461100723,1,3,0.0592551069892554,-0.0762430167849951,484239.893973309,4977272.78122981,-1.36455752132241
289,28.7994643950627,1,3,0.0578036666209453,0.141246184715237,484240.140954735,4977271.33105478,-1.36366151955314
290,28.899460551221,1,3,0.0264875544805462,0.198642135228457,484240.501705233,4977269.93787826,-1.3662055590933
291,28.9992972711661,1,3,0.0938034549076998,0.701615771428316,484240.805294339,4977268.56092521,-1.36082657149167
292,29.1000531551855,1,3,0.138352658847272,0.510696198185245,484241.172331059,4977267.16624152,-1.36750508305763
293,29.1988417055721,1,3,0.305868756432972,1.19871362398651,484241.392074952,4977265.87969306,-1.35924619370974
294,29.2989434589614,1,3,0.136571214590874,-0.175369384309359,484241.97818782,4977264.13972339,-1.3870368106837
295,29.3993765691788,1,3,0.0654152434149219,-0.0471019085927804,484242.225422969,4977262.69136398,-1.38774899893864
296,29.4993602409354,0,3,0.268944699088898,-1.15284874330781,484242.663066318,4977261.4338181,-1.4100680975204
297,29.5991769338195,1,3,0.0921253070064012,-0.0653315361463133,484242.867977416,4977259.78615795,-1.39425464419899
298,29.6992024803401,1,3,0.0890754508627887,-0.258931058457329,484243.15295546,4977258.39973526,-1.4009441110024
299,29.8001968684502,1,3,0.0893229889263751,-0.167118440387393,484243.431358946,4977256.96007879,-1.40279144889081
300,29.8992148197177,1,3,0.0314071642279132,-0.00413762267931087,484243.701429756,4977255.46446324,-1.40316454752951
301,29.9995691221495,1,3,0.0250335824693017,0.154812708306688,484243.980836117,4977254.01774531,-1.40331751322139
302,30.0995205425351,1,3,0.0377432465947355,0.266512891072312,484244.2649516,4977252.52602139,-1.40468125200681
303,30.1991299423328,1,3,0.0471387472795066,0.214717723249293,484244.505594085,4977251.07816829,-1.40852368622312
304,30.2995227383364,1,3,0.0227550868120706,0.209269628486495,484244.773727684,4977249.67183246,-1.41180818765272
305,30.3990020922831,1,3,0.085184887176732,0.336451374173815,484245.011463045,4977248.1788289,-1.41281250763461
306,30.4989594947778,1,3,0.0736744471447829,0.400542092859099,484245.279751655,4977246.7537666,-1.41443608369848
307,30.599186092184,1,3,0.0897831784667254,0.380670925093086,484245.517916967,4977245.31400973,-1.418016898514
308,30.6993302405207,1,3,0.126469410182428,0.453443163248049,484245.745438915,4977243.85360123,-1.41992157244983
309,30.7992322434829,1,3,0.0773712415714006,0.583370402406648,484246.002447089,4977242.52260803,-1.42078707585875
310,30.8991462106634,1,3,0.0805201922941082,0.534093539865208,484246.257861708,4977241.0403991,-1.4248852580513
311,31.0002396937119,1,3,0.047049221605464,-0.123773181028407,484246.546468548,4977239.60654713,-1.4391300330604
312,31.1012535886996,1,3,0.0212802325813454,-0.206536435365869,484246.790335338,4977238.23645858,-1.4429851342515
313,31.1997347106946,1,3,0.0075459674230941,-0.211655665509914,484246.995103521,4977236.82340117,-1.44486572888095
314,31.2998921237081,1,3,0.0618169407235443,-0.0820915727492425,484247.185340464,4977235.4465847,-1.44545857003848
315,31.3999137688531,1,3,0.0223698248198783,-0.0607558418252101,484247.45862035,4977233.99710724,-1.44746843460831
316,31.4994643879262,1,3,0.0290646309779415,-0.00412361075188284,484247.657745652,4977232.59744686,-1.44970077958238
317,31.599570042691,1,3,0.0265977586545721,-0.021296352192294,484247.854159743,4977231.15847431,-1.4524691350771
318,31.699409363553,1,3,0.0107465490756172,-0.0722171473482117,484248.08284742,4977229.72824927,-1.4554906949173
319,31.7994271073226,1,3,0.0575335251629296,-0.0227041488427239,484248.304419712,4977228.26026879,-1.45677535175418
320,31.8996547450956,1,3,0.0440629843701845,-0.00579007072170075,484248.502660284,4977226.85118767,-1.45828969144095
321,31.9994495902767,1,3,0.157501754739363,0.00505310942632796,484248.586502395,4977225.36684236,-1.46030854517144
322,32.0991539235455,1,3,0.0975228809305479,-0.00246541928183839,484248.828715536,4977223.98901228,-1.46268653984472
323,32.1993474893055,1,3,0.0246025370225235,0.0934712136795529,484249.071736829,4977222.65449928,-1.46324352962089
324,32.2991753661327,1,3,0.0352711399966033,0.220756215595564,484249.27916032,4977221.2509404,-1.46327983245234
325,32.400454814748,0,3,0.0389443388374551,0.242776241664392,484249.455167126,4977219.81002085,-1.46506335759672
326,32.4996701756173,1,3,0.0202125605512272,0.261956401975989,484249.634117078,4977218.34504695,-1.46652612211635
327,32.5992015479044,1,3,0.0510171387003066,0.230229470271587,484249.803838012,4977216.92013849,-1.46876724132884
328,32.6990611559192,1,3,0.0231765631347143,0.301348286065913,484249.986702645,4977215.52884043,-1.46959515586797
329,32.8000225123832,1,3,0.0475837194229363,0.298703488571575,484250.141154625,4977214.09733355,-1.47046392358655
330,32.9000667855063,1,3,0.0426081959459908,0.298215901190294,484250.315763175,4977212.65399565,-1.47278130038459
331,32.9998647517878,1,3,0.127991132876993,0.63316148198537,484250.557277141,4977211.09266016,-1.46842610288285
332,33.1002856376953,0,3,0.181054732047956,0.583596294627436,484250.718297423,4977209.60259322,-1.46942498301348
333,33.1997293590788,1,3,0.0779054726731504,0.333527797363705,484250.791046384,4977208.32749765,-1.47618417627516
334,33.2994175666621,1,3,0.156007103603973,-0.0148748906940436,484251.151989693,4977206.84795556,-1.4838727494435
335,33.3993864131917,1,3,0.182362004220042,0.881422886883292,484251.025897062,4977205.41310807,-1.46910349994604
336,33.499631217017,1,3,0.20305407845801,-0.641585587720482,484251.464586614,4977204.23429004,-1.49716183594914
337,33.6000695290685,1,3,0.0353148060263155,0.240656308175109,484251.468565609,4977202.6518378,-1.48354809065855
338,33.7004456792033,1,3,0.0846457437158828,-0.255919957895291,484251.67435376,4977201.28340004,-1.49309568697766
339,33.7996342506273,1,3,0.0751809541008904,-0.101046292833626,484251.807627739,4977199.85807823,-1.49248137124514
340,33.8999656649893,1,3,0.128714922856763,-0.586413779951538,484252.037706822,4977198.45584503,-1.50275629627629
341,33.999115222658,1,3,0.0703725698850529,0.00466528582693121,484252.119086479,4977197.0034271,-1.49410430827642
342,34.0991636572484,1,3,0.0466467745153748,0.113928239022733,484252.23420515,4977195.54145311,-1.49360608414275
343,34.1993426578731,1,3,0.0291914232402171,0.0428051321102874,484252.381079003,4977194.08536081,-1.4962644570727
344,34.2996883772788,1,3,0.0488008677971731,0.109364982961121,484252.502820384,4977192.64428597,-1.49614533516548
345,34.4003147356307,1,3,0.0534430929386253,0.275360065137818,484252.641205036,4977191.22225882,-1.49434091716723
346,34.4995763928229,1,3,0.0821745046210537,0.285812189187242,484252.757383046,4977189.83100195,-1.49527045454281
347,34.5995098668811,1,3,0.0912435856148723,0.301273166968551,484252.877381379,4977188.37304588,-1.49555303807992
348,34.700083946801,0,3,0.0767945666298481,0.297962494701556,484253.052928667,4977186.99955205,-1.49652055247547
349,34.7997414635634,1,3,0.0770182658132625,0.340505453004371,484253.169873586,4977185.55829438,-1.49628811533665
350,34.8998177279659,1,3,0.127481374175006,0.407800912225336,484253.247800307,4977184.09535388,-1.49552232843329
351,35.0006545005047,1,3,0.0951071507395492,-0.381525324874948,484253.596233664,4977182.71288839,-1.50922698383451
352,35.0994230238302,1,3,0.0604164503572653,-0.298513369677987,484253.694971465,4977181.29893718,-1.50765989396952
353,35.199082881418,1,3,0.0554946591720453,-0.308835615751104,484253.817358871,4977179.89763835,-1.50798502691345
354,35.2995120902599,1,3,0.0118381687878632,-0.268423398622424,484253.892342001,4977178.44453901,-1.50721802041307
355,35.3997472706922,1,3,0.0935532648800746,-0.289860687931079,484253.989780411,4977176.95128291,-1.50764757267569
356,35.4995054429433,1,3,0.0554640926954332,-0.0455799982232536,484254.179034205,4977175.67725896,-1.50348682966932
357,35.5998870550038,1,3,0.0412388811095953,0.0481402233180883,484254.318934604,4977174.24211303,-1.50196831994933
358,35.7001180739689,1,3,0.0243850283231513,0.0556479699543575,484254.401491135,4977172.79998349,-1.50194520845091
359,35.7995755802126,1,3,0.0918575734048327,0.0951776416686318,484254.580250775,4977171.45663005,-1.50102822267895
360,35.8993743267692,1,3,0.0316567526701288,0.125163828054638,484254.68037891,4977169.97768893,-1.50035846908398
361,35.9994016939318,1,3,0.0342247855681456,0.124631213911764,484254.799668435,4977168.53582126,-1.50007149435267
362,36.0994475276051,1,3,0.0107515925355885,0.165909276653586,484254.885976106,4977167.12261482,-1.49899017141898
363,36.2000405942192,1,3,0.0229583856314335,0.0206023753231236,484255.022922442,4977165.71655043,-1.50125617849689
364,36.2993449064506,1,3,0.0396682653821521,0.0735247196319193,484255.133906841,4977164.27098341,-1.50016381788543
365,36.3991548369504,1,3,0.0546075976955594,0.0356045815283884,484255.24014583,4977162.84193284,-1.50026584949908
366,36.4993569857365,1,3,0.0539007090470683,0.0366665022706841,484255.360228741,4977161.42748485,-1.49966708376857
367,36.5991640552276,1,3,0.0677860968039063,0.0124685739227719,484255.459795052,4977159.99655837,-1.49940601219456
368,36.6995282411441,1,3,0.0923501127181156,0.0115275511665334,484255.580735679,4977158.52968463,-1.49878509604737
369,36.799819601384,1,3,0.0875215927149588,0.136743760821059,484255.694900178,4977157.10061329,-1.49589835668873
370,36.8999790951311,1,3,0.0698371116703615,0.0906756462963363,484255.814588676,4977155.7222881,-1.49595668430261
371,37.0009251061846,1,3,0.0837665725950426,0.161131510603383,484255.942882507,4977154.27381491,-1.49398971796157
372,37.0996455125453,1,3,0.0891848133270851,0.132871195740313,484256.077632423,4977152.86052956,-1.49382265587859
373,37.1994270930495,1,3,0.0859830626073617,0.207155470420281,484256.281901277,4977151.50409534,-1.49056071077916
374,37.2989139896556,1,3,0.0854187850110433,0.199214270169721,484256.456290257,4977150.0778556,-1.48942577604005
375,37.3991364255945,1,3,0.126480837113814,-0.143353746352186,484256.630992883,4977148.67342184,-1.49343139985392
376,37.500005709596,1,3,0.0875027140683037,-0.0243763130443763,484256.7621247,4977147.18952242,-1.48932327212557
377,37.5996694685593,1,3,0.156998463499683,-0.748532011866485,484257.049479532,4977145.64329023,-1.50061489564206
378,37.6991641679164,1,3,0.12414713169077,-0.729574987356002,484257.168960963,4977144.23524349,-1.4984314810045
379,37.7987917741332,1,3,0.108577550017248,-0.502445354058628,484257.299748993,4977142.79773157,-1.49305410596895
380,37.8991484173903,1,3,0.0930722855446823,-0.327564083005776,484257.439408547,4977141.37324102,-1.48830981704318
381,38.0002806541024,1,3,0.0996941653490237,-0.120806815565196,484257.619232318,4977139.98233806,-1.48326590657772
382,38.0996528502679,1,3,0.0419429196565315,-0.145638730062481,484257.710627721,4977138.54828898,-1.48220315782738
383,38.2001694499216,1,3,0.0400395382230623,-0.0578219034990677,484257.879452731,4977137.13473903,-1.47921739833461
384,38.3005918963793,1,3,0.0522983046423186,-0.0403009237891053,484258.044574533,4977135.76777968,-1.47797862494977
385,38.3993357109931,1,3,0.0492386204709833,-0.0679986070599845,484258.21270649,4977134.36268385,-1.47716180763367
386,38.4993308267846,1,3,0.0316354095724919,-0.0609972435080572,484258.362576138,4977132.94210939,-1.47516893714637
387,38.5992034393846,1,3,0.0732315492939051,-0.257835081627153,484258.551716474,4977131.56780545,-1.47751389037932
388,38.6990596662073,1,3,0.0512240322944764,-0.230256171843378,484258.676984371,4977130.15363189,-1.47565326547581
389,38.7997133341879,1,3,0.0436431895321464,-0.139854884646781,484258.86093085,4977128.73256081,-1.47248296891577
390,38.8998252311535,1,3,0.100470860718658,-0.0634097442548997,484259.0349921,4977127.38695645,-1.46964730046637
391,39.0001189322188,1,3,0.0310439598410421,-0.0251065335393178,484259.166538148,4977125.90208927,-1.46746640482663
392,39.0997343141256,1,3,0.0319146993426748,0.0587016456401451,484259.333734648,4977124.49078093,-1.46504766245852
393,39.199413678591,1,3,0.0274511948676277,-0.00924285581328977,484259.547310723,4977123.12491899,-1.4647077211287
394,39.2996998369969,1,3,0.0231338572474787,0.10627606791025,484259.701157015,4977121.71345815,-1.46135135276386
395,39.3993760803619,1,3,0.101454230611719,0.106001278067303,484259.910271506,4977120.40970344,-1.46022602331997
396,39.4991449163728,1,3,0.0611203321635838,0.0808988948216903,484260.089648865,4977118.97938402,-1.45967597452283
397,39.6002597269408,1,3,0.0388477226958245,0.133605210678222,484260.263095141,4977117.55134551,-1.45763968185932
398,39.6989949585285,1,3,0.049909189394267,0.191554426851252,484260.438477099,4977116.18923468,-1.45518885717945
399,39.799615594863,1,3,0.0325398743246774,0.126606725995174,484260.614526473,4977114.77105591,-1.45532698535823
400,39.8994195432536,1,3,0.0337380556570673,0.180426198216932,484260.788073494,4977113.37725508,-1.45317567720926
401,39.9996620062536,1,3,0.040637786469636,0.184074336536861,484260.971109527,4977111.99037993,-1.45146759042519
402,40.1002319247062,1,3,0.0474109630174044,0.18328540196784,484261.159140474,4977110.60439514,-1.44985906621406
403,40.1997060768189,1,3,0.044916899006911,0.228981420280152,484261.345034691,4977109.20719021,-1.44760751797975
404,40.3013010166686,1,3,0.0696469863872751,0.260812702888006,484261.518066976,4977107.81895136,-1.44505911853117
405,40.3995943524548,1,3,0.0801262311838311,0.349935133475948,484261.697857744,4977106.45329758,-1.44137681013982
406,40.4997465636342,1,3,0.0948159631830622,0.238078569369776,484261.886353899,4977105.05202206,-1.44107080373086
407,40.5992818372968,1,3,0.130231764176016,0.260839478574812,484262.063039066,4977103.6580014,-1.43841472438333
408,40.6992556255688,1,3,0.0774816898265403,0.193747519042614,484262.294608796,4977102.38948191,-1.43732186061184
409,40.8002130806572,1,3,0.179371112754428,0.284583984684056,484262.5503424,4977101.17995787,-1.43361654144641
410,40.9002123579159,1,3,0.0685121179988124,0.322929354953729,484262.747547014,4977099.71224682,-1.43066750509075
411,40.9995575045444,1,3,0.0321830528867355,0.251411615564112,484262.965713828,4977098.33828656,-1.4296620051337
412,41.0988550543915,0,3,0.0012086116250813,0.124982335331208,484263.191809894,4977096.97503195,-1.43031115933962
413,41.1995287494332,1,3,0.0199664727845533,0.229957615980245,484263.425011449,4977095.62803592,-1.42665925365748
414,41.2993139712213,0,3,0.00813845360849245,0.0762732273152644,484263.612318561,4977094.28805572,-1.4270444282494
415,41.3996836190635,1,3,0.0297979226674286,0.0892433156756281,484263.865177833,4977092.94000314,-1.42511812847617
416,41.4996173532134,1,3,0.0250674182011234,0.32640001874229,484264.068211645,4977091.64235523,-1.41879014216427
417,41.6003563312722,1,3,0.0400357292394791,0.113216449733205,484264.308935442,4977090.30654324,-1.42035185286897
418,41.6991454018422,1,3,0.0193427313449062,0.171612576197469,484264.514510233,4977088.96347939,-1.41767525852514
419,41.7990463644376,1,3,0.042337944910268,0.173422910960232,484264.719245666,4977087.60942314,-1.41523633636
420,41.8990776329756,1,3,0.033831067788224,0.395169136138651,484264.95460957,4977086.29538823,-1.40940416333603
421,41.9991367313258,1,3,0.0381537319553575,0.344893595832571,484265.172294088,4977084.97293268,-1.40844184185907
422,42.0999532167118,1,3,0.124918988135685,0.755243941354606,484265.298824826,4977083.69646976,-1.39965846998209
423,42.200470336549,1,3,0.162232085036689,0.761577509154572,484265.509715089,4977082.41522553,-1.39796198259402
424,42.2992175323549,1,3,0.0415260726554664,0.337736583051901,484265.868994167,4977081.02601839,-1.40362370271577
425,42.3994019949054,1,3,0.0863750918093188,0.466673972328551,484266.054143511,4977079.72421464,-1.39982039402853
426,42.4992114052217,1,3,0.0684179458639665,0.0939416649449596,484266.409664696,4977078.3634375,-1.4041128258136
427,42.5993963879556,1,3,0.0664590249971906,0.0190036813567825,484266.658190522,4977077.04927791,-1.40433289898499
428,42.6995972362833,1,3,0.0829482277924206,-0.108580329853941,484266.961014712,4977075.78280842,-1.40495691440457
429,42.7993382424821,1,3,0.0862793669120183,-0.224055704949936,484267.181317341,4977074.55176577,-1.40570932697062
430,42.901353490522,1,3,0.10961477900243,-0.331148902741239,484267.435267893,4977073.24140573,-1.40579565139098
431,42.9995279644004,1,3,0.0374773869921404,0.0556297167864719,484267.644594788,4977071.89081819,-1.39716252808664
432,43.0992515444552,1,3,0.0100913776419329,0.0254720054717827,484267.884082873,4977070.53748155,-1.39592796849593
433,43.1993691634382,1,3,0.0163586473233498,0.0760972773980633,484268.12907164,4977069.22472191,-1.3937041430467
434,43.2990303214846,1,3,0.0536160136678022,0.0553991231200953,484268.396946786,4977067.87460476,-1.39224164437973
435,43.399377081257,1,3,0.046258517906962,0.0364693602134964,484268.628053359,4977066.58162834,-1.39112433900893
436,43.4997763795532,1,3,0.055090455497155,0.06746736247309,484268.956485157,4977065.25252318,-1.38862851129905
437,43.5990333550948,1,3,0.0460564475718129,0.111851020739847,484269.170559573,4977063.95707592,-1.38612382734342
438,43.6990581213403,1,3,0.0375629487694027,0.0468163373686255,484269.474427263,4977062.65411792,-1.38498681244468
439,43.7996394838278,1,3,0.036185771752546,0.138673362681931,484269.700565718,4977061.34668347,-1.38145864060449
440,43.8999732390152,1,3,0.0335974698654011,0.0103410736028816,484269.987926361,4977060.02611078,-1.38146856807876
441,43.9991225365922,1,3,0.0642917945014973,0.107740378350325,484270.223775853,4977058.71936602,-1.37744209197831
442,44.0991787739336,1,3,0.0722733127535758,0.0560274580337142,484270.50631492,4977057.39685926,-1.37632169373182
443,44.2003697913703,1,3,0.0512682647630681,0.123326622962448,484270.786863612,4977056.11592142,-1.37271773090339
444,44.2989689949979,1,3,0.0638038237985947,0.168647104409273,484271.060136083,4977054.81525157,-1.36997414141413
445,44.3990239318808,1,3,0.0544550887263821,0.215641894188308,484271.352593058,4977053.51885572,-1.36678998973891
446,44.4991262054535,1,3,0.0608530079472641,0.327749288150809,484271.62947931,4977052.22872236,-1.36188224941797
447,44.5990789262976,1,3,0.101781793184099,0.30262178122872,484271.936658082,4977050.85129387,-1.35970201527929
448,44.699701383274,1,3,0.0506232912679304,0.573030612251712,484272.227942991,4977049.62102138,-1.35205994187076
449,44.7993674830627,1,3,0.098474780011786,-0.00523186983025379,484272.54738363,4977048.44640759,-1.35901695508281
450,44.8992523199726,1,3,0.0737714192872246,-0.0894266715072169,484272.875195816,4977047.13556907,-1.35720701393059
451,44.9992263683362,1,3,0.0353238180906595,-0.00587842731528015,484273.17367022,4977045.81148105,-1.35250517955139
452,45.0993281217255,1,3,0.0501150064429334,0.00185194604782592,484273.482216253,4977044.5433766,-1.34934099932375
453,45.1992553535828,1,3,0.0176318336777654,0.156944298337638,484273.799137825,4977043.23359163,-1.34307851751323
454,45.2993238152342,1,3,0.044465021098514,0.0428029454681046,484274.107013249,4977041.98836618,-1.34175924016024
455,45.399286419563,1,3,0.0115739145309428,0.103997735352229,484274.435638309,4977040.6773411,-1.33672597070356
456,45.4999481503864,1,3,0.0264930389940605,0.100305987672076,484274.722396405,4977039.41255776,-1.33264712719165
457,45.599013178252,1,3,0.0338355754818751,0.106268301803299,484275.062055765,4977038.12457329,-1.32867345010178
458,45.6991229944841,1,3,0.0389686021344516,0.117356762889559,484275.39412852,4977036.86761999,-1.32426702367889
459,45.7991909359521,1,3,0.0356529887758137,0.188667151709529,484275.727025466,4977035.62657583,-1.31921762646412
460,45.8990151714955,1,3,0.0579340049236776,0.110270125250566,484276.054643931,4977034.36948537,-1.31637765247574
461,45.9993926220887,1,3,0.0675831789527004,0.131933209076461,484276.431173327,4977033.1228421,-1.31178101338186
462,46.0993019076186,1,3,0.067023747952428,0.0135722382201248,484276.769497167,4977032.02591856,-1.30961188666047
463,46.2009452245248,1,3,0.0203090698385434,0.144996572280996,484277.095606693,4977030.72492483,-1.302817152678
464,46.2993132066295,1,3,0.182975756006254,-0.0168315478620828,484277.454021078,4977029.69951477,-1.30111647831057
465,46.3993949329577,1,3,0.201837272547085,0.0461576284563509,484277.783676163,4977028.50138343,-1.29604830610481
466,46.4995679514733,1,3,0.201911692609845,0.0096548957068478,484278.153907327,4977027.29374476,-1.29269147328567
467,46.5993271640912,1,3,0.13131044363535,-0.0167656015639356,484278.529757467,4977026.02459922,-1.28870330555631
468,46.6997030541342,1,3,0.152811122254997,-0.120390144831247,484278.906962886,4977024.84313053,-1.28644624984971
469,46.8004878083326,1,3,0.119953899862036,-0.10346720998723,484279.283366893,4977023.60631771,-1.28175419479454
470,46.8992272013875,1,3,0.115261346923869,0.00200127956882146,484279.642655498,4977022.42465558,-1.27568302559117
471,46.9991892855328,1,3,0.0470014264559306,0.00590720290699554,484280.041575971,4977021.17268548,-1.27130047567471
472,47.0993264113936,1,3,0.0626221089325403,0.0214659037354813,484280.405948403,4977019.99725754,-1.26675067473866
473,47.1990398478719,1,3,0.0274000269566803,-0.0410452145396926,484280.816545345,4977018.79285186,-1.26351535385697
474,47.2996953364945,1,3,0.0445867200781265,0.0263961580681702,484281.222488818,4977017.62959114,-1.25842069192035
475,47.400069926079,1,3,0.0110982574043048,-0.0321150915407425,484281.624458453,4977016.42134212,-1.25540718329017
476,47.500654409667,1,3,0.0179591843434805,0.0820980758101576,484282.013172527,4977015.24731231,-1.24918448156553
477,47.5993428247483,1,3,0.0402242932333583,0.0741878124976157,484282.43290284,4977014.04831773,-1.24547046418303
478,47.6995501753685,1,3,0.069586801698921,0.196645320573072,484282.844987636,4977012.85599984,-1.23958822298701
479,47.7993884558638,1,3,0.0749008011287604,0.0603702360290736,484283.281565564,4977011.69806942,-1.23795395347328
480,47.8993682262449,1,3,0.0849429994611299,0.0949634349078263,484283.725321589,4977010.54327897,-1.23330068743631
481,48.0002289272202,1,3,0.0714431195539764,0.180535288098363,484284.129826396,4977009.38691096,-1.22799805700651
482,48.1006812842236,1,3,0.0890423821313506,0.28518709090217,484284.545046469,4977008.21482845,-1.22239309021067
483,48.1992401736374,1,3,0.110992927342648,0.246889912047475,484284.973189771,4977007.06524262,-1.21923597664526
484,48.2996238664315,1,3,0.0475165471120776,0.180954672609132,484285.386183006,4977005.98870443,-1.21638617218131
485,48.3993300203422,1,3,0.00733436620748604,0.296261914189179,484285.844171318,4977004.8996812,-1.21044149077349
486,48.4994473792336,1,3,0.0433764295526573,0.197555886311511,484286.275160557,4977003.71736507,-1.20786501881451
487,48.5994014005362,1,3,0.0281349567697496,0.112146590317214,484286.718723716,4977002.63739722,-1.20612621638818
488,48.6994709025544,1,3,0.137573502213321,0.307597197694929,484287.188907902,4977001.3513167,-1.19857698481408
489,48.8006650410915,1,3,0.0309856123237589,-0.242083086744352,484287.656946889,4977000.37513323,-1.20366215045237
490,48.8997318895991,1,3,0.088214514888384,0.0165373859878239,484288.102569377,4976999.31346988,-1.19670991718302
491,48.9997644585956,1,3,0.108290487644889,-0.104133320531887,484288.616943128,4976998.20759812,-1.19512817878055
492,49.0995780303792,1,3,0.150386534217576,-0.162800562259773,484289.060127305,4976997.13234087,-1.19231275677653
493,49.1996254246028,1,3,0.0956001610936093,-0.0322953614750792,484289.530230942,4976995.95562019,-1.18627571075592
494,49.3000239426239,1,3,0.127047789746361,0.0506876589024893,484289.964740317,4976994.85498465,-1.1813455856028
495,49.3998003212942,1,3,0.0480970533365572,-0.0358375675409758,484290.449387354,4976993.64722915,-1.17889607549112
496,49.4993283123891,1,3,0.0146398869029626,0.144325661987338,484290.961023922,4976992.52065926,-1.17261702746878
497,49.5994750616428,1,3,0.0790947262925192,0.249079900840964,484291.393939651,4976991.43716333,-1.16747354428522
498,49.6991437623485,1,3,0.0128683158542129,-0.0902297309795638,484291.964357316,4976990.3026135,-1.17011384744967
499,49.7994850601952,1,3,0.00908629023446216,0.00453422342457922,484292.462520439,4976989.17934917,-1.16472050635063
500,49.8993750989391,1,3,0.0318815227557743,0.0440342024959239,484292.978464117,4976988.05319408,-1.1604563713216
501,49.9994542243503,1,3,0.118991962367265,0.0291558292251231,484293.539479956,4976986.88283312,-1.15723919828561
502,50.1010769940121,1,3,0.0369385311887762,0.0254287074274312,484294.002433656,4976985.82943136,-1.15404265474677
503,50.1995594164655,1,3,0.0231710601948422,0.0815697300402635,484294.473985377,4976984.7372955,-1.15014712614667
