time,positionErrorM,headingErrorDeg
7.25,0.183933027640408,-0.283445468296924
7.35,0.199571827777018,-0.32857598997606
7.45,0.189240627687717,-0.408448892670146
7.55,0.152948340753299,-0.51318801043146
7.65,0.120977833634187,-0.54945578087967
7.75,0.0812528287322254,-0.530831921797119
7.85,0.0263950584196592,-0.478286170286439
7.95,0.0979860951391325,-0.440602036682316
8.05,0.241183106174673,-0.403293918414457
8.15,0.379204838024825,-0.414763544788857
8.25,0.482002837081035,-0.475947147510195
8.35,0.545347011380256,-0.522048314728798
8.45,0.5631190587424,-0.509732013814106
8.55,0.579652223490328,-0.562557297371354
8.65,0.591788220701889,-0.515528137535309
8.75,0.448889232876122,-0.588949200913342
8.85,0.124783812766681,-0.614252890260353
8.95,0.168423174539767,-0.678348406152549
9.05,0.350166335095199,-0.678946326765775
9.15,0.826573748555689,-0.62639864224655
9.25,1.23307879556464,-0.590119565794064
9.35,1.40604253459222,-0.58998755988355
9.45,1.3372828182835,-0.611112258954155
9.55,0.878845288851192,-0.85540600035995
9.65,0.401440497768139,-1.29871215708216
9.75,0.778960872672416,-1.71299611617378
9.85,0.944023849086679,-1.93547011195894
9.95,0.721225623234345,-2.04216702845199
10.05,0.298068084796614,-2.09044706365923
10.15,0.0819098114984817,-2.05255903623755
10.25,0.252006564933344,-1.93103716237525
10.35,0.179154394823353,-1.74242818749393
10.45,0.107545174987902,-1.49827965377529
10.55,0.259276828605011,-1.24179466736381
10.65,0.322912093017125,-1.08484080811803
10.75,0.204775325298452,-0.89604198223082
10.85,0.0483347144887956,-0.703497810002349
10.95,0.27805907434423,-0.572871811332229
11.05,0.388255816669322,-0.462181942884132
11.15,0.408471484488064,-0.364988758166382
11.25,0.378771299249421,-0.281331532428725
11.35,0.333659105217267,-0.200171672878252
11.45,0.303118206510102,-0.113810616311762
11.55,0.289403203547095,-0.0436480438797541
11.65,0.299430222895563,-4.79860427326836e-05
11.75,0.335045306817248,0.0266364775943853
11.85,0.508055860162892,0.0678044145080681
11.95,0.561682897933338,0.116676963321228
12.05,0.397539573836605,0.11699274258024
12.15,0.260749266263847,0.132295102942732
12.25,0.308185211141753,0.154610137144869
12.35,0.351565673158053,0.175203137128244
12.45,0.302443994549088,0.17212860177295
12.55,0.17707781215845,0.145282429907039
12.65,0.0988609120369744,0.16818890194545
12.75,0.174650547944396,0.199474096675244
12.85,0.28471746700702,0.215271595815054
12.95,0.24383110018626,0.264256577612883
13.05,0.0931291065698497,0.279302036517293
13.15,0.11179597880289,0.305708053705161
13.25,0.194189619934537,0.338084995322971
13.35,0.21046030269533,0.391869291879821
13.45,0.17623005484904,0.462701500194286
13.55,0.148077510527966,0.481121810542683
13.65,0.197428530598782,0.503777134903843
13.75,0.338046635260326,0.511877314742092
13.85,0.448635448335056,0.509428726460555
13.95,0.345545408257586,0.531735242418158
14.05,0.0795065158868456,0.537393685965763
14.15,0.262448216331069,0.569973914808985
14.25,0.409679112550457,0.557552837456465
14.35,0.393789633492851,0.576747653355855
14.45,0.255784370963675,0.598529313899131
14.55,0.181337308278543,0.636521987858282
14.65,0.282046840167905,0.601886212558978
14.75,0.415423018906125,0.616242720203733
14.85,0.560471310012607,0.606728280309957
14.95,0.496721063921288,0.604941972970171
15.05,0.289194073763017,0.548981308285932
15.15,0.315658478010698,0.470634530936847
15.25,0.430307078272715,0.421968402880322
15.35,0.400706810150031,0.338866767860705
15.45,0.232975030239984,0.275877279161549
15.55,0.117686731885638,0.256821865538018
15.65,0.187279319497819,0.239969943351147
15.75,0.230881486372686,0.294398269556697
15.85,0.180564282911706,0.434729759154837
15.95,0.063491947171502,0.595727799781174
16.05,0.207464343297901,0.709510113753852
16.15,0.327810106397092,0.778024558116752
16.25,0.393422859927651,0.849523827179369
16.35,0.40523631541487,0.900968714528357
16.45,0.391544837610306,1.03434168677628
16.55,0.372358361626337,1.16710104093314
16.65,0.269849606136969,1.26976354606804
16.75,0.155381345143604,1.29736403521699
16.85,0.411989771958001,1.36019332776615
16.95,0.475469467369365,1.41214911690653
17.05,0.269710689514067,1.44207912147631
17.15,0.122862537800009,1.4651998041834
17.25,0.348399264434677,1.45437050198595
17.35,0.465049377125546,1.45143017395295
17.45,0.424259374568438,1.46068585114728
17.55,0.328756675435018,1.45143347727941
17.65,0.286881948543129,1.44707743226111
17.75,0.257282303260189,1.45672402601532
17.85,0.319625299008748,1.41444279933148
17.95,0.351343524761266,1.34465744047718
18.05,0.220826926049869,1.28752339968028
18.15,0.331901994252933,1.30248587093902
18.25,0.53058983419191,1.30609434186585
18.35,0.514063494643317,1.22017914469909
18.45,0.306413951047484,1.08472078622479
18.55,0.0780214052736553,0.913827400856603
18.65,0.0980024459981027,0.686483429878422
18.75,0.213727020764696,0.531109066263525
18.85,0.299740593144883,0.372998738220964
18.95,0.295527293306641,0.202664772623638
19.05,0.194551033484287,0.137042854768091
19.15,0.0983085280977398,0.154582068113237
19.25,0.171649478321057,0.160616154792452
19.35,0.224673741481507,0.189868386911348
19.45,0.211870053541666,0.216623790825283
19.55,0.154764699200159,0.227405522486503
19.65,0.0767654072852956,0.208584865588057
19.75,0.0374331883180365,0.131861741916436
19.85,0.0980849902336152,0.0439919663800294
19.95,0.086787744696776,-0.0324993405452407
20.05,0.0102798778223123,-0.0746371865932175
20.15,0.0985748238719083,-0.0847477708664576
20.25,0.202465169106591,-0.0205832257168807
20.35,0.255330695112342,0.0692297291389679
20.45,0.202341821503627,0.132905828162665
20.55,0.111426665630421,0.198943009314197
20.65,0.0877977718606472,0.232699583559785
20.75,0.174665068558345,0.238160893731908
20.85,0.255244301715232,0.229974327890161
20.95,0.217917784669497,0.195531709210847
21.05,0.111792770474522,0.162745919846812
21.15,0.0307003776480941,0.164753436349755
21.25,0.0984715427239126,0.159650747415407
21.35,0.153367212103449,0.125828221976824
21.45,0.145380462620371,0.102854774207421
21.55,0.107145614010108,0.0968901462317003
21.65,0.135537400120558,0.126355689279703
21.75,0.228876095448682,0.147543743351157
21.85,0.274632741820155,0.158439965379705
21.95,0.205761390628734,0.14049052674953
22.05,0.151380984606128,0.155277530019099
22.15,0.194732170799972,0.156623192235685
22.25,0.228804646459125,0.153669645792806
22.35,0.232513690003269,0.165094768186146
22.45,0.214142292411973,0.193584829159931
22.55,0.174005906879309,0.235370033573475
22.65,0.129239673132938,0.253508763216321
22.75,0.157312864896608,0.257011770786547
22.85,0.336609033306511,0.204743916194273
22.95,0.3686086827701,0.182698468566486
23.05,0.241136980340699,0.182145573093726
23.15,0.0572613448527507,0.191283709648641
23.25,0.0925506495151515,0.184059002448323
23.35,0.144573538079636,0.168135710157729
23.45,0.129071582515483,0.133525437766813
23.55,0.104546008858434,0.108288196704399
23.65,0.0674007454939128,0.0683078181740728
23.75,0.0616535463068194,0.0270900609461379
23.85,0.143821265362719,-0.0172147645498387
23.95,0.178252784431399,-0.0622362251560414
24.05,0.132155626497075,-0.0824228383138523
24.15,0.0624996247719927,-0.0939988404373784
24.25,0.0843763227691417,-0.0320050653433127
24.35,0.120243782114352,0.0265264329473338
24.45,0.106544361917524,0.0891904897934852
24.55,0.0746465439504634,0.0919969073572767
24.65,0.0530525718673706,0.10808446923727
24.75,0.135356145080518,0.138854918271595
24.85,0.307963141942627,0.184271244961023
24.95,0.315580539902914,0.25592344256479
25.05,0.162690800360412,0.315162819591485
25.15,0.021809362716285,0.336532840519925
25.25,0.103302657811881,0.343771398704874
25.35,0.0929884024184411,0.315915679941217
25.45,0.0813136029329738,0.291752243930098
25.55,0.133429939520054,0.279688519132014
25.65,0.182048840664044,0.256325248516947
25.75,0.174113500781587,0.264925429212691
25.85,0.192026378628269,0.235483845380137
25.95,0.137561225445289,0.21352634145945
26.05,0.0654584081071378,0.17485798684973
26.15,0.161817207129127,0.16915801995272
26.25,0.229848820620638,0.171593453335861
26.35,0.225687816574996,0.163288462177267
26.45,0.16176348551996,0.162932939348397
26.55,0.0717036891356408,0.1811116074638
26.65,0.0366713920695086,0.166676765135659
26.75,0.299495441318507,0.15814408512133
26.85,0.544407816030026,0.119829807749802
26.95,0.547547739653718,0.080124472796109
27.05,0.36002537036552,0.0692763658171917
27.15,0.12177546120474,0.144912425242616
27.25,0.250286575559102,0.222424801859072
27.35,0.375460134011151,0.273853848612283
27.45,0.353197953976876,0.341573062259691
27.55,0.201081785189132,0.366070295963918
27.65,0.103469354339505,0.386580080876152
27.75,0.288017162508621,0.411851797546761
27.85,0.422251297780674,0.464854210503299
27.95,0.341135041115175,0.487812604449362
28.05,0.147321674512609,0.52148501561875
28.15,0.211944876852126,0.554106446578012
28.25,0.270861744004128,0.586558836787911
28.35,0.234227394057544,0.608545913580323
28.45,0.211481512898703,0.566895094945933
28.55,0.279498449946333,0.589136064704957
28.65,0.339030743493508,0.598213106963551
28.75,0.339449871506517,0.507037020622152
28.85,0.422176320910875,0.418998918008619
28.95,0.409013536351506,0.398150417430055
29.05,0.248316618572494,0.426289001687024
29.15,0.115414399539158,0.458812746029831
29.25,0.214685422514022,0.560125788697794
29.35,0.294483146786684,0.61546178415389
29.45,0.227649284302919,0.614730775699541
29.55,0.0964379517284398,0.599327117688346
29.65,0.138016724950523,0.583434205768739
29.75,0.335081819255527,0.56981965165306
29.85,0.450456462684397,0.56447815368687
29.95,0.328849725587621,0.588751178793227
30.05,0.124948823470581,0.581383272484353
30.15,0.248716997222416,0.559366304907745
30.25,0.345619160846149,0.553698253839925
30.35,0.302369711722887,0.567624744066593
30.45,0.165848547065197,0.568654743585796
30.55,0.0230579490641053,0.57473651765857
30.65,0.10564347426706,0.590793788087095
30.75,0.365232455838765,0.589153114948959
30.85,0.537078242037591,0.56048559470631
30.95,0.468890878715797,0.50009820751071
31.05,0.267519710616049,0.435205897790686
31.15,0.0988171138622458,0.410958976797549
31.25,0.0840847487202247,0.405554204654193
31.35,0.118124954739589,0.444797613879339
31.45,0.147422431368604,0.434217566778464
31.55,0.165673519897035,0.491425773355159
31.65,0.157905420923995,0.495825976061584
31.75,0.153790989603236,0.50996395612929
31.85,0.153800656241196,0.534661095137541
31.95,0.110512141938484,0.567073437816793
32.05,0.0916985168921396,0.603975782757159
32.15,0.149503492693632,0.621552145765029
32.25,0.19979610867138,0.63337280320621
32.35,0.239005261654316,0.651511757848415
32.45,0.246470060011882,0.69027227163502
32.55,0.215596542898935,0.718490200619456
32.65,0.163081443737552,0.771910163757955
32.75,0.110990366898041,0.80955543560584
32.85,0.0533056514062549,0.723876708703473
32.95,0.0209804702416254,0.646238709819828
33.05,0.00972264333025665,0.560737600962885
33.15,0.103170031767752,0.627341451850024
33.25,0.289763499064899,0.674225099712601
33.35,0.383401833659775,0.687688691558908
33.45,0.35075336614213,0.678286128430378
33.55,0.250894051166381,0.616533663583199
33.65,0.143591036107014,0.534156588645382
33.75,0.209482324380886,0.548661321671519
33.85,0.274886480924224,0.612808254396497
33.95,0.269870733463169,0.680606608436205
34.05,0.178885802113997,0.680679485692858
34.15,0.17438854898197,0.609801566705905
34.25,0.248558533633828,0.526439930837922
34.35,0.23197803063313,0.444530645032567
34.45,0.128504421506212,0.402607096461711
34.55,0.0210796847141801,0.402139796524003
34.65,0.0677684298105683,0.367676886595099
34.75,0.0940495445431406,0.313537732260755
34.85,0.0930951504875226,0.282235320250054
34.95,0.0785677424212106,0.28048403629429
35.05,0.079851530728987,0.304169903206021
35.15,0.108542445708751,0.310715656821458
35.25,0.160053521635897,0.316848288395534
35.35,0.221943379638084,0.312232246109542
35.45,0.263202907407286,0.336830974181369
35.55,0.252052685684254,0.38138620851397
35.65,0.188028992004725,0.427007476603405
35.75,0.0964682864204709,0.443375368301169
35.85,0.0915834968289514,0.394744803189704
35.95,0.0720692633557116,0.30696718219764
36.05,0.0345611563744009,0.253805272732568
36.15,0.0635591183955034,0.229398968763392
36.25,0.121174718442295,0.219280762605771
36.35,0.118578387975301,0.197722968449767
36.45,0.0680522491091752,0.192267479920723
36.55,0.0329873635378806,0.178092732656459
36.65,0.0830039664090636,0.166073282076266
36.75,0.251527011098662,0.156726014873936
36.85,0.538926146325997,0.139412641143942
36.95,0.785405024507273,0.115470571796489
37.05,0.855662567828089,0.123197873951989
37.15,0.626056362411964,0.128969440078771
37.25,0.284637575991715,0.119395539157329
37.35,0.403135352939893,0.144066946301618
37.45,0.549754247957703,0.13392419165927
37.55,0.557727321457257,0.0619313184877164
37.65,0.426531875512023,-0.102335659798871
37.75,0.161099282059361,-0.0123514791027098
37.85,0.378208386473521,0.142433232530537
37.95,0.506755354216596,0.192961666068725
38.05,0.397766937307638,0.139128579575957
38.15,0.201262001728323,0.0602549332007433
38.25,0.211812369872804,0.0486602904355095
38.35,0.319344350311263,0.0219444551768785
38.45,0.339871396391342,-0.00262577861879095
38.55,0.273077375235329,-0.04884283623945
38.65,0.146837958446951,-0.0775144879241861
38.75,0.0650252399484188,-0.0329651432328751
38.85,0.130650458312208,0.00216447422845797
38.95,0.125575713051257,-0.0343096189059047
39.05,0.0843144332568112,-0.0318831915649367
39.15,0.0930841940275729,-0.0510944373043835
39.25,0.114956296867211,-0.0266811845712817
39.35,0.126608042331218,-0.000525874500967019
39.45,0.110910755328189,0.0353629081289357
39.55,0.014059737906355,0.0800125427459106
39.65,0.108606287204968,0.104627104594889
39.75,0.106762433988709,0.139457862699587
39.85,0.0891544709237445,0.183379251903789
39.95,0.0576826641924928,0.170631884307853
40.05,0.0368727526384001,0.186501777941775
40.15,0.084373958228155,0.197286966502027
40.25,0.114530772317457,0.212526180693368
40.35,0.112620650673396,0.213636575337394
40.45,0.0956860280189641,0.218876723342541
40.55,0.105142959426122,0.199330778204975
40.65,0.127353685788145,0.193311241963828
40.75,0.203353213970559,0.176356268124189
40.85,0.303733432752216,0.182505639857778
40.95,0.31338631555614,0.169148137016876
41.05,0.24542889692364,0.243955574394983
41.15,0.173131644377185,0.30649220977752
41.25,0.145546578235028,0.356384281575071
41.35,0.0910091596576793,0.408609341206238
41.45,0.0499031996594413,0.385089815633106
41.55,0.174808670202829,0.383192178058993
41.65,0.232217363476229,0.357386359003975
41.75,0.128959421048588,0.307089056558491
41.85,0.293620703571452,0.263625360767243
41.95,0.446958173413242,0.211566922759542
42.05,0.387930793724661,0.209968312633246
42.15,0.21396615173533,0.224957546844032
42.25,0.133187539681709,0.249212525705065
42.35,0.199708118268433,0.267648024110878
42.45,0.173470514249502,0.225456970097467
42.55,0.113143073854254,0.209452043170886
42.65,0.058385985061235,0.248617183376075
42.75,0.062004534170909,0.317783431800009
42.85,0.176799533483441,0.385868600382886
42.95,0.144364581521695,0.312506802530856
43.05,0.0563387292859441,0.161406582766676
43.15,0.203704093651261,0.0364397910950921
43.25,0.282136286473111,0.00826863567375829
43.35,0.249189573872985,0.0347468360488716
43.45,0.133134399797646,0.0166316825476814
43.55,0.104038541081909,0.00282649001441274
43.65,0.201738344520954,0.0163534310971197
43.75,0.346420205152272,0.0708267814554582
43.85,0.498068235521115,0.134870166422268
43.95,0.467192169992757,0.140848698423357
44.05,0.271017975212138,0.106704058362772
44.15,0.115570740671083,0.0840245321038625
44.25,0.163913705766938,0.0537733180807775
44.35,0.166551555814031,0.0594433084979216
44.45,0.0964526623995889,0.063910674178638
44.55,0.0660876683490088,0.0480861736900898
44.65,0.147403560769309,0.065620094012672
44.75,0.338013086745256,0.084816423178416
44.85,0.452956153838306,0.0856598047558713
44.95,0.391189654817704,0.118671352147164
45.05,0.22565702803631,0.113405089222952
45.15,0.0586349835969,0.136859873102871
45.25,0.170508446456601,0.110963187431318
45.35,0.254821459859,0.0556479223608298
45.45,0.211844006135012,0.0328523912930734
45.55,0.0897539757972465,-0.00690766845460321
45.65,0.0341434462594263,0.0209480479303298
45.75,0.125518444988295,0.0988928817257876
45.85,0.187893141957925,0.135021732216534
45.95,0.184105475604297,0.151700252386118
46.05,0.127704623402902,0.162334816337113
46.15,0.0461384312363692,0.173256794636055
46.25,0.0825938507571461,0.181094158972101
46.35,0.164961146225995,0.170087687684053
46.45,0.197078422147857,0.162309392742956
46.55,0.16311906150311,0.152859281983396
46.65,0.0998943719631194,0.152241419058343
46.75,0.212649671013858,0.134133915714336
46.85,0.559989943464565,0.16417938444367
46.95,0.592725328954808,0.105293830378549
47.05,0.300823619749749,0.063121341557448
47.15,0.0704764237163604,0.0393434294653702
47.25,0.303117154136617,0.0505230603695525
47.35,0.332617251719119,0.0921999463331435
47.45,0.193491214399116,0.128534578126368
47.55,0.00975396570910906,0.159118853243233
47.65,0.169277139000493,0.185605438198875
47.75,0.339712575121318,0.154691084577122
47.85,0.420634114064071,0.138431436042936
47.95,0.347310691592581,0.13251587580643
48.05,0.154859878885767,0.127194222508505
48.15,0.0855599116160802,0.0906882453299402
48.25,0.24114899715017,0.0935050965684579
48.35,0.254017275010816,0.083210155491444
48.45,0.178121986892592,0.0848068744837936
48.55,0.0853285523592008,0.0917810136399244
48.65,0.0640356928484357,0.0784157361782601
48.75,0.137394797856238,0.0698396788993152
48.85,0.218219816301818,0.0661372906619493
48.95,0.198075889354049,0.107818370936354
49.05,0.102454058342785,0.120221389739396
49.15,0.173194192142203,0.0765618552544462
49.25,0.240106271526289,-0.000467237695575362
49.35,0.229163136112495,-0.050627379745591
49.45,0.173015806698169,-0.046016356817264
49.55,0.115319695938288,-0.00925018044042223
49.65,0.0622451772044158,0.0435491835186134
49.75,0.0470972642132027,0.0746001465599637
49.85,0.0773460324417148,0.0400331666141847
49.95,0.10062192513585,0.00272105867636983
50.05,0.114163866859859,0.0468414763622208
50.15,0.134169645522789,0.0499873706674113
50.25,0.145447169972334,0.0271002216381049
50.35,0.139940575910895,0.0102464938074417
50.45,0.12565387222162,0.00487016096149316
50.55,0.0965240726252914,0.0598356703933773
50.65,0.082266674028575,0.125872472853718
50.75,0.20195519497617,0.154852590697402
50.85,0.291744648005894,0.13770792680634
50.95,0.230064303112332,0.152929042456469
51.05,0.0822852397913722,0.171350867008465
51.15,0.0673424621906236,0.19519561528326
51.25,0.173093068269039,0.206421135825977
51.35,0.193546528037407,0.178445103607852
51.45,0.124622088439702,0.167536463058042
51.55,0.0486173499989406,0.171771076835186
51.65,0.0714126985690545,0.136033786375331
51.75,0.206816644647914,0.114621277918314
51.85,0.346647826314877,0.130652403907137
51.95,0.33885890676997,0.133615444147119
52.05,0.196029533658024,0.159336190083215
52.15,0.104876010248707,0.190349114683493
52.25,0.190030224120853,0.201971443784723
52.35,0.242631152489352,0.20205796471613
52.45,0.249109397136619,0.198634509420162
52.55,0.207520113041459,0.16477002382361
52.65,0.110046521236285,0.11179663934964
52.75,0.136705679261823,0.0848574313381639
52.85,0.465781684225601,0.0533419903749092
52.95,0.608959065815346,0.087835602584769
53.05,0.407940590313828,0.183437375623868
53.15,0.0235232593321868,0.252256215488775
53.25,0.325474022251795,0.252409491287158
53.35,0.446679067045747,0.247882769783562
53.45,0.372673300786637,0.229582710720617
53.55,0.224594000675708,0.255674845141636
53.65,0.114782490125244,0.285433358235214
53.75,0.181398452396524,0.2783133074184
53.85,0.503358603931149,0.293198687126047
53.95,0.638669454549483,0.389128351851127
54.05,0.504601165860933,0.478060244237029
54.15,0.266150933754782,0.557310542071988
54.25,0.192009593610906,0.593127971230551
54.35,0.385839934614976,0.589117114478311
54.45,0.497836135219988,0.573065661768125
54.55,0.453765772274981,0.534541160292332
54.65,0.310917540589172,0.505522077531297
54.75,0.0867631121853444,0.460668688727112
54.85,0.562141304325956,0.427737178078437
54.95,0.693870658828172,0.426279508507012
55.05,0.40165650862675,0.393295575916244
55.15,0.0535435962013801,0.35943778613661
55.25,0.365181257689916,0.322393283656397
55.35,0.475927226716602,0.305492349543181
55.45,0.388374332011941,0.241303694030565
55.55,0.187282487575959,0.173058015329034
55.65,0.0329607109200652,0.100269322214605
55.75,0.265558109175564,0.0732756643275263
55.85,0.469128473839561,0.0454731629831582
55.95,0.496065461358301,-0.0083037291861482
56.05,0.341389832544647,-0.0389124373703341
56.15,0.148063160043633,-0.0337129467109747
56.25,0.262366206494012,0.00699369804242213
56.35,0.365383265742291,0.0185835644038998
56.45,0.302278266474681,-0.0331871082629944
56.55,0.156385047285496,-0.0624475083918856
56.65,0.143714387737233,-0.041952185463073
56.75,0.344347512938853,0.0126136641758589
56.85,0.486062387133958,0.122029976492359
56.95,0.352134575130565,0.243865199983343
57.05,0.0739805811635986,0.3327277484466
57.15,0.246234169542376,0.389271019898053
57.25,0.418998244001223,0.453044200191107
57.35,0.440298425740137,0.524427095321368
57.45,0.360871942806262,0.581698006936445
57.55,0.251356820208118,0.568946535216422
57.65,0.188843676960471,0.522559382629542
57.75,0.165521089603997,0.469493498136555
57.85,0.135546246337486,0.468844692505637
57.95,0.0875819846559619,0.496243320617493
58.05,0.12372771360134,0.468299695748767
58.15,0.185541213195932,0.425011163297226
58.25,0.232216068878809,0.382595157654773
58.35,0.240684402815208,0.361928781179718
58.45,0.203690164744983,0.351087037587555
58.55,0.119523370368077,0.355021106856253
58.65,0.0268246654981555,0.3732847444799
58.75,0.2533406783478,0.372219923941897
58.85,0.405518518146856,0.373393006645587
58.95,0.290530203510295,0.363616395232723
59.05,0.0583572992809549,0.351658270462342
59.15,0.220927355152819,0.323749717033275
59.25,0.337816780730443,0.294848798137823
59.35,0.32231443925164,0.267004483386407
59.45,0.214642626981333,0.266970228747312
59.55,0.0861576556197639,0.322209875932036
59.65,0.070868764788204,0.426367627809724
59.75,0.25071569218057,0.510876387045004
59.85,0.428415732533451,0.576563295236464
59.95,0.4492961622695,0.629036536768948
60.05,0.352954333498184,0.660463111969095
60.15,0.347878318031679,0.664714939267374
60.25,0.433947937719427,0.699455894121097
60.35,0.475274798267687,0.719637456245247
60.45,0.46016994764465,0.762735842644037
60.55,0.37949465111264,0.811632482252675
60.65,0.275311361027552,0.82488739728877
60.75,0.0736753077811116,0.808703573812648
60.85,0.111938524114534,0.800127737328089
60.95,0.112900312545823,0.812728318417325
61.05,0.0455788495542418,0.80307868560133
61.15,0.168316578487604,0.77756373371044
61.25,0.247071233528258,0.736258152074805
61.35,0.213567633361813,0.717862269226168
61.45,0.104025370826264,0.675700676139047
61.55,0.120639288628152,0.640216548854747
61.65,0.151789385510298,0.609232946442253
61.75,0.305601418606629,0.561988725474957
61.85,0.417225753088779,0.526376648654816
61.95,0.292604328996244,0.552130767243301
62.05,0.172478215372002,0.621064949059142
62.15,0.28931746649982,0.693861038268658
62.25,0.351228750370866,0.774188603375699
62.35,0.271800145678519,0.792877948797988
62.45,0.0934422288637228,0.751490123257262
62.55,0.0760075181823434,0.767699831239049
62.65,0.130003692373244,0.855037671261731
62.75,0.181427117859518,0.917146161279688
62.85,0.133461457085881,1.01074144786967
62.95,0.147473572261369,1.08171057148812
63.05,0.269422975823443,1.14959193130589
63.15,0.301201563319983,1.18865105482836
63.25,0.164815762566486,1.09408429936769
63.35,0.0888635294560869,0.79343586966246
63.45,0.243807612978377,0.500880758942826
63.55,0.261616595520175,0.3256948457973
63.65,0.145367918074704,0.252926413788614
63.75,0.254725209012314,0.284693440148797
63.85,0.465326819311472,0.34850821280325
63.95,0.589253352305187,0.367423571476115
64.05,0.577496520113335,0.350867450924371
64.15,0.522372142216458,0.375879664207312
64.25,0.526163734000694,0.51306717807508
64.35,0.557591348990396,0.665941684001187
64.45,0.561361966243502,0.804278291071574
64.55,0.543675717154273,0.972051388407794
64.65,0.523217419113693,1.15716843230166
64.75,0.357050929272529,1.21178441672395
64.85,0.143965410908881,1.12037132648446
64.95,0.171180031056521,0.985189664398674
65.05,0.23897890380897,0.758577708006663
65.15,0.269960109328081,0.48643948039716
65.25,0.227184405158967,0.263771490009113
65.35,0.152095344590419,0.105699684885884
65.45,0.155642021539123,0.025535654405476
65.55,0.211919907557899,0.0128607864824578
65.65,0.217695031135739,0.00582510776598852
65.75,0.206954323673957,0.0117511265206225
65.85,0.239925113402826,0.0489223619483659
65.95,0.177055553343461,0.10032166782995
66.05,0.04749679891044,0.134366355900167
66.15,0.0910622477107833,0.15509578806888
66.25,0.186568664939345,0.176293509219501
66.35,0.223654055027882,0.193966835211658
66.45,0.200289665801456,0.247442848167152
66.55,0.166668258301055,0.308049380962986
66.65,0.144715907891366,0.36271612585024
66.75,0.265202230841791,0.449727711440579
66.85,0.343314844535611,0.417263933698267
66.95,0.290310011977869,0.316643080734845
67.05,0.275882978161829,0.219999312547124
67.15,0.234712042640398,0.198487176697265
67.25,0.13186006461463,0.194276810331417
67.35,0.00236821369601805,0.185118060218546
67.45,0.0678937711611858,0.13061531333043
67.55,0.0649184750235591,0.0950787631799706
67.65,0.0284244757168211,0.0982667076462113
67.75,0.143880497224605,0.0916242629142844
67.85,0.233927537300838,0.0689975406504288
