frame,timeSeconds,accepted,directionalAccepted,reason,positionErrorM,yawErrorDeg,totalMs,perceptionMs,registrationMs
67,6.56133563119619,1,0,accepted,0.250031439264605,0.0296372772752234,94.161,88.256,5.674
68,6.68699151507147,1,0,accepted,0.237343334817959,-0.0239573824895076,91.756,85.719,5.749
69,6.79961812176211,1,0,accepted,0.110084853485456,-0.360638337940252,86.608,79.759,6.632
70,6.90041703598679,0,0,inconsistentClasses,0.104969003679073,-0.388549580522946,94.525,86.587,7.695
71,6.99941648407259,1,0,accepted,0.114453476944924,-0.366970294091852,88.413,81.929,6.254
72,7.09886330946746,1,0,accepted,0.022123471144047,-0.180183376681284,90.169,82.62,7.317
73,7.19937353484904,1,0,accepted,0.0363138762994199,-0.548790471982702,93.57,86.337,7
74,7.29950765764991,1,0,accepted,0.0501852213934153,-0.630612400437625,85.499,80.012,5.272
75,7.40099394352772,1,0,accepted,0.0807934820454222,-0.938619749226399,95.289,83.861,11.177
76,7.50024034119868,1,0,accepted,0.0364504894731039,-0.511166478957693,99.228,90.011,8.957
77,7.57922831936149,1,0,accepted,0.0350943692919871,-0.496827087505181,104.945,97.366,7.239
78,7.68173875962473,1,0,accepted,0.0751493384161215,-0.265355518140487,94.891,86.955,7.666
79,7.79974052010427,1,0,accepted,0.162190429545596,-0.389013455510458,89.937,83.857,5.846
80,7.89952087643467,1,0,accepted,0.260327410430444,-0.33324826743816,103.686,93.765,9.671
81,8.00000702756458,1,0,accepted,0.23697459878872,-0.510620751634346,99.374,89.655,9.505
82,8.09950701723887,1,0,accepted,0.373513862088829,-0.856396958831346,96.509,88.03,8.229
83,8.20053228812836,1,0,accepted,0.371594984402258,-0.430474529442781,97.944,89.692,8.058
84,8.299160127817,0,0,inconsistentClasses,0.420140997347573,-0.453815898077342,91.916,82.492,9.218
85,8.39971982362119,1,0,accepted,0.533959061765951,-0.631044192615109,90.357,80.928,9.215
86,8.49935240168038,1,0,accepted,0.502833247326278,-0.944359786895718,92.535,81.878,10.429
87,8.58051385890104,0,0,inconsistentClasses,0.536448482635399,-0.862073839287213,90.474,82.682,7.578
88,8.65815920110197,1,0,accepted,0.134059832178806,-0.810699489953422,102.665,79.894,22.525
89,8.79991021981323,1,0,accepted,0.716839015487057,-0.862309940303084,98.781,81.009,17.521
90,8.89955318174535,1,0,accepted,0.741693707995845,-0.295300543612707,86.867,79.315,7.317
91,8.99964689519168,0,0,inconsistentClasses,0.798755026498658,-0.318532904838574,93.034,83.488,9.336
92,9.09923635531027,0,0,inconsistentClasses,0.85406071703857,-0.345569777041863,92.992,82.505,10.296
93,9.19967572876783,1,0,accepted,0.840255625168827,-0.629803403701326,92.175,81.188,10.73
94,9.2989846784098,1,0,accepted,0.86792245567442,-0.677517648215453,86.36,77.492,8.592
95,9.39982341732818,1,0,accepted,0.322490041273217,-3.00712723574458,95.36,82.126,12.991
96,9.50004613317009,0,0,inconsistentClasses,0.3343830864125,-3.01453702578619,90.193,78.299,11.69
97,9.58579389407239,0,0,inconsistentClasses,0.321669337386787,-2.9150926194914,87.329,77.334,9.783
98,9.69831894649765,0,0,inconsistentClasses,0.372383100400722,-3.05354822244935,97.003,83.36,13.393
99,9.79965660606936,0,0,inconsistentClasses,0.38708205280189,-2.96918690106199,93.099,81.588,11.302
100,9.89908568880362,0,0,inconsistentClasses,0.408677171742939,-2.99795168683524,88.63,77.693,10.73
101,10.0010953098383,0,0,inconsistentClasses,0.421626345194511,-2.93360617825207,106.73,93.859,12.586
102,10.1000058644401,0,0,inconsistentClasses,0.440945016742504,-2.93673768707473,93.19,77.948,14.973
103,10.2002501295662,1,0,accepted,0.143363945401427,-0.935743423924586,93.317,80.817,12.246
104,10.2983675897405,1,0,accepted,0.0810781898523658,-0.805123951082212,88.713,79.144,9.294
105,10.3999240816001,1,0,accepted,0.123171592984299,-0.714899952430777,89.954,80.634,9.035
106,10.4993251791669,1,0,accepted,0.0802427602397394,-0.676651528032607,82.879,76.041,6.573
107,10.5809760593365,1,0,accepted,0.0715000097359903,-0.239948018332916,85.854,73.745,11.839
108,10.6825448344663,1,0,accepted,0.11956475689804,-0.217784359407478,96.424,88.243,7.925
109,10.8006343667996,1,0,accepted,0.121093767677973,-0.367166405313991,89.753,80.586,8.913
110,10.8995647611847,1,0,accepted,0.15805015840311,-0.187292584057386,96.424,89.218,6.999
111,10.9995978158596,1,0,accepted,0.161537299150196,-0.247558268824474,93.036,84.159,8.568
112,11.0993500362544,1,0,accepted,0.157893424177484,-0.00896167745659548,112.644,104.497,7.886
113,11.1997819839038,1,0,accepted,0.17590743874698,-0.0584380545506761,100.348,90.396,9.635
114,11.2995782689619,1,0,accepted,0.18879542232239,0.127226781024631,107.128,98.213,8.612
115,11.3999295871241,1,0,accepted,0.220237330560532,0.24513106610094,94.524,86.38,7.901
116,11.4999965539983,1,0,accepted,0.198150886598097,0.110396447055376,94.723,86.779,7.673
117,11.5703594404975,1,0,accepted,0.309882082554368,0.171576497779224,85.913,78.167,7.482
118,11.6370784363558,1,0,accepted,0.44029000434736,0.133445609855852,86.509,77.264,8.985
119,11.7999386982435,1,0,accepted,0.207852324458088,0.170021300701798,107.796,94.724,12.759
120,11.8992129470178,1,0,accepted,0.171204978709391,0.190005638052075,94.273,86.58,7.289
121,12.0001684463764,1,0,accepted,0.163422537184245,0.0915289547018884,88.477,80.583,7.643
122,12.1000779585831,1,0,accepted,0.159553439191871,0.271831137043788,85.057,75.855,8.956
123,12.1993517758623,1,0,accepted,0.144258723384294,-0.0247820393124335,84.176,75.481,8.477
124,12.2991292968207,1,0,accepted,0.11677577306621,0.172109132586748,94.826,85.111,9.509
125,12.3994935833038,1,0,accepted,0.104652162404701,0.0423296924473081,90.718,83.071,7.351
126,12.4992928769138,1,0,accepted,0.0982050782744184,0.401233910719725,90.399,81.886,8.197
127,12.5744553196437,1,0,accepted,0.134955489359171,0.235174264124443,85.78,77.888,7.627
128,12.6816407821273,1,0,accepted,0.126856467722273,0.276935294298977,96.223,87.974,7.969
129,12.8009368748768,1,0,accepted,0.0897868901343074,0.467204215420632,89.022,81.141,7.632
130,12.8992714743588,1,0,accepted,0.0680007372255909,0.374258074830062,88.98,81.651,7.092
131,12.9995928844106,1,0,accepted,0.0435471839525966,0.363144947274961,91.926,82.6,9.017
132,13.1001291177457,1,0,accepted,0.0944841304546246,0.4729948859859,96.916,86.296,10.26
133,13.198815661124,1,0,accepted,0.0873375533962725,0.654611388135516,102.599,89.381,12.883
134,13.299896147954,1,0,accepted,0.0818875057143748,0.528813427172278,97.969,89.11,8.559
135,13.4002425131995,1,0,accepted,0.0815489834874571,0.582359637492459,86.303,76.775,9.238
136,13.4992945985248,0,0,inconsistentClasses,0.0975184087825753,0.600341436388744,89.656,78.538,10.849
137,13.5745012545147,1,0,accepted,0.186229673045894,0.599404611548795,83.684,74.352,9.081
138,13.6858986738463,1,0,accepted,0.240690824279214,0.513304288220979,106.861,97.507,9.08
139,13.7997971295676,1,0,accepted,0.132904019238248,0.536370840127084,109.545,97.463,11.793
140,13.89986605208,1,0,accepted,0.157886862472378,0.689390761284681,97.299,89.024,7.924
141,13.9999093646241,1,0,accepted,0.111477972725462,0.6333336977317,88.182,79.71,8.209
142,14.0996551295763,1,0,accepted,0.169075094242007,0.375951709617801,90.213,80.958,8.962
143,14.1998853906017,1,0,accepted,0.103888033667945,0.801969740230796,95.042,85.646,9.105
144,14.2995904701444,1,0,accepted,0.102691612798331,0.715316648474181,93.751,85.413,8.02
145,14.4000058911536,1,0,accepted,0.0604430994872382,0.661236624449088,93.74,84.555,8.877
146,14.4999799486346,1,0,accepted,0.0456051120671429,0.401335545295095,89.084,81.445,7.36
147,14.5787458429182,1,0,accepted,0.319868927136386,0.790425193340413,93.135,82.301,10.561
148,14.6574578084806,1,0,accepted,0.376601376463189,0.651962393858997,94.064,85.945,7.853
149,14.8020897498771,1,0,accepted,0.155722258394717,0.323028552089187,91.186,80.687,10.251
150,14.9011145764483,1,0,accepted,0.187769820772931,0.307474362169411,87.57,80.092,7.2
151,15.0011655382833,1,0,accepted,0.171763467630608,0.307100169448595,90.82,82.069,7.836
152,15.1024239311182,1,0,accepted,0.167015861129389,0.132811183899048,86.759,78.069,8.423
153,15.2025534171405,1,0,accepted,0.105370923011782,-0.0465676717760327,91.295,83.282,7.761
154,15.3025639450582,1,0,accepted,0.173650477470198,0.141883996575749,85.897,78.277,7.369
155,15.4028455495472,1,0,accepted,0.232658700432914,0.281266332869323,85.074,76.798,8.007
156,15.503487455863,1,0,accepted,0.158413767677263,0.0831688367322623,87.842,79.771,7.826
157,15.5829636593635,1,0,accepted,0.17857642209126,0.842784883546413,91.207,81.995,8.916
158,15.7021016456286,1,0,accepted,0.134856790783264,1.02219203923375,94.273,84.938,9.078
159,15.8043152030842,1,0,accepted,0.162507810364362,0.936189214267302,94.848,86.647,7.95
160,15.903897586011,1,0,accepted,0.164815695539265,0.975258636960798,95.562,86.425,8.835
161,16.0046142759703,1,0,accepted,0.225147513320969,0.895036818086484,84.759,76.991,7.484
162,16.104194512727,1,0,accepted,0.248613048831076,0.931764541376394,85.648,77.089,8.335
163,16.2053274898954,1,0,accepted,0.265596816034111,1.21540609475621,84.006,77.021,6.722
164,16.3040470707748,1,0,accepted,0.281868621630498,1.59382910400725,105.192,88.183,16.752
165,16.4041275452659,1,0,accepted,0.230581383605217,1.62716410084311,85.358,75.369,9.742
166,16.5055538742947,1,0,accepted,0.0592480593089693,1.17144727437578,82.105,73.713,8.125
167,16.5621547596599,1,0,accepted,0.173441227333491,1.33610127022203,84.637,75.716,8.681
168,16.6520560770718,1,0,accepted,0.242908229687082,1.64359069561921,87.525,79.325,7.918
169,16.8062148408326,1,0,accepted,0.171370224477173,1.39978929289665,86.271,77.425,8.564
170,16.9060466461595,1,0,accepted,0.143189532121249,1.5940817745277,81.036,72.153,8.678
171,17.0055327802636,1,0,accepted,0.18244979300949,1.24736064836279,79.895,71.57,8.041
172,17.1055169736355,1,0,accepted,0.190743747292117,1.47503104506226,79.938,70.267,9.377
173,17.2055842430057,0,0,inconsistentClasses,0.210227594370952,1.49894407490946,86.016,77.975,7.802
174,17.3050706033519,1,0,accepted,0.183061307094262,1.33080587745993,79.389,72.666,6.449
175,17.4059244122374,1,0,accepted,0.283186541780319,1.49217371063923,80.955,74.018,6.708
176,17.5059896036277,1,0,accepted,0.298970954046985,1.33806118872545,75.656,68.075,7.365
177,17.5777403724832,1,0,accepted,0.235581567402717,1.44353751460109,75.121,67.321,7.549
178,17.6822923821072,1,0,accepted,0.233552900029072,1.14566756504316,72.735,65.064,7.347
179,17.8045038078056,1,0,accepted,0.265044653432467,0.999739819112177,80.394,72.389,7.741
180,17.9053537349435,1,0,accepted,0.355688209264286,1.26474941565512,79.435,71.361,7.75
181,18.0057420723758,1,0,accepted,0.272041135669892,1.36312470375906,78.096,70.312,7.444
182,18.1052332004488,1,0,accepted,0.252350513339258,1.12742629841261,74.582,67.573,6.745
183,18.2066769285671,1,0,accepted,0.0835865844803828,0.397863123444336,78.323,70.089,7.998
184,18.3052913523871,1,0,accepted,0.13910173779318,0.600763230981323,86.409,79.44,6.74
185,18.4057003710773,1,0,accepted,0.0749408764802395,-0.128005323473738,73.184,65.522,7.434
186,18.5060620248686,1,0,accepted,0.0621051137602155,-0.00635929895190341,82.076,74.372,7.489
187,18.5804339328513,1,0,accepted,0.169850958841357,0.137479636835197,77.141,69.209,7.711
188,18.705798040232,1,0,accepted,0.123554866899145,-0.318419972756429,72.288,65.376,6.676
189,18.8071264735359,1,0,accepted,0.111406720639314,-0.382845768098311,77.594,71.112,6.248
190,18.9049447842828,1,0,accepted,0.00757470746952975,0.606611323510828,77.546,69.526,7.756
191,19.0056412324324,1,0,accepted,0.0205298192957242,0.0322188943703632,73.248,66.05,6.951
192,19.1055763649576,1,0,accepted,0.0487353139462686,0.274035954404332,76.495,69.16,7.053
193,19.2051785490876,1,0,accepted,0.024752529641636,0.327497446069429,78.304,71.278,6.755
194,19.3050684937739,1,0,accepted,0.0254476978778739,0.258772138194568,78.342,69.162,8.932
195,19.406078018658,1,0,accepted,0.00263141500152651,0.154379072713221,86.496,77.991,8.265
196,19.5057237701894,0,0,inconsistentClasses,0.0364862330632795,0.165965176099872,76.305,68.867,7.234
197,19.6022354915635,1,0,accepted,0.0716570680841574,-0.37911636878532,80.042,70.243,9.578
198,19.7051967490814,1,0,accepted,0.0451021145659419,-0.26802997595262,81.96,71.363,10.354
199,19.805536645203,1,0,accepted,0.0163800931262488,-0.148726627446193,83.851,75.251,8.341
200,19.9058300805067,1,0,accepted,0.0451208622001384,-0.230052140502886,81.829,74.152,7.38
201,20.0061782640231,1,0,accepted,0.084275494697854,0.118378840687194,91.354,81.611,9.424
202,20.1057750407394,1,0,accepted,0.0851302491362442,0.401820386584917,91.054,83.026,7.73
203,20.1998890766854,1,0,accepted,0.0874585851741039,0.480674917687518,89.188,81.308,7.681
204,20.2993798431629,1,0,accepted,0.046145930021901,0.276117870417932,100.468,85.598,14.585
205,20.3997801109959,1,0,accepted,0.0199975620690394,0.499220633424896,100.113,92.224,7.615
206,20.5003536634717,1,0,accepted,0.0334426817949004,0.134178068347727,92.056,85.784,5.425
207,20.5780577411589,1,0,accepted,0.231177873421939,0.288794032377866,87.165,80.692,6.228
208,20.6976868263116,1,0,accepted,0.0440136245361335,0.147722173255974,90.049,82.963,6.857
209,20.7995169017973,1,0,accepted,0.0305377026063255,0.0663423958707634,88.725,78.149,10.277
210,20.8990543890531,1,0,accepted,0.0559563301501533,0.274208130262957,87.825,81.746,5.818
211,20.9996819531726,1,0,accepted,0.0165294421584811,0.17586897680979,88.261,81.577,6.477
212,21.099369873243,0,0,inconsistentClasses,0.0406629166322351,0.166869995429815,102.041,92.862,8.976
213,21.1998516455549,1,0,accepted,0.0538447272144466,0.0638816792685813,91.448,84.855,6.345
214,21.2983373240722,1,0,accepted,0.0130844878684717,0.209802562612598,91.779,85.019,6.476
215,21.3998106113035,1,0,accepted,0.0839821614497846,0.223267613961735,92.442,85.173,7.033
216,21.4993019826288,1,0,accepted,0.0506092735975388,0.200476226945171,94.007,87.597,6.191
217,21.5756087812413,1,0,accepted,0.18391319042695,0.259826830135721,89.896,82.074,7.585
218,21.6986735100205,1,0,accepted,0.0733735945132505,0.154394020387138,89.648,79.33,10.042
219,21.8001009715649,1,0,accepted,0.108839470636576,0.146209913496092,90.647,84.219,6.182
220,21.8994339434271,1,0,accepted,0.0862609619926204,0.143861579120553,90.2,83.507,6.456
221,21.999255040884,1,0,accepted,0.0892939817227649,0.127959721324001,88.963,82.723,5.953
222,22.0989931093832,1,0,accepted,0.117263288299162,0.166429904081425,85.43,80.009,5.171
223,22.1995180760812,1,0,accepted,0.164719099014758,0.336971412130219,84.427,77.144,7.039
224,22.299230045952,1,0,accepted,0.147536550568336,0.313295772422609,81.732,75.656,5.818
225,22.3999378085733,1,0,accepted,0.121465022978508,0.350847928494857,83.387,76.532,6.569
226,22.4997877185844,1,0,accepted,0.113953573773604,0.338490971921928,81.218,75.373,5.615
227,22.5791272871675,1,0,accepted,0.272160949120178,0.1823837905054,88.362,73.457,14.658
228,22.6922142749901,1,0,accepted,0.0685862705332645,0.0156851308252954,74.177,67.4,6.532
229,22.7994353948407,1,0,accepted,0.0321026357611244,0.189683668421842,82.411,74.116,8.049
230,22.8989574921407,1,0,accepted,0.0502441366156514,0.241900784355526,81.199,72.916,8.04
231,22.9997120790282,1,0,accepted,0.026244731452762,0.0742917394675297,83.982,74.234,9.51
232,23.0992962134257,1,0,accepted,0.0345929310285603,0.156122868001552,80.487,70.732,9.485
233,23.1991672976003,1,0,accepted,0.0438090013839203,0.092764542038355,78.872,72.586,6.038
234,23.2988997702127,1,0,accepted,0.0845140408938741,0.0309110712480887,87.484,79.969,7.27
235,23.3990235205343,1,0,accepted,0.0665770760366259,0.0700248905771563,82.455,75.488,6.672
236,23.4989983519028,1,0,accepted,0.0267649011587613,-0.161298703441557,85.268,76.924,8.089
237,23.5783274690102,0,0,inconsistentClasses,0.0380793243695433,-0.172358074351255,83.755,72.792,10.751
238,23.697430734171,1,0,accepted,0.057155678670699,-0.160289774025576,78.555,71.024,7.291
239,23.7999079802262,1,0,accepted,0.028827130456197,-0.148915235862086,78.21,72.053,5.956
240,23.900737089095,1,0,accepted,0.0215372414820873,-0.142532173858676,78.009,71.53,6.258
241,23.9997341098051,1,0,accepted,0.0525382756100501,0.0216476452712745,78.649,72.09,6.332
242,24.0995068885926,1,0,accepted,0.0442805115300869,-0.00819198442713959,78.738,72.296,6.222
243,24.1998823025498,1,0,accepted,0.022438804997386,0.112263525212244,82.346,74.944,7.157
244,24.2992387364737,1,0,accepted,0.028890665618272,0.144440913345617,76.746,69.973,6.519
245,24.4000528076597,1,0,accepted,0.0420556476067509,0.0620727476460131,79.085,72.402,6.451
246,24.4992964118116,1,0,accepted,0.0922719471802096,0.18806604513529,75.613,66.254,9.122
247,24.5723462544967,1,0,accepted,0.21808123790154,0.244221711726355,86.266,76.345,9.7
248,24.6922121147051,1,0,accepted,0.0435143253999646,0.410118265082193,73.183,65.407,7.452
249,24.7990132067726,1,0,accepted,0.0650715005216448,0.477345021083852,81.504,73.739,7.475
250,24.8990374042906,1,0,accepted,0.0440936667482043,0.578593311851146,77.863,68.723,8.831
251,24.9995160005679,1,0,accepted,0.0254424739323362,0.290234791420288,87.534,79.862,7.043
252,25.0998974178658,1,0,accepted,0.0602940237759802,0.282066544452741,90.222,84.094,5.874
253,25.2007694152021,1,0,accepted,0.0593816388144024,0.27980770226783,80.927,74.109,6.615
254,25.298958977657,1,0,accepted,0.107445103312294,0.236004978064175,87.259,78.94,8.091
255,25.399580169148,1,0,accepted,0.121160541512612,0.130631424019101,89.336,82.486,6.62
256,25.4991708117507,1,0,accepted,0.105554741893117,0.277697125245382,85.996,78.625,7.143
257,25.5752905810158,1,0,accepted,0.189099154244167,0.205347092797782,82.675,76.28,6.15
258,25.6979033231296,1,0,accepted,0.105979453817536,0.207511322011091,86.214,78.881,7.062
259,25.8000299647854,1,0,accepted,0.112264356244627,0.0900622775715213,81.006,74.738,6.027
260,25.900809436451,1,0,accepted,0.101369372856934,0.166568974065513,97.929,89.374,8.293
261,25.9994320579686,1,0,accepted,0.109492817443978,0.17133459372092,83.771,77.892,5.573
262,26.0994069446619,1,0,accepted,0.0963621485931324,0.10250374782365,86.565,79.179,7.119
263,26.1997810385089,1,0,accepted,0.101536055395204,0.189452955729835,83.431,77.389,5.792
264,26.2989068883096,1,0,accepted,0.0792147389527608,0.178884761088699,86.137,79.678,6.176
265,26.4006616519296,1,0,accepted,0.0536914364868893,0.11029874941433,79.248,73.171,5.843
266,26.4998488388733,1,0,accepted,0.0881645650186324,0.14427281787498,89.568,77.944,11.394
267,26.5603980756021,1,0,accepted,0.555173939913497,0.215985849262145,86.225,78.395,7.569
268,26.6932972982135,1,0,accepted,0.0406319015715838,-0.136580809143879,81.073,74.238,6.551
269,26.7991456053303,1,0,accepted,0.0968041842431395,-0.07488169766469,86.179,79.702,6.191
270,26.8991961470589,1,0,accepted,0.0855501938665538,0.263003853212673,87.077,80.317,6.532
271,27.000046410397,1,0,accepted,0.100111407665933,0.487594768261327,94.803,86.365,8.153
272,27.0999148327441,1,0,accepted,0.077791500479859,0.385630434455944,87.738,80.037,7.457
273,27.2001347061394,1,0,accepted,0.0875163868004262,0.410365947158363,93.721,85.388,8.031
274,27.2991019726456,1,0,accepted,0.110525045800429,0.500076434069294,88.621,79.516,8.833
275,27.3993642826095,1,0,accepted,0.143310834478206,0.421794713356718,89.905,81.131,8.538
276,27.498836871312,1,0,accepted,0.123458817819236,0.476167603231232,86.419,78.294,7.872
277,27.5807928290782,1,0,accepted,0.298313485647494,0.504054529466079,92.249,79.811,12.182
278,27.6947046516346,1,0,accepted,0.158113414717695,0.531077683919293,85.827,76.67,8.84
279,27.7999808947324,1,0,accepted,0.140411644570141,0.658371457429454,91.955,82.34,9.362
280,27.8989395445407,1,0,accepted,0.162681256085044,0.536610899257038,90.301,81.908,8.106
281,27.9992595602606,1,0,accepted,0.176968648966043,0.659409437885284,85.614,76.507,8.838
282,28.09903606568,1,0,accepted,0.0341679358051077,0.64160832874574,91.208,83.26,7.699
283,28.1992593538993,1,0,accepted,0.126141557002412,0.458134005537839,87.038,77.231,9.499
284,28.2992099833729,1,0,accepted,0.120459227683423,0.147144451646826,77.991,72.599,5.159
285,28.3994760883181,1,0,accepted,0.316581798938741,1.25536530435661,84.028,76.878,6.918
286,28.5003523100155,1,0,accepted,0.176145909495938,-0.0689969608036829,84.525,78.033,6.279
287,28.5755902040686,1,0,accepted,0.27647835036801,0.440828956014029,87.838,79.152,8.469
288,28.697004857966,1,0,accepted,0.0695826052941416,0.0391267285840519,86.86,80.267,6.381
289,28.7991514195762,1,0,accepted,0.0616886215491245,0.522345166135425,84.407,76.14,8.023
290,28.8989161275907,1,0,accepted,0.0460797609103543,0.50519310857352,85.025,78.442,6.369
291,28.9991738508107,1,0,accepted,0.0571322535838007,0.626496759088659,93.879,80.4,13.181
292,29.0994906536846,1,0,accepted,0.117921193449762,0.893274257550239,87.536,79.395,7.947
293,29.1986411685001,1,0,accepted,0.0949824984887183,0.633767095658867,79.118,72.1,6.752
