method,frame,start,repetition,order,totalMs,perceptionMs,registrationMs,accepted,reason,iterations,x,y,psi
baseline,350,2,6,247,82.806,65.067,17.717,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,350,2,6,248,66.249,57.483,8.737,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,260,1,6,249,67.052,60.256,6.77,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,260,1,6,250,78.151,65.979,12.149,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,350,3,6,251,92.648,77.564,15.063,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,350,3,6,252,63.845,56.75,7.072,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,900,3,7,253,77.154,71.455,5.679,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,900,3,7,254,95.571,81.856,13.695,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,120,1,7,255,68.622,62.183,6.419,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,120,1,7,256,91.381,70.257,21.103,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,700,3,7,257,82.25,71.483,10.747,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,7,258,69.27,63.236,6.007,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
baseline,120,2,7,259,88.303,67.157,21.124,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,120,2,7,260,65.224,58.216,6.988,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,700,1,7,261,72.002,66.82,5.162,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,700,1,7,262,81.964,69.364,12.579,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,700,2,7,263,71.419,65.086,6.306,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
baseline,700,2,7,264,84.154,70.41,13.72,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,350,2,7,265,63.556,56.721,6.814,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,350,2,7,266,79.485,63.459,16.004,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,900,2,7,267,99.004,82.853,16.129,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,900,2,7,268,74.896,68.314,6.563,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,1050,2,7,269,69.26,62.265,6.973,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
baseline,1050,2,7,270,88.664,71.592,17.05,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
baseline,260,2,7,271,75.807,61.046,14.741,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,7,272,64.153,56.788,7.338,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
baseline,550,3,7,273,88.177,74.648,13.506,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,3,7,274,71.292,65.752,5.52,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,260,3,7,275,63.185,57.178,5.985,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
baseline,260,3,7,276,78.897,64.816,14.055,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,1050,3,7,277,68.178,60.87,7.285,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,1050,3,7,278,84.993,69.336,15.635,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,350,3,7,279,79.18,65.334,13.825,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,350,3,7,280,65.29,58.282,6.987,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,120,3,7,281,82.541,64.629,17.883,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,120,3,7,282,69.277,62.078,7.168,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,260,1,7,283,63.653,57.399,6.229,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,260,1,7,284,74.943,60.622,14.298,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,1050,1,7,285,70.391,63.645,6.723,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,1050,1,7,286,88.834,73.032,15.781,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,350,1,7,287,76.819,62.834,13.959,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,350,1,7,288,64.371,57.59,6.759,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,900,1,7,289,83.621,72.484,11.105,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,900,1,7,290,101.165,86.036,15.108,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,550,1,7,291,88.291,72.765,15.505,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,550,1,7,292,72.93,67.021,5.888,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,550,2,7,293,73.816,67.544,6.253,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,550,2,7,294,89.548,73.651,15.876,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,900,2,8,295,76.197,69.255,6.918,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,900,2,8,296,95.395,79.356,16.019,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,900,1,8,297,93.419,77.19,16.207,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,900,1,8,298,75.732,69.037,6.676,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,1050,2,8,299,89.622,72.422,17.177,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,2,8,300,69.953,62.449,7.481,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,120,3,8,301,68.138,61.906,6.212,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,120,3,8,302,85.68,66.771,18.889,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,550,1,8,303,89.714,75.408,14.285,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,550,1,8,304,73.942,67.634,6.287,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,120,1,8,305,86.128,66.571,19.536,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,120,1,8,306,66.818,60.063,6.736,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,550,2,8,307,74.696,67.84,6.826,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,550,2,8,308,93.303,75.89,17.392,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,700,3,8,309,82.716,70.907,11.784,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,8,310,69.683,64.459,5.2,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,350,1,8,311,63.973,57.573,6.377,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
baseline,350,1,8,312,75.993,61.798,14.174,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,260,2,8,313,64.59,57.325,7.243,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
baseline,260,2,8,314,75.049,60.621,14.407,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
baseline,260,1,8,315,75.589,63.288,12.273,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,260,1,8,316,60.629,55.266,5.345,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,700,2,8,317,86.29,72.096,14.173,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,2,8,318,66.845,60.247,6.578,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,550,3,8,319,72.526,67.015,5.492,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,550,3,8,320,88.572,74.544,14.008,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,120,2,8,321,88.228,66.389,21.816,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,120,2,8,322,68.291,59.647,8.619,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,350,2,8,323,63.955,57.107,6.82,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,350,2,8,324,79.86,63.471,16.366,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,350,3,8,325,65.602,59.105,6.474,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,350,3,8,326,77.033,62.011,15.002,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,1050,3,8,327,85.859,71.377,14.458,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,1050,3,8,328,84.787,78.335,6.429,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,700,1,8,329,71.305,65.319,5.963,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,700,1,8,330,86.307,73.573,12.712,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,260,3,8,331,59.751,54.251,5.481,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
baseline,260,3,8,332,79.491,66.438,13.032,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,900,3,8,333,75.258,69.419,5.811,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,900,3,8,334,92.401,78.634,13.746,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,1050,1,8,335,87.084,70.812,16.241,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,1,8,336,70.966,64.267,6.672,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,900,1,9,337,92.3,76.989,15.289,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,900,1,9,338,75.907,68.709,7.177,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,120,2,9,339,69.113,59.468,9.618,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
baseline,120,2,9,340,95.339,73.062,22.255,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,700,1,9,341,70.332,64.992,5.319,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,700,1,9,342,84.527,72.086,12.421,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,900,2,9,343,74.147,67.384,6.733,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,900,2,9,344,95.087,78.469,16.595,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,900,3,9,345,87.643,74.215,13.406,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,900,3,9,346,75.763,69.649,6.094,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,550,2,9,347,96.275,78.782,17.47,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,550,2,9,348,72.875,65.654,7.202,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,700,3,9,349,72.353,66.234,6.095,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
baseline,700,3,9,350,81.756,70.965,10.768,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,2,9,351,72.275,65.562,6.69,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
baseline,700,2,9,352,82.501,68.509,13.972,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,260,1,9,353,59.622,54.398,5.204,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,260,1,9,354,75.464,62.252,13.192,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,350,3,9,355,75.928,61.464,14.444,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,350,3,9,356,61.59,55.186,6.383,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,1050,1,9,357,68.87,62.98,5.873,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,1050,1,9,358,85.538,68.681,16.836,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,120,3,9,359,67.412,60.298,7.09,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,120,3,9,360,85.174,66.56,18.592,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,550,1,9,361,74.255,67.549,6.682,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,550,1,9,362,90.145,74.591,15.531,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,260,2,9,363,79.5,64.186,15.291,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,9,364,63.173,57.335,5.819,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,1050,2,9,365,74.481,67.825,6.634,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
baseline,1050,2,9,366,100.1,83.889,16.189,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,3,9,367,68.686,62.635,6.022,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,1050,3,9,368,84.415,68.896,15.494,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,120,1,9,369,69.097,61.21,7.866,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,120,1,9,370,86.421,66.985,19.416,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,350,1,9,371,62.104,55.243,6.839,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
baseline,350,1,9,372,76.753,62.916,13.815,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
baseline,550,3,9,373,89.926,76.419,13.485,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,3,9,374,70.365,64.609,5.736,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,260,3,9,375,75.874,61.466,14.386,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,3,9,376,64.076,58.126,5.93,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
baseline,350,2,9,377,79.91,64.32,15.567,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,350,2,9,378,63.502,57,6.483,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,350,1,10,379,77.944,64.054,13.871,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,350,1,10,380,61.116,55.119,5.977,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,700,3,10,381,68.733,62.777,5.935,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
baseline,700,3,10,382,82.005,70.079,11.904,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
baseline,700,2,10,383,83.463,70.036,13.405,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,2,10,384,71.601,65.003,6.579,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,1,10,385,68.764,62.011,6.73,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,700,1,10,386,81.887,68.963,12.901,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,260,2,10,387,82.189,67.846,14.321,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,10,388,61.941,55.311,6.608,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
baseline,350,2,10,389,83.457,68.034,15.401,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,350,2,10,390,67.564,59.941,7.601,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,1050,3,10,391,85.099,69.88,15.194,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,1050,3,10,392,71.488,65.83,5.638,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,260,1,10,393,63.445,57.759,5.667,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,260,1,10,394,77.102,65.331,11.751,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,1050,2,10,395,91.618,74.206,17.389,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,2,10,396,69.188,62.242,6.924,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
baseline,1050,1,10,397,86.226,69.585,16.62,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,1,10,398,70.281,63.99,6.263,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,550,3,10,399,90.077,76.256,13.799,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,3,10,400,73.445,67.641,5.785,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,900,2,10,401,76.763,69.55,7.191,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,900,2,10,402,92.335,77.318,14.995,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,120,2,10,403,90.651,68.852,21.777,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,120,2,10,404,67.997,60.276,7.699,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
baseline,120,1,10,405,93.529,67.838,25.663,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,120,1,10,406,79.688,72.727,6.932,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,900,1,10,407,76.867,71.009,5.836,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,900,1,10,408,93.731,78.832,14.877,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,550,2,10,409,93.335,76.376,16.937,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,550,2,10,410,74.72,66.587,8.105,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,550,1,10,411,74.437,67.648,6.763,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,550,1,10,412,88.364,73.946,14.398,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,900,3,10,413,94.51,81.002,13.487,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,900,3,10,414,77.576,71.899,5.657,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,120,3,10,415,85.225,67.093,18.11,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,120,3,10,416,71.284,63.78,7.481,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,350,3,10,417,77.41,62.616,14.77,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,350,3,10,418,61.963,55.789,6.154,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,260,3,10,419,79.293,65.437,13.835,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,3,10,420,66.405,59.456,6.929,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,700,2,11,421,69.208,62.737,6.449,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
baseline,700,2,11,422,83.469,70.23,13.217,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
baseline,900,3,11,423,92.049,78.39,13.64,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,900,3,11,424,77.41,71.165,6.224,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,350,2,11,425,77.27,61.559,15.689,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,350,2,11,426,67.959,61.058,6.881,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,1050,1,11,427,89.295,71.47,17.803,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,1,11,428,69.2,63.078,6.102,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,1050,3,11,429,82.866,67.322,15.522,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,1050,3,11,430,70.021,63.788,6.211,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,900,2,11,431,74.767,68.487,6.26,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,900,2,11,432,94.96,80.037,14.902,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,260,3,11,433,61.537,56.12,5.396,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
baseline,260,3,11,434,76.482,63.194,13.268,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,2,11,435,64.655,57.021,7.613,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
baseline,260,2,11,436,78.93,64.668,14.24,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,350,3,11,437,65.32,58.3,6.991,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,350,3,11,438,79.167,64.643,14.5,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,120,3,11,439,64.767,58.634,6.115,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,120,3,11,440,85.794,66.469,19.305,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,900,1,11,441,96.232,80.527,15.682,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,900,1,11,442,78.3,71.975,6.304,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,260,1,11,443,81.323,74.986,6.315,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,260,1,11,444,82.077,69.99,12.066,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,120,1,11,445,68.604,61.289,7.286,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,120,1,11,446,90.676,68.881,21.774,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,550,2,11,447,92.569,76.12,16.427,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,550,2,11,448,74.296,67.714,6.557,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,120,2,11,449,89.594,69.323,20.245,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,120,2,11,450,71.673,65.078,6.574,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,1050,2,11,451,73.326,66.455,6.842,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
baseline,1050,2,11,452,89.449,72.594,16.833,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,700,1,11,453,71.53,66.304,5.194,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,700,1,11,454,82.439,69.992,12.424,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,700,3,11,455,81.355,70.403,10.932,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,11,456,72.876,67.525,5.326,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,550,3,11,457,75.515,70.008,5.484,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,550,3,11,458,89.403,75.608,13.774,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,1,11,459,78.619,71.989,6.61,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,550,1,11,460,90.486,74.634,15.824,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,350,1,11,461,76.091,61.797,14.272,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,350,1,11,462,64.827,58.684,6.123,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,550,1,12,463,73.242,67.473,5.75,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,550,1,12,464,91.662,76.693,14.949,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,1050,3,12,465,71.656,66.226,5.407,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,1050,3,12,466,85.723,69.158,16.542,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,900,2,12,467,92.854,77.598,15.234,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,900,2,12,468,77.271,69.695,7.552,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,350,1,12,469,68.627,61.553,7.053,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
baseline,350,1,12,470,78.855,64.598,14.234,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
baseline,1050,2,12,471,85.973,68.204,17.748,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,2,12,472,70.787,64.662,6.103,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
baseline,120,2,12,473,89.95,69.863,20.065,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,120,2,12,474,66.614,59.94,6.653,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,900,1,12,475,76.43,70.586,5.824,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,900,1,12,476,94.194,78.476,15.697,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,700,3,12,477,87.581,76.736,10.823,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,12,478,69.897,63.69,6.182,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
baseline,550,3,12,479,91.273,78.548,12.705,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,3,12,480,77.159,71.654,5.484,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,260,3,12,481,80.271,70.259,9.982,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
baseline,260,3,12,482,77.926,64.329,13.57,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
baseline,120,1,12,483,90.587,68.617,21.947,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,120,1,12,484,69.956,62.545,7.388,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,350,2,12,485,79.454,62.564,16.863,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,350,2,12,486,65.747,58.465,7.262,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,260,1,12,487,63.944,57.746,6.175,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,260,1,12,488,77.243,65.156,12.061,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,700,1,12,489,85.892,73.205,12.664,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,700,1,12,490,70.78,64.562,6.193,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,900,3,12,491,93.28,79.541,13.715,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,900,3,12,492,75.595,69.917,5.658,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,1050,1,12,493,86.515,69.62,16.872,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,1,12,494,73.629,66.725,6.879,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,700,2,12,495,86.863,72.908,13.934,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
