name,positionRmseM,yawRmseDeg,velocityRmseMps,accelerationRmseMps2,velocityErrorPeakMps,accelerationErrorPeakMps2,finalAccelerationErrorMps2
straight_biased,0.000964414736793041,2.50270319445673e-05,0.00500760656134026,0.034202046932659,10.9957002709265,1.7259578243412,0.00104291958260151
straight_exact_initial,3.61930006732842e-14,9.5416640443906e-15,6.05757057675922e-13,6.3514162763111e-14,1.08535402887355e-12,1.74102618004634e-13,4.61000665197559e-14
maneuver_biased_no_noise,0.0293499151493349,0.000731924667754337,0.142144752426658,0.492251626500745,11.2864013410437,1.92792725174622,0.473377816293794
maneuver_exact_initial_no_noise,0.0293906855246309,0.000732741233297985,0.142402604127815,0.493087523285121,0.39800184437763,1.23399448183059,0.473811250054828
maneuver_noisy_biased,0.101172392473487,0.314435658663772,0.324551503481492,0.496659955897339,11.3237715356946,1.9398363300503,0.525896948878379
maneuver_noisy_exact_initial,0.101211002571114,0.314435554343302,0.324710510469611,0.497497305347891,0.931781390458721,1.30448021958816,0.526312147171345
maneuver_noisy_position_initial_corrected,0.101100512343136,0.314435878710491,0.32422764539818,0.493681693108529,1.28062484748657,1.33969852752789,0.526143744801021
maneuver_pose_noise_only,0.101173101621932,0.315419773555484,0.324551655381603,0.496633024938637,11.3237574689618,1.93941643563838,0.525801262310456
maneuver_input_noise_only,0.0293521017758554,0.00521724673738301,0.142155406076192,0.492290842158785,11.2864148057915,1.92834278982182,0.473473809502792
