frame,aidUsed,candidates,selected,maxRelativeSupport,validCandidates,maxModeSecondMoment
920,1,2,2,1,2,0
921,1,2,1,1,2,0
922,1,2,1,1,2,0
923,1,2,1,1,2,0
924,1,2,1,1,2,0
925,1,2,2,1,2,0
926,1,2,2,1,2,0
927,1,2,2,1,2,0
928,1,2,1,1,2,0
929,1,2,2,1,2,0
930,1,2,2,1,2,0
931,1,2,2,1,2,0
932,1,2,2,0.507504359262878,2,0.00154953995778953
933,1,2,1,1,2,0
934,1,2,2,0.510415087303883,2,0.0214310988325731
935,1,2,2,0.520311332034366,2,0.00839267095140829
936,1,2,2,0.521480930234424,2,0.0169939990245768
937,1,2,1,0.505697982974164,2,0.000200817740977057
938,1,2,1,0.516457553702678,2,0.000673973369383307
939,1,2,2,1,2,0
940,1,2,1,1,2,0
941,1,2,1,1,2,0
942,1,2,2,1,2,0
943,1,2,2,1,2,0
944,1,2,1,1,2,0
945,1,2,1,1,2,0
946,1,2,1,1,2,0
947,1,2,1,1,2,0
948,1,2,2,1,2,0
949,1,2,2,1,2,0
950,1,2,1,1,2,0
951,1,2,2,1,2,0
952,1,2,2,1,2,0
953,1,2,2,1,2,0
954,1,2,2,1,2,0
955,1,2,2,1,2,0
956,1,2,2,1,2,0
957,1,2,2,1,2,0
958,1,2,2,1,2,0
959,1,2,2,1,2,0
960,1,2,1,1,2,0
961,1,2,1,1,2,0
962,1,2,1,1,2,0
963,1,2,2,1,2,0
964,1,2,1,1,2,0
965,1,2,1,1,2,0
966,1,2,2,1,2,0
967,1,2,2,0.551821075969362,2,0.0313423424619557
968,1,2,1,1,2,0
969,1,2,1,1,2,0
970,1,2,1,1,2,0
971,1,2,2,1,2,0
972,1,2,2,1,2,0
973,1,2,1,1,2,0
974,1,2,2,1,2,0
975,1,2,1,1,2,0
976,1,2,1,1,2,0
977,1,2,2,1,2,0
978,1,2,2,1,2,0
979,1,2,2,1,2,0
980,1,2,2,1,2,0
981,1,2,2,1,2,0
982,1,2,1,0.500868220091213,2,0.00728551670938155
983,1,2,2,0.511608036655216,2,0.0055710428706247
984,1,2,2,0.519098687120774,2,0.00737856251626704
985,1,2,2,1,2,0
986,1,2,2,1,2,0
987,1,2,2,1,2,0
988,1,2,2,1,2,0
989,1,2,2,1,2,0
990,1,2,2,1,2,0
991,1,2,1,1,2,0
992,1,2,2,1,2,0
993,1,2,2,1,2,0
994,1,2,1,1,2,0
995,1,2,1,1,2,0
996,1,2,2,1,2,0
997,1,2,2,1,2,0
998,1,2,2,1,2,0
999,1,2,1,1,2,0
1000,1,2,2,1,2,0
1001,1,2,2,1,2,0
1002,1,2,1,0.506709690213607,2,0.000447408380470511
1003,1,2,1,0.510101531164801,2,0.000571995925948849
1004,1,2,2,1,2,0
1005,1,2,2,1,2,0
1006,1,2,1,1,2,0
1007,1,2,2,1,2,0
1008,1,2,2,0.530236022505292,2,0.0197114212507654
1009,1,2,1,0.502190004653725,2,0.00396564163659072
1010,1,2,2,1,2,0
1011,1,2,1,1,2,0
1012,1,2,2,0.503417277393751,2,0.00104310591398542
1013,1,2,1,1,2,0
1014,1,2,1,1,2,0
1015,1,2,1,1,2,0
1016,1,2,1,1,2,0
1017,1,2,2,1,2,0
1018,1,2,1,1,2,0
1019,1,2,2,1,2,0
1020,1,1,1,1,1,0
1021,1,1,1,1,1,0
1022,1,1,1,1,1,0
1023,1,1,1,1,1,0
1024,1,1,1,1,1,0
1025,1,1,1,1,1,0
1026,1,1,1,1,1,0
1027,1,1,1,1,1,0
1028,1,1,1,1,1,0
1029,1,2,2,1,2,0
1030,1,2,1,0.565708370326831,2,0.0685012809897681
1031,1,2,1,0.536538711604012,2,0.0795672699759909
1032,1,2,1,1,2,0
1033,1,2,1,1,2,0
1034,1,1,1,1,1,0
1035,1,1,1,1,1,0
1036,1,1,1,1,1,0
1037,1,1,1,1,1,0
1038,1,1,1,1,1,0
1039,1,1,1,1,1,0
1040,1,1,1,1,1,0
1041,1,1,1,1,1,0
1042,1,1,1,1,1,0
1043,1,1,1,1,1,0
1044,1,2,1,1,2,0
1045,1,2,1,1,2,0
1046,1,2,1,1,2,0
1047,1,2,1,1,2,0
1048,1,2,1,1,2,0
1049,1,2,1,1,2,0
1050,1,2,1,1,2,0
1051,1,2,1,1,2,0
1052,1,2,1,1,2,0
1053,1,1,1,1,1,0
1054,1,1,1,1,1,0
1055,1,1,1,1,1,0
1056,1,1,1,1,1,0
1057,1,1,1,1,1,0
1058,1,1,1,1,1,0
1059,1,1,1,1,1,0
1060,1,1,1,1,1,0
1061,1,1,1,1,1,0
1062,1,1,1,1,1,0
1063,1,1,1,1,1,0
1064,1,2,2,1,2,0
1065,1,2,1,1,2,0
1066,1,2,2,1,2,0
1067,1,1,1,1,1,0
1068,1,1,1,1,1,0
1069,1,1,1,1,1,0
1070,1,1,1,1,1,0
1071,1,1,1,1,1,0
1072,1,1,1,1,1,0
1073,1,1,1,1,1,0
1074,1,1,1,1,1,0
1075,1,1,1,1,1,0
1076,1,1,1,1,1,0
1077,1,1,1,1,1,0
1078,1,2,2,1,2,0
1079,1,2,2,1,2,0
1080,1,2,2,1,2,0
1081,1,2,2,1,2,0
1082,1,2,2,1,2,0
1083,1,2,2,1,2,0
1084,1,2,1,1,2,0
1085,1,2,1,1,2,0
1086,1,2,1,1,2,0
1087,1,2,2,1,2,0
1088,1,2,2,1,2,0
1089,1,2,2,1,2,0
1090,1,2,2,1,2,0
1091,1,2,2,1,2,0
1092,1,2,2,1,2,0
1093,1,2,2,1,2,0
1094,1,2,1,1,2,0
1095,1,2,2,1,2,0
1096,1,2,2,1,2,0
1097,1,2,2,1,2,0
1098,1,2,2,1,2,0
1099,1,2,1,1,2,0
1100,1,2,1,1,2,0
1101,1,2,1,1,2,0
1102,1,2,2,1,2,0
1103,1,2,1,1,2,0
1104,1,2,2,1,2,0
1105,1,2,2,1,2,0
1106,1,2,2,1,2,0
1107,1,2,2,1,2,0
1108,1,2,2,1,2,0
1109,1,2,1,1,2,0
1110,1,2,2,1,2,0
1111,1,2,2,1,2,0
1112,1,2,1,1,2,0
1113,1,2,1,1,2,0
1114,1,2,1,1,2,0
1115,1,2,2,1,2,0
1116,1,2,2,0.54269957365469,2,0.00578845220428083
1117,1,2,2,1,2,0
1118,1,2,1,1,2,0
1119,1,2,1,1,2,0
1120,1,2,2,1,2,0
1121,1,2,1,0.520446702697485,2,0.000749174826269064
1122,1,2,1,0.520444184407097,2,0.000894726239287969
1123,1,2,1,1,2,0
1124,1,1,1,1,1,0
1125,1,1,1,1,1,0
1126,1,1,1,1,1,0
1127,1,1,1,1,1,0
1128,1,1,1,1,1,0
1129,1,1,1,1,1,0
1130,1,1,1,1,1,0
1131,1,1,1,1,1,0
1132,1,1,1,1,1,0
1133,1,1,1,1,1,0
1134,1,1,1,1,1,0
1135,1,1,1,1,1,0
1136,1,1,1,1,1,0
1137,1,1,1,1,1,0
1138,1,1,1,1,1,0
1139,1,1,1,1,1,0
1140,1,1,1,1,1,0
1141,1,1,1,1,1,0
1142,1,1,1,1,1,0
1143,1,1,1,1,1,0
1144,1,1,1,1,1,0
1145,1,1,1,1,1,0
1146,1,1,1,1,1,0
1147,1,1,1,1,1,0
1148,1,1,1,1,1,0
1149,1,1,1,1,1,0
1150,1,1,1,1,1,0
1151,1,1,1,1,1,0
1152,1,1,1,1,1,0
1153,1,1,1,1,1,0
1154,1,1,1,1,1,0
1155,1,1,1,1,1,0
1156,1,1,1,1,1,0
1157,1,2,2,1,2,0
1158,1,2,2,1,2,0
1159,1,2,2,1,2,0
1160,1,2,2,1,2,0
1161,1,2,2,1,2,0
1162,1,2,2,1,2,0
1163,1,2,2,1,2,0
1164,1,2,1,1,2,0
1165,1,2,1,1,2,0
1166,1,2,1,1,2,0
1167,1,2,2,1,2,0
1168,1,2,2,1,2,0
1169,1,2,1,1,2,0
