frame,originalM,frozenAidedM,frozenAccepted,feedbackM,closedAidedM,originalFusionM,aidedFusionM
68,0.0311284207858005,0.0311284207798184,1,0.0311293894958184,0.0311293895077884,0.0337533447225959,0.0353119703508546
69,0.0252274149155317,0.0252274149155317,1,0.025227996206748,0.0252279961928138,0.0325936252867715,0.0334499310855057
70,0.0275408660517291,0.0275408660517291,1,0.027540168147822,0.0275401681952215,0.0329168408378056,0.033287217185442
71,0.0429989053085812,0.0429966253960162,1,0.0429971667726784,0.0429971668259103,0.036808117233301,0.0369115273067736
72,0.0586101378744251,0.0586096478549041,1,0.0586097682796342,0.0586097682796342,0.0443530621391894,0.0443552474749227
73,0.0453371205682262,0.0453355476550742,1,0.0453368059747863,0.0453368059747863,0.0506600622780754,0.0506292246426359
74,0.054168937003144,0.054168937003144,1,0.0541641768974718,0.0541641768974718,0.0575236475808612,0.0574820062490849
75,0.058649067263707,0.0586362683894195,1,0.058645647413713,0.0586369579845976,0.0659121426302389,0.0658752938100656
76,0.0698643348403894,0.0698485204387736,1,0.0698622603601674,0.0698622603601674,0.0739246675403498,0.0738963143036862
77,0.0849281010716592,0.0849265734260341,1,0.0849262179483655,0.0849262179483655,0.0786619273656844,0.0786416877680566
78,0.0928228263524796,0.0928205716160432,1,0.0928221749397973,0.0928206152629796,0.0920108272721581,0.0919979574892042
79,0.115234490185578,0.115233877462062,1,0.115233889963412,0.115233889963412,0.106101629513536,0.106094246216787
80,0.126065711587129,0.113682031814594,1,0.11368389143083,0.113681829585567,0.122233905579257,0.121519206447242
81,0.123547754694772,0.123541436544302,1,0.123543123825129,0.123543123768055,0.139316208048196,0.138770583853856
82,0.139146684553342,0.139142986712913,1,0.139146516527846,0.139142927418357,0.153522300761714,0.153116343839573
83,0.165037608458846,0.165034524128358,1,0.165034239555286,0.165034239555286,0.16565461390282,0.165363752845502
84,0.173658212539095,0.173655356275733,1,0.173654608436661,0.173654608380762,0.17362738732617,0.173423874003999
85,0.178785180928374,0.178771947240021,1,0.178786016896631,0.178781496328219,0.177352981982871,0.177217051881496
86,0.179396342881349,0.179377542277838,1,0.179395045893268,0.179380356316212,0.178532928232035,0.178443374934797
87,0.188655037354274,0.188641227267034,1,0.188648936333977,0.188641217023983,0.183190430377534,0.183133812240443
88,0.186293453773356,0.186276550347342,1,0.186284876890094,0.186276430082651,0.189671915373089,0.189638240064122
89,0.188001276674677,0.187990692385009,1,0.187998930083471,0.187990685958587,0.195536124762538,0.195518023238142
90,0.193024523468477,0.193004735633435,1,0.193019155292509,0.19300475366109,0.202538364442868,0.20252934018061
91,0.175859166694315,0.175844250910337,1,0.17586132633953,0.175844209493842,0.205136899777591,0.205133564618803
92,0.169456923200662,0.169444762330675,1,0.169457631677361,0.169450519809255,0.204260897763363,0.204261374904956
93,0.177734997205768,0.177729506006778,1,0.177735435388393,0.177729515422726,0.201380045327232,0.201382480156662
94,0.168197408366847,0.168188989101322,1,0.168193679908413,0.168189016919777,0.195747326021835,0.195750322108488
95,0.182206962934551,0.18219335596507,1,0.182199362532912,0.182193082842546,0.194210186316208,0.194212681047167
96,0.204214276273421,0.196840689183856,1,0.20420959149407,0.196840605348094,0.195554792807735,0.194857148638335
97,0.181760079367176,0.181753792747023,1,0.181758861892959,0.181753805468898,0.194778281321451,0.194299628425235
98,0.176886583532764,0.17417995300996,1,0.176870606539392,0.174179962985448,0.196015171151848,0.195550768291476
99,0.162852460992052,0.162846092153212,1,0.162848067677558,0.162846103988905,0.196063296376971,0.195755609979919
100,0.128342071338727,0.121725312782752,1,0.128336867377644,0.121725375171544,0.191028017135297,0.190427830711544
101,0.114431032574575,0.11442800541491,1,0.114431966820844,0.114427983162144,0.185166439452397,0.184752717018591
102,0.109584910381937,0.109577756894655,1,0.1095799387227,0.10957990146824,0.177335914363917,0.177056542147237
103,0.0843775385229747,0.0843674566439717,1,0.0843782911544234,0.0843675906766112,0.167430325257631,0.167250208015858
104,0.0727710649706062,0.0727580688360281,1,0.0727676827874628,0.0727577038773243,0.157427355675151,0.157315745428913
105,0.0646699962092459,0.0646667498348762,1,0.064678722561411,0.0646671541916029,0.146277696925796,0.14621370655385
106,0.0616291613655166,0.0616291613655166,1,0.061628342795947,0.0616283422166705,0.13418707764828,0.134154482443075
107,0.0556391369703567,0.0556391369703567,1,0.0556426049726144,0.0556395748705987,0.121317294758372,0.121304820690865
108,0.0527864202660941,0.0527838311846934,1,0.0527887629543489,0.0527850513416021,0.110005573620332,0.110005748657375
109,0.0424116551409195,0.0424088511772236,1,0.0424127493172142,0.0424108103573274,0.0984624763456431,0.0984700400629522
110,0.0264516166195613,0.026451616609644,1,0.0264534065613113,0.0264529496503975,0.0865602200139287,0.0865709190823532
111,0.0292967674899533,0.0292967674899533,1,0.0293020497411059,0.029295001669001,0.0757763879052722,0.0757876871602896
112,0.0398729569363872,0.0398729576823538,1,0.0398762279722619,0.0398676088278695,0.0654472250930302,0.0654582777638117
113,0.0431329468762977,0.0431329474199238,1,0.0431360031558972,0.043127731888869,0.0567253802758838,0.0567355480715153
114,0.0504098035442731,0.0504098040680209,1,0.050411106907846,0.0504111063784051,0.0484069078579632,0.0484150514196969
115,0.0427092137417753,0.0427092137417753,1,0.0427188360540886,0.0427188357254569,0.0435373124463601,0.043542631740722
116,0.0544981844316916,0.0544981843783135,1,0.0544984444297182,0.0544984439493148,0.0378165918360805,0.0378200798199487
117,0.0607640626999869,0.0607638648128949,1,0.060763858472258,0.060763858472258,0.0354225009467892,0.0354239933463169
118,0.0493992201381485,0.0493920690693787,1,0.0493922304836665,0.0493922304836665,0.0354902298794735,0.0354895757429425
119,0.0343154721981241,0.0106207828614191,1,0.010622541192425,0.0106175663561291,0.0408367702182444,0.0395434233020416
120,0.0405338929791823,0.0405338929791823,1,0.0184463549555726,0.018446353971427,0.0476763399315638,0.0453212664485697
121,0.0226368668876164,0.0226368668876164,1,0.0226400546062528,0.0226417584926738,0.0515490031678364,0.0497926093171919
122,0.0413232688144124,0.0413232688144124,1,0.0413219067608017,0.0413219071487044,0.0554871159026714,0.0542879207330397
123,0.0563181944031939,0.0563181944031939,1,0.0563185103292942,0.0563185103820502,0.0592373985611586,0.0584478394575482
124,0.0628412323869297,0.0614385931846118,1,0.0628401966910069,0.0628397700685713,0.0628029981391741,0.0622953187159105
125,0.0983823779909482,0.0983811044868209,1,0.0983818064680644,0.0983818064925501,0.0669537098035968,0.0666583237264769
126,0.080791044019446,0.0493311686728375,1,0.0807876484174672,0.0493310301824253,0.0691376268500838,0.0667424445145509
127,0.0587802290279092,0.0587802290279092,1,0.0587817761125408,0.0587819361808778,0.0710961140588148,0.0695437164945413
128,0.065414056095178,0.0654057801206005,1,0.065413290224545,0.0654039532468841,0.0749321942649741,0.0740148574191827
129,0.0690480834162596,0.0690435998230467,1,0.0690483937201325,0.0690434643568167,0.0794315288753241,0.078918640455986
130,0.0847171304744878,0.0847139715788388,1,0.0847159031631406,0.0847138695155939,0.0827821552625171,0.0825280898345394
131,0.110305422037965,0.110291955508108,1,0.110304668961242,0.110302501208948,0.0879169190199425,0.0877998820028542
132,0.105250330311492,0.105247499733793,1,0.105250812434611,0.1052471292147,0.0911561511423159,0.0911279422108989
133,0.132338861944108,0.132333144962532,1,0.132336782147681,0.132333062607615,0.0971600074507708,0.0971743158351914
134,0.145261266687629,0.145242003658248,1,0.145252935751303,0.145242049253945,0.102461546028137,0.102491996845484
135,0.154693946528507,0.154682504910217,1,0.154686472348826,0.154682570040401,0.10752334971802,0.107554258971466
136,0.174593898520165,0.174583631088761,1,0.174583612767365,0.174583613238785,0.110845345934246,0.110867989542128
137,0.178710219948097,0.178701442634158,1,0.178705855947793,0.178701461557282,0.113393439023532,0.113402323095859
138,0.167501549732122,0.167480851870752,1,0.167489156412993,0.167480765976677,0.114660221597513,0.1146556788163
139,0.167075818769159,0.167062819756189,1,0.167072171531796,0.1670628614595,0.115966059744301,0.115947738208269
140,0.125750660433286,0.125735425243921,1,0.125756751981078,0.125735343764563,0.113881669603158,0.113845636456255
141,0.15603677128129,0.156032359397233,1,0.156032347848182,0.156032335457418,0.115441053842377,0.11538373467998
142,0.130685623848899,0.130679654173289,1,0.130684559502196,0.130679657243042,0.111439661712643,0.111363907256532
143,0.147750596629525,0.147741273807866,1,0.147742460613538,0.147741264971027,0.113332617433044,0.113239593737595
144,0.163966553483242,0.16395829267099,1,0.163958967861317,0.163958223346419,0.116580120853134,0.116469534873516
145,0.203894039616288,0.203892962406481,1,0.203892963788225,0.203892962406481,0.122489481892912,0.122363691028159
146,0.197697120748543,0.162331483899986,1,0.162331716029178,0.162329749228672,0.124609068123038,0.121495467363991
147,0.229896131350393,0.229892689636238,1,0.22989235470214,0.229892353794158,0.130888045749983,0.128721001797635
148,0.253313415275691,0.163615308577892,1,0.252410335548843,0.252410306297693,0.139264924111629,0.137692398444298
149,0.231961266880488,0.20184185933701,1,0.201847041553029,0.201841735290537,0.14402463967405,0.140184607388379
150,0.227212238965242,0.16133675338511,1,0.227194246799209,0.161330552097639,0.145817427979125,0.135296677739604
151,0.244427451785503,0.244409196026904,1,0.244415835418972,0.155051857088273,0.149100198475469,0.130623114686758
152,0.250630343382597,0.250619102226073,1,0.250613767308045,0.17848919967425,0.151168167697434,0.130277226082385
153,0.254702039565511,0.183811380742262,1,0.25469409618935,0.183805294965607,0.153030282038946,0.130830354710295
154,0.253231885387494,0.202719345738003,1,0.253220438631865,0.187257384959608,0.152174654631177,0.129138070928567
155,0.268299074720256,0.268281665554176,1,0.268281316744148,0.197140508220331,0.153283853869017,0.128628006269737
156,0.292654304475603,0.211497170108147,1,0.292637844787953,0.211496463372435,0.154337459384834,0.127407808408831
157,0.30660557428468,0.205013269246416,1,0.306585413036738,0.205013122346018,0.157650459300875,0.127236527038571
158,0.342004702133747,0.221977469258404,1,0.341999234385807,0.221977346694514,0.163542261109522,0.129338341074695
159,0.36569427276312,0.244618090504283,1,0.365673225486034,0.244623446032281,0.169534665048084,0.132857615147808
160,0.389540347186742,0.249382040099346,1,0.389531493276275,0.249380740095875,0.174215118056674,0.134231738757916
161,0.405380769191668,0.257656609733829,1,0.405370131644192,0.257656687490819,0.180137534187819,0.137459918568236
162,0.441392559450447,0.296546777981104,1,0.296547415870602,0.0875874920940691,0.187000683784766,0.122126378249927
163,0.466922741691242,0.318702731830394,1,0.318702883108067,0.135397392981137,0.192649098015717,0.115736306398543
164,0.507299760475449,0.14181803193395,1,0.195639646543481,0.105173599987437,0.199725998967031,0.107967583575559
165,0.52311355359444,0.132167764589776,1,0.187196669215097,0.132170544458297,0.204925143941944,0.103512678900598
166,0.603942273805389,0.161491711734305,1,0.16149169235986,0.161484128151335,0.21905302702462,0.101737410061552
167,0.622591973325983,0.193422174224132,1,0.193418545813341,0.193418367435201,0.223807428683787,0.101859213398868
168,0.644055479651073,0.204478845363941,1,0.204474804031305,0.204474645022794,0.225791734732115,0.100332545328059
169,0.390283832108863,0.390283832108863,0,0.390285758475196,0.390285756048936,0.200728316718299,0.0923607020721229
170,0.373339234340641,0.242034720811077,1,0.242042103921792,0.242037004159506,0.18186747807733,0.0974839884260531
171,0.38447959171282,0.225174256884739,1,0.225176755161106,0.225174800934307,0.172572009980697,0.101162893982077
172,0.385321599155485,0.238589102156041,1,0.238597105146499,0.23859175584331,0.164485149262544,0.10302747834358
173,0.394967707422834,0.242245009290109,1,0.242249656052728,0.242245307212346,0.160485998414295,0.105759131614225
174,0.385479114677328,0.263972278165154,1,0.20658981677425,0.206581083735519,0.155696532027621,0.102345013093935
175,0.432955575874038,0.273797907297071,1,0.207631265780206,0.20762656391252,0.157950078619107,0.100527373141127
176,0.413396137227533,0.257952856698798,1,0.202780419429706,0.202778906438079,0.155249788270487,0.0989482496276175
177,0.406936540789019,0.257722457548702,1,0.200165889507319,0.0806848699767867,0.154815855692616,0.0887150221985271
178,0.39868452696342,0.283102928810541,1,0.18679802163263,0.0967989494588434,0.153067961606629,0.08320977415884
179,0.42347845127184,0.311951248780677,1,0.139928788159754,0.139927646045002,0.15288783361052,0.0841700927878417
180,0.441717338340258,0.366271183120172,1,0.190248125160787,0.190247219222607,0.154144996655744,0.0897018616942494
181,0.431483969102687,0.368499795371453,1,0.194597530487752,0.194592895645992,0.153808060969495,0.0942801298992809
182,0.432684425454969,0.21374976151271,1,0.213751134769281,0.213750068961328,0.153159740528643,0.0990421118411059
183,0.426048143388903,0.388638142208619,1,0.224774445956721,0.224775147086119,0.15093326168461,0.103365023053367
184,0.402038440282825,0.402030982406239,1,0.211916466463986,0.211912124379172,0.144992189603291,0.104016950338476
185,0.372874327574717,0.222691954660216,1,0.222690716107698,0.222691252115739,0.136128587023457,0.10535581340678
186,0.220768858386156,0.220762441663885,1,0.220763972301401,0.220759964193118,0.114562664436353,0.105233595272824
187,0.106567114812733,0.106562543111225,1,0.10656356956201,0.106562539207439,0.0877851996064857,0.0934760380500389
188,0.133532375661729,0.133520030741805,1,0.133515967283672,0.13351922499463,0.069521500200447,0.0852898444190915
189,0.106596981413672,0.110936073109799,1,0.106584610887212,0.110933433001598,0.0560797808531349,0.063384363157722
190,0.137330505485302,0.095772041120148,1,0.137322382411343,0.0957721442413875,0.0519463920871982,0.0525799728995632
191,0.169763586375299,0.0809449121036966,1,0.0809448578016542,0.0809448439911208,0.0544225081992126,0.0489276786244989
192,0.192439810875928,0.086936767053975,1,0.0869420974956759,0.0869347681419883,0.058024079957806,0.0498515911202784
193,0.219398122577718,0.098727279064333,1,0.0987334446111059,0.0987215300268008,0.0643226824665924,0.0538618138699628
194,0.247548406808793,0.119193581528128,1,0.119196312179567,0.119199685947617,0.0722654081055046,0.0602858955464182
195,0.334942229605801,0.0793000822040617,1,0.0793042494465444,0.0312979221866464,0.0872153677826363,0.0506261256921016
196,0.374667111119268,0.0773120902854635,1,0.0773204883881158,0.0412503454679664,0.103120522288377,0.0411188547148314
197,0.397836529788438,0.0232316832305774,1,0.0232316702097902,0.0232338856084525,0.116860400145621,0.0349150591572483
198,0.411460246022857,0.0106168694387077,1,0.0106159232316964,0.0106132352073724,0.124781567739794,0.0315436693557506
199,0.417514259352488,0.0262827661499324,1,0.0262848835631093,0.0251882651453426,0.12863715772262,0.0317880489646979
200,0.426464580087958,0.0536973601349151,1,0.0536951354511476,0.0536953230305113,0.130587316143931,0.0345010636863556
201,0.423656927682803,0.08444822960666,1,0.084441519565561,0.0844443077093977,0.130244482235067,0.0399761175564033
202,0.3930819287653,0.114464933901137,1,0.114466423477284,0.114462547330573,0.12247062359669,0.045568825375363
203,0.378380510048135,0.122377660535044,1,0.12238227046288,0.122375663090143,0.114941298389121,0.0493221097159623
204,0.360274437280268,0.154507612589644,1,0.154504128529542,0.154505475961303,0.107433392202598,0.0542391623592353
205,0.349879325090525,0.164784589560032,1,0.16478470363012,0.164779861395157,0.101138153845194,0.0570908843787963
206,0.412166874357186,0.0599997444634594,1,0.0599990236330083,0.0599988827467398,0.103111601080092,0.0471246328013636
207,0.411471600371022,0.0509034917965203,1,0.0509085760183103,0.0509060228832787,0.102792809669128,0.0375841960380207
208,0.40961491052565,0.0568481195472648,1,0.0568466389354555,0.0568508339831292,0.10033188239048,0.0284344110441516
209,0.404429479593305,0.0407600176997198,1,0.0407596737706051,0.04075500628423,0.0986346918109811,0.0205664362067575
210,0.385848781369689,0.0535050678386376,1,0.0535046708832978,0.0535081578395614,0.0936074319541887,0.0149508260020625
211,0.362983578384983,0.0649255972051656,1,0.0649252867446949,0.0649207014155321,0.0877517661674537,0.012174186140027
212,0.361336433043261,0.0763854005045561,1,0.0763847021477645,0.0726379143197384,0.085174845501576,0.00453398485146629
213,0.36858073372551,0.0911714524581407,1,0.091174078224828,0.0378268555497916,0.0832850064325277,0.00631566608942382
214,0.361274765629774,0.0948952125625561,1,0.0546986873148638,0.0547013395429689,0.0813345571714363,0.0098105824954317
215,0.270688104667185,0.0659644534580169,1,0.0659553472211822,0.065962889629772,0.0607704102367064,0.0105537996814609
216,0.0600761196380994,0.0600761202949292,1,0.0600786939115895,0.0600786199513679,0.0331262784405323,0.00925874819961564
217,0.0467194206210447,0.0458529405860268,1,0.0458526868378828,0.0458532416001658,0.0170495614839584,0.00647837571624132
218,0.0450186249321837,0.0450056841651001,1,0.0450059095587491,0.0450070929669782,0.00871513988887588,0.00514559570622891
219,0.0780165369723961,0.0780165369165404,1,0.0780189950494536,0.0780192532420712,0.00707937781456653,0.00315768605829563
220,0.101488436196015,0.101484964113989,1,0.101485090408308,0.101485382071422,0.0101915988061963,0.00868546549815045
221,0.112756762240797,0.112751543738825,1,0.112751773100527,0.112752689702442,0.0136021342273418,0.0128729774854126
222,0.118068846316239,0.118059830003596,1,0.118060324086859,0.118060694056622,0.0160496454910029,0.0149496443020393
223,0.138718693918676,0.130230324045255,1,0.130230903663047,0.130230313922652,0.019584458990701,0.016799263383589
224,0.153517302949821,0.153505407116289,1,0.153506859968484,0.153505199440058,0.0233621680065831,0.0197283131281987
225,0.161973782195824,0.13859490152478,1,0.161963575420823,0.138594904478088,0.0267978381862676,0.0207933433211324
226,0.175653147384786,0.149952761650521,1,0.175642271491865,0.14995280465593,0.0320305882915164,0.024434852003533
227,0.200709109166457,0.164000799282339,1,0.200715865612219,0.164000468927979,0.0385274198347378,0.0283410514729125
228,0.180435892506025,0.138386331907383,1,0.138385986914249,0.138386084047387,0.0399880925960878,0.0289038388523823
229,0.204407642784794,0.13614729179731,1,0.136147144854632,0.136144282438174,0.0434398450334855,0.0308994171233569
230,0.223489964828505,0.133758348731143,1,0.133759202699647,0.133755400864707,0.0493590656584761,0.0325258256653906
231,0.213259661648677,0.107921272355953,1,0.107920847966282,0.107920025279088,0.0498540618614128,0.0308802024302692
232,0.170123583375992,0.0975357764582803,1,0.097535681248315,0.0975356981795078,0.0477113983680462,0.0280682728170946
233,0.159790720236404,0.0752345675651127,1,0.0752345324089715,0.0752344938564538,0.0456905558967516,0.0240476001917287
234,0.0761786906365105,0.0761756529079116,1,0.0761747728279023,0.0761750275582991,0.0334406164747639,0.0217647535532756
235,0.0775805020653441,0.0775691275291465,1,0.0775684903840544,0.0775686688526233,0.0245953978075811,0.0191189291519147
236,0.0753886274405687,0.0753735679458759,1,0.0753721402847423,0.07537245991637,0.0193227879699795,0.0153890397917827
237,0.0792885189622351,0.0792827810751746,1,0.0792828282834793,0.0792827913892505,0.0148413320375136,0.0135476700990958
238,0.0754938787016461,0.0754852735602575,1,0.0754881782866551,0.0754793016327564,0.0107094107917647,0.0156049970085201
239,0.0275710840810886,0.0275602236189555,1,0.027568422636542,0.027568462020014,0.0119806699812773,0.0211568003328746
240,0.0161049873715829,0.016105688343565,1,0.016105331908384,0.0161053275384597,0.0168428383123152,0.026223518468456
241,0.0279810842244379,0.0279728603521706,1,0.0279773078386576,0.0279773835098527,0.0200970205856864,0.0274353244665005
242,0.040226330014762,0.0402132561254725,1,0.0402211588449546,0.0402213546538409,0.0231132961627168,0.0278352884273238
243,0.0429754346767369,0.0429563460934682,1,0.0429648246830633,0.0429649644606275,0.0233944522412143,0.0263173252556948
244,0.0522335998072316,0.0522188630776397,1,0.0522188970346324,0.0522202529487286,0.0222817222447131,0.0229116075009336
245,0.0631531701435453,0.0631383444166157,1,0.0631404058262788,0.063141222879505,0.0212714501045708,0.0186343413824252
246,0.0837885754585855,0.0837815483834749,1,0.0837718650949835,0.0837724715959531,0.0231305287845175,0.0155486804639965
247,0.0997168961672683,0.0997113735259089,1,0.0997114560475806,0.0997114584667073,0.0273498251724498,0.0171555920605184
248,0.118244937079883,0.118238455266433,1,0.118239576539389,0.11823996972449,0.0332240975284385,0.0225470051400388
249,0.139964073807093,0.139953631850298,1,0.139954580950052,0.13995467593552,0.0399246766061887,0.0294300435358634
250,0.158415695177077,0.158407140760284,1,0.158407213226411,0.158407225814395,0.0458594317606807,0.0356673550997478
251,0.157076786041404,0.10114792744247,1,0.101151005576466,0.101151357830734,0.051228428513427,0.0357508460024429
