method,frame,start,repetition,order,totalMs,perceptionMs,registrationMs,accepted,reason,iterations,x,y,psi
baseline,350,3,12,498,63.527,57.172,6.336,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,550,2,12,499,73.875,66.172,7.681,1,accepted,7,484318.962687536,4976932.61300397,-1.20160709812633
baseline,550,2,12,500,72.65,65.223,7.404,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,260,2,12,501,59.365,52.687,6.655,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,12,502,59.075,53.36,5.698,1,accepted,8,484229.746083516,4977312.00893911,-1.34325425495361
baseline,120,3,12,503,63.795,56.488,7.289,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,120,3,12,504,66.242,58.706,7.515,1,accepted,7,484199.299964952,4977468.70882245,-1.10663759997524
baseline,900,2,13,505,79.464,72.605,6.836,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,900,2,13,506,78.088,71.982,6.085,1,accepted,7,484396.929362611,4976621.57990651,0.080828694240269
baseline,260,3,13,507,58.546,52.272,6.25,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,3,13,508,57.268,51.504,5.745,1,accepted,7,484229.746076659,4977312.00893592,-1.34325289609273
optimized,260,2,13,509,56.729,50.945,5.765,1,accepted,8,484229.746083516,4977312.00893911,-1.34325425495361
baseline,260,2,13,510,57.537,51.886,5.628,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
baseline,900,1,13,511,75.525,69.574,5.931,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,900,1,13,512,73.702,67.205,6.479,1,accepted,7,484396.929373517,4976621.57989727,0.0808293473814087
optimized,1050,2,13,513,63.312,57.34,5.954,1,accepted,8,484567.744675421,4976643.22880354,0.130098199399703
baseline,1050,2,13,514,65.302,59.521,5.761,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,350,2,13,515,57.402,50.527,6.853,1,accepted,7,484253.513801978,4977184.32301979,-1.50048698823153
baseline,350,2,13,516,59.745,53.098,6.625,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,350,3,13,517,63.618,57.58,6.013,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,350,3,13,518,59.546,53.605,5.923,1,accepted,6,484253.513802062,4977184.32301768,-1.50048700329925
optimized,700,1,13,519,68.055,62.755,5.278,1,accepted,6,484338.416542136,4976756.31465472,-1.68420390083657
baseline,700,1,13,520,70.208,64.334,5.853,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,260,1,13,521,60.921,55.334,5.563,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,260,1,13,522,58.358,52.986,5.351,1,accepted,6,484229.74607375,4977312.00892775,-1.34325284674689
optimized,120,1,13,523,63.217,56.105,7.085,1,accepted,8,484199.299975088,4977468.70882965,-1.10663732442017
baseline,120,1,13,524,65.761,57.852,7.885,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,1050,3,13,525,69.416,62.303,7.09,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,1050,3,13,526,66.4,59.943,6.434,1,accepted,7,484567.744672978,4976643.22879299,0.130099049219898
optimized,550,3,13,527,76.108,69.805,6.28,1,accepted,5,484318.962687318,4976932.61300383,-1.20160717375879
baseline,550,3,13,528,67.305,61.224,6.058,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,120,3,13,529,68.201,61.228,6.954,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,120,3,13,530,62.967,56.631,6.313,1,accepted,7,484199.299964952,4977468.70882245,-1.10663759997524
baseline,1050,1,13,531,71.673,64.943,6.705,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,1,13,532,69.944,62.4,7.523,1,accepted,9,484567.744671438,4976643.22878636,0.130099583961663
baseline,700,3,13,533,69.76,64.355,5.383,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,13,534,70.453,65.625,4.81,1,accepted,5,484338.416533011,4976756.31465603,-1.68420417830009
optimized,120,2,13,535,66.047,59.587,6.436,1,accepted,8,484199.342380273,4977468.71796395,-1.10937061277174
baseline,120,2,13,536,62.694,56.387,6.288,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,550,1,13,537,71.652,65.477,6.155,1,accepted,6,484318.962702742,4976932.6130101,-1.20160731710632
baseline,550,1,13,538,69.133,62.538,6.574,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,900,3,13,539,75.367,69.254,6.09,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,900,3,13,540,71.84,65.194,6.621,1,accepted,7,484396.929370908,4976621.57989948,0.0808291910972212
baseline,350,1,13,541,58.275,52.171,6.083,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,350,1,13,542,62.563,56.338,6.208,1,accepted,6,484253.5138075,4977184.32301833,-1.50048669051772
baseline,700,2,13,543,70.965,65.65,5.296,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,2,13,544,77.02,70.77,6.227,1,accepted,7,484338.41653501,4976756.31465577,-1.68420411746847
baseline,550,2,13,545,77.891,70.069,7.799,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,550,2,13,546,73.69,67.347,6.321,1,accepted,7,484318.962687536,4976932.61300397,-1.20160709812633
optimized,900,3,14,547,70.855,64.282,6.554,1,accepted,7,484396.929370908,4976621.57989948,0.0808291910972212
baseline,900,3,14,548,68.666,62.563,6.082,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,550,3,14,549,65.333,60.153,5.163,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,3,14,550,65.49,60.243,5.23,1,accepted,5,484318.962687318,4976932.61300383,-1.20160717375879
baseline,900,2,14,551,69.183,62.729,6.434,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,900,2,14,552,72.906,66.183,6.704,1,accepted,7,484396.929362611,4976621.57990651,0.080828694240269
optimized,550,2,14,553,70.432,63.932,6.482,1,accepted,7,484318.962687536,4976932.61300397,-1.20160709812633
baseline,550,2,14,554,67.989,61.067,6.9,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,120,3,14,555,59.458,52.413,7.025,1,accepted,7,484199.299964952,4977468.70882245,-1.10663759997524
baseline,120,3,14,556,59.623,53.858,5.748,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,120,1,14,557,59.683,53.025,6.641,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,120,1,14,558,60.937,54.19,6.722,1,accepted,8,484199.299975088,4977468.70882965,-1.10663732442017
baseline,260,2,14,559,56.986,51.535,5.429,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,14,560,61.672,55.144,6.509,1,accepted,8,484229.746083516,4977312.00893911,-1.34325425495361
optimized,550,1,14,561,68.847,62.337,6.491,1,accepted,6,484318.962702742,4976932.6130101,-1.20160731710632
baseline,550,1,14,562,67.736,60.981,6.731,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,350,2,14,563,56.466,49.653,6.796,1,accepted,7,484253.513801978,4977184.32301979,-1.50048698823153
baseline,350,2,14,564,63.54,57.027,6.496,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,260,3,14,565,56.313,51.057,5.236,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,3,14,566,58.196,52.591,5.587,1,accepted,7,484229.746076659,4977312.00893592,-1.34325289609273
optimized,1050,3,14,567,61.652,55.933,5.7,1,accepted,7,484567.744672978,4976643.22879299,0.130099049219898
baseline,1050,3,14,568,62.304,57.023,5.263,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,120,2,14,569,61.106,53.597,7.489,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,120,2,14,570,62.536,55.047,7.466,1,accepted,8,484199.342380273,4977468.71796395,-1.10937061277174
baseline,350,3,14,571,57.277,51.043,6.212,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,350,3,14,572,58.959,52.607,6.333,1,accepted,6,484253.513802062,4977184.32301768,-1.50048700329925
optimized,900,1,14,573,71.776,66.118,5.64,1,accepted,7,484396.929373517,4976621.57989727,0.0808293473814087
baseline,900,1,14,574,70.592,65.02,5.554,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,1050,2,14,575,63.344,57.443,5.883,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,2,14,576,67.851,62.144,5.689,1,accepted,8,484567.744675421,4976643.22880354,0.130098199399703
optimized,1050,1,14,577,66.522,59.536,6.967,1,accepted,9,484567.744671438,4976643.22878636,0.130099583961663
baseline,1050,1,14,578,63.453,57.009,6.423,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,700,3,14,579,67.622,62.313,5.288,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,14,580,61.067,56.088,4.962,1,accepted,5,484338.416533011,4976756.31465603,-1.68420417830009
optimized,700,2,14,581,61.897,56.282,5.597,1,accepted,7,484338.41653501,4976756.31465577,-1.68420411746847
baseline,700,2,14,582,65.631,58.71,6.902,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,1,14,583,62.37,56.604,5.747,1,accepted,6,484338.416542136,4976756.31465472,-1.68420390083657
baseline,700,1,14,584,62.725,57.828,4.878,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,350,1,14,585,58.944,52.658,6.269,1,accepted,6,484253.5138075,4977184.32301833,-1.50048669051772
baseline,350,1,14,586,56.778,51.137,5.624,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,260,1,14,587,58.051,49.79,8.236,1,accepted,6,484229.74607375,4977312.00892775,-1.34325284674689
baseline,260,1,14,588,63.371,58.332,5.02,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,260,1,15,589,57.057,51.548,5.492,1,accepted,6,484229.74607375,4977312.00892775,-1.34325284674689
baseline,260,1,15,590,54.238,49.333,4.887,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,120,1,15,591,58.895,52.707,6.169,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,120,1,15,592,62.434,56.159,6.257,1,accepted,8,484199.299975088,4977468.70882965,-1.10663732442017
baseline,900,2,15,593,73.337,67.691,5.627,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,900,2,15,594,69.604,63.797,5.789,1,accepted,7,484396.929362611,4976621.57990651,0.080828694240269
baseline,700,2,15,595,63.535,57.45,6.066,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,2,15,596,61.496,56.139,5.34,1,accepted,7,484338.41653501,4976756.31465577,-1.68420411746847
baseline,550,3,15,597,65.141,59.879,5.244,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,3,15,598,66.791,61.564,5.21,1,accepted,5,484318.962687318,4976932.61300383,-1.20160717375879
optimized,120,2,15,599,60.077,53.916,6.145,1,accepted,8,484199.342380273,4977468.71796395,-1.10937061277174
baseline,120,2,15,600,62.115,55.636,6.454,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,700,3,15,601,66.33,60.707,5.603,1,accepted,5,484338.416533011,4976756.31465603,-1.68420417830009
baseline,700,3,15,602,61.256,56.359,4.874,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
baseline,350,3,15,603,57.332,51.432,5.882,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,350,3,15,604,57.606,51.46,6.131,1,accepted,6,484253.513802062,4977184.32301768,-1.50048700329925
baseline,260,2,15,605,58.483,52.147,6.316,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,15,606,60.817,55.291,5.509,1,accepted,8,484229.746083516,4977312.00893911,-1.34325425495361
optimized,350,2,15,607,62.973,56.861,6.095,1,accepted,7,484253.513801978,4977184.32301979,-1.50048698823153
baseline,350,2,15,608,57.889,50.588,7.277,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,900,3,15,609,69.845,64.514,5.313,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,900,3,15,610,74.506,68.893,5.596,1,accepted,7,484396.929370908,4976621.57989948,0.0808291910972212
optimized,1050,1,15,611,62.302,56.487,5.797,1,accepted,9,484567.744671438,4976643.22878636,0.130099583961663
baseline,1050,1,15,612,61.338,54.793,6.524,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,900,1,15,613,74.314,67.748,6.544,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,900,1,15,614,69.747,63.775,5.95,1,accepted,7,484396.929373517,4976621.57989727,0.0808293473814087
optimized,550,1,15,615,73.146,67.554,5.575,1,accepted,6,484318.962702742,4976932.6130101,-1.20160731710632
baseline,550,1,15,616,65.198,59.611,5.568,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,120,3,15,617,60.096,54.172,5.902,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,120,3,15,618,62.263,56.432,5.812,1,accepted,7,484199.299964952,4977468.70882245,-1.10663759997524
baseline,1050,2,15,619,63.763,58.299,5.446,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,2,15,620,66.544,61.054,5.472,1,accepted,8,484567.744675421,4976643.22880354,0.130098199399703
baseline,550,2,15,621,67.67,60.898,6.752,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,550,2,15,622,69.874,63.04,6.815,1,accepted,7,484318.962687536,4976932.61300397,-1.20160709812633
baseline,1050,3,15,623,62.286,56.952,5.314,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,1050,3,15,624,68.833,62.767,6.046,1,accepted,7,484567.744672978,4976643.22879299,0.130099049219898
baseline,350,1,15,625,60.26,54.58,5.663,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,350,1,15,626,61.083,55.269,5.793,1,accepted,6,484253.5138075,4977184.32301833,-1.50048669051772
baseline,700,1,15,627,60.316,55.321,4.976,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,700,1,15,628,61.133,56.186,4.93,1,accepted,6,484338.416542136,4976756.31465472,-1.68420390083657
optimized,260,3,15,629,55.432,50.245,5.171,1,accepted,7,484229.746076659,4977312.00893592,-1.34325289609273
baseline,260,3,15,630,55.366,50.2,5.148,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,350,2,16,631,54.741,48.343,6.383,1,accepted,7,484253.513801978,4977184.32301979,-1.50048698823153
baseline,350,2,16,632,55.296,49.236,6.042,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,550,1,16,633,73.257,67.665,5.575,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,550,1,16,634,68.085,62.332,5.736,1,accepted,6,484318.962702742,4976932.6130101,-1.20160731710632
optimized,900,1,16,635,68.525,62.727,5.781,1,accepted,7,484396.929373517,4976621.57989727,0.0808293473814087
baseline,900,1,16,636,71.883,66.287,5.579,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,260,3,16,637,55.336,50.184,5.133,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,3,16,638,59.564,53.45,6.095,1,accepted,7,484229.746076659,4977312.00893592,-1.34325289609273
optimized,120,3,16,639,59.166,52.281,6.865,1,accepted,7,484199.299964952,4977468.70882245,-1.10663759997524
baseline,120,3,16,640,59.707,52.969,6.72,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,900,2,16,641,66.981,61.155,5.809,1,accepted,7,484396.929362611,4976621.57990651,0.080828694240269
baseline,900,2,16,642,73.207,66.747,6.439,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,900,3,16,643,69.058,62.383,6.656,1,accepted,7,484396.929370908,4976621.57989948,0.0808291910972212
baseline,900,3,16,644,70.188,64.125,6.039,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,1050,2,16,645,66.494,60.769,5.708,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,2,16,646,62.425,55.68,6.727,1,accepted,8,484567.744675421,4976643.22880354,0.130098199399703
optimized,700,2,16,647,62.569,56.367,6.182,1,accepted,7,484338.41653501,4976756.31465577,-1.68420411746847
baseline,700,2,16,648,62.672,57.252,5.402,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,1,16,649,61.987,56.989,4.981,1,accepted,6,484338.416542136,4976756.31465472,-1.68420390083657
baseline,700,1,16,650,60.665,55.466,5.181,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,550,3,16,651,65.7,60.058,5.623,1,accepted,5,484318.962687318,4976932.61300383,-1.20160717375879
baseline,550,3,16,652,65.936,60.663,5.256,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,260,1,16,653,56.197,51.302,4.874,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,260,1,16,654,56.538,50.746,5.77,1,accepted,6,484229.74607375,4977312.00892775,-1.34325284674689
baseline,350,3,16,655,56.667,50.761,5.887,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,350,3,16,656,61.835,55.707,6.111,1,accepted,6,484253.513802062,4977184.32301768,-1.50048700329925
baseline,120,1,16,657,63.936,57.723,6.193,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,120,1,16,658,61.298,54.079,7.199,1,accepted,8,484199.299975088,4977468.70882965,-1.10663732442017
baseline,1050,1,16,659,61.096,55.185,5.888,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,1,16,660,65.048,58.559,6.469,1,accepted,9,484567.744671438,4976643.22878636,0.130099583961663
optimized,1050,3,16,661,65.072,57.903,7.148,1,accepted,7,484567.744672978,4976643.22879299,0.130099049219898
baseline,1050,3,16,662,66.757,60.943,5.797,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,700,3,16,663,68.854,63.134,5.697,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,16,664,67.257,61.743,5.492,1,accepted,5,484338.416533011,4976756.31465603,-1.68420417830009
optimized,260,2,16,665,61.309,55.586,5.705,1,accepted,8,484229.746083516,4977312.00893911,-1.34325425495361
baseline,260,2,16,666,56.313,50.735,5.56,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,120,2,16,667,60.712,54.551,6.142,1,accepted,8,484199.342380273,4977468.71796395,-1.10937061277174
baseline,120,2,16,668,60.758,53.758,6.982,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,550,2,16,669,66.935,60.973,5.943,1,accepted,7,484318.962687536,4976932.61300397,-1.20160709812633
baseline,550,2,16,670,67.93,61.023,6.887,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,350,1,16,671,58.186,51.968,6.202,1,accepted,6,484253.5138075,4977184.32301833,-1.50048669051772
baseline,350,1,16,672,56.709,50.949,5.742,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,1050,1,17,673,61.42,55.522,5.881,1,accepted,9,484567.744671438,4976643.22878636,0.130099583961663
baseline,1050,1,17,674,61.14,55.47,5.649,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,900,1,17,675,70.939,64.257,6.662,1,accepted,7,484396.929373517,4976621.57989727,0.0808293473814087
baseline,900,1,17,676,68.178,62.081,6.079,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,1050,3,17,677,61.622,55.589,6.014,1,accepted,7,484567.744672978,4976643.22879299,0.130099049219898
baseline,1050,3,17,678,61.994,55.587,6.389,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,550,3,17,679,72.929,66.802,6.106,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,3,17,680,67.507,61.425,6.06,1,accepted,5,484318.962687318,4976932.61300383,-1.20160717375879
baseline,700,2,17,681,63.122,57.708,5.396,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,2,17,682,63.09,56.98,6.089,1,accepted,7,484338.41653501,4976756.31465577,-1.68420411746847
baseline,550,1,17,683,65.905,59.525,6.357,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,550,1,17,684,66.339,59.819,6.498,1,accepted,6,484318.962702742,4976932.6130101,-1.20160731710632
baseline,550,2,17,685,67.002,60.929,6.049,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,550,2,17,686,67.316,60.247,7.048,1,accepted,7,484318.962687536,4976932.61300397,-1.20160709812633
baseline,900,3,17,687,74.148,67.805,6.319,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,900,3,17,688,71.016,65,5.994,1,accepted,7,484396.929370908,4976621.57989948,0.0808291910972212
optimized,120,1,17,689,64.887,57.457,7.411,1,accepted,8,484199.299975088,4977468.70882965,-1.10663732442017
baseline,120,1,17,690,60.121,53.872,6.229,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,260,3,17,691,59.159,53.93,5.211,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,3,17,692,56.418,50.312,6.087,1,accepted,7,484229.746076659,4977312.00893592,-1.34325289609273
optimized,120,2,17,693,62.417,56.058,6.341,1,accepted,8,484199.342380273,4977468.71796395,-1.10937061277174
baseline,120,2,17,694,62.733,55.811,6.904,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,350,2,17,695,58.416,52.156,6.242,1,accepted,7,484253.513801978,4977184.32301979,-1.50048698823153
baseline,350,2,17,696,58.238,52.034,6.183,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,1050,2,17,697,62.573,56.2,6.352,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,2,17,698,61.335,55.767,5.542,1,accepted,8,484567.744675421,4976643.22880354,0.130098199399703
optimized,350,1,17,699,56.797,51.088,5.694,1,accepted,6,484253.5138075,4977184.32301833,-1.50048669051772
baseline,350,1,17,700,57.35,51.331,6.001,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,260,1,17,701,55.081,50.101,4.962,1,accepted,6,484229.74607375,4977312.00892775,-1.34325284674689
baseline,260,1,17,702,59.254,54.445,4.791,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,120,3,17,703,61.594,55.611,5.966,1,accepted,7,484199.299964952,4977468.70882245,-1.10663759997524
baseline,120,3,17,704,64.402,57.908,6.477,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,700,1,17,705,61.422,56.063,5.341,1,accepted,6,484338.416542136,4976756.31465472,-1.68420390083657
baseline,700,1,17,706,67.659,62.394,5.248,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,350,3,17,707,55.506,49.484,6.006,1,accepted,6,484253.513802062,4977184.32301768,-1.50048700329925
baseline,350,3,17,708,60.123,54.301,5.804,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,900,2,17,709,72.11,66.279,5.812,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,900,2,17,710,69.996,64.425,5.553,1,accepted,7,484396.929362611,4976621.57990651,0.080828694240269
baseline,700,3,17,711,71.351,66.416,4.915,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,17,712,65.764,59.712,6.031,1,accepted,5,484338.416533011,4976756.31465603,-1.68420417830009
baseline,260,2,17,713,57.607,51.832,5.754,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,17,714,58.556,53.036,5.503,1,accepted,8,484229.746083516,4977312.00893911,-1.34325425495361
optimized,550,2,18,715,69.366,63.331,6.018,1,accepted,7,484318.962687536,4976932.61300397,-1.20160709812633
baseline,550,2,18,716,71.96,66.041,5.901,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,1050,1,18,717,63.728,58.325,5.384,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,1,18,718,63.797,57.358,6.419,1,accepted,9,484567.744671438,4976643.22878636,0.130099583961663
optimized,1050,3,18,719,63.892,57.888,5.983,1,accepted,7,484567.744672978,4976643.22879299,0.130099049219898
baseline,1050,3,18,720,65.62,59.746,5.855,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,260,2,18,721,58.738,49.838,8.876,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,18,722,61.964,54.753,7.19,1,accepted,8,484229.746083516,4977312.00893911,-1.34325425495361
optimized,120,2,18,723,68.005,61.509,6.477,1,accepted,8,484199.342380273,4977468.71796395,-1.10937061277174
baseline,120,2,18,724,65.779,58.342,7.414,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
baseline,260,1,18,725,61.128,55.02,6.086,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,260,1,18,726,57.643,51.895,5.728,1,accepted,6,484229.74607375,4977312.00892775,-1.34325284674689
optimized,550,3,18,727,66.575,61.341,5.217,1,accepted,5,484318.962687318,4976932.61300383,-1.20160717375879
baseline,550,3,18,728,67.333,62.139,5.177,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,120,3,18,729,62.562,56.58,5.964,1,accepted,7,484199.299964952,4977468.70882245,-1.10663759997524
baseline,120,3,18,730,65.337,59.536,5.783,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,1050,2,18,731,64.424,58.194,6.182,1,accepted,8,484567.744675421,4976643.22880354,0.130098199399703
baseline,1050,2,18,732,62.018,55.764,6.236,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,350,2,18,733,56.044,49.265,6.752,1,accepted,7,484253.513801978,4977184.32301979,-1.50048698823153
baseline,350,2,18,734,56.853,50.93,5.904,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,550,1,18,735,68.261,61.869,6.37,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,550,1,18,736,65.855,60.258,5.579,1,accepted,6,484318.962702742,4976932.6130101,-1.20160731710632
baseline,700,3,18,737,63.243,58.68,4.545,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,18,738,65.72,60.855,4.848,1,accepted,5,484338.416533011,4976756.31465603,-1.68420417830009
optimized,120,1,18,739,58.55,52.218,6.317,1,accepted,8,484199.299975088,4977468.70882965,-1.10663732442017
baseline,120,1,18,740,58.34,52.219,6.102,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,900,1,18,741,68.581,62.746,5.816,1,accepted,7,484396.929373517,4976621.57989727,0.0808293473814087
baseline,900,1,18,742,68.662,62.667,5.975,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,350,1,18,743,56.063,50.285,5.76,1,accepted,6,484253.5138075,4977184.32301833,-1.50048669051772
baseline,350,1,18,744,55.369,49.613,5.737,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
baseline,260,3,18,745,58.35,52.359,5.974,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,3,18,746,56.213,50.679,5.517,1,accepted,7,484229.746076659,4977312.00893592,-1.34325289609273
