pyramid,scenario,rmseAllCm,rmseCm,p95Cm,maxCm,above30cm,headingRmseDeg,acceptedMatches,matchRmseCm,matchingMsMedian
pyramid150_0_gated015,both,5.95600301143612,5.42107829190978,9.90484204228026,17.450644824053,0,0.388694270390221,1168,11.2196967564501,13.034
pyramid150_0_gated015,lidar_only,14.8252743446951,14.2384292535029,26.7026333483143,38.0971388069026,39,0.420935013209685,1168,12.6435619132157,6.374
