pyramid,scenario,rmseAllCm,rmseCm,p95Cm,maxCm,above30cm,headingRmseDeg,acceptedMatches,matchRmseCm,matchingMsMedian
canonical150,both,6.2864215662672,5.78483657478874,10.9075431584986,15.9571393536949,0,0.437021929750395,1168,12.9903253615755,15.783
canonical150,lidar_only,15.4265874753138,14.8149441983709,26.4986233107983,37.8547623863468,36,0.43702940575473,1168,12.9964874651562,9.637
