frame,currentErrorM,currentAccepted,alias_selectErrorM,alias_selectAccepted,alias_trackErrorM,alias_trackAccepted
102,0.0569074271331641,1,0.0509042115894728,1,0.0509042115894728,1
103,0.054988100722029,1,0.0549810250045286,1,0.0549810250045286,1
104,0.0640628675639369,1,0.0640539797460189,1,0.0640539797460189,1
105,0.0748177567173459,1,0.0748094470274172,1,0.0748094470274172,1
106,0.0740140743273632,1,0.0740057355035356,1,0.0740057355035356,1
107,0.0845361433379562,1,0.0845361409594392,1,0.0845361409594392,1
108,0.0697770928302602,1,0.0697662690473509,1,0.0697662690473509,1
109,0.0590677455466995,1,0.0590617237728131,1,0.0590617237728131,1
110,0.0641916128869935,1,0.0641908799528565,1,0.0641908799528565,1
111,0.0709533045979626,1,0.0598815473016029,1,0.0598815473016029,1
112,0.0691735243912021,1,0.0570882957877853,1,0.0570882957877853,1
113,0.0770792041206157,1,0.0770776766879654,1,0.0770776766879654,1
114,0.0790130874829154,1,0.0790130847633242,1,0.0790130847633242,1
115,0.0865850422486501,1,0.0865847365884372,1,0.0865847365884372,1
116,0.090166423296705,1,0.0901664174188643,1,0.0901664174188643,1
117,0.0769321293686101,1,0.0769321293686101,1,0.0769321293686101,1
118,0.062923292197177,1,0.0629244518993211,1,0.0629244518993211,1
119,0.0428353373800765,1,0.0428412900566156,1,0.0428412900566156,1
120,0.0419527957341759,1,0.0419596746082821,1,0.0419596746082821,1
121,0.0219033848558607,1,0.0219068823479671,1,0.0219068823479671,1
122,0.0401734047057991,1,0.040173405226796,1,0.040173405226796,1
123,0.0552371531092388,1,0.0552362649793846,1,0.0552362649793846,1
124,0.0600030639433184,1,0.0615763069117134,1,0.0615763069117134,1
125,0.0986099310400625,1,0.0645353588408975,1,0.0645353588408975,1
126,0.0795442481963513,1,0.0479890928710782,1,0.0479890928710782,1
127,0.0509791200783774,1,0.0509792426494136,1,0.0509792426494136,1
128,0.0499189255107101,1,0.0499189255262233,1,0.0499189255262233,1
129,0.0527767151805028,1,0.0527767151805028,1,0.0527767151805028,1
130,0.0699105239265976,1,0.0699105239265976,1,0.0699105239265976,1
131,0.0958581186917012,1,0.0958582618100478,1,0.0958582618100478,1
132,0.082180264076827,1,0.082180264076827,1,0.082180264076827,1
133,0.110104679769846,1,0.110104679769846,1,0.110104679769846,1
134,0.118973920845759,1,0.118973920845759,1,0.118973920845759,1
135,0.126146425762675,1,0.126146425762675,1,0.126146425762675,1
136,0.144812717572983,1,0.144812717572983,1,0.144812717572983,1
137,0.147365384101125,1,0.14737613974215,1,0.14737613974215,1
138,0.141170356007684,1,0.141170357976054,1,0.141170357976054,1
139,0.144796526201872,1,0.144802667534346,1,0.144802667534346,1
140,0.104975681432781,1,0.104976913944691,1,0.104976913944691,1
141,0.12892989176466,1,0.128929893541226,1,0.128929893541226,1
142,0.0999717027669247,1,0.0999586428122606,1,0.0999586428122606,1
143,0.114855125140304,1,0.114855118907858,1,0.114855118907858,1
144,0.13062576368342,1,0.13062576368342,1,0.13062576368342,1
145,0.170146883086704,1,0.170144761270779,1,0.170144761270779,1
146,0.171130339373134,1,0.0570013485039405,1,0.0570013485039405,1
147,0.199849014340524,1,0.199841481174292,1,0.199841481174292,1
148,0.222118439616205,1,0.222115611291906,1,0.222115611291906,1
149,0.19952582067052,1,0.168174474080515,1,0.168174474080515,1
150,0.194758437329258,1,0.132632021698582,1,0.132632021698582,1
151,0.199179407515291,1,0.199185600763045,1,0.199185600763045,1
152,0.217063294646114,1,0.151871405119435,1,0.151871405119435,1
153,0.220057649373403,1,0.154959673362863,1,0.154959673362863,1
154,0.220162273823685,1,0.158033950021917,1,0.158033950021917,1
155,0.237660911643898,1,0.170782495505234,1,0.170782495505234,1
156,0.26247141492802,1,0.185605670132655,1,0.185605670132655,1
157,0.273022611768316,1,0.173598024741027,1,0.173598024741027,1
158,0.307343318310262,1,0.191619793014097,1,0.191619793014097,1
159,0.336820699727553,1,0.212252246500418,1,0.212252246500418,1
160,0.365311016848986,1,0.221347708943135,1,0.221347708943135,1
161,0.376676102223649,1,0.237869186014116,1,0.237869186014116,1
162,0.407912716834062,1,0.261655026330384,1,0.261655026330384,1
163,0.420013293679238,1,0.290333132265645,1,0.290333132265645,1
164,0.473190993785627,1,0.324359733040789,1,0.324359733040789,1
165,0.487102371310998,1,0.315861682346219,1,0.315861682346219,1
166,0.57752496785697,1,0.335741375277961,1,0.335741375277961,1
167,0.597345461703792,1,0.346894225659863,1,0.346894225659863,1
168,0.572019725484252,1,0.352624843435131,1,0.352624843435131,1
169,0.597560443913513,1,0.367885173064894,1,0.367885173064894,1
170,0.343396991695858,1,0.343399798181738,1,0.343399798181738,1
171,0.359646197456271,1,0.359657369846139,1,0.359657369846139,1
172,0.358180905656252,1,0.358180931059783,1,0.358180931059783,1
173,0.364257559397029,1,0.364264514070541,1,0.364264514070541,1
174,0.357176604401632,1,0.357176605558106,1,0.357176605558106,1
175,0.402686186565113,1,0.402686186565113,1,0.402686186565113,1
176,0.385960904400474,1,0.0420180373182913,1,0.0420180373182913,1
177,0.377994838575176,1,0.0473957269178051,1,0.0473957269178051,1
178,0.362599868748925,1,0.0612351542603041,1,0.0612351542603041,1
179,0.38874190054786,1,0.106366953305897,1,0.106366953305897,1
180,0.408481098866662,1,0.158037238724617,1,0.158037238724617,1
181,0.400976870175416,1,0.162463059679573,1,0.162463059679573,1
182,0.403723404755923,1,0.182682442055145,1,0.182682442055145,1
183,0.391302433811402,1,0.189334619266642,1,0.189334619266642,1
184,0.37192767485841,1,0.17959919626177,1,0.17959919626177,1
185,0.331447552125628,1,0.19657662363082,1,0.19657662363082,1
186,0.195099357774605,1,0.195109927699385,1,0.195109927699385,1
187,0.0875236988896643,1,0.0875319318032138,1,0.0875319318032138,1
188,0.0953757942232598,1,0.0953762497337951,1,0.0953762497337951,1
189,0.0767001955150142,1,0.123769764081604,1,0.123769764081604,1
190,0.111109049763141,1,0.0996695967778586,1,0.0996695967778586,1
191,0.147444588403367,1,0.0760605554175495,1,0.0760605554175495,1
192,0.171285094128654,1,0.0743738017832127,1,0.0743738017832127,1
193,0.201840370582758,1,0.0832366631041216,1,0.0832366631041216,1
194,0.231298071288922,1,0.105612440561331,1,0.105612440561331,1
195,0.32684369835347,1,0.326859064838182,1,0.326859064838182,1
196,0.365839024176067,1,0.365852679332184,1,0.365852679332184,1
197,0.388998546539028,1,0.389005139647538,1,0.389005139647538,1
198,0.403929613999592,1,0.403931304543219,1,0.403931304543219,1
199,0.409550911174864,1,0.409550942865808,1,0.409550942865808,1
200,0.419467747507011,1,0.419470752775092,1,0.419470752775092,1
201,0.417038283229814,1,0.417038284885413,1,0.417038284885413,1
202,0.387310695049931,1,0.108099813308568,1,0.108099813308568,1
203,0.373438164462925,1,0.116621198200275,1,0.116621198200275,1
204,0.356401671361612,1,0.149793582791873,1,0.149793582791873,1
205,0.348233631477892,1,0.162842620716051,1,0.162842620716051,1
206,0.413763495906858,1,0.0616896547922641,1,0.0616896547922641,1
207,0.415423987840162,1,0.119297721053537,1,0.119297721053537,1
208,0.416038511005532,1,0.127073117490551,1,0.127073117490551,1
209,0.412995899935137,1,0.0789337606948011,1,0.0789337606948011,1
210,0.398719120810677,1,0.0644908632862611,1,0.0644908632862611,1
211,0.377969268713713,1,0.065649563580286,1,0.065649563580286,1
212,0.376211489140854,1,0.0659080050189248,1,0.0659080050189248,1
213,0.384406778287438,1,0.0380869360813437,1,0.0380869360813437,1
214,0.376393710888322,1,0.0525881592338645,1,0.0525881592338645,1
215,0.282358282105974,1,0.0745767841231325,1,0.0745767841231325,1
216,0.0691094979980537,1,0.0658363702345507,1,0.0658363702345507,1
217,0.0626563038370896,1,0.062653297088607,1,0.062653297088607,1
218,0.0662973249254006,1,0.066292649428459,1,0.066292649428459,1
219,0.099695956964649,1,0.0996889758616188,1,0.0996889758616188,1
220,0.124007569046413,1,0.123996204536206,1,0.123996204536206,1
221,0.135794075851889,1,0.135781124240265,1,0.135781124240265,1
222,0.14363955870166,1,0.14363955814642,1,0.14363955814642,1
223,0.164311806162196,1,0.164311806162196,1,0.164311806162196,1
224,0.179053568655841,1,0.179045386013544,1,0.179045386013544,1
225,0.187659635031744,1,0.187659634340156,1,0.187659634340156,1
226,0.201447266549188,1,0.201443029415973,1,0.201443029415973,1
227,0.228068824236442,1,0.228067890142223,1,0.228067890142223,1
228,0.207559136001741,1,0.207562264065012,1,0.207562264065012,1
229,0.231118375470865,1,0.231123774187284,1,0.231123774187284,1
230,0.253961257636051,1,0.253966551201556,1,0.253966551201556,1
231,0.244203084381109,1,0.128480683935076,1,0.128480683935076,1
232,0.197161140114474,1,0.197161157288768,1,0.197161157288768,1
233,0.186760689027231,1,0.186761720722321,1,0.186761720722321,1
234,0.0922597389021145,1,0.0922597389021145,1,0.0922597389021145,1
235,0.096707450475547,1,0.096707450475547,1,0.096707450475547,1
236,0.102418389089707,1,0.192504983349856,1,0.192504983349856,1
237,0.109162773131782,1,0.208899321689292,1,0.208899321689292,1
238,0.109756795795232,1,0.106940407595381,1,0.106940407595381,1
239,0.0616926424551805,1,0.0616923988478674,1,0.0616923988478674,1
240,0.0394782184481568,1,0.034761061356004,1,0.034761061356004,1
241,0.0586689512556305,1,0.0586683041673103,1,0.0586683041673103,1
242,0.0679574352562267,1,0.0679574350993714,1,0.0679574350993714,1
243,0.0716821988162245,1,0.0716730441101071,1,0.0716730441101071,1
244,0.0804545124963121,1,0.0804545100615534,1,0.0804545100615534,1
245,0.0946970226471398,1,0.0946970226471398,1,0.0946970226471398,1
246,0.114741024872119,1,0.114741024872119,1,0.114741024872119,1
247,0.119981007974174,1,0.119981007974174,1,0.119981007974174,1
248,0.134781930413565,1,0.134771616827653,1,0.134771616827653,1
249,0.152832625620172,1,0.152825505145258,1,0.152825505145258,1
250,0.169062262647957,1,0.169046360097774,1,0.169046360097774,1
251,0.165996306376396,1,0.110575160058982,1,0.110575160058982,1
252,0.174293345571718,1,0.119584645306682,1,0.119584645306682,1
253,0.182983096639866,1,0.11763015210066,1,0.11763015210066,1
254,0.179280470022668,1,0.157853608436062,1,0.157853608436062,1
255,0.132076661662816,1,0.13206918292103,1,0.13206918292103,1
256,0.12467625872657,1,0.124668063346651,1,0.124668063346651,1
257,0.124551346093973,1,0.0945381134446045,1,0.0945381134446045,1
258,0.142937646328507,1,0.0048079668285381,1,0.0048079668285381,1
259,0.143959437809151,1,0.0128084669071279,1,0.0128084669071279,1
260,0.139330172198857,1,0.0189824329762409,1,0.0189824329762409,1
261,0.148145469565263,1,0.0440351361868695,1,0.0440351361868695,1
262,0.164290480812642,1,0.0747075816460671,1,0.0747075816460671,1
263,0.174193375477655,1,0.0988961204462468,1,0.0988961204462468,1
264,0.188895515986799,1,0.123516059101633,1,0.123516059101633,1
265,0.204115981083161,1,0.204114867170355,1,0.204114867170355,1
266,0.21200316088456,1,0.212003160596775,1,0.212003160596775,1
267,0.224176185204968,1,0.224176185204968,1,0.224176185204968,1
268,0.225546421627275,1,0.225546421627275,1,0.225546421627275,1
269,0.239751738736889,1,0.0482814291007785,1,0.0482814291007785,1
270,0.24204963730018,1,0.0366547571942461,1,0.0366547571942461,1
271,0.245722896791478,1,0.0199418411035092,1,0.0199418411035092,1
272,0.208997093933054,1,0.0422515249979609,1,0.0422515249979609,1
273,0.193897530812178,1,0.0441239868873754,1,0.0441239868873754,1
274,0.179707830737783,1,0.0578876494247843,1,0.0578876494247843,1
275,0.171742992769284,1,0.067794401317462,1,0.067794401317462,1
276,0.16520890686823,1,0.0668927132395669,1,0.0668927132395669,1
277,0.181419312087287,1,0.0257540944930495,1,0.0257540944930495,1
278,0.185347588427911,1,0.0406692106853765,1,0.0406692106853765,1
279,0.189019671205671,1,0.0624534616646582,1,0.0624534616646582,1
280,0.199461400478063,1,0.0885805425512369,1,0.0885805425512369,1
281,0.206438973501019,1,0.110936831692383,1,0.110936831692383,1
282,0.218304402045098,1,0.14156632274121,1,0.14156632274121,1
283,0.208550421147978,1,0.137297320039482,1,0.137297320039482,1
284,0.177437418675226,1,0.125478650604727,1,0.125478650604727,1
285,0.178606855765639,1,0.0490906927016966,1,0.0490906927016966,1
286,0.165384247801422,1,0.0297824781190981,1,0.0297824781190981,1
287,0.0474011427548359,1,0.0473949935800133,1,0.0473949935800133,1
288,0.0224713885155335,1,0.0224690641700344,1,0.0224690641700344,1
289,0.0173625537469342,1,0.0173746702799214,1,0.0173746702799214,1
290,0.0469262815712164,1,0.0469506396070373,1,0.0469506396070373,1
291,0.0803723185016086,1,0.0803749934336863,1,0.0803749934336863,1
292,0.110378958197519,1,0.110393019401899,1,0.110393019401899,1
293,0.132576328125327,1,0.132571911731101,1,0.132571911731101,1
294,0.135897369075294,1,0.135897367827297,1,0.135897367827297,1
295,0.0682649900774748,1,0.0682649900774748,1,0.0682649900774748,1
296,0.077454679411786,1,0.0774557917041047,1,0.0774557917041047,1
297,0.0845976645576474,1,0.0845919400055783,1,0.0845919400055783,1
298,0.082063113320023,1,0.0820523240263193,1,0.0820523240263193,1
299,0.0795094237730209,1,0.079507440395451,1,0.079507440395451,1
300,0.0884959223968428,1,0.0884873391288475,1,0.0884873391288475,1
301,0.109932203178347,1,0.109932194115355,1,0.109932194115355,1
302,0.108055757619268,1,0.108049908226798,1,0.108049908226798,1
303,0.0818097900302586,1,0.0362882667641274,1,0.0362882667641274,1
304,0.0886248622850645,1,0.0238234984601248,1,0.0238234984601248,1
305,0.0207013266025786,1,0.0206999268712818,1,0.0206999268712818,1
306,0.0397528431637066,1,0.0397528426096693,1,0.0397528426096693,1
307,0.0659335926288764,1,0.0659344086969359,1,0.0659344086969359,1
308,0.0735811480318096,1,0.0735811484070879,1,0.0735811484070879,1
309,0.0873252676802521,1,0.0873332601122891,1,0.0873332601122891,1
310,0.0887017705720174,1,0.0887099497636537,1,0.0887099497636537,1
311,0.0875257746287011,1,0.0875345781413006,1,0.0875345781413006,1
312,0.108270480756031,1,0.108273430252518,1,0.108273430252518,1
313,0.116647093450856,1,0.116647094770432,1,0.116647094770432,1
314,0.109505063559487,1,0.109512443167359,1,0.109512443167359,1
315,0.133886289029964,1,0.133898317109608,1,0.133898317109608,1
316,0.145013880159692,1,0.1450138897915,1,0.1450138897915,1
317,0.168291851636879,1,0.168289775470531,1,0.168289775470531,1
318,0.174443465716291,1,0.174443465555895,1,0.174443465555895,1
319,0.171838246778171,1,0.0431590970429585,1,0.0431590970429585,1
320,0.199385761093975,1,0.0666278664474361,1,0.0666278664474361,1
321,0.194052820210761,1,0.0752276781628114,1,0.0752276781628114,1
322,0.202381144985751,1,0.0901714142373401,1,0.0901714142373401,1
323,0.207079992150479,1,0.0297518595836312,1,0.0297518595836312,1
324,0.218684027789276,1,0.0461118670408316,1,0.0461118670408316,1
325,0.204663154087906,1,0.0434146806421357,1,0.0434146806421357,1
326,0.216424886703808,1,0.0520850448018809,1,0.0520850448018809,1
327,0.137851145537037,1,0.0709511359139415,1,0.0709511359139415,1
328,0.134309476487647,1,0.0745325980256403,1,0.0745325980256403,1
329,0.137946250332167,1,0.0906860484683059,1,0.0906860484683059,1
330,0.147705176786663,1,0.108171634551344,1,0.108171634551344,1
331,0.123812856718997,1,0.0358058562015329,1,0.0358058562015329,1
332,0.155171820913906,1,0.155166931950433,1,0.155166931950433,1
333,0.178291336625957,1,0.127007945101106,1,0.127007945101106,1
334,0.220138714715781,1,0.220147664869093,1,0.220147664869093,1
335,0.237276705415892,1,0.237283469250866,1,0.237283469250866,1
336,0.218961199015011,1,0.218961199044757,1,0.218961199044757,1
337,0.215307802632267,1,0.215305210431483,1,0.215305210431483,1
338,0.236542948064859,1,0.23653821643051,1,0.23653821643051,1
339,0.23280667199717,1,0.232813551020099,1,0.232813551020099,1
340,0.237585304508932,1,0.237585306055526,1,0.237585306055526,1
341,0.088398324409437,1,0.0884021978462229,1,0.0884021978462229,1
342,0.052922711638777,1,0.052919727085373,1,0.052919727085373,1
343,0.0591478871866688,1,0.0591357999247793,1,0.0591357999247793,1
344,0.0614153132697716,1,0.0614082513007753,1,0.0614082513007753,1
345,0.0785430372854464,1,0.0785304889572696,1,0.0785304889572696,1
346,0.0839171193562105,1,0.0839053649065751,1,0.0839053649065751,1
347,0.0965308994884007,1,0.096524531138075,1,0.096524531138075,1
348,0.0970210686725749,1,0.096140228024216,1,0.096140228024216,1
349,0.105589718689613,1,0.105591013259569,1,0.105591013259569,1
350,0.134098156151587,1,0.134107723875345,1,0.134107723875345,1
351,0.159118390209348,1,0.159118398041756,1,0.159118398041756,1
352,0.184693761598692,1,0.184693945254238,1,0.184693945254238,1
353,0.211262804613764,1,0.21126857037414,1,0.21126857037414,1
354,0.238621300996214,1,0.238621693633058,1,0.238621693633058,1
355,0.266265048193502,1,0.266269170361989,1,0.266269170361989,1
356,0.216874262122796,1,0.216873838466668,1,0.216873838466668,1
357,0.227330701330992,1,0.227330701133548,1,0.227330701133548,1
358,0.246838854751377,1,0.246838854751377,1,0.246838854751377,1
359,0.266446253696893,1,0.0685737704650576,1,0.0685737704650576,1
360,0.225460343956348,1,0.0489145119014966,1,0.0489145119014966,1
361,0.221169513846893,1,0.0293770652930299,1,0.0293770652930299,1
362,0.251503775694461,1,0.0180893646007963,1,0.0180893646007963,1
363,0.248209449513355,1,0.022441023013954,1,0.022441023013954,1
364,0.0798789236953328,1,0.0315769262337974,1,0.0315769262337974,1
365,0.102703979368309,1,0.0749761826053948,1,0.0749761826053948,1
366,0.11431528518224,1,0.0929018072639105,1,0.0929018072639105,1
367,0.124904646421674,1,0.107994129603088,1,0.107994129603088,1
368,0.134343746500001,1,0.122107116066201,1,0.122107116066201,1
369,0.155978181752903,1,0.148295096104226,1,0.148295096104226,1
370,0.132579636126614,1,0.132577976365574,1,0.132577976365574,1
371,0.141119091908994,1,0.141119091329833,1,0.141119091329833,1
372,0.156642155444162,1,0.156642155444162,1,0.156642155444162,1
373,0.166779062190168,1,0.166779062190168,1,0.166779062190168,1
374,0.158711786127661,1,0.158711786127661,1,0.158711786127661,1
375,0.169267009542508,1,0.169267009542508,1,0.169267009542508,1
376,0.171103741637132,1,0.171103741637132,1,0.171103741637132,1
377,0.150510464291499,1,0.150509794483669,1,0.150509794483669,1
378,0.0679571623922616,1,0.0679598739684709,1,0.0679598739684709,1
379,0.0413799424663367,1,0.0413799434025453,1,0.0413799434025453,1
380,0.0462978372970505,1,0.0463099169674492,1,0.0463099169674492,1
381,0.049331812232748,1,0.0493344640550037,1,0.0493344640550037,1
382,0.0308908882119769,1,0.0308979432030821,1,0.0308979432030821,1
383,0.027344262283788,1,0.0273569497971375,1,0.0273569497971375,1
384,0.0169094593398682,1,0.0169184943202205,1,0.0169184943202205,1
385,0.0729391526673456,1,0.0729443402739187,1,0.0729443402739187,1
386,0.0658660083870945,1,0.0658762369628802,1,0.0658762369628802,1
387,0.0835440941667738,1,0.0835547108989229,1,0.0835547108989229,1
388,0.0686088981073205,1,0.0686100167788504,1,0.0686100167788504,1
389,0.0456392520314996,1,0.0456385805372768,1,0.0456385805372768,1
390,0.0590667990157146,1,0.0590644660990611,1,0.0590644660990611,1
391,0.0819474068727512,1,0.0819424287192918,1,0.0819424287192918,1
392,0.102325608723272,1,0.102321940476425,1,0.102321940476425,1
393,0.134892487588725,1,0.134879946361406,1,0.134879946361406,1
394,0.163278886097727,1,0.115926155298125,1,0.115926155298125,1
395,0.182009562485656,1,0.084311351275986,1,0.084311351275986,1
396,0.113030363621491,1,0.0790619485387089,1,0.0790619485387089,1
397,0.0744118277415644,1,0.0744093292474377,1,0.0744093292474377,1
398,0.0699576982727231,1,0.069953618308786,1,0.069953618308786,1
399,0.0814817791988733,1,0.0814718132678086,1,0.0814718132678086,1
400,0.0882646967747343,1,0.0882534510064053,1,0.0882534510064053,1
401,0.104260719686654,1,0.104246969176924,1,0.104246969176924,1
402,0.117373058375556,1,0.117361706888485,1,0.117361706888485,1
403,0.132798264305344,1,0.132787238410053,1,0.132787238410053,1
404,0.151322705598114,1,0.151309793267258,1,0.151309793267258,1
405,0.163597099403952,1,0.163585331671391,1,0.163585331671391,1
406,0.186171311253107,1,0.186160793498995,1,0.186160793498995,1
407,0.195400881025657,1,0.195388556694085,1,0.195388556694085,1
408,0.201315664266371,1,0.201308451122293,1,0.201308451122293,1
409,0.207018634809836,1,0.207009021824801,1,0.207009021824801,1
410,0.227980715472525,1,0.22797850156039,1,0.22797850156039,1
411,0.255231125764409,1,0.255231276586789,1,0.255231276586789,1
412,0.21904916724755,1,0.0639671652576931,1,0.0639671652576931,1
413,0.235181585061228,1,0.0699392436706901,1,0.0699392436706901,1
414,0.251968829955601,1,0.0685788096002477,1,0.0685788096002477,1
