pyramid,scenario,rmseAllCm,rmseCm,p95Cm,maxCm,above30cm,headingRmseDeg,acceptedMatches,matchRmseCm,matchingMsMedian
pyramid150_0,both,5.95600301143612,5.42107829190978,9.90484204228026,17.450644824053,0,0.388694270390221,1168,11.2196967564501,19.438
pyramid150_0,lidar_only,14.8814554041792,14.2979842227086,27.1320951516058,42.4231673229294,39,0.43612444343922,1168,13.0693486002547,7.831
