frame,truthErrM,aliasErrM,truthSim,truthCost,truthPairs,truthMatchedFraction,truthMeanQ,truthCurbQ,truthPoleQ,truthSignQ,aliasSim,aliasCost,aliasPairs,aliasMatchedFraction,aliasMeanQ,aliasCurbQ,aliasPoleQ,aliasSignQ,truthHSim,truthHCostSum,truthHCostMax,aliasHSim,aliasHCostSum,aliasHCostMax
197,0.0299540321000613,0.38900513948351,0.609418164560856,0.565004141126477,96,1,1.40925210054865,1.44017070822521,1.00193745715325,0.224917375563145,0.690842704789648,0.415524975531836,96,1,0.890580218785586,0.889684872572003,1.10575591406505,0.111353943103703,0.6094181645713,0.0637686742932202,0.0295405202051558,0.69084270479103,1.83401279870157,1.36340393988384
198,0.0124446844631534,0.403931304543219,0.633190124362477,0.466296657565791,92,0.989247311827957,1.0634244696956,1.07544506263867,1.04266567257274,0.133447462206065,0.679746170306057,0.45406853590575,92,0.989247311827957,0.834425566718996,0.757875504105817,2.29948408181037,0.0924383759954319,0.633190124337934,0.1537114000816,0.0756902773724845,0.679746170313234,2.33238254357614,1.74118899536576
199,0.0186287333640441,0.409550942865808,0.629645230890103,0.441707655909066,90,0.978260869565217,1.24890061023064,1.27418015342435,1.05029145942809,0.118464735971844,0.664332293260368,0.47449477619455,90,0.978260869565217,1.039253395072,0.977071225161807,2.27272519908723,0.0951966474520188,0.629645230913881,0.333713307847464,0.139234086997849,0.664332293270807,2.88327583165678,2.18916195150393
200,0.0462449968406958,0.419470752775092,0.648703188805745,0.389495520983482,86,0.977272727272727,1.01538966076419,1.03475907669303,0.854258383410586,0.0909920799430243,0.670485302967078,0.495237595729258,86,0.977272727272727,0.8972858239285,0.864972331166584,1.75380397049722,0.0886061513688259,0.648703188811487,0.313083209296734,0.167790035593425,0.67048530293524,2.55818563414747,2.37027118628228
201,0.0771685851765912,0.417038283229814,0.656086339691248,0.379964433987507,85,0.977011494252874,1.00176420732623,1.02308940400211,0.793559905049696,0.128565682361443,0.660875656467813,0.578017462692565,85,0.977011494252874,0.983425057042995,0.960351519374146,1.65864275900643,0.128437262697134,0.656086339657592,0.338947915911123,0.190523870343213,0.660875656478931,2.81585687308283,2.67559937072987
206,0.061688032611565,0.413763495906858,0.556974973501252,0.453473660045307,84,0.976744186046512,1.04211186965552,1.06125955101699,1.05377124804653,0.268289388290834,0.448814863965723,0.931076167725584,84,0.976744186046512,1.30493632469709,1.24373994726061,1.41073799784086,3.56349072372233,0.553386776929388,0.646736263927484,0.408702572955697,0.44881486387452,2.35869395657312,2.35048641209666
207,0.111030207268447,0.415423987840162,0.513979507482619,0.683014544040825,84,0.976744186046512,1.43139065695514,1.34289990926332,3.26990285681605,0.242003943438029,0.431938410387831,1.07458047414115,84,0.976744186046512,1.60704492768276,1.44734711184504,3.33574352549624,3.43366434290131,0.513979507469182,1.20346545150886,0.359813609113912,0.431938410349812,3.44196264382275,2.20870685713022
208,0.112197442708433,0.416037246612338,0.553653547972135,0.605159925592518,79,0.9875,1.47017327398194,1.41189560374907,2.84659330091474,0.127119335033114,0.443245857468067,1.25518117328833,79,0.9875,1.64958910101503,1.30202726896434,5.70775737744926,4.01639436375431,0.55365354797294,0.97235243167029,0.601683967373758,0.443245857540072,3.26069091598307,2.64315725805427
209,0.0789262005143069,0.412995899935137,0.638139265435699,0.47434696945724,71,1,1.53674130129565,1.57610346079895,1.59367635675243,0.152387454501415,0.475387386140191,1.23338091289196,71,1,1.35411861721746,1.12650456151844,4.90081382623597,3.54533964175759,0.638139265459821,0.294543408011481,0.227403390518962,0.475387386187774,3.30857383434473,3.0199138328685
210,0.0810793461547088,0.398718931181053,0.583908360837925,0.503153620682837,70,1,1.45736670190301,1.47773218199867,1.79308032596192,0.134244090724085,0.434517900652798,1.2649409958529,70,1,1.38236752019943,1.01186825408474,6.14451501026804,3.71404905573246,0.583908360823343,0.383222625660954,0.236613435093138,0.434517900648411,3.46729661177636,3.04284426092395
211,0.0656395146371995,0.377969157805715,0.606473531946723,0.516442538655139,66,1,1.43308378356263,1.45652552877225,1.75202098062507,0.0919570331493061,0.448673896072854,1.38329400308759,66,1,1.44618805473446,1.02097465845837,6.14967166150243,4.79562272948142,0.606473531977437,1.2050732149188,0.720090887737169,0.448673895886577,4.88947850421121,3.89958772164852
212,0.0659058745641575,0.376211150754841,0.587699982517293,0.551398832962993,78,1,2.03056893538008,2.13469157847412,1.24191458047083,0.320279856032267,0.420574636225255,1.39386328358734,78,1,1.5806083705181,1.43347762731808,3.45962353269562,3.23273104514104,0.58769998249189,1.55864527730532,0.730791489168672,0.420574636290504,9.57196147399631,4.43558443178606
213,0.0380847941050491,0.384406778287438,0.542874092147317,0.531817827420417,76,0.974358974358974,2.08504993670376,2.21959388660849,1.05168371382103,0.368360719405407,0.359245466513409,1.44378640869991,76,0.974358974358974,1.79539104318363,1.68634571242659,2.43903245849641,3.44524509684526,0.542874092164188,1.51922695536382,0.630381467150687,0.45445311602525,2.98187670174515,1.30544688521846
214,0.0525896921702946,0.376393710888322,0.531229344816955,0.476244750244352,76,0.938271604938272,2.93592931606164,3.20558118904708,0.950316550690046,0.133174804011155,0.333406456890043,1.44489358306561,76,0.938271604938272,2.77895519470436,2.82469327204923,1.74923614145187,3.45842386364131,0.531229344820327,0.680500085725982,0.263140805646119,0.531229477955702,0.680264378221888,0.268644497576194
657,0.0550766653913784,0.337748366163155,0.553318168042606,0.43366208765635,87,0.956043956043956,2.02184506538634,2.12757958653656,0.208777008901167,0.406331782955073,0.554122832980228,0.44144788567082,87,0.956043956043956,2.14211932843031,2.25563996132627,0.127015986565624,0.510428392493002,0.553318168016673,0.374668648078445,0.244094178641634,0.553318143186547,0.534660740787537,0.314055746934331
658,0.0625190508227461,0.341703586924594,0.557352862305531,0.447747569675469,90,0.957446808510638,1.96405822903139,2.06340032063747,0.200142709356583,0.387892615285303,0.552980632049995,0.468934520695731,90,0.957446808510638,2.04115434903696,2.14425588286758,0.142846482939977,0.50680096038103,0.557352862358771,0.649645186904585,0.296327606561748,0.557352811570314,0.474435227281145,0.240839852035123
841,0.0220871208522153,0.352983401671937,0.324872816294971,0.769065458042841,78,0.962962962962963,1.46298350539694,1.38428951233993,1.83672443692468,2.01395252778209,0.41934675653211,0.370824455395889,78,0.962962962962963,1.33910164477062,1.51208022262994,0.434835801140395,0.293486797352347,0.325996053746888,6.65941418603777,1.92445983523212,0.419346756527818,4.79720895943304,1.7570710012327
842,0.0139750747633424,0.371385344507301,0.38230588967014,0.722123198158454,70,0.985915492957746,1.40636227902094,1.37469614730787,1.58784718017681,1.8293711767874,0.452952466073581,0.428033915047652,70,0.985915492957746,1.40996730980966,1.5166596252421,0.341768834465223,0.593693319520932,0.382305889664757,3.39969256586581,1.43608513947537,0.452952466068894,1.59839432448377,0.85593470572126
843,0.147586985213446,0.462106057628449,0.4309174814396,0.553393546266548,70,0.972222222222222,1.3379371325042,1.34299645568861,1.68125999300927,0.435663994304275,0.450484045371563,0.465663485755508,70,0.972222222222222,1.38345268753092,1.5197797384213,0.606153357927297,0.470610105465,0.430917481405896,7.39827270931889,2.74748811669832,0.450484045363125,5.86715589424236,2.65774354202298
844,0.151043945232164,0.548242185798024,0.523541260878779,0.560466735320265,68,0.985507246376812,1.36445685868102,1.34456623307606,1.84199022719809,0.279863524217801,0.531874567982616,0.507851997156963,68,0.985507246376812,1.44876653257855,1.54846278618069,0.958979491335674,0.221981695665683,0.523541260902679,2.62056659278857,1.26225211817275,0.531874567993773,2.83403252594044,1.15939526861208
845,0.125492994207679,0.592829040209871,0.55439683852498,0.520519026866735,66,0.970588235294118,1.45218883444873,1.49920516693721,1.62617453807601,0.210907109912969,0.540828668897145,0.562446264720394,66,0.970588235294118,1.6359906956049,1.77930874242343,0.849306030356641,0.486317136549252,0.55439683850658,1.56489307545292,0.762261089606614,0.540828668906105,1.33525432685789,0.575222025864028
846,0.0927506412997518,0.609312772083248,0.56553677908402,0.325616175404715,93,0.978947368421053,1.23252581324349,1.29815107333098,0.674637543896414,0.0951193831980857,0.462158288514759,0.694105150272169,93,0.978947368421053,2.35087539580821,2.46923873470971,1.03175337976655,0.716622368687428,0.565536779093476,1.06280539736213,0.374223845773874,0.462158288515683,3.43799030010525,1.50440109013691
847,0.0487145749348078,0.670570723543002,0.562406332901256,0.280050802338748,96,0.96969696969697,0.999460795343246,1.05546572635316,0.557731807015304,0.0928644662657355,0.443895553652792,0.723682163121801,96,0.96969696969697,2.06961827513944,2.17710342934655,1.10105052254957,0.531000006047248,0.562406332910482,1.88203452223479,1.18069381551917,0.443895553657705,3.80384846931662,1.52717857920256
848,0.0185815137279534,0.662224398686847,0.553036864245269,0.268311878815414,107,0.972727272727273,1.07152876610177,1.13976312112848,0.193731763035714,0.260525482256861,0.412085161771211,0.814121744226705,107,0.972727272727273,2.28963301445324,2.40586212491892,1.06462029328508,0.637975251595747,0.553036864277497,0.848585251250233,0.300011426043761,0.412085161761999,5.03116650893612,1.56455978188979
849,0.00718545618449832,0.676140265060876,0.605154346490677,0.266698703672094,106,0.972477064220184,1.14537233023527,1.22433453032777,0.17350983943599,0.18266091876829,0.434657024952934,0.8995976865883,106,0.972477064220184,2.0746792911963,2.1692589182726,1.10568424789311,0.726473471130034,0.605154346522265,2.06720803797438,0.721069475966161,0.434657024948008,7.37243042024165,2.35672329936851
850,0.0381178928343759,0.668924069528226,0.52435450214106,0.263848869887127,105,0.972222222222222,1.14939921196511,1.2511201539871,0.166521778887911,0.194069252001767,0.367017069317024,0.837165722646587,105,0.972222222222222,2.16099798962379,2.28241953617852,1.130033236986,0.925800004265773,0.52435450216385,0.418210795968684,0.218362023420502,0.367017069304792,5.57258718275825,2.8745987901175
851,0.0364977516704267,0.684817620163026,0.525050767874369,0.296683533832074,109,0.973214285714286,1.1558130202346,1.243856643641,0.534336459682802,0.175929874131218,0.362840609284861,1.00263288279725,109,0.973214285714286,2.05494231115169,1.90679775645112,5.38698086371135,0.960129320211285,0.525050767874185,3.01212472373794,2.20883834209079,0.362840609254692,8.3243724095575,2.63153866571123
852,0.0480518481478083,0.676783177312747,0.507397389318131,0.286833051663446,113,0.982608695652174,1.13946884176893,1.2491073965244,0.570706359615894,0.157628906666022,0.342556603583089,0.950002038188589,113,0.982608695652174,1.99333703082003,1.85737799916258,4.7290664852634,1.18045673838917,0.507397389318323,0.732294795475846,0.245225074430294,0.342556603551209,5.56956800087687,2.36447197025722
853,0.0659491672234165,0.624076233182776,0.535131398234014,0.283099431842163,110,0.982142857142857,1.08973287860394,1.1734649020923,0.543512437343304,0.163338192096518,0.320274250234422,1.23870767675924,110,0.982142857142857,1.76112457366542,1.50516501381441,7.11824967631978,1.52018639232848,0.535131398244394,3.86107705189748,2.40469535110074,0.320274250266994,10.0343822071397,4.0352228352364
961,0.0443580323087232,0.382555364134844,0.453655490102327,1.33073627238926,55,0.948275862068966,3.80638840332062,2.88368144075337,16.2236850783436,0.272549831591304,0.524155378256136,1.02766871750743,55,0.948275862068966,4.30879859698758,3.94512181332385,9.9241191383972,0.0313556145354534,0.453655490020256,2.97662848271081,1.09953388529752,0.524155378272233,3.45709024191224,1.01399670922927
962,0.0406966723723501,0.36866157427549,0.448104155500594,1.40640642948963,57,0.966101694915254,4.28589256243556,3.48860734120746,15.6237541677809,0.393277644915157,0.562483408756023,1.02600098993826,57,0.966101694915254,4.2059422610437,3.82387547005169,10.218960405107,0.0213428163746823,0.448104155523547,0.687197263359508,0.440607152891638,0.562483408748329,1.09440406565206,0.477382830107942
963,0.0447785363333933,0.349224820275456,0.462479839000792,1.39393534348114,52,0.981132075471698,3.35313328321596,2.37701822533919,15.5565572674765,0.416845066381985,0.601224982971608,1.0142250868352,52,0.981132075471698,3.48930250510541,2.92844120388433,10.945825756454,0.0236906571014968,0.462479839046856,0,0,0.601224982954299,0,0
964,0.0489471848187467,0.321754702948859,0.434197867169976,1.47362284724989,64,0.96969696969697,2.76195455293498,1.96038274707614,15.148856309782,0.507084071218933,0.573055110466953,1.01536023567431,64,0.96969696969697,2.81457311790178,2.34289799201824,10.4729940217151,0.00972192977722405,0.434197867266936,0.73343724046428,0.558780184146455,0.573055110471179,0.653654707133385,0.33914971004279
965,0.0521871508187826,0.285141233296324,0.422382480087027,1.17861828662583,70,0.985915492957746,3.00453857767472,2.75910727646409,9.19064804916987,0.644676043090794,0.599237661723384,0.659944077308566,70,0.985915492957746,2.8514545455838,2.76021576745124,5.80652698894398,0.00799657225200359,0.422382480033442,0.89271078857173,0.499358641317704,0.599237661719104,0.960689616298201,0.372954913053062
966,0.0972960932099664,0.254468099246144,0.375759660929997,1.04124722533442,74,1,2.60798132404742,2.35169697395758,9.23283445424445,0.673326439745634,0.540321990490976,0.601754784342824,74,1,2.44030255055098,2.33454994227724,5.71995518015831,0.00402724089063629,0.375759660905687,0.0318473811162117,0.0318473811162117,0.540321990495986,0.0310506732602803,0.0310506732602803
1027,0.103490302456892,0.438945032160136,0.519749968791067,0.464023866125669,56,0.875,1.7073099931581,1.79269850772505,1.6509340974667,0.110642151142183,0.524014666837607,0.515602671281638,56,0.875,2.09130120634088,2.44166359381904,0.946081236128464,0.109428532883387,0.519749968791552,2.29446652013393,0.681250955962516,0.52401466677005,2.58443101705517,0.90177473479743
1028,0.0876123624419819,0.442574750957937,0.530462640410054,0.488418978946278,53,0.854838709677419,1.55714894044097,1.60860463482544,1.62938247039673,0.151528473566124,0.545665598897937,0.423854065656728,53,0.854838709677419,1.90865675876367,2.33566768765756,0.323270012566182,0.0756676098807141,0.530462640438752,1.11899587628839,0.371096959544094,0.54566559884487,1.00346733726307,0.27088907165353
1029,0.10646389246201,0.416745380160054,0.478865730570635,0.534996023991233,66,0.891891891891892,2.05023904115948,2.15378923778885,1.702017833624,0.543718365678938,0.50636426438071,0.410515977200238,66,0.891891891891892,1.83995166645913,2.10568878273328,0.384560290372879,0.220877915127793,0.478865730604081,1.81833176233302,1.20693854130682,0.506364264414163,0.71513309489122,0.329626362925632
1030,0.124456692188839,0.38106209196389,0.483020015761377,0.602835525683765,74,0.925,2.04788741091424,2.13831212245735,1.66464040471982,0.687284666312444,0.530078520607288,0.412113759910814,74,0.925,1.74783309897005,1.96181709080011,0.408505695097941,0.257654975896669,0.48302001580429,1.20955914325702,0.444210694491201,0.530078520610503,0.94984735830711,0.342924966927262
1031,0.337735751328122,0.15556330167068,0.604475852236297,0.365791567764428,83,0.912087912087912,1.72172207071144,1.87935727696135,0.270070997359736,0.0606391154306577,0.561043109648286,0.55965280093851,83,0.912087912087912,1.91409121324464,2.01561754939522,1.06749769478028,0.225770631201637,0.604475852303004,1.14686996380602,0.377567762384071,0.561043109711677,1.91502172061863,0.827890118959778
1032,0.299792929268507,0.182835098388586,0.61870061013891,0.375584389878799,82,0.901098901098901,1.46781296456403,1.59891689878248,0.281663360384721,0.0691690616538067,0.56253799414516,0.607619827866035,82,0.901098901098901,1.84652973417181,1.94711727051619,1.00555546063342,0.289871959456357,0.618700610193471,1.55427733389826,0.694397733393664,0.562537994242907,1.64559724868946,0.580344996839186
1105,0.144772020182845,0.459836844587406,0.566745819554413,0.52218389841285,91,0.875,1.99579569209736,2.08526734745074,1.47751534658417,0.0208667189591341,0.554926402334577,0.578681926755916,92,0.884615384615385,1.87206546838615,1.80966994150764,2.49123930869749,0.0527953752422492,0.56674581964938,0.909445551246404,0.534124763319096,0.554926402338808,0.750010516042538,0.262891979624761
1106,0.109622650013828,0.461606013500099,0.540585181480946,0.70856336483805,104,0.88135593220339,2.93507650993623,2.46654043889583,7.11901531315379,0.0170682102604383,0.534963314106454,0.732924678170432,105,0.889830508474576,2.69558375668184,2.32263298053472,5.77620445408788,0.0396067933446546,0.540585181546459,1.41718612082336,0.588547192596238,0.534963314125111,2.62940878623777,1.46313433494613
1107,0.0867698910207733,0.439677421640729,0.528411264247849,0.672255374630247,111,0.874015748031496,2.94419117584556,2.46561542811859,7.09699572737689,0.0109598347124818,0.512567536449101,0.810844197558821,112,0.881889763779528,2.83604123625187,2.28972844768712,7.16816691547478,0.0570606857000849,0.528411264267233,0.566101241180976,0.462818114578304,0.512567536451578,0.138219342999846,0.0489458453307254
