frame,alias_screenErrorM,alias_screenAccepted
562,0.12860583079404,1
563,0.131398290082556,1
564,0.0656510959942142,1
565,0.122581341948406,1
566,0.138696012439209,1
567,0.0429105724547573,1
568,0.0517278910421581,1
569,0.01820576736971,1
570,0.0235723430508021,1
571,0.032805663274804,1
572,0.0648284967907122,1
573,0.0849956664007815,1
574,0.10385956523368,1
575,0.104083384612955,1
576,0.10826159691289,1
577,0.101360040036788,1
578,0.105770067843997,1
579,0.158855840308984,1
580,0.124016599450157,1
581,0.108272732651567,1
582,0.0681950456264803,1
583,0.0615726648519312,1
584,0.067301553314735,1
585,0.055688433550494,1
586,0.039203672101683,1
587,0.0510848705910834,1
588,0.0597424758521379,1
589,0.0757484216838138,1
590,0.0588657134915458,1
591,0.0505040459898685,1
592,0.0672975798443806,1
593,0.0878373434213686,1
594,0.0716377014116467,1
595,0.0768968810466793,1
596,0.0246892290974821,1
597,0.068547876301829,1
598,0.080280262801577,1
599,0.0883962463485045,1
600,0.0867135333637303,1
601,0.223605052051422,1
602,0.182128794575378,1
603,0.124063740068344,1
604,0.116004343761763,1
605,0.127063796420449,1
606,0.186883151903582,1
607,0.182702309162832,1
608,0.174552722743281,1
609,0.163007193705239,1
610,0.153650570961627,1
611,0.145583129882766,1
612,0.145915483082929,1
613,0.122735644135417,1
614,0.114943461153562,1
615,0.121752750136984,1
616,0.11360141099257,1
617,0.138028731893703,1
618,0.160460551320581,1
619,0.157900137928892,1
620,0.169443599741336,1
621,0.17696071592071,1
622,0.178057969083778,1
623,0.181271741659841,1
624,0.161876998913889,1
625,0.171603932158732,1
626,0.139274183397638,1
627,0.134237580870429,1
628,0.149778071888572,1
629,0.169234690302976,1
630,0.163049113501942,1
631,0.13473116242855,1
632,0.0875072088883228,1
633,0.0532508003349024,1
634,0.0327688095769479,1
635,0.0188925055201124,1
636,0.0254869250979995,1
637,0.0336595821614885,1
638,0.0617562897963018,1
639,0.125645077920832,1
640,0.120231074331314,1
641,0.140970687303123,1
642,0.16744337897404,1
643,0.175552011689965,1
644,0.133736106398833,1
645,0.0993949306151647,1
646,0.0808756429356015,1
647,0.0730134990714055,1
648,0.0538456622420676,1
649,0.0569908185156449,1
650,0.0594694453255429,1
651,0.0358685786366518,1
652,0.0273608481100954,1
653,0.0293855827042406,1
654,0.0367157195762334,1
655,0.0529027280357453,1
656,0.0539025491531383,1
657,0.337748366163155,1
658,0.341701600824123,1
659,0.327011484012788,1
660,0.328831679580968,1
661,0.0772624766187896,1
662,0.0974787216415319,1
663,0.0367647393180855,1
664,0.0408094379194662,1
665,0.062989659160927,1
666,0.0631355243141284,1
667,0.11321477594846,1
668,0.0917672346054824,1
669,0.083216811611499,1
670,0.0339290855031969,1
671,0.0345549083673388,1
672,0.0473526833786904,1
673,0.0766882083937059,1
674,0.0877957242329404,1
675,0.121421256289664,1
676,0.114312340771633,1
677,0.108829496245711,1
678,0.0734378142325828,1
679,0.0211758655520075,1
680,0.00657055223049942,1
681,0.0267476710217292,1
682,0.0165490339136824,1
683,0.0345738760557652,1
684,0.045747968313873,1
685,0.0537150223161938,1
686,0.0593966009274146,1
687,0.0573640185019965,1
688,0.0777901308105314,1
689,0.0976125086658472,1
690,0.109654301436726,1
691,0.120181210550097,1
692,0.135231995796109,1
693,0.144720922822722,1
694,0.142282285328932,1
695,0.15092498777346,1
696,0.154254665307704,1
697,0.181666760773259,1
698,0.19259469763482,1
699,0.195079999600144,1
700,0.197916341975812,1
701,0.182534181623598,1
702,0.162762459646929,1
703,0.127708317517091,1
704,0.123784685426754,1
705,0.117744527714409,1
706,0.145138505310476,1
707,0.145805810604339,1
708,0.143245730788404,1
709,0.144709101321595,1
710,0.15346193460849,1
711,0.138419398457006,1
712,0.160834538502871,1
713,0.174504336185771,1
714,0.185323376167452,1
715,0.208355286933581,1
716,0.21685085455269,1
717,0.214502111845979,1
718,0.15105033929263,1
719,0.174832870599716,1
720,0.176408623343703,1
721,0.171592232505207,1
722,0.171488570082566,1
723,0.17105521074054,1
724,0.151431952483173,1
725,0.156992995010675,1
726,0.16486106810851,1
727,0.158843202014452,1
728,0.176676956667508,1
729,0.138714256496541,1
730,0.144513192155236,1
731,0.123378847703576,1
732,0.125146128170957,1
733,0.127896912337146,1
734,0.117659825697773,1
735,0.0893889720736172,1
736,0.108336534597313,1
737,0.123684863187699,1
738,0.0577964939970099,1
739,0.0572997987130155,1
740,0.0672699583776436,1
741,0.0662202181183022,1
742,0.0537027162452575,1
743,0.0657473664893677,1
744,0.0565521022299513,1
745,0.0541278421562522,1
746,0.0511701105752484,1
747,0.0700982647786456,1
748,0.0414137598459121,1
749,0.0576115170496667,1
750,0.0381920554711486,1
751,0.0296537408927117,1
752,0.025801798935286,1
753,0.0167152327462931,1
754,0.00613968212127822,1
755,0.0160399532283146,1
756,0.0345685281386444,1
757,0.0357086269273921,1
758,0.038798101231023,1
759,0.0533938728237028,1
760,0.0579227926770651,1
761,0.065639848551548,1
762,0.0791474251336675,1
763,0.0944178059558832,1
764,0.0898455786322554,1
765,0.0994889727977708,1
766,0.102446065301012,1
767,0.11941080101082,1
768,0.148368260406153,1
769,0.153977311863789,1
770,0.158182595147483,1
771,0.161724714200324,1
772,0.138480004977663,1
773,0.134594882276996,1
774,0.115590715973324,1
775,0.124624852421595,1
776,0.107726161645437,1
777,0.0828615999368457,1
778,0.105127932073077,1
779,0.0954737814329026,1
780,0.0861531358787559,1
781,0.087075259826117,1
782,0.0953514441476436,1
783,0.0907869756718366,1
784,0.0767677118998721,1
785,0.0913146839988101,1
786,0.104606879543287,1
787,0.108581124961732,1
788,0.106503425372875,1
789,0.0914156082051131,1
790,0.0887222192185612,1
791,0.0878010849955955,1
792,0.100941730832458,1
793,0.0916033057420305,1
794,0.0995008805628561,1
795,0.0752816586149386,1
796,0.100769516707096,1
797,0.0915568861943336,1
798,0.083185091380346,1
799,0.0833893341426983,1
800,0.0899118967263277,1
801,0.114970476755077,1
802,0.119633676138592,1
803,0.145820681701176,1
804,0.170312227571958,1
805,0.184909056336752,1
806,0.185558148573278,1
807,0.197098551327451,1
808,0.0796086474669185,1
809,0.0838247106684917,1
810,0.0840720903106526,1
811,0.0943382255998885,1
812,0.125928893479789,1
813,0.174875943733385,1
814,0.161202523643207,1
815,0.151642976776513,1
816,0.154915976281468,1
817,0.160633613722018,1
818,0.145860043099492,1
819,0.133969613208513,1
820,0.128215844761965,1
821,0.128698186563838,1
822,0.121944285289332,1
823,0.130720856467705,1
824,0.131042832868444,1
825,0.130512569331969,1
826,0.129055966911347,1
827,0.124336535080966,1
828,0.102570869168624,1
829,0.0829694474209585,1
830,0.0693975573311906,1
831,0.0651204019558599,1
832,0.074467454330053,1
833,0.0794427172157629,1
834,0.0930376163179194,1
835,0.122665949495784,1
836,0.143483571113394,1
837,0.197121041296029,1
838,0.219792405384466,1
839,0.262501932166867,1
840,0.293320904856885,1
841,0.352976813957913,1
842,0.371379557948694,1
843,0.462087251553343,1
844,0.165795588795859,1
845,0.134524478587624,1
846,0.0927486054184558,1
847,0.0487115238582292,1
848,0.0185815362848218,1
849,0.00718547554314508,1
850,0.0381190744193849,1
851,0.0365000670474935,1
852,0.0480533281986749,1
853,0.0659488887629656,1
854,0.0722206197662432,1
855,0.0768101756304091,1
856,0.0835857588135711,1
857,0.0842320803738514,1
858,0.0595997130861214,1
859,0.0801040635572958,1
860,0.0887718226288002,1
861,0.103662307300228,1
862,0.11028217065323,1
863,0.136195872958799,1
864,0.16606425500043,1
865,0.19553054148537,1
866,0.214682784638038,1
867,0.226143176996407,1
868,0.228604005069675,1
869,0.24596940212777,1
870,0.251365845855856,1
871,0.255338779617706,1
872,0.264318334183914,1
873,0.242371295180706,1
874,0.269838836507814,1
875,0.305306754829276,1
876,0.317122991296145,1
877,0.330203360197705,1
878,0.321655360661731,1
879,0.319873002450331,1
880,0.276792384016333,1
881,0.275243255152356,1
882,0.0144855315644594,1
883,0.0277092652085908,1
884,0.0325088990065083,1
885,0.0219797127970839,1
886,0.0269895883422442,1
887,0.0245167678333547,1
888,0.0256235550528398,1
889,0.023035180173101,1
890,0.0256124829877562,1
891,0.0238209806138504,1
892,0.0303686730488718,1
893,0.0375523534968652,1
894,0.0698793372078825,1
895,0.0805392393588355,1
896,0.0604286961047218,1
897,0.0365720661114903,1
898,0.00547194759127609,1
899,0.0279247114759499,1
900,0.00560486395824174,1
901,0.0182435044418767,1
902,0.0493516523760727,1
903,0.0788720748706957,1
904,0.0883206409620703,1
905,0.0779703968433188,1
906,0.0797908188376083,1
907,0.0776011536492858,1
908,0.0603821030551505,1
909,0.0502033038465078,1
910,0.0430053701020291,1
911,0.035074625905767,1
912,0.0154570655009117,1
913,0.0111874250957155,1
914,0.0107185044587818,1
915,0.00791863739522154,1
916,0.0079598484920223,1
917,0.0170283302528953,1
918,0.0409874037262572,1
919,0.055070199788971,1
920,0.0750845637700367,1
921,0.0684759725196627,1
922,0.0782571885039528,1
923,0.0779902447939962,1
924,0.0819389759378527,1
925,0.0757363787506719,1
926,0.0853901083057717,1
927,0.0949190287368294,1
928,0.112154157463801,1
929,0.100134913532962,1
930,0.109599029596613,1
931,0.0871823487917827,1
932,0.0637979081062286,1
933,0.105739946758376,1
934,0.147110302583787,1
935,0.179626631152595,1
936,0.196362920454365,1
937,0.237594554986422,1
938,0.117355824374504,1
939,0.0923155814417136,1
940,0.0809386205227353,1
941,0.0906836095002132,1
942,0.0810552964063214,1
943,0.0690012381292417,1
944,0.0691395888349882,1
945,0.0909502684026293,1
946,0.0561228019861975,1
947,0.043925930570111,1
948,0.0424034311740423,1
949,0.0384052697183289,1
950,0.0572616231994539,1
951,0.0564053396694446,1
952,0.0611469351920292,1
953,0.0731666719681543,1
954,0.107860297484045,1
955,0.112240221575299,1
956,0.129664097552986,1
957,0.145524339825627,1
958,0.15679671888197,1
959,0.12531764898685,1
960,0.405823952535191,1
961,0.382555330198655,1
962,0.368662000359469,1
963,0.349224825634334,1
964,0.321753277026939,1
965,0.285141169967658,1
966,0.254463347214035,1
967,0.206100962616154,1
968,0.139950154748315,1
969,0.0857078562471628,1
970,0.0391689722811986,1
971,0.00787583520432908,1
972,0.0200211585969109,1
973,0.0308545146269085,1
974,0.0252642097662714,1
975,0.0401281248845457,1
976,0.0513788769585884,1
977,0.021072605794315,1
978,0.082235957054071,1
979,0.0861814965296647,1
980,0.0942572854430975,1
981,0.100621960968743,1
982,0.106693005088002,1
983,0.100810398782796,1
984,0.109898726791534,1
985,0.123535098173953,1
986,0.140360336086349,1
987,0.148803252762836,1
988,0.166379247087855,1
989,0.0343025831642355,1
990,0.0626935952296989,1
991,0.0602272555854549,1
992,0.0610065315860385,1
993,0.0558908704340086,1
994,0.0506252850117426,1
995,0.032680857163831,1
996,0.016762358602716,1
997,0.00332132890196319,1
998,0.0283742549012334,1
999,0.0690699700609666,1
1000,0.0580053258054545,1
1001,0.0977905316457838,1
1002,0.103891416881455,1
1003,0.0823896455444343,1
1004,0.0693420125159161,1
1005,0.0866209292532968,1
1006,0.101775174957676,1
1007,0.203939005608832,1
1008,0.177774965735382,1
1009,0.155688127875818,1
1010,0.152222799640784,1
1011,0.0950065598177116,1
1012,0.132811359939893,1
1013,0.135112740827642,1
1014,0.114446669823461,1
1015,0.0927073268642263,1
1016,0.0603478044503824,1
1017,0.0510328081082119,1
1018,0.0517916070072176,1
1019,0.0654877401423311,1
1020,0.0660548019612639,1
1021,0.0753070543930826,1
1022,0.0833628752507716,1
1023,0.0909435535243156,1
1024,0.0899212648321465,1
1025,0.0905718501026057,1
1026,0.104500622966771,1
1027,0.438945032048843,1
1028,0.442573133363539,1
1029,0.416742947927918,1
1030,0.381059827156276,1
1031,0.337736818263593,1
1032,0.299799347990663,1
1033,0.259312388782363,1
1034,0.223710782969178,1
1035,0.200376548193273,1
1036,0.184015723617216,1
1037,0.170395909546113,1
1038,0.159326472773515,1
1039,0.153505512680332,1
1040,0.154804506146911,1
1041,0.156720353485931,1
1042,0.20035205210147,1
1043,0.243568168340085,1
1044,0.271107094169989,1
1045,0.21931081974223,1
1046,0.220235170712368,1
1047,0.192008371398542,1
1048,0.0956628082733309,1
1049,0.121341942924085,1
1050,0.140848402885661,1
1051,0.148901310837875,1
1052,0.157112417110798,1
1053,0.156118279223546,1
1054,0.174029778712661,1
1055,0.175658538764498,1
1056,0.22118642509018,1
1057,0.263497681965676,1
1058,0.282303553739253,1
1059,0.141078146496811,1
1060,0.171821287571701,1
1061,0.174854039510554,1
1062,0.181552012460458,1
1063,0.171353627400099,1
1064,0.140021280287084,1
1065,0.144572510554164,1
1066,0.132865477741635,1
1067,0.106318555143492,1
1068,0.132384712489413,1
1069,0.128829242434546,1
1070,0.116625657650993,1
1071,0.11002245842653,1
1072,0.107123952191734,1
1073,0.0916645977242801,1
1074,0.0818667979802353,1
1075,0.0864099999669489,1
1076,0.0606869033052699,1
1077,0.0414841423046518,1
1078,0.0441851839494442,1
1079,0.0612726043966347,1
1080,0.0887171094064101,1
1081,0.105949799982004,1
1082,0.124365585359859,1
1083,0.140607004466231,1
1084,0.166771107280096,1
1085,0.169656537282033,1
1086,0.187807767041529,1
1087,0.198573942741936,1
1088,0.178918754739534,1
1089,0.182732248607834,1
1090,0.195781768781328,1
1091,0.19806790520876,1
1092,0.168307631123809,1
1093,0.192335965842491,1
1094,0.177591715995022,1
1095,0.17389172673812,1
1096,0.17938418229526,1
1097,0.158018254020867,1
1098,0.155194452088701,1
1099,0.182672740314863,1
1100,0.194983613402107,1
1101,0.18181646704522,1
1102,0.183570464280862,1
1103,0.239184327161567,1
1104,0.229613344886793,1
1105,0.255456109685492,1
1106,0.236090766664809,1
1107,0.206115497315664,1
1108,0.0884927184089537,1
1109,0.118414728053914,1
