frame,primaryM,primaryAccepted,primarySim,truthM,truthSim,aliasSelectedM,aliasSelectedSim,aliasBestM,aliasSeeds,gridSelectedM,gridBestM,aliasSeconds,gridSeconds
13,0.0294439735380881,1,0.442162077558475,0.0368726472217309,0.442909827746718,0.0562782747480649,0.444988248977911,0.0294439735380881,6,0.056276241217325,0.0294439735380881,0.037461,0.01714
14,0.0309230503737418,1,0.429100484181882,0.0411372496740402,0.429668236741355,0.0385465941108821,0.431192293777877,0.0309230503737418,6,0.0385440311167072,0.0309230503737418,0.041182,0.019837
15,0.0103924100584584,1,0.447796165312696,0.0238555399457252,0.447627842329367,0.0513199836140859,0.453607023529516,0.0103905272686444,6,0.0442913637466797,0.0103924100584584,0.038526,0.017271
16,0.00405592104870046,1,0.454068789009009,0.00404374672558003,0.454067975262688,0.0450786222323075,0.455918239247147,0.00405566344158084,6,0.0450795117860668,0.00405592104870046,0.039306,0.018011
17,0.0123947128811014,1,0.499716154549008,0.0123914848751554,0.49971576755292,0.0249390333480716,0.500424399856678,0.012392562879493,6,0.051349069352459,0.0123947128811014,0.037392,0.017492
18,0.0151157977237078,1,0.504808854308226,0.0151084908667719,0.504808009596633,0.0151246679306951,0.504809854271968,0.0151122724856914,6,0.0151209773116327,0.0151157977237078,0.036149,0.016253
19,0.00472584356675747,1,0.499351638340922,0.00472844357978295,0.499349773792859,0.00472548753526893,0.499351971973849,0.00472548753526893,6,0.00472584356675747,0.00472579805748956,0.035536,0.015844
20,0.00716796628588864,1,0.52454764503062,0.00716699481562518,0.524547378981454,0.0583322846787101,0.524582661831099,0.00716596512974628,6,0.058330585985413,0.00716796628588864,0.036628,0.017236
21,0.00532529280485141,1,0.49651064578854,0.00532139067379091,0.496510281602675,0.00533462430504902,0.49651159621294,0.00532204314852599,6,0.00532340594537951,0.00532241569034299,0.036426,0.018398
22,0.0111535173147194,1,0.470630434562636,0.0111514987325369,0.4706301770009,0.0111536731966723,0.470631160647543,0.0111507187853518,6,0.0111605718993541,0.0111513970383684,0.038285,0.017175
23,0.0189528991137164,1,0.523376206325279,0.018951389805377,0.52337616910609,0.0189528991137164,0.523376206325279,0.0189528991137164,6,0.0189528991137164,0.0189528991137164,0.034988,0.016065
24,0.02199996309021,1,0.502907293465232,0.0219979169885985,0.502907362245697,0.0219998396809442,0.502907351723075,0.0219986882520081,6,0.0219999983580743,0.02199996309021,0.036607,0.016615
25,0.0220380342034743,1,0.541892190517167,0.0220364982117345,0.541892256126221,0.022033216123264,0.541892297025803,0.022033216123264,6,0.0220352126310604,0.0220352126310604,0.033883,0.015701
26,0.0211565401158193,1,0.531677655882938,0.0133246573164609,0.526627529101148,0.0211448368730605,0.53167836923043,0.0133244665333693,6,0.0211499713994238,0.0133246235707965,0.03443,0.01584
27,0.0343698776472953,1,0.514864354490694,0.0343696227187655,0.514864358496659,0.0343688757989108,0.514864360381489,0.0343688757989108,6,0.0343695893811509,0.0343695893811509,0.037269,0.017913
28,0.0408295308110958,1,0.45902699449463,0.0287864388380227,0.458534400121265,0.0408295308110958,0.45902699449463,0.0287848600676507,6,0.0408324561031823,0.0287851739500545,0.03691,0.018253
29,0.0345336868221794,1,0.467391784829161,0.034532506672721,0.467391960996333,0.0345348488235501,0.467392097782751,0.0345316769718104,6,0.0345346492916404,0.0345336868221794,0.035917,0.016088
30,0.0481398539287885,1,0.462836668366061,0.0481398103179408,0.462836672603363,0.0481398020754461,0.462836673372375,0.0481398020754461,6,0.0481398539287885,0.0481398539287885,0.036967,0.016632
31,0.0508676847575176,1,0.456524793101801,0.0508692780408354,0.45652476216828,0.0508643279483323,0.456525108913978,0.0508643279483323,6,0.0508582330096737,0.0508582330096737,0.035038,0.016524
32,0.0420989037267692,1,0.476598618630499,0.0498042781711395,0.473057651625468,0.0420826789281013,0.476599641037749,0.0420826789281013,6,0.053172022739113,0.0420881159040129,0.035532,0.016338
33,0.0512196183362215,1,0.489318465637833,0.0606199455915977,0.490830469990372,0.0606225950796067,0.490830178967986,0.0512177425672645,6,0.060627726487156,0.0512185418738587,0.035031,0.015707
34,0.0512927757631981,1,0.4879946069447,0.0618068277946069,0.488571282906433,0.0618068832850023,0.488571277500369,0.0512848050687452,6,0.0618113010018411,0.0512874601766401,0.035888,0.016839
35,0.0512234702761172,1,0.470799338096899,0.0512188126627383,0.470799609204322,0.0512089819408586,0.470800201515459,0.0512089819408586,6,0.0512192450049501,0.051219209336163,0.035847,0.016991
36,0.054337333064255,1,0.492274980639937,0.0543373366418991,0.492274979982018,0.0543363665398909,0.492275059065174,0.0543363665398909,6,0.054337333064255,0.0543373218171641,0.035546,0.015711
37,0.0565297277983185,1,0.479310870880323,0.0565253776014646,0.479311171461222,0.0565189769742117,0.479311566122479,0.0565189769742117,6,0.0565235145680476,0.0565235145680476,0.033888,0.015604
38,0.0537894704711933,1,0.467694717360177,0.053785083223229,0.467694963036241,0.0537792532696834,0.46769530368831,0.0537792532696834,6,0.0537886727020532,0.0537886727020532,0.034877,0.017141
39,0.050747524424171,1,0.461025943841076,0.0507440245934504,0.461025808593188,0.0507493916870177,0.461026002614805,0.0507395042011764,6,0.0507500190142588,0.0507470703825043,0.034517,0.01616
40,0.0512356270100696,1,0.474480603460734,0.0512333950848212,0.474480087667235,0.0512360743380113,0.474480697304554,0.0512300370093301,6,0.0512384482985808,0.0512348929333568,0.034546,0.015866
41,0.0450429427308063,1,0.473283430732363,0.0450410054813248,0.47328278154127,0.0273875707003171,0.477259702116692,0.0273875707003171,6,0.0273721367485285,0.0273721367485285,0.035087,0.016018
42,0.0504616847578004,1,0.425343664731323,0.0504653497788972,0.425343564841693,0.0522741143463394,0.426227285804015,0.050460000551681,6,0.0506114695333445,0.0504616847578004,0.034791,0.015613
43,0.0550640660448483,1,0.402528721883861,0.0515689343424499,0.40093069177923,0.0550640660448483,0.402528721883861,0.0390837107847207,6,0.0550640660448483,0.0390894592201571,0.034364,0.016135
44,0.0444575215578686,1,0.399874247547988,0.0490485822519619,0.398014844755161,0.0451660417412559,0.404113959782879,0.0444575215578686,6,0.0451670196608194,0.0444575215578686,0.036107,0.01548
45,0.0474043202334258,1,0.392224993972758,0.0474003401554606,0.392225057161284,0.0474579943509037,0.396330161597044,0.0473987351826249,6,0.0474551045399855,0.0474043202334258,0.03551,0.015982
46,0.045298017901659,1,0.436309422726871,0.0452934069260761,0.436309572862422,0.0496452143633987,0.437561006610352,0.0452903508013775,6,0.0496449327873789,0.045298017901659,0.035519,0.017141
47,0.0318086893336037,1,0.463041734955372,0.03179912614791,0.463040934240006,0.031810586731562,0.463041899532716,0.0317997062912343,6,0.031804960384383,0.0318013712637021,0.037522,0.018534
48,0.0411668094102755,1,0.425695908711183,0.0411688010193719,0.425695835317174,0.0438914103221003,0.428400741828007,0.041165393164046,6,0.0439087914102051,0.0411668094102755,0.03686,0.016446
49,0.0447710333433779,1,0.42073093482342,0.0447686360360659,0.420730928823867,0.0447676262983255,0.420730945959688,0.0447676262983255,6,0.0447710333433779,0.0447710333433779,0.036608,0.017558
50,0.0301537162314586,1,0.377843860147011,0.0358220853477767,0.378260271474357,0.0358204453071641,0.378260340319333,0.0301418287195139,6,0.0358270934718542,0.0301386393613091,0.038582,0.017843
51,0.029414972064722,1,0.40304326686119,0.0294125421207025,0.403043259423128,0.0294163274397443,0.403043307138243,0.029414972064722,6,0.0294273041259846,0.029414972064722,0.036464,0.016547
52,0.0364541859821754,1,0.411951621931429,0.0364502670527398,0.41195171983067,0.036451771053246,0.411951690569736,0.036451771053246,6,0.0364541859821754,0.0364541859821754,0.037903,0.017338
53,0.0330374470484293,1,0.441279085823951,0.0330427568399476,0.441279112329137,0.0330370291355162,0.441279238361126,0.0330370291355162,6,0.0330439527977818,0.0330374470484293,0.035394,0.017105
54,0.0319354279498713,1,0.416116307962306,0.0319305324999997,0.416115779230636,0.0319354279498713,0.416116307962306,0.0319260039062272,6,0.0319354279498713,0.0319327807924801,0.035405,0.016066
55,0.0248789104984826,1,0.443475106217258,0.0248820415804239,0.443475460802082,0.0491740451503439,0.444277563370508,0.0248759842270405,6,0.0491764410110088,0.0248789104984826,0.032144,0.015175
56,0.0285228265219602,1,0.519289976831706,0.0285212365743967,0.519289767007538,0.0493440528934988,0.520574358297864,0.0285194962832223,6,0.049346652473687,0.0285228265219602,0.031336,0.015099
57,0.0289787585392501,1,0.473803146517083,0.0289780924060634,0.473803110399165,0.0289813317891132,0.473803250116636,0.0289782513079122,6,0.0289801099538741,0.0289787585392501,0.032485,0.015345
58,0.0303847071616638,1,0.485858464061778,0.0303872571262635,0.485857760962559,0.0303847071616638,0.485858464061778,0.0303847071616638,6,0.0303847071616638,0.0303847071616638,0.033065,0.015435
59,0.0206844365246669,1,0.461075061137186,0.020683874362932,0.461074873117742,0.0206854433186649,0.461075244497672,0.0206824177294575,6,0.0206852682085278,0.0206844365246669,0.033341,0.015346
60,0.0270666090495797,1,0.450888963668201,0.0270658691151699,0.450888879722948,0.0270666795010041,0.450889004240091,0.02706560757766,6,0.0270675042917304,0.0270666090495797,0.033876,0.01612
61,0.0223755588839063,1,0.478903911169432,0.0223768341260392,0.478903855619699,0.0223730266119111,0.478904017691416,0.0223730266119111,6,0.022373445645732,0.022373445645732,0.034581,0.016606
62,0.0192480106703295,1,0.462405268880404,0.0192502179604959,0.462405175149204,0.0192477454091981,0.462405285334629,0.0192477454091981,6,0.019244891027603,0.019244891027603,0.033154,0.016313
63,0.019140820554731,1,0.488623854821834,0.019142547060345,0.488624198738604,0.0191400636325565,0.488624153924647,0.019138977981926,6,0.0191457138396509,0.0191387934240007,0.033362,0.015776
64,0.0124132281516434,1,0.455837684341524,0.0124130091358132,0.455837735293295,0.0124132281516434,0.455837684341524,0.0124132281516434,6,0.0124134362202396,0.0124132281516434,0.033468,0.019973
65,0.0158976271621989,1,0.446383077116819,0.0158978185936205,0.446383142222059,0.0158976271621989,0.446383077116819,0.0158976271621989,6,0.0158976271621989,0.0158976271621989,0.032343,0.016027
66,0.0152762270707008,1,0.442179318897698,0.0152666122736618,0.442180178679355,0.030441992353147,0.442882176511208,0.0152706756023953,6,0.0304359435329382,0.0152762270707008,0.032097,0.015898
67,0.0326408155166533,1,0.478437848600091,0.032641240209518,0.478437806774622,0.0326339337656354,0.478438514075647,0.0326339337656354,6,0.0326408155166533,0.0326408155166533,0.03145,0.014162
68,0.0167278059196593,1,0.494780690587272,0.0167178635622267,0.494780938362399,0.0167199910432501,0.494780879471118,0.0167199910432501,6,0.0167278059196593,0.0167236325643471,0.031987,0.015753
69,0.0157093973634262,1,0.494456070424895,0.0157207118774667,0.494456413171023,0.0157286741430642,0.494456179085471,0.0157093973634262,6,0.0157093973634262,0.0157093973634262,0.030722,0.01562
70,0.00734390737164936,1,0.507197717477359,0.0073429817980102,0.507197592994803,0.00734435009437685,0.507198142745879,0.00734199702384859,6,0.00734291875384356,0.00734246047751675,0.030452,0.015432
71,0.00646045666309144,1,0.510045715275501,0.00645382927059129,0.510046487280984,0.00645332359476191,0.510046391966215,0.00645332359476191,6,0.00646045666309144,0.00646045666309144,0.032146,0.015563
72,0.0203148854593456,1,0.551631128722432,0.0203154451225695,0.551631126125979,0.0203148854593456,0.551631128722432,0.0203148769972736,6,0.0203137914577541,0.0203137914577541,0.032336,0.015338
73,0.0091580025908125,1,0.516678647629637,0.00792348233098768,0.52068260604549,0.00792624772405706,0.520682531354575,0.00792624772405706,6,0.00792615643504813,0.00792615643504813,0.033046,0.01546
74,0.0291772395817574,1,0.547829932939719,0.0291762315981356,0.547829970114629,0.0291772395817574,0.547829932939719,0.029174325577637,6,0.0291772395817574,0.0291772395817574,0.030736,0.015714
75,0.0410228968716543,1,0.540734713511441,0.0410175184047436,0.540734652403007,0.0410252829094866,0.540734875207407,0.0410215190105799,6,0.0410281624316405,0.0410216926997411,0.032291,0.01551
76,0.0603341652826539,1,0.517271435822884,0.0603366596265433,0.517271458039866,0.0603395575147564,0.517271576269905,0.0603341652826539,6,0.0603454391607117,0.0603341652826539,0.035485,0.015526
77,0.0872268956796838,1,0.607848762546073,0.08722700508532,0.607848729388293,0.0872268956796838,0.607848762546073,0.0872268956796838,6,0.0872268956796838,0.0872268956796838,0.033761,0.015785
78,0.0811441684400249,1,0.550834696644421,0.0811387956581678,0.550834728427046,0.0840320682879007,0.551079308273546,0.0811441684400249,6,0.0840256162992023,0.0811441684400249,0.033779,0.016291
79,0.0911586295364723,1,0.53769465513232,0.0911583060037418,0.537694649546289,0.0911662614851643,0.537694662104945,0.0911586295364723,6,0.0911586295364723,0.0911586295364723,0.033618,0.016234
80,0.082106148132921,1,0.5527156040725,0.0782510100809531,0.552581527771799,0.082106148132921,0.5527156040725,0.0821017937325491,6,0.082106148132921,0.0821033556701063,0.035161,0.015535
81,0.0701117718807368,1,0.576954435056766,0.0700953446631863,0.576954902768898,0.0701117718807368,0.576954435056766,0.0701022550477981,6,0.0701117718807368,0.0701031630346587,0.034752,0.016584
82,0.0739236829525202,1,0.557983059566249,0.0739226942711236,0.55798319565046,0.0773359797302973,0.558373087994689,0.0739236829525202,6,0.0773333394816112,0.0739236829525202,0.034748,0.016114
83,0.0851127827624888,1,0.566641880872533,0.0851164942867319,0.566641579213422,0.0851127827624888,0.566641880872533,0.0851127827624888,6,0.0851127827624888,0.0851127827624888,0.039932,0.016276
84,0.09232117541693,1,0.514729950448027,0.0923174731515259,0.514730376713469,0.0980513074146726,0.515450889127097,0.09232117541693,6,0.0980570451637518,0.09232117541693,0.037971,0.018136
85,0.100662375534418,1,0.5489687529431,0.100654724586285,0.54896967499778,0.103115957575056,0.553519466803837,0.0985897502704138,6,0.0986048873659646,0.0986048873659646,0.037205,0.018043
86,0.114981918472178,1,0.473926560300863,0.114982719173674,0.473926518835276,0.114975255848537,0.473926896069506,0.114973736220102,6,0.114981918472178,0.114981918472178,0.040052,0.019781
87,0.115001988827199,1,0.459947238541751,0.114997569512334,0.459947528366516,0.115009571209743,0.459947992325433,0.115001988827199,6,0.114997421430673,0.114997421430673,0.040565,0.020564
88,0.114980712755901,1,0.443503922531095,0.114971903140652,0.443503944359474,0.114978396173083,0.443504009329245,0.114970043744622,6,0.114978600489007,0.114978600489007,0.041045,0.019751
89,0.114039041446819,1,0.444718727439252,0.11402877892301,0.444718900770514,0.114042721205804,0.444718801010987,0.114039041446819,6,0.114033086175041,0.114033086175041,0.040494,0.01914
90,0.111606918796398,1,0.442709349536501,0.111599834690397,0.442709183724582,0.111620658323942,0.442709637126076,0.111599232345948,6,0.111612826347279,0.111606918796398,0.036931,0.019868
91,0.105296677375241,1,0.437032038305592,0.105287132486746,0.437031820876069,0.105295380827289,0.437032039751794,0.105293981676004,6,0.105293329050876,0.105293329050876,0.038581,0.018368
92,0.0924554295055357,1,0.411003872401088,0.0924542389513009,0.411003748101988,0.0924554295055357,0.411003872401088,0.0924554295055357,6,0.0924554295055357,0.0924554295055357,0.041984,0.025188
93,0.0949894200614741,1,0.421000629653909,0.0949857908787236,0.421000640742476,0.0949960768138271,0.42100085445748,0.0949894200614741,6,0.0949917225905232,0.0949871639712879,0.044747,0.021713
94,0.0795157703759261,1,0.428094426337064,0.0741638167619301,0.427139314043496,0.0795141496150617,0.428094467681576,0.0795130543444825,6,0.0795134157352154,0.0795134157352154,0.041186,0.019103
95,0.0869093220257377,1,0.439147583539809,0.0869056391605052,0.439147482390362,0.0869156832700968,0.439147770425487,0.0869093220257377,6,0.0869176367873163,0.0869093220257377,0.040513,0.019075
96,0.0959197941374383,1,0.464628860708993,0.0959199820759302,0.464628848285133,0.0959197941374383,0.464628860708993,0.0959191290898271,6,0.0959197941374383,0.0959197941374383,0.038467,0.01848
97,0.0984914195371008,1,0.477996400073329,0.0984890052632477,0.477996483852373,0.0984884611880775,0.477996513019637,0.0984884611880775,6,0.0984884253668082,0.0984884253668082,0.040133,0.019347
98,0.0853543643847462,1,0.477998521828075,0.0853451924929404,0.477999569675781,0.080003632079891,0.482596137125034,0.080003632079891,6,0.0800036474075997,0.0800036474075997,0.040864,0.019615
99,0.083512312536375,1,0.452053341669582,0.0835192558911122,0.452052528868914,0.0774371551426405,0.457579714041363,0.0774371551426405,6,0.0774375398946343,0.0774375398946343,0.043949,0.021163
100,0.0695492471892291,1,0.495693492127998,0.0695441459359465,0.495693546936225,0.0620449404066075,0.50031058560227,0.0620449404066075,6,0.0620449906292576,0.0620449906292576,0.041463,0.020528
101,0.0542194544245215,1,0.501989964899238,0.0541001298375945,0.502245609694934,0.0462601074118882,0.505665142945602,0.0462601074118882,6,0.0462597491924177,0.0462597491924177,0.042499,0.020251
102,0.0569074271331641,1,0.483510176151498,0.0569012123526469,0.483511582261094,0.0509041954770855,0.485274629888499,0.0509041954770855,6,0.0509046802958577,0.0509046802958577,0.048511,0.021475
103,0.054988100722029,1,0.517473958786681,0.0549820626802748,0.517474886890894,0.0549807395823744,0.517475200888874,0.0549807395823744,6,0.0549795856249004,0.0549795856249004,0.044715,0.022133
104,0.0640628675639369,1,0.5020847816111,0.0640580498677135,0.502085464763754,0.0640539801489659,0.502086184925289,0.0640536150504691,6,0.0640525447539185,0.0640525447539185,0.0453,0.02206
105,0.0748177567173459,1,0.519664892702044,0.074806429587842,0.51966655332987,0.0748094473134846,0.519666223244154,0.0748094473134846,6,0.0748083771594814,0.0748083771594814,0.045969,0.023162
106,0.0740140743273632,1,0.527197973762057,0.0740096007588717,0.527198528010408,0.0740057358012434,0.527199144005988,0.0740057358012434,6,0.0740041615123324,0.0740041615123324,0.046282,0.022336
107,0.0845361433379562,1,0.502969217379798,0.0845420260365281,0.502968732448821,0.0845361433379562,0.502969217379798,0.0845361433379562,6,0.0845361433379562,0.0845361433379562,0.045557,0.021322
108,0.0697770928302602,1,0.492261028413978,0.0697765489588137,0.49226100063859,0.0697662690473509,0.492261599741117,0.0697662690473509,6,0.0697652101570795,0.0697652101570795,0.047529,0.023036
109,0.0590677455466995,1,0.548746148787434,0.0590661998139093,0.548746156713926,0.059061723947436,0.548746287516114,0.059061723947436,6,0.059060824197399,0.059060824197399,0.049723,0.022901
110,0.0641916128869935,1,0.543178987024577,0.0641913006342959,0.543179008395975,0.0641908799528565,0.543179042516824,0.0641908799528565,6,0.0641827302169896,0.0641827302169896,0.050017,0.022517
111,0.0709533045979626,1,0.52634823369667,0.059884496846932,0.537978476603878,0.0598815473016029,0.537978727013486,0.0598815473016029,6,0.0598809696552733,0.0598809696552733,0.046313,0.021167
112,0.0691735243912021,1,0.47951465713407,0.057083913510443,0.492345596152525,0.057088250518406,0.492345741698958,0.0570878388937937,6,0.0570873622577982,0.0570873622577982,0.045761,0.021897
113,0.0770792041206157,1,0.479596616327156,0.0770824261795197,0.479596246768187,0.0770776693782242,0.479596666963696,0.0770776693782242,6,0.0770781354744725,0.0770781354744725,0.044475,0.0228
114,0.0790130874829154,1,0.482294838192057,0.0790148550532326,0.482294074579518,0.0790130874829154,0.482294838192057,0.0790130874829154,6,0.0790130874829154,0.0790104363028828,0.044316,0.02024
115,0.0865850422486501,1,0.460267709953457,0.0728291599461165,0.450064301334537,0.0865847365884372,0.460267731069583,0.072833275234941,6,0.0865850422486501,0.0728350007739045,0.047489,0.021803
116,0.090166423296705,1,0.461964090286321,0.0793211258596483,0.45849071518312,0.090166423296705,0.461964090286321,0.0793201418735161,6,0.090166423296705,0.0793173462598353,0.047417,0.02286
117,0.0769321293686101,1,0.493109558292368,0.0769196546592846,0.493109068638341,0.0769321293686101,0.493109558292368,0.07691944569296,6,0.0769321293686101,0.0769196476765657,0.051004,0.023543
118,0.062923292197177,1,0.511242672277807,0.0629128300526435,0.511242066275612,0.0629244518993211,0.511242735983234,0.0629126776533832,6,0.062923292197177,0.0629127354023325,0.050478,0.022825
119,0.0428353373800765,1,0.541973385024649,0.0185977407560315,0.525964569491797,0.0428412900566156,0.541974161162873,0.0185958624820173,6,0.0428358387653883,0.0185969846768533,0.045024,0.022401
120,0.0419527957341759,1,0.526016003277085,0.0194146831150096,0.520538637807432,0.0419596745635848,0.526017055491407,0.0194131064961082,6,0.0419553587525002,0.0194140003535843,0.044517,0.022035
121,0.0219033848558607,1,0.535396048513841,0.0219182810493677,0.535397662716345,0.0219068823905456,0.535396322013669,0.0219033848558607,6,0.0219067893792562,0.0219033848558607,0.045624,0.021266
122,0.0401734047057991,1,0.523923198123126,0.0401823904624289,0.523924324799625,0.0401734047057991,0.523923198123126,0.0401715129423756,6,0.0401734047057991,0.0401732387565963,0.048437,0.022112
123,0.0552371531092388,1,0.495962786474755,0.0577855841332598,0.489529793013321,0.0552362649793846,0.495962869375499,0.0552362649793846,6,0.0552371531092388,0.0552371531092388,0.045977,0.021164
124,0.0600030639433184,1,0.506942228060022,0.0615814551631412,0.506942967032973,0.0615763069117134,0.506944292350443,0.0600030639433184,6,0.0599996620976876,0.0599996620976876,0.046355,0.022073
125,0.0986099310400625,1,0.535996991922171,0.0645338986518965,0.550288702150982,0.0645389468414264,0.550285846762207,0.0645389468414264,6,0.0645342862751462,0.0645342862751462,0.046805,0.020088
126,0.0795442481963513,1,0.530033900871505,0.0479892588047018,0.548552329601467,0.0479906194440622,0.548548707460864,0.0479906194440622,6,0.0479893605442319,0.0479893605442319,0.042941,0.02029
127,0.0509791200783774,1,0.538944954625005,0.0509823581295864,0.538947308990944,0.0509791269139637,0.538944960346828,0.0509789199344225,6,0.0509799475908314,0.0509791200783774,0.051575,0.022664
128,0.0499189255107101,1,0.572193307635259,0.0499158402470313,0.572192382791869,0.0499189255107101,0.572193307635259,0.0499037535433954,6,0.0499189255107101,0.0499092342773803,0.043584,0.019955
129,0.0527767151805028,1,0.541941172455197,0.0527827977453851,0.541943232635304,0.0527767151805028,0.541941172455197,0.0527705234398379,6,0.0527767151805028,0.0527710134598093,0.044965,0.020455
130,0.0699105239265976,1,0.522054661018792,0.0699051197745059,0.522051904405673,0.0699105239265976,0.522054661018792,0.0698985241814434,6,0.0699105239265976,0.0699029641546288,0.048085,0.02366
131,0.0958581186917012,1,0.580646468396716,0.0958662643673285,0.580648481842293,0.0958582618100478,0.58064651794431,0.095852929438439,6,0.0958625153340578,0.0958581186917012,0.045741,0.02144
132,0.082180264076827,1,0.547105100764675,0.0821796894730152,0.547104765293759,0.082180264076827,0.547105100764675,0.082172582067044,6,0.082180264076827,0.0821776002713927,0.049574,0.022427
133,0.110104679769846,1,0.542614683388794,0.110107339146611,0.542615711097967,0.110104679769846,0.542614683388794,0.110104640766924,6,0.110104679769846,0.110104679769846,0.047641,0.022299
134,0.118973920845759,1,0.517981165704855,0.118973122890393,0.517981809746172,0.118973920845759,0.517981165704855,0.118963457633727,6,0.118973920845759,0.118963766267912,0.048563,0.023064
135,0.126146425762675,1,0.546633984422648,0.126136390202502,0.546633754263777,0.126146425762675,0.546633984422648,0.126139192852544,6,0.126146425762675,0.12614484761652,0.050198,0.023874
136,0.144812717572983,1,0.573578111504967,0.144812941751538,0.573577563041923,0.144812717572983,0.573578111504967,0.144807781158352,6,0.144812717572983,0.144812717572983,0.047955,0.022557
137,0.147365384101125,1,0.495792942484622,0.14736011945613,0.495792199278777,0.14737613974215,0.495794236026645,0.147359117895258,6,0.147365384101125,0.147363028107107,0.050128,0.025414
138,0.141170356007684,1,0.486868139776706,0.141150505178776,0.486865105993674,0.141170356007684,0.486868139776706,0.141149765736916,6,0.141170356007684,0.141159545668453,0.081696,0.025641
139,0.144796526201872,1,0.456752319991167,0.144782874317733,0.456750859597331,0.144802667534346,0.456753427369451,0.144785682098546,6,0.144796526201872,0.144786785664064,0.0515,0.022883
140,0.104975681432781,1,0.473932811300281,0.104958305936741,0.473932681739703,0.104976913944691,0.473932912679631,0.104962526958266,6,0.104964092812894,0.104964092812894,0.05156,0.023146
141,0.12892989176466,1,0.490311327353316,0.128925868504046,0.490310547752827,0.12892989176466,0.490311327353316,0.128920910943675,6,0.12892989176466,0.128925740120142,0.050116,0.024549
142,0.0999717027669247,1,0.544407506905969,0.0999631287546234,0.544408520661929,0.0999586428122606,0.544408313601796,0.0999586428122606,6,0.0999700469341307,0.0999700469341307,0.047444,0.02164
143,0.114855125140304,1,0.538918001188252,0.114847495388195,0.538918307255977,0.114855125140304,0.538918001188252,0.0829037365010556,6,0.114855125140304,0.114855125140304,0.045908,0.020124
144,0.13062576368342,1,0.451943043605423,0.130625232397333,0.451942666771441,0.13062576368342,0.451943043605423,0.0838790273765303,6,0.13062576368342,0.13062576368342,0.049099,0.022305
145,0.170146883086704,1,0.448250171412891,0.170146772949806,0.448250176361138,0.170144761270779,0.448250351936863,0.170144761270779,6,0.170146872871072,0.170146872871072,0.051189,0.02335
146,0.171130339373134,1,0.49229987716615,0.134104309006803,0.502629595546028,0.0570013485530992,0.498513091527733,0.0570013485530992,6,0.136079630130574,0.136079630130574,0.046849,0.022598
147,0.199849014340524,1,0.443279283284311,0.199850998140038,0.443278685168522,0.199849014340524,0.443279283284311,0.199844399501758,6,0.199843007324061,0.199843007324061,0.053532,0.023488
148,0.222118439616205,1,0.44630229839245,0.222114484799866,0.446303287452515,0.222115611291906,0.446302629309971,0.130824937013109,6,0.222114782061424,0.222114782061424,0.052411,0.024643
149,0.19952582067052,1,0.450354397584094,0.168174011855281,0.459281789843284,0.168174474080515,0.459281614689185,0.168174474080515,6,0.168178184230425,0.168178184230425,0.053548,0.023284
