pillarIndices,found,score,supportCount,ownCount,height,robustHeight,radialRms,maximumGap,contrast,radius,minimumZ,maximumZ,axisZ,ownHeight,peakContrast,frame,pillarPointCount,ownSupportFraction,accepted,baseline,fine,previous
1292,1,0.111625057263403,13,13,2.12316560745239,2.07944102287292,0.0994533212302017,0.313246488571167,5,0.15,-0.128126621246338,1.99503898620605,0.915229082107544,2.12316560745239,1.3,11,23,0.565217391304348,1,1,0,0
1594,1,0.220164825819766,16,16,2.73739695549011,2.64195158481598,0.0972247335339837,0.313974857330322,10.5,0.15,0.338324785232544,3.07572174072266,1.54504692554474,2.73739695549011,1.6,11,28,0.571428571428571,1,1,0,0
1896,1,0.254448970772066,15,9,2.69513201713562,2.62453922629356,0.0881220580851899,0.309782743453979,9,0.15,0.803334951400757,3.49846696853638,2.44513559341431,2.10666275024414,1.66666666666667,11,9,1,0,0,0,0
1996,1,0.240811534191667,12,12,2.39248776435852,2.33341937065124,0.0787423835811507,0.309911608695984,13.5,0.15,1.047856092453,3.44034385681152,1.95487093925476,2.39248776435852,1.71428571428571,11,22,0.545454545454545,1,0,0,1
2993,1,0.183090662422319,19,19,2.8261524438858,2.71436886191368,0.0995010054742962,0.273263692855835,5.25,0.15,0.905299544334412,3.73145198822021,2.07147991657257,2.8261524438858,1.3125,11,42,0.452380952380952,1,0,0,0
3288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0,0,1,0,0
3746,1,0.695271422971467,129,13,3.01439070701599,2.79225652813911,0.0539807848070997,0.209576606750488,64.5,0.1,-1.59199666976929,1.4223940372467,0.238744109869003,2.1676527261734,2.015625,11,27,0.481481481481481,1,0,1,1
3845,1,0.499802780667733,181,6,3.77315926551819,3.41069951653481,0.0720653672346218,0.200409173965454,132,0.15,-1.59199666976929,2.1811625957489,0.191940546035767,3.43841600418091,1.77450980392157,11,7,0.857142857142857,0,0,0,0
3846,1,0.698865829636698,128,115,3.01439070701599,2.79261718988419,0.0535010318741999,0.209576606750488,65.25,0.1,-1.59199666976929,1.4223940372467,-0.10892641544342,3.01439070701599,2.06451612903226,11,159,0.723270440251572,1,1,1,1
3868,1,0.237618881515522,24,21,1.62144029140472,1.5312952041626,0.0693764175633938,0.344112038612366,5.1,0.1,-0.40139102935791,1.22004926204681,0.347921073436737,1.49862420558929,1.5,11,60,0.35,1,1,0,1
4403,1,0.199189234228659,16,16,2.35042384266853,2.26803498268127,0.0975268899999646,0.267354607582092,6.5,0.15,0.0519513785839081,2.40237522125244,1.22834813594818,2.35042384266853,1.45454545454545,11,28,0.571428571428571,1,0,0,1
5789,1,0.414372790680141,18,18,2.45155906677246,2.28619661331177,0.0685797540494497,0.243565082550049,10,0.1,3.38292789459229,5.83448696136475,4.28224968910217,2.45155906677246,1.63636363636364,11,47,0.382978723404255,1,0,1,0
5889,1,0.294409084881425,38,17,4.61278128623962,4.10226300358772,0.0864923349963012,0.452003955841064,11.75,0.15,-0.349467039108276,4.26331424713135,1.72938418388367,2.82363438606262,1.37931034482759,11,40,0.425,1,0,1,0
5890,1,0.35535829216551,18,7,2.60675576329231,2.42772261500359,0.068563305745307,0.227814108133316,12,0.1,-0.335172206163406,2.27158355712891,0.526244938373566,1.73712912201881,1.38461538461538,11,21,0.333333333333333,0,0,0,0
6044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,124,0,0,0,0,1
6045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,177,0,0,0,0,1
6586,1,0.292058097955805,21,8,2.97272777557373,2.7050409078598,0.0887872802032812,0.426335334777832,13.5,0.15,3.56317281723022,6.53590059280396,5.48487877845764,2.10204362869263,1.5,11,14,0.571428571428571,1,0,0,0
6587,1,0.531383704074677,31,28,5.07177889347076,4.60097104012966,0.0700275613791934,0.244997024536133,10.5,0.1,0.512603163719177,5.58438205718994,3.28509148955345,4.62011158466339,1.82352941176471,11,53,0.528301886792453,1,0,0,0
6766,1,0.309825697242655,23,6,3.31056976318359,3.04462187290192,0.0858265603147391,0.412440180778503,5.4,0.15,-1.84009766578674,1.47047209739685,0.164539694786072,2.36781907081604,1.64285714285714,11,11,0.545454545454545,1,0,0,0
6866,1,0.384542908585304,17,12,2.77610671520233,2.63056356012821,0.069209675759547,0.390662491321564,6,0.1,-1.84009766578674,0.936009049415588,0.0893127322196961,2.53466892242432,1.7,11,21,0.571428571428571,1,1,0,1
6867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,1,0,0
7873,1,0.325067861084407,19,19,2.57075071334839,2.47620692253113,0.0709117781089141,0.580470323562622,8,0.1,-1.84734106063843,0.723409652709961,-0.167254269123077,2.57075071334839,1.46153846153846,11,44,0.431818181818182,1,1,0,1
8736,1,0.188626398275306,13,9,2.74250888824463,2.7040105342865,0.0919312597561999,0.461896181106567,6,0.15,1.83786106109619,4.58036994934082,1.68857175111771,2.07271456718445,1.625,11,28,0.321428571428571,1,1,0,0
8737,1,0.456419512826096,23,17,3.04528295993805,3.04196903705597,0.0770328977091852,0.419924974441528,18,0.1,-1.20534527301788,1.83993768692017,0.530619442462921,3.04528295993805,1.91666666666667,11,37,0.459459459459459,1,1,0,0
9153,1,0.34601778034177,20,20,2.27834749221802,2.2750506401062,0.0831366736241027,0.232688069343567,15.75,0.15,-1.14789056777954,1.13045692443848,-0.242691040039062,2.27834749221802,1.53846153846154,11,24,0.833333333333333,1,0,0,0
791,1,0.369356800146537,12,7,3.54503774642944,3.47859179973602,0.0480141311860185,0.338894844055176,9,0.1,0.256399631500244,3.80143737792969,2.02891850471497,3.54503774642944,1.71428571428571,21,31,0.225806451612903,1,0,0,0
891,1,0.353938645653145,12,7,3.80473446846008,3.74016442298889,0.0594027027372359,0.610625267028809,9,0.1,0.581964254379272,4.38669872283936,2.81684362888336,2.86472427845001,2,21,21,0.333333333333333,1,0,0,0
1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,0,0,1,0,0
1231,1,0.301919440761537,15,15,2.0623584985733,2.00101302564144,0.0777761048330433,0.238104641437531,12,0.1,-1.05291521549225,1.00944328308105,0.0956607460975647,2.0623584985733,1.66666666666667,21,49,0.306122448979592,1,0,0,0
1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,0,0,1,0,0
1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,0,0,1,0,0
1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,0,0,1,0,0
1896,1,0.224670514660159,14,14,2.70141732692719,2.59227015972137,0.0872977348597803,0.312751293182373,9,0.15,0.834133267402649,3.53555059432983,2.18484193086624,2.70141732692719,1.55555555555556,21,18,0.777777777777778,1,1,0,1
2993,1,0.175964493831673,12,11,2.34815895557404,2.32099703550339,0.0747948605821741,0.494439363479614,6,0.1,0.16662585735321,2.51478481292725,1.58877903223038,2.33400690555573,1.3,21,31,0.354838709677419,1,0,0,0
3746,1,0.664966992033547,109,109,2.85133922100067,2.62782524228096,0.0532577194683109,0.0793831348419189,19.8,0.1,-1.21051073074341,1.64082849025726,0.138019323348999,2.85133922100067,1.81666666666667,21,164,0.664634146341463,1,1,1,1
3868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,77,0,0,1,0,0
4303,1,0.176242849427785,16,16,2.39384976029396,2.37934044003487,0.098414683893721,0.26925265789032,6.75,0.15,0.0844949185848236,2.47834467887878,1.27468876540661,2.39384976029396,1.30769230769231,21,29,0.551724137931034,1,0,0,0
4908,1,0.273269631393399,15,15,2.17806077003479,2.11730366945267,0.0835700865504775,0.263404369354248,15,0.1,3.72685122489929,5.90491199493408,4.70087826251984,2.17806077003479,1.66666666666667,21,41,0.365853658536585,1,0,0,0
5789,1,0.351784920604684,28,28,3.11434698104858,2.92565078735352,0.0879118705301197,0.232907772064209,9,0.15,2.5249400138855,5.63928699493408,4.8023591041565,3.11434698104858,1.64705882352941,21,62,0.451612903225806,1,0,0,0
5790,1,0.331282529840529,18,12,2.38731962442398,2.2086105465889,0.0728937793230542,0.227935314178467,8,0.1,-0.307151138782501,2.08016848564148,0.683313578367233,1.98092943429947,1.38461538461538,21,32,0.375,0,0,0,0
5944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,161,0,0,1,0,1
5945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,144,0,0,1,0,1
6586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,0,0,0,1,0
6587,1,0.514309527863303,22,22,3.26485866308212,3.00515670776367,0.0651496312938802,0.231143474578857,15,0.1,0.740552008152008,4.00541067123413,4.46731495857239,3.26485866308212,1.69230769230769,21,56,0.392857142857143,1,0,1,0
6766,1,0.207963095570471,17,17,2.03896588087082,1.95254515707493,0.0862588796852744,0.52083420753479,6,0.15,-1.11916494369507,0.919800937175751,-0.220085769891739,2.03896588087082,1.41666666666667,21,32,0.53125,1,0,0,0
7773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,0,0,1,1,0
7873,1,0.213551364644045,16,12,1.57405436038971,1.51766679883003,0.0699009382201423,0.195105195045471,5.4,0.1,-0.627890348434448,0.946164011955261,0.0543837547302246,1.57405436038971,1.45454545454545,21,32,0.375,1,1,1,1
8636,1,0.404410650209431,21,17,2.97089529037476,2.7474665760994,0.0790102991829417,0.407499074935913,9,0.1,-0.743448734283447,2.22744655609131,1.37679135799408,2.97089529037476,1.75,21,35,0.485714285714286,1,0,0,1
8637,1,0.44887981774597,30,25,4.05964684486389,3.6346492767334,0.0749297345638441,0.225818157196045,12,0.1,-1.1856381893158,2.8740086555481,0.633916735649109,4.05964684486389,1.66666666666667,21,44,0.568181818181818,1,0,0,0
9053,1,0.490605137117942,12,10,2.47235465049744,2.42658339738846,0.031836662988107,0.235125184059143,15,0.06,-1.3553524017334,1.11700224876404,-0.119477152824402,2.01079082489014,2,21,35,0.285714285714286,1,0,0,0
692,1,0.35040859317094,13,13,4.22330570220947,4.13404679298401,0.0495412911119363,0.641672134399414,9,0.1,-0.0161089897155762,4.2071967124939,2.09554386138916,4.22330570220947,1.625,31,36,0.361111111111111,1,0,0,0
1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,14,0,0,0,0,1
3546,1,0.741543979161342,57,57,2.30529999732971,2.10788416564465,0.0381349675802356,0.0854282975196838,10.7142857142857,0.06,-1.08751082420349,1.21778917312622,0.397653102874756,2.30529999732971,1.78125,31,124,0.459677419354839,1,1,1,1
3668,1,0.234752128616864,38,34,1.58593744039536,1.52837176322937,0.0898322057136672,0.122313380241394,5.65384615384615,0.15,-0.49010044336319,1.09583699703217,0.305167436599732,1.57975459098816,1.58333333333333,31,52,0.653846153846154,1,1,0,1
3669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,21,0,0,1,0,0
4003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,13,0,0,1,0,0
4103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,24,0,0,1,0,1
5689,1,0.331069801801631,22,21,2.1660150885582,2.15709856748581,0.0911926153531326,0.219332933425903,10,0.15,0.183455049991608,2.3494701385498,1.16309860348701,2.1660150885582,1.69230769230769,31,62,0.338709677419355,1,0,0,0
5744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,264,0,0,1,0,1
5745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,106,0,0,1,0,1
6386,1,0.601076262269298,23,12,3.67771410942078,3.40961102247238,0.063230460104382,0.237180233001709,10.5,0.1,2.08650326728821,5.76421737670898,4.34394681453705,2.40953469276428,1.91666666666667,31,26,0.461538461538462,0,0,0,0
6387,1,0.530894175277487,24,17,3.61062574386597,3.33129245638847,0.0643833193383568,0.225603818893433,8,0.1,0.390908241271973,4.00153398513794,1.98450982570648,3.41452598571777,1.71428571428571,31,38,0.447368421052632,1,0,0,0
6487,1,0.347857470767744,46,15,6.03008717298508,5.24682089090347,0.0885456716271054,0.237180233001709,9,0.15,-0.46863716840744,5.56145000457764,1.86921203136444,3.83016389608383,1.58620689655172,31,29,0.517241379310345,1,0,0,0
6566,1,0.201866449248598,21,17,2.22758424282074,2.08682942688465,0.0913324007081628,0.487169623374939,5.1,0.15,-1.14137101173401,1.08621323108673,-0.0304813086986542,2.09672290086746,1.4,31,29,0.586206896551724,1,1,0,1
7672,1,0.343019882878391,21,20,2.45497858524323,2.34099770784378,0.0703945909981048,0.19829261302948,5.25,0.1,-1.52117240428925,0.933806180953979,-0.210347473621368,2.44382274150848,1.4,31,35,0.571428571428571,1,1,0,1
8436,1,0.471883974107433,33,33,3.88347887992859,3.61394549012184,0.0742973176805461,0.218593835830688,13.5,0.1,-0.913991928100586,2.969486951828,1.14104509353638,3.88347887992859,1.73684210526316,31,73,0.452054794520548,1,0,0,1
8852,1,0.299400708378567,24,13,2.5446366071701,2.39992218017578,0.0876256133234387,0.2186439037323,13.5,0.15,-0.869357705116272,1.67527890205383,0.82773745059967,1.2734682559967,1.41176470588235,31,29,0.448275862068966,1,0,0,0
8952,1,0.270746207617223,20,15,1.92657959461212,1.8142221570015,0.0908329360130704,0.220685005187988,15,0.15,-1.08740985393524,0.83916974067688,-0.22850489616394,1.49837267398834,1.53846153846154,31,18,0.833333333333333,1,0,0,0
9742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,10,0,0,1,0,0
9743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,20,0,0,1,0,0
9845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,10,0,0,1,0,0
9846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,15,0,0,1,0,0
593,1,0.188140944015709,15,15,3.32288789749146,3.1625400185585,0.0993136025565046,0.3427973985672,15,0.15,-0.367475748062134,2.95541214942932,2.13767778873444,3.32288789749146,1.5,41,27,0.555555555555556,1,1,0,0
893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,21,0,0,1,0,0
3246,1,0.707014610960389,75,75,3.0271053314209,2.81250092387199,0.0559434505354288,0.100421905517578,39,0.1,-1.36238217353821,1.66472315788269,0.315249681472778,3.0271053314209,2.02702702702703,41,96,0.78125,1,1,1,1
3468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,0,0,1,0,1
3469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,24,0,0,1,0,0
3703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,27,0,0,1,0,0
5388,1,0.272311240878957,23,8,3.37440133094788,3.21180199384689,0.0924365269932173,0.4375319480896,6,0.15,3.72845768928528,7.10285902023315,5.94144034385681,1.42427158355713,1.47058823529412,41,19,0.421052631578947,0,0,0,0
5389,1,0.406693667586988,19,16,2.56056880950928,2.456739372015,0.0667468519030947,0.218582391738892,8,0.1,0.752894163131714,3.31346297264099,2.56931674480438,2.14046442508698,1.46153846153846,41,62,0.258064516129032,1,0,0,0
5489,1,0.369972325854895,28,14,2.97494783997536,2.60586462765932,0.0849886667400251,0.222851857542992,30,0.15,-0.111376196146011,2.86357164382935,1.06064925342798,1.92132690548897,1.64705882352941,41,35,0.4,1,0,0,0
5681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,30,0,0,0,0,1
6186,1,0.548164850248765,27,23,3.71500355005264,3.38670699298382,0.0608736394192301,0.218863725662231,12,0.1,0.499190270900726,4.21419382095337,1.93834525346756,3.52945446968079,1.6875,41,55,0.418181818181818,1,0,0,0
6187,1,0.378195625551742,22,9,2.6546984910965,2.43413236141205,0.0759884265970297,0.21575140953064,11.25,0.15,-0.323655009269714,2.33104348182678,0.504902541637421,1.65711510181427,1.46666666666667,41,26,0.346153846153846,1,0,0,0
6366,1,0.41967741119332,18,18,2.25175082683563,2.15952005386352,0.053836312567722,0.225151300430298,9.75,0.1,-1.40255761146545,0.849193215370178,-0.164643704891205,2.25175082683563,1.38461538461538,41,39,0.461538461538462,1,1,1,1
7372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,0,0,0,0,1
7472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,32,0,0,0,0,1
8135,1,0.442873326514439,31,26,2.84682786464691,2.82569897770882,0.0734245389792302,0.197120785713196,13.5,0.1,-1.02972936630249,1.81709849834442,2.01542663574219,2.84682786464691,1.63157894736842,41,55,0.472727272727273,1,1,0,1
8136,1,0.4740200535188,27,18,2.64808547496796,2.49492258429527,0.0662808238093157,0.195433974266052,9,0.1,-0.833986759185791,1.81409871578217,-0.0770691633224487,2.64808547496796,1.58823529411765,41,58,0.310344827586207,1,1,0,0
8651,1,0.456415083678333,25,9,2.57037925720215,2.56780496239662,0.0720368458739509,0.204965114593506,18,0.1,-1.01327776908875,1.5571014881134,-0.22341924905777,1.57521140575409,1.66666666666667,41,12,0.75,1,0,0,0
8652,1,0.447635301319385,25,9,2.94879794120789,2.51002967357635,0.0695780662289781,0.378418684005737,12,0.1,-1.01327776908875,1.93552017211914,-0.117575526237488,1.5814071893692,1.66666666666667,41,12,0.75,1,0,0,0
9344,1,0.214034804593436,16,13,2.1453503370285,2.1436175942421,0.0986032832454627,0.248425483703613,15,0.15,-0.834098696708679,1.31125164031982,0.126344263553619,2.1453503370285,1.6,41,26,0.5,1,0,0,1
9442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,25,0,0,1,0,0
9545,1,0.202510190885301,17,17,2.22517776489258,2.22385526299477,0.0983259113291074,0.25715446472168,6,0.15,-0.855308532714844,1.36986923217773,0.496952533721924,2.22517776489258,1.41666666666667,41,24,0.708333333333333,1,1,0,0
2946,1,0.698631215194934,29,29,2.17730659246445,1.96327180564404,0.0431057907466224,0.246952176094055,15,0.06,-1.59116983413696,0.586136758327484,-0.614262729883194,2.17730659246445,1.93333333333333,51,72,0.402777777777778,1,1,1,1
3068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,42,0,0,1,0,0
3069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,21,0,0,1,0,1
4008,1,0.353424728518817,17,15,2.42481970787048,2.25598740577698,0.0775599549857119,0.260156154632568,21,0.1,2.64654135704041,5.07136106491089,3.61421096324921,2.42481970787048,1.7,51,60,0.25,1,0,0,0
5089,1,0.479027223373056,24,24,2.95163553953171,2.66356728076935,0.065953070776149,0.221132397651672,12,0.1,0.0743880867958069,3.02602362632751,1.45177087187767,2.95163553953171,1.6,51,61,0.39344262295082,1,0,0,0
5144,1,0.277061727537003,153,153,1.69075965881348,1.5683449074626,0.0835431931762802,0.168560594320297,6.86842105263158,0.15,-1.36184525489807,0.328914403915405,-0.144171953201294,1.69075965881348,1.57731958762887,51,415,0.368674698795181,1,0,0,1
5145,1,0.320852975890309,180,38,2.24986708164215,2.05752974748611,0.0606694698800592,0.237864896655083,4.56,0.1,-1.35703551769257,0.892831563949585,0.270454466342926,0.557784676551819,1.36428571428571,51,96,0.395833333333333,1,0,0,0
5886,1,0.560540583886133,37,32,4.92620265483856,4.42035605311394,0.0669619012181881,0.251965522766113,12,0.1,0.6675044298172,5.59370708465576,3.69705486297608,4.74484705924988,1.85,51,48,0.666666666666667,1,0,1,0
5887,1,0.322781252952959,16,10,1.85852691531181,1.84806801229715,0.0697167597221435,0.209245085716248,9.75,0.1,0.236701756715775,2.09522867202759,1.47890532016754,1.85852691531181,1.6,51,36,0.277777777777778,1,0,1,0
5966,1,0.550878722157542,24,23,1.92159199714661,1.77797372341156,0.0515219881950492,0.110031843185425,31.5,0.1,-1.13230860233307,0.789283394813538,-0.0166388154029846,1.92159199714661,1.71428571428571,51,32,0.71875,1,1,1,1
7072,1,0.224247994382486,23,20,1.63472545146942,1.62576248645782,0.0957492077193062,0.163439750671387,6.75,0.15,-1.16136527061462,0.473360180854797,-0.017387866973877,1.63472545146942,1.53333333333333,51,68,0.294117647058824,1,0,0,0
7426,1,0.18971281155544,13,11,2.09281015396118,2.09074456691742,0.0973403676498337,0.396136820316315,10.5,0.15,-1.1709166765213,0.92189347743988,0.0512769520282745,2.0838817358017,1.85714285714286,51,19,0.578947368421053,1,1,0,1
7835,1,0.367138469529557,24,9,2.08685785531998,2.084691208601,0.0629574160469376,0.334802031517029,6,0.1,-0.928220212459564,1.15863764286041,0.0277243852615356,1.56897461414337,1.3,51,45,0.2,1,1,1,0
7836,1,0.396322467127163,36,26,3.32568520307541,3.20782988071442,0.0700892427979202,0.525282859802246,6,0.1,-0.928220212459564,2.39746499061584,1.08498185873032,3.32568520307541,1.53846153846154,51,67,0.388059701492537,1,1,1,0
8251,1,0.451316487015999,25,9,2.32433652877808,2.05582755804062,0.0682700726398431,0.184373497962952,9,0.1,-0.723716259002686,1.60062026977539,0.612336039543152,1.79622137546539,1.5625,51,17,0.529411764705882,1,0,0,0
8252,1,0.444015528510854,29,16,2.67402911186218,2.34295002222061,0.0717410793370495,0.345041751861572,15,0.1,-0.727178812026978,1.94685029983521,0.441248178482056,2.48876440525055,1.70588235294118,51,34,0.470588235294118,1,0,0,0
9044,1,0.237838468343081,16,16,1.98973822593689,1.92798140048981,0.0856452747917504,0.23271369934082,6,0.15,-0.774306535720825,1.21543169021606,0.22056257724762,1.98973822593689,1.45454545454545,51,39,0.41025641025641,1,0,0,0
9142,1,0.170170871537262,12,12,2.06142950057983,2.01876509189606,0.0719763901907515,0.45075249671936,5.625,0.1,-0.811101198196411,1.25032830238342,0.683222651481629,2.06142950057983,1.3,51,32,0.375,1,0,0,1
9245,1,0.167674901181528,13,12,1.60364961624146,1.53797876834869,0.0850185589148843,0.239583969116211,15,0.15,0.130896806716919,1.73454642295837,0.820757150650024,1.37972068786621,1.625,51,15,0.8,1,1,0,0
595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,22,0,0,0,0,1
2646,1,0.682822626290014,36,36,2.74644505977631,2.44881864190102,0.0573824321868893,0.139806270599365,37.5,0.1,-1.66697120666504,1.07947385311127,-0.688157230615616,2.74644505977631,2.11764705882353,61,57,0.631578947368421,1,1,1,1
2768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,42,0,0,1,0,0
2769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,14,0,0,1,0,0
4788,1,0.337709105009657,18,10,2.97083759307861,2.95582103729248,0.0665709667554942,0.464181423187256,5.25,0.1,4.48900699615479,7.4598445892334,5.8137149810791,2.5192346572876,1.58333333333333,61,19,0.526315789473684,0,0,0,0
4789,1,0.437511636904063,20,20,2.53532081842422,2.42045629024506,0.0687269655292502,0.222721695899963,11.25,0.15,0.242453753948212,2.77777457237244,1.2014966905117,2.53532081842422,1.53846153846154,61,63,0.317460317460317,1,0,0,0
4844,1,0.640515806382865,126,126,2.19850325584412,2.0218585729599,0.0432391298549565,0.285254538059235,34.75,0.1,-1.14965176582336,1.04885149002075,-0.00252488255500794,2.19850325584412,1.77464788732394,61,142,0.887323943661972,1,1,1,1
5586,1,0.658015619386254,24,24,2.98308491706848,2.69988551139831,0.0588648547961695,0.207286357879639,24,0.1,1.41797995567322,4.4010648727417,2.20890790224075,2.98308491706848,2,61,49,0.489795918367347,1,0,0,0
