scenario,population,samples,positionRmseM,positionMedianM,positionP95M,positionMaximumM,fractionAtMost10cm,headingRmseDeg,bothActiveSamples,neitherActiveSamples,runtimeSeconds
both,full,1169,0.0595600300129393,0.0398274268908387,0.10371661655566,0.640312423976002,0.947818648417451,0.395129201761642,1168,0,25.710152
both,outage_40_60,199,0.0342450717902413,0.0286877441881728,0.0559749108995569,0.0643832477334391,1,0.27291386161825,199,0,25.710152
both,recovery_60_70,100,0.0488078477791096,0.0390704998625657,0.0805815265854144,0.0878135279195554,1,0.417926776327826,100,0,25.710152
lidar_only,full,1169,0.148252743529488,0.114318588312821,0.280465404326793,0.640312423976002,0.447390932420873,0.425730656820037,0,1,18.03316
lidar_only,outage_40_60,199,0.0871218581080659,0.0557565145326724,0.178658496490071,0.197665583211543,0.748743718592965,0.291412519118917,0,0,18.03316
lidar_only,recovery_60_70,100,0.0728395406814383,0.0614141832947638,0.11947692284867,0.148888170066005,0.82,0.423563077694072,0,0,18.03316
gnss_only,full,1169,0.063270137927376,0.0464994702963281,0.111925891698274,0.640312423976002,0.937553464499572,1.34397802975042,0,0,0.092437
gnss_only,outage_40_60,199,0.0427951703609707,0.0422951510081499,0.0547335318130451,0.099941716063649,1,1.10224916941266,0,0,0.092437
gnss_only,recovery_60_70,100,0.0581087170326967,0.0426105692059161,0.126155804047798,0.140950778546496,0.9,1.07759048897573,0,0,0.092437
gnss_outage,full,1169,0.0663391125983623,0.0435802409998258,0.125300205149448,0.640312423976002,0.909324208725406,0.397376045687941,969,0,23.788678
gnss_outage,outage_40_60,199,0.0784762730862114,0.0555930702014953,0.151646149283465,0.187063398806547,0.773869346733668,0.291447988373102,0,0,23.788678
gnss_outage,recovery_60_70,100,0.0493562211092418,0.0392200395448825,0.0817090103449032,0.0882896886494254,1,0.417927161084763,100,0,23.788678
lidar_outage,full,1169,0.0603422123202181,0.0437448310903133,0.103716497229724,0.640312423976002,0.947818648417451,0.386420228204904,969,0,20.76984
lidar_outage,outage_40_60,199,0.0444010286228343,0.0452898351284041,0.0513459716136532,0.0647033216132883,1,0.202748557750807,0,0,20.76984
lidar_outage,recovery_60_70,100,0.0447011948571321,0.0342907193724518,0.0730029824900954,0.0833134771104784,1,0.401884473234501,100,0,20.76984
both_outage,full,1169,0.287031457202446,0.0482090448031607,0.664434247732458,1.28234817818753,0.785286569717707,0.380159027577538,969,199,23.948311
both_outage,outage_40_60,199,0.675497726998596,0.595065675474017,1.21866524211071,1.28234817818753,0.0804020100502513,0.102886340179157,0,199,23.948311
both_outage,recovery_60_70,100,0.135754466768619,0.0342975525058696,0.197234931576661,0.907831691472419,0.93,0.407602875606822,100,0,23.948311
alternating,full,1169,0.15493872368272,0.124056047169751,0.27062257813036,0.640312423976002,0.372968349016253,0.454331732718803,0,0,11.772689
alternating,outage_40_60,199,0.124933809865184,0.11227215454001,0.188970897903356,0.249345158363629,0.366834170854271,0.290519351735646,0,0,11.772689
alternating,recovery_60_70,100,0.107847176007351,0.0897898424436434,0.167993254781915,0.21729244620489,0.55,0.401258138165709,0,0,11.772689
