frame,start,repetition,order,totalMs,perceptionMs,registrationMs,overheadMs,accepted,reason,rank,iterations,sourceComponents,mapComponents,x,y,psi,positionDifferenceM,yawDifferenceDeg
700,3,3,47,83.583,73.077,10.495,0.0109999999999992,0,inconsistentClasses,3,5,86,27,484338.387850205,4976756.23521995,-1.68444681712307,0.0598003082671711,0.0658448918462088
550,1,3,48,98.088,81.86,16.174,0.0539999999999949,1,accepted,3,7,97,37,484319.011707394,4976932.59714749,-1.20895891970181,0.08555409709061,0.0274071476747055
550,3,3,49,95.66,83.198,12.442,0.0200000000000031,1,accepted,3,5,97,37,484319.01170316,4976932.59714569,-1.20895882706874,0.0855510500479336,0.027412455158653
900,1,3,50,98.904,85.835,13.051,0.0180000000000167,1,accepted,3,6,94,22,484396.520776056,4976621.53971986,0.0785381999167228,0.0618349788496039,0.559583020169252
700,2,3,51,88.407,73.985,14.41,0.0119999999999987,0,inconsistentClasses,3,7,86,27,484338.387851445,4976756.23522007,-1.68444678757349,0.059800874777522,0.0658465849126648
1050,1,3,52,103.868,83.433,20.415,0.0200000000000031,1,accepted,3,11,88,25,484568.014121445,4976643.33168952,0.1183837396162,0.170766604767945,-0.725294197165997
1050,3,3,53,99.55,81.968,17.564,0.0179999999999936,1,accepted,3,9,88,25,484568.01411984,4976643.33168254,0.118384297589342,0.170760169511583,-0.725262227659839
350,3,3,54,79.953,68.473,11.462,0.01799999999999,1,accepted,3,5,92,29,484253.45454235,4977184.18471327,-1.49983313651004,0.128687999372847,0.0202214926429158
550,2,3,55,105.17,90.169,14.982,0.0190000000000037,1,accepted,3,7,97,37,484319.011703775,4976932.59714596,-1.20895884095709,0.0855515006420523,0.0274116594147358
260,1,3,56,77.449,66.85,10.58,0.0189999999999895,1,accepted,3,5,82,26,484229.701749982,4977311.92862636,-1.34136383136895,0.121073158069821,-0.237213838389248
1050,2,3,57,98.316,82.592,15.706,0.0180000000000025,1,accepted,3,8,88,25,484568.014122773,4976643.33169529,0.118383278068733,0.170771926515976,-0.725320641887853
120,1,3,58,90.424,72.949,17.456,0.019000000000009,1,accepted,3,7,104,44,484199.208294534,4977468.56858888,-1.1050951815245,0.0729801151708051,-0.0538329859858149
120,3,3,59,86.329,72.23,14.078,0.0210000000000043,1,accepted,3,5,104,44,484199.208290669,4977468.56858767,-1.10509511152407,0.0729765535055108,-0.0538289752565032
700,1,3,60,93.047,80.011,13.023,0.0130000000000159,0,inconsistentClasses,3,7,86,27,484338.387856726,4976756.23522041,-1.68444665955885,0.059803090323988,0.06585391961124
260,3,3,61,73.985,64.813,9.152,0.019999999999996,1,accepted,3,4,82,26,484229.701741887,4977311.92862329,-1.34136392427723,0.121065307677057,-0.237219161641533
350,2,3,62,77.003,63.849,13.136,0.0179999999999971,1,accepted,3,6,92,29,484253.454542312,4977184.18471326,-1.49983313761161,0.128687970090965,0.0202214295270981
900,3,3,63,97.359,83.931,13.41,0.0179999999999829,1,accepted,3,6,94,22,484396.520773345,4976621.53971912,0.0785388299157529,0.0618376287777828,0.559619116454775
1050,3,4,64,92.422,74.812,17.587,0.0229999999999997,1,accepted,3,9,88,25,484568.01411984,4976643.33168254,0.118384297589342,0.170760169511583,-0.725262227659839
700,1,4,65,126.377,112.539,13.826,0.0119999999999933,0,inconsistentClasses,3,7,86,27,484338.387856726,4976756.23522041,-1.68444665955885,0.059803090323988,0.06585391961124
120,3,4,66,80.05,65.948,14.08,0.0219999999999896,1,accepted,3,5,104,44,484199.208290669,4977468.56858767,-1.10509511152407,0.0729765535055108,-0.0538289752565032
260,3,4,67,76.21,66.863,9.3,0.0469999999999953,1,accepted,3,4,82,26,484229.701741887,4977311.92862329,-1.34136392427723,0.121065307677057,-0.237219161641533
1050,1,4,68,96.391,76.369,20.002,0.0200000000000067,1,accepted,3,11,88,25,484568.014121445,4976643.33168952,0.1183837396162,0.170766604767945,-0.725294197165997
900,2,4,69,99.291,84.686,14.586,0.0190000000000179,1,accepted,3,7,94,22,484396.520772382,4976621.53971907,0.0785390400279124,0.0618384460730401,0.55963115499474
900,3,4,70,97.277,83.66,13.598,0.0190000000000037,1,accepted,3,6,94,22,484396.520773345,4976621.53971912,0.0785388299157529,0.0618376287777828,0.559619116454775
550,2,4,71,102.645,87.366,15.259,0.019999999999996,1,accepted,3,7,97,37,484319.011703775,4976932.59714596,-1.20895884095709,0.0855515006420523,0.0274116594147358
350,3,4,72,74.244,62.563,11.661,0.0200000000000049,1,accepted,3,5,92,29,484253.45454235,4977184.18471327,-1.49983313651004,0.128687999372847,0.0202214926429158
350,2,4,73,74.117,60.379,13.72,0.0180000000000007,1,accepted,3,6,92,29,484253.454542312,4977184.18471326,-1.49983313761161,0.128687970090965,0.0202214295270981
350,1,4,74,79.03,65.822,13.19,0.0179999999999989,1,accepted,3,6,92,29,484253.454544574,4977184.18471423,-1.49983308574112,0.128690101570696,0.020224401487747
700,3,4,75,86.572,75.985,10.574,0.0130000000000035,0,inconsistentClasses,3,5,86,27,484338.387850205,4976756.23521995,-1.68444681712307,0.0598003082671711,0.0658448918462088
900,1,4,76,102.682,89.405,13.257,0.0200000000000014,1,accepted,3,6,94,22,484396.520776056,4976621.53971986,0.0785381999167228,0.0618349788496039,0.559583020169252
260,1,4,77,75.387,64.825,10.52,0.0420000000000122,1,accepted,3,5,82,26,484229.701749982,4977311.92862636,-1.34136383136895,0.121073158069821,-0.237213838389248
550,3,4,78,92.931,80.368,12.542,0.0210000000000026,1,accepted,3,5,97,37,484319.01170316,4976932.59714569,-1.20895882706874,0.0855510500479336,0.027412455158653
120,1,4,79,82.745,65.274,17.453,0.0180000000000042,1,accepted,3,7,104,44,484199.208294534,4977468.56858888,-1.1050951815245,0.0729801151708051,-0.0538329859858149
1050,2,4,80,86.924,71.046,15.859,0.0190000000000126,1,accepted,3,8,88,25,484568.014122773,4976643.33169529,0.118383278068733,0.170771926515976,-0.725320641887853
120,2,4,81,83.691,67.456,16.215,0.0199999999999996,1,accepted,3,7,104,44,484199.208297288,4977468.56859293,-1.10509571349451,0.0729849419202837,-0.0538634656223833
260,2,4,82,77.628,67.178,10.431,0.0190000000000037,1,accepted,3,5,82,26,484229.70174272,4977311.92862401,-1.34136429600262,0.121066408106828,-0.23724045993743
550,1,4,83,96.423,81.197,15.207,0.0189999999999984,1,accepted,3,7,97,37,484319.011707394,4976932.59714749,-1.20895891970181,0.08555409709061,0.0274071476747055
700,2,4,84,89.653,76.742,12.899,0.0119999999999862,0,inconsistentClasses,3,7,86,27,484338.387851445,4976756.23522007,-1.68444678757349,0.059800874777522,0.0658465849126648
550,3,5,85,93.878,82.047,11.809,0.0220000000000038,1,accepted,3,5,97,37,484319.01170316,4976932.59714569,-1.20895882706874,0.0855510500479336,0.027412455158653
260,3,5,86,75.636,66.245,9.371,0.0199999999999907,1,accepted,3,4,82,26,484229.701741887,4977311.92862329,-1.34136392427723,0.121065307677057,-0.237219161641533
550,1,5,87,97.448,81.675,15.749,0.0240000000000116,1,accepted,3,7,97,37,484319.011707394,4976932.59714749,-1.20895891970181,0.08555409709061,0.0274071476747055
120,3,5,88,86.238,73.524,12.693,0.020999999999999,1,accepted,3,5,104,44,484199.208290669,4977468.56858767,-1.10509511152407,0.0729765535055108,-0.0538289752565032
120,1,5,89,89.427,70.321,19.086,0.0200000000000102,1,accepted,3,7,104,44,484199.208294534,4977468.56858888,-1.1050951815245,0.0729801151708051,-0.0538329859858149
900,2,5,90,98.354,84.124,14.211,0.0189999999999895,1,accepted,3,7,94,22,484396.520772382,4976621.53971907,0.0785390400279124,0.0618384460730401,0.55963115499474
700,2,5,91,89.426,75.944,13.469,0.0129999999999999,0,inconsistentClasses,3,7,86,27,484338.387851445,4976756.23522007,-1.68444678757349,0.059800874777522,0.0658465849126648
700,1,5,92,83.148,69.874,13.263,0.0109999999999868,0,inconsistentClasses,3,7,86,27,484338.387856726,4976756.23522041,-1.68444665955885,0.059803090323988,0.06585391961124
1050,3,5,93,87.821,70.99,16.812,0.0190000000000019,1,accepted,3,9,88,25,484568.01411984,4976643.33168254,0.118384297589342,0.170760169511583,-0.725262227659839
350,1,5,94,74.127,61.369,12.738,0.019999999999996,1,accepted,3,6,92,29,484253.454544574,4977184.18471423,-1.49983308574112,0.128690101570696,0.020224401487747
1050,2,5,95,80.362,65.181,15.162,0.0190000000000108,1,accepted,3,8,88,25,484568.014122773,4976643.33169529,0.118383278068733,0.170771926515976,-0.725320641887853
260,2,5,96,70.544,60.102,10.424,0.0179999999999936,1,accepted,3,5,82,26,484229.70174272,4977311.92862401,-1.34136429600262,0.121066408106828,-0.23724045993743
350,3,5,97,73.979,62.322,11.638,0.0189999999999966,1,accepted,3,5,92,29,484253.45454235,4977184.18471327,-1.49983313651004,0.128687999372847,0.0202214926429158
350,2,5,98,77.569,64.314,13.237,0.0180000000000096,1,accepted,3,6,92,29,484253.454542312,4977184.18471326,-1.49983313761161,0.128687970090965,0.0202214295270981
1050,1,5,99,100.292,78.395,21.877,0.0199999999999925,1,accepted,3,11,88,25,484568.014121445,4976643.33168952,0.1183837396162,0.170766604767945,-0.725294197165997
900,3,5,100,128.698,116.055,12.623,0.0199999999999996,1,accepted,3,6,94,22,484396.520773345,4976621.53971912,0.0785388299157529,0.0618376287777828,0.559619116454775
700,3,5,101,89.732,79.643,10.076,0.0129999999999981,0,inconsistentClasses,3,5,86,27,484338.387850205,4976756.23521995,-1.68444681712307,0.0598003082671711,0.0658448918462088
550,2,5,102,95.141,80.231,14.89,0.0200000000000102,1,accepted,3,7,97,37,484319.011703775,4976932.59714596,-1.20895884095709,0.0855515006420523,0.0274116594147358
120,2,5,103,82.889,66.757,16.112,0.0200000000000173,1,accepted,3,7,104,44,484199.208297288,4977468.56859293,-1.10509571349451,0.0729849419202837,-0.0538634656223833
260,1,5,104,82.359,71.804,10.536,0.018999999999993,1,accepted,3,5,82,26,484229.701749982,4977311.92862636,-1.34136383136895,0.121073158069821,-0.237213838389248
900,1,5,105,99.528,86.689,12.82,0.0189999999999984,1,accepted,3,6,94,22,484396.520776056,4976621.53971986,0.0785381999167228,0.0618349788496039,0.559583020169252
120,3,6,106,80.318,66.938,13.36,0.0199999999999942,1,accepted,3,5,104,44,484199.208290669,4977468.56858767,-1.10509511152407,0.0729765535055108,-0.0538289752565032
120,2,6,107,86.654,68.21,18.421,0.022999999999989,1,accepted,3,7,104,44,484199.208297288,4977468.56859293,-1.10509571349451,0.0729849419202837,-0.0538634656223833
900,2,6,108,101.641,87.254,14.367,0.0199999999999871,1,accepted,3,7,94,22,484396.520772382,4976621.53971907,0.0785390400279124,0.0618384460730401,0.55963115499474
350,2,6,109,77.248,64.327,12.899,0.0219999999999914,1,accepted,3,6,92,29,484253.454542312,4977184.18471326,-1.49983313761161,0.128687970090965,0.0202214295270981
1050,1,6,110,95.564,75.414,20.129,0.0209999999999901,1,accepted,3,11,88,25,484568.014121445,4976643.33168952,0.1183837396162,0.170766604767945,-0.725294197165997
900,1,6,111,97.376,84.775,12.582,0.0190000000000001,1,accepted,3,6,94,22,484396.520776056,4976621.53971986,0.0785381999167228,0.0618349788496039,0.559583020169252
550,3,6,112,92.975,80.601,12.352,0.0220000000000091,1,accepted,3,5,97,37,484319.01170316,4976932.59714569,-1.20895882706874,0.0855510500479336,0.027412455158653
550,2,6,113,94.444,79.414,15.008,0.0220000000000002,1,accepted,3,7,97,37,484319.011703775,4976932.59714596,-1.20895884095709,0.0855515006420523,0.0274116594147358
700,2,6,114,88.561,75.91,12.637,0.0139999999999958,0,inconsistentClasses,3,7,86,27,484338.387851445,4976756.23522007,-1.68444678757349,0.059800874777522,0.0658465849126648
350,3,6,115,72.806,61.429,11.355,0.022000000000002,1,accepted,3,5,92,29,484253.45454235,4977184.18471327,-1.49983313651004,0.128687999372847,0.0202214926429158
1050,2,6,116,88.055,72.237,15.797,0.020999999999999,1,accepted,3,8,88,25,484568.014122773,4976643.33169529,0.118383278068733,0.170771926515976,-0.725320641887853
120,1,6,117,84.775,65.648,19.109,0.0180000000000078,1,accepted,3,7,104,44,484199.208294534,4977468.56858888,-1.1050951815245,0.0729801151708051,-0.0538329859858149
260,2,6,118,76.077,64.439,11.618,0.0200000000000191,1,accepted,3,5,82,26,484229.70174272,4977311.92862401,-1.34136429600262,0.121066408106828,-0.23724045993743
700,3,6,119,88.457,78.034,10.411,0.011999999999988,0,inconsistentClasses,3,5,86,27,484338.387850205,4976756.23521995,-1.68444681712307,0.0598003082671711,0.0658448918462088
260,1,6,120,80.081,68.268,11.747,0.0660000000000025,1,accepted,3,5,82,26,484229.701749982,4977311.92862636,-1.34136383136895,0.121073158069821,-0.237213838389248
700,1,6,121,98.373,83.959,14.4,0.0140000000000011,0,inconsistentClasses,3,7,86,27,484338.387856726,4976756.23522041,-1.68444665955885,0.059803090323988,0.06585391961124
350,1,6,122,81.788,67.76,14.008,0.0199999999999925,1,accepted,3,6,92,29,484253.454544574,4977184.18471423,-1.49983308574112,0.128690101570696,0.020224401487747
260,3,6,123,80.386,71.028,9.309,0.0490000000000048,1,accepted,3,4,82,26,484229.701741887,4977311.92862329,-1.34136392427723,0.121065307677057,-0.237219161641533
1050,3,6,124,94.212,75.571,18.616,0.0250000000000057,1,accepted,3,9,88,25,484568.01411984,4976643.33168254,0.118384297589342,0.170760169511583,-0.725262227659839
900,3,6,125,105.718,92.966,12.731,0.0210000000000097,1,accepted,3,6,94,22,484396.520773345,4976621.53971912,0.0785388299157529,0.0618376287777828,0.559619116454775
550,1,6,126,97.286,82.416,14.85,0.0200000000000049,1,accepted,3,7,97,37,484319.011707394,4976932.59714749,-1.20895891970181,0.08555409709061,0.0274071476747055
550,3,7,127,93.055,81.137,11.898,0.0199999999999907,1,accepted,3,5,97,37,484319.01170316,4976932.59714569,-1.20895882706874,0.0855510500479336,0.027412455158653
120,1,7,128,84.781,67.874,16.887,0.0199999999999818,1,accepted,3,7,104,44,484199.208294534,4977468.56858888,-1.1050951815245,0.0729801151708051,-0.0538329859858149
550,2,7,129,96.905,81.456,15.427,0.0219999999999985,1,accepted,3,7,97,37,484319.011703775,4976932.59714596,-1.20895884095709,0.0855515006420523,0.0274116594147358
350,1,7,130,75.719,62.63,13.068,0.0209999999999919,1,accepted,3,6,92,29,484253.454544574,4977184.18471423,-1.49983308574112,0.128690101570696,0.020224401487747
1050,3,7,131,96.688,78.589,18.079,0.0199999999999889,1,accepted,3,9,88,25,484568.01411984,4976643.33168254,0.118384297589342,0.170760169511583,-0.725262227659839
900,2,7,132,105.938,87.579,18.337,0.0219999999999949,1,accepted,3,7,94,22,484396.520772382,4976621.53971907,0.0785390400279124,0.0618384460730401,0.55963115499474
700,2,7,133,108.36,95.593,12.754,0.0129999999999963,0,inconsistentClasses,3,7,86,27,484338.387851445,4976756.23522007,-1.68444678757349,0.059800874777522,0.0658465849126648
1050,1,7,134,92.615,73.044,19.551,0.0200000000000138,1,accepted,3,11,88,25,484568.014121445,4976643.33168952,0.1183837396162,0.170766604767945,-0.725294197165997
120,2,7,135,83.977,67.797,16.161,0.0189999999999948,1,accepted,3,7,104,44,484199.208297288,4977468.56859293,-1.10509571349451,0.0729849419202837,-0.0538634656223833
120,3,7,136,77.904,65.087,12.797,0.0199999999999942,1,accepted,3,5,104,44,484199.208290669,4977468.56858767,-1.10509511152407,0.0729765535055108,-0.0538289752565032
350,2,7,137,77.437,63.945,13.471,0.0210000000000115,1,accepted,3,6,92,29,484253.454542312,4977184.18471326,-1.49983313761161,0.128687970090965,0.0202214295270981
1050,2,7,138,93.37,77.705,15.646,0.0189999999999912,1,accepted,3,8,88,25,484568.014122773,4976643.33169529,0.118383278068733,0.170771926515976,-0.725320641887853
700,1,7,139,90.19,77.714,12.465,0.0110000000000134,0,inconsistentClasses,3,7,86,27,484338.387856726,4976756.23522041,-1.68444665955885,0.059803090323988,0.06585391961124
900,3,7,140,97.929,84.775,13.135,0.0189999999999948,1,accepted,3,6,94,22,484396.520773345,4976621.53971912,0.0785388299157529,0.0618376287777828,0.559619116454775
700,3,7,141,85.438,74.962,10.463,0.0129999999999981,0,inconsistentClasses,3,5,86,27,484338.387850205,4976756.23521995,-1.68444681712307,0.0598003082671711,0.0658448918462088
550,1,7,142,93.665,78.616,15.03,0.018999999999993,1,accepted,3,7,97,37,484319.011707394,4976932.59714749,-1.20895891970181,0.08555409709061,0.0274071476747055
260,2,7,143,72.638,62.248,10.37,0.0199999999999925,1,accepted,3,5,82,26,484229.70174272,4977311.92862401,-1.34136429600262,0.121066408106828,-0.23724045993743
260,3,7,144,70.466,61.41,9.038,0.0179999999999989,1,accepted,3,4,82,26,484229.701741887,4977311.92862329,-1.34136392427723,0.121065307677057,-0.237219161641533
900,1,7,145,89.062,76.437,12.599,0.0259999999999856,1,accepted,3,6,94,22,484396.520776056,4976621.53971986,0.0785381999167228,0.0618349788496039,0.559583020169252
260,1,7,146,73.537,62.19,11.327,0.0200000000000014,1,accepted,3,5,82,26,484229.701749982,4977311.92862636,-1.34136383136895,0.121073158069821,-0.237213838389248
350,3,7,147,81.1,69.68,11.401,0.0190000000000019,1,accepted,3,5,92,29,484253.45454235,4977184.18471327,-1.49983313651004,0.128687999372847,0.0202214926429158
260,3,8,148,82.665,73.616,9.03,0.0190000000000072,1,accepted,3,4,82,26,484229.701741887,4977311.92862329,-1.34136392427723,0.121065307677057,-0.237219161641533
1050,2,8,149,94.277,79.137,15.12,0.0200000000000014,1,accepted,3,8,88,25,484568.014122773,4976643.33169529,0.118383278068733,0.170771926515976,-0.725320641887853
120,3,8,150,84.411,69.693,14.7,0.01799999999999,1,accepted,3,5,104,44,484199.208290669,4977468.56858767,-1.10509511152407,0.0729765535055108,-0.0538289752565032
350,3,8,151,71.034,59.878,11.136,0.0200000000000067,1,accepted,3,5,92,29,484253.45454235,4977184.18471327,-1.49983313651004,0.128687999372847,0.0202214926429158
350,1,8,152,72.427,59.903,12.506,0.0180000000000078,1,accepted,3,6,92,29,484253.454544574,4977184.18471423,-1.49983308574112,0.128690101570696,0.020224401487747
700,1,8,153,93.737,80.653,13.072,0.011999999999988,0,inconsistentClasses,3,7,86,27,484338.387856726,4976756.23522041,-1.68444665955885,0.059803090323988,0.06585391961124
900,3,8,154,89.26,76.646,12.595,0.0190000000000037,1,accepted,3,6,94,22,484396.520773345,4976621.53971912,0.0785388299157529,0.0618376287777828,0.559619116454775
900,2,8,155,84.845,70.256,14.57,0.0189999999999984,1,accepted,3,7,94,22,484396.520772382,4976621.53971907,0.0785390400279124,0.0618384460730401,0.55963115499474
550,3,8,156,85,72.797,12.171,0.0320000000000036,1,accepted,3,5,97,37,484319.01170316,4976932.59714569,-1.20895882706874,0.0855510500479336,0.027412455158653
1050,3,8,157,89.772,72.377,17.373,0.0220000000000091,1,accepted,3,9,88,25,484568.01411984,4976643.33168254,0.118384297589342,0.170760169511583,-0.725262227659839
700,3,8,158,85.478,75.503,9.96,0.0149999999999935,0,inconsistentClasses,3,5,86,27,484338.387850205,4976756.23521995,-1.68444681712307,0.0598003082671711,0.0658448918462088
350,2,8,159,72.88,60.132,12.73,0.0179999999999971,1,accepted,3,6,92,29,484253.454542312,4977184.18471326,-1.49983313761161,0.128687970090965,0.0202214295270981
1050,1,8,160,95.517,75.428,20.069,0.0200000000000138,1,accepted,3,11,88,25,484568.014121445,4976643.33168952,0.1183837396162,0.170766604767945,-0.725294197165997
120,2,8,161,87.238,68.227,18.988,0.0230000000000068,1,accepted,3,7,104,44,484199.208297288,4977468.56859293,-1.10509571349451,0.0729849419202837,-0.0538634656223833
550,2,8,162,94.239,79.23,14.987,0.0220000000000145,1,accepted,3,7,97,37,484319.011703775,4976932.59714596,-1.20895884095709,0.0855515006420523,0.0274116594147358
