frame,timeSeconds,rosStamp,referenceX,referenceY,referencePsi,predictedX,predictedY,predictedPsi,x,y,psi,accepted,reason,positionErrorM,yawErrorDeg,similarity,rank,iterations,matches,totalMs,perceptionMs,registrationMs,mapSelectionMs,diskLoadMs,informationXX,informationXY,informationXPsi,informationYY,informationYPsi,informationPsiPsi,directionalAccepted,clockModelId
11,1.00122898844631,1717776572.53361,484201.061417312,4977500.90247596,-2.14076212996451,484201.034822093,4977500.82039179,-2.1383157360206,484201.035789927,4977500.83531552,-2.1385696164746,1,accepted,0.0718838415589802,0.125621769497451,0.453812926403161,3,4,34,80.781,72.917,7.651,0.087,10.80222,8.74815853630516,-0.802164276422213,64.8610140438105,11.1766843669882,-42.8461042622806,3389.83379058162,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
12,1.09968202053745,1717776572.62386,484201.053359428,4977500.88968442,-2.14072944900302,484201.035714146,4977500.83536386,-2.13861386607436,484201.030460315,4977500.84009097,-2.13878539685853,1,accepted,0.0546249043873225,0.111385983032227,0.448216094873177,3,4,34,89.306,81.346,7.719,0.087,10.80222,8.57704065608983,-0.828468346927807,58.7393812531303,11.0550691304388,-44.5976775556937,3271.40275482102,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
13,1.19983423171688,1717776572.71566,484201.04272086,4977500.87263544,-2.14077144277899,484201.030868776,4977500.8398303,-2.13883623484872,484201.066135131,4977500.85478272,-2.13970816734471,1,accepted,0.0294439735380881,0.060921194844036,0.442162077559628,3,4,31,84.982,77.463,7.27,0.087,10.80222,9.66995023114341,-1.24178324360241,64.2234737362233,12.3939074808063,-52.2705991634681,3750.15447972597,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
14,1.30036955797316,1717776572.80782,484201.029295354,4977500.85133571,-2.1407000186666,484201.064813457,4977500.85121571,-2.13971800749051,484201.058414981,4977500.84092983,-2.13982619131386,1,accepted,0.0309230503737418,0.0500666193351931,0.429100484175532,3,4,32,84.686,77.532,6.974,0.07,10.80222,8.80655340984818,-1.09871315869325,64.2102623056085,11.2748845218073,-42.4153673468162,3321.65690193692,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
15,1.40021434076099,1717776572.89935,484201.013143325,4977500.82572148,-2.14064001646875,484201.05099326,4977500.82792675,-2.13980693136461,484201.023010776,4977500.82246026,-2.1394897597619,1,accepted,0.0103924100584584,0.0659048546588664,0.447796165308969,3,4,32,85.447,78.538,6.74,0.062,10.80222,8.5188090990165,-1.14894804014499,70.4175857174408,10.9024013318833,-47.2988471287565,3299.66023760395,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
16,1.50082093214358,1717776572.99157,484200.993916244,4977500.79530333,-2.14052726659157,484201.011005175,4977500.80264189,-2.1394008940022,484200.997721933,4977500.79390076,-2.13941145572451,1,accepted,0.00405592104870046,0.0639312534171246,0.454068789007012,3,4,35,84.958,77.619,7.159,0.069,10.80222,8.12837056548899,-1.04033095735432,61.8429668213142,10.2800499849724,-42.5942796191021,2978.99203336675,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
17,1.59970233526769,1717776573.08221,484200.971793172,4977500.7607248,-2.14035489721962,484200.982554295,4977500.76857786,-2.1393657791035,484200.96996292,4977500.74846596,-2.13909109311581,1,accepted,0.0123947128811014,0.0724106412797279,0.499716154544078,3,4,35,83.465,76.399,6.875,0.073,10.80222,8.6768613649011,-0.996773784694104,74.3797900762761,10.6938765745412,-40.622759579111,3205.11385140485,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
18,1.69951356622597,1717776573.17371,484200.946390868,4977500.7210227,-2.1401771731444,484200.95058117,4977500.71660994,-2.13891273726784,484200.94777918,4977500.70597079,-2.13885773582355,1,accepted,0.0151157977183617,0.0755981898164383,0.504808854305427,3,4,36,87.462,78.166,9.091,0.062,10.80222,8.72025653067555,-1.21956420193626,77.2718491124313,10.6477823333601,-41.5257264907772,3190.47963464165,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
19,1.79962520309991,1717776573.26547,484200.917708703,4977500.67597669,-2.13989878093201,484200.925402178,4977500.66829436,-2.1386989091409,484200.913161238,4977500.67469054,-2.13926519241705,1,accepted,0.00472584356675747,0.0363019478551429,0.499351638339713,3,4,38,83.719,75.779,7.749,0.066,10.80222,8.47237281469638,-1.18900306001117,75.1336783355791,10.1991581115697,-37.2268220801122,2908.1947813432,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
20,1.89961953861631,1717776573.35714,484200.88578201,4977500.62589551,-2.1394403509717,484200.887205921,4977500.63150934,-2.13885657732533,484200.891104624,4977500.62109452,-2.13891882677958,1,accepted,0.00716796566210345,0.0298811351224417,0.524547645026423,3,4,37,84.257,76.558,7.497,0.067,10.80222,8.77036594795798,-1.12706238859899,69.7080225586202,10.5091608271564,-30.6156602106121,2975.17076593315,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
21,1.99971192870431,1717776573.44889,484200.850251231,4977500.57056738,-2.13880233092662,484200.86142749,4977500.571808,-2.13839510823685,484200.854596256,4977500.5674885,-2.13852527199398,1,accepted,0.00532529280485141,0.0158743075165038,0.496510645783048,3,4,34,84.149,77.128,6.839,0.075,10.80222,8.96201009491147,-1.13901602874336,65.3345026731166,10.7864625645709,-29.920981377564,3107.34703191692,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
22,2.09959052341338,1717776573.54044,484200.811029371,4977500.5093545,-2.13809897306741,484200.821070909,4977500.51208287,-2.1378645886714,484200.822065343,4977500.51096951,-2.1376151236079,1,accepted,0.0111535173147194,0.0277225319493463,0.470630434563147,3,4,37,75.296,67.671,7.422,0.063,10.80222,8.89059892078804,-1.10203465934458,66.4320333717751,10.7040775317309,-32.7008973769154,3130.95414601879,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
23,2.20015810104069,1717776573.63263,484200.766940206,4977500.44094927,-2.13719176721829,484200.783903476,4977500.448228,-2.13677283631268,484200.7855195,4977500.43720465,-2.13660257839104,1,accepted,0.0189528989297103,0.0337580331372046,0.523376206326385,3,4,34,81.753,75.242,6.344,0.064,10.80222,9.58813697936092,-0.925522996762606,55.5524211207067,11.7079838365768,-32.6988347541695,3580.6274833486,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
24,2.30030302965247,1717776573.72443,484200.717768072,4977500.36609075,-2.13591654640603,484200.742634487,4977500.3675797,-2.13548285744908,484200.738930921,4977500.36007974,-2.13547874361496,1,accepted,0.0219999633446733,0.0250842521874273,0.502907293467929,3,4,34,77.095,69.579,7.31,0.06,10.80222,9.26562113158102,-0.84138396298039,54.8680953355433,11.6023262631587,-34.4967130383789,3422.06682823956,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
25,2.39968927076991,1717776573.81554,484200.663873733,4977500.28423067,-2.13452716661046,484200.691134634,4977500.2830084,-2.1342429713831,484200.685911664,4977500.28416307,-2.13460523424561,1,accepted,0.0220380342034743,-0.0044729460105701,0.541892190520253,3,4,34,73.687,66.305,7.196,0.062,10.80222,8.96443850768613,-0.905118141063356,58.3611960150615,11.3653241427405,-41.0942079982413,3287.62824852296,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
26,2.50014813006584,1717776573.90762,484200.602117984,4977500.19370314,-2.13240309957046,484200.630972689,4977500.19627432,-2.1330332398782,484200.623234381,4977500.19500582,-2.13310058781431,1,accepted,0.0211565401731643,-0.0399631326327981,0.531677655884571,3,3,33,70.899,64.143,6.56,0.062,10.80222,9.08791954976414,-0.777445458065548,64.9943147273497,11.4795857690441,-40.425337180731,3323.48256214165,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
27,2.59939028038044,1717776573.9986,484200.533969963,4977500.09462474,-2.13083186349816,484200.561845789,4977500.09868515,-2.13139565895203,484200.56628691,4977500.10632532,-2.13198627298505,1,accepted,0.0343698777020262,-0.0661427914290318,0.51486435448669,3,4,35,71.049,63.766,7.108,0.061,10.80222,8.69897392031294,-0.478124511499096,56.3015342960199,11.1477586560034,-33.1365288557283,3235.9775331354,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
28,2.69970764979056,1717776574.09055,484200.464482643,4977499.98319075,-2.13052513115338,484200.502905295,4977499.99968581,-2.13156298255469,484200.502137523,4977499.99897557,-2.1311202974526,1,accepted,0.0408295308110958,-0.0341005170535651,0.459026994472813,3,4,41,74.415,67.719,6.529,0.061,10.80222,7.78490692335393,-0.777532513007444,59.9553690418857,9.82679136164402,-32.6283566116487,2759.93021087032,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
29,2.80056496957375,1717776574.18301,484200.391767217,4977499.86567482,-2.12837643326537,484200.438031438,4977499.88704958,-2.12970979271575,484200.42456574,4977499.87648372,-2.12843095208404,1,accepted,0.0345336868221794,-0.00312369821427669,0.467391784820784,3,4,38,69.4,62.4,6.829,0.062,10.80222,7.81756969867471,-0.734306546426054,59.6395294686889,10.0103769682272,-35.1839789495874,2809.63252286737,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
30,2.9001767101967,1717776574.27432,484200.317303415,4977499.74622854,-2.12575848305713,484200.357534888,4977499.76076521,-2.12582553240739,484200.362322061,4977499.72917665,-2.12485563070347,1,accepted,0.0481398542586776,0.0517296293877668,0.462836668370602,3,7,41,66.814,58.254,8.039,0.063,10.80222,7.61328989381843,-0.945516835393063,64.0727843007392,9.69008115852838,-40.8948246532708,2936.79088125056,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
31,3.00015361956907,1717776574.36596,484200.242911227,4977499.62054325,-2.12497575086144,484200.293081036,4977499.60530249,-2.12347804511056,484200.290768771,4977499.60330444,-2.12285720048034,1,accepted,0.0508676847575176,0.121383995522511,0.456524793113698,3,4,39,72.793,66.107,6.501,0.063,10.80222,7.83307885554698,-0.99154457943955,63.3705741694252,9.88621008477459,-32.9111551730639,2833.7717571462,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
32,3.09918665615537,1717776574.45675,484200.165567486,4977499.49218531,-2.12395429397238,484200.218819321,4977499.47500915,-2.12183177875282,484200.203122179,4977499.47315999,-2.1222581724783,1,accepted,0.0420989036748445,0.0971806031522866,0.476598618637589,3,4,43,67.28,58.519,8.564,0.064,10.80222,7.71505176872319,-0.955961858737132,61.4550032985729,9.41447258052851,-33.4490629129446,2945.07528952974,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
33,3.19946891318574,1717776574.54867,484200.082119792,4977499.3581265,-2.12216534963476,484200.124675438,4977499.34011683,-2.12031507932667,484200.130464511,4977499.34120795,-2.12055079620207,1,accepted,0.0512196183362215,0.092507097491669,0.489318465659128,3,4,41,70.639,62.163,8.253,0.062,10.80222,7.93597440227016,-0.999299116107133,62.6833275105739,9.86157870895983,-35.0522023602312,2962.16797210866,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
34,3.29970045233424,1717776574.64055,484199.99791894,4977499.21769379,-2.12015605192632,484200.05023301,4977499.2041807,-2.11839081674734,484200.047800785,4977499.20574597,-2.1183512148639,1,accepted,0.0512927757631981,0.103409546385695,0.487994606950158,3,4,43,74.046,66.885,6.971,0.081,10.80222,8.28476178374698,-0.902873946931953,70.1613495780729,10.298894749341,-36.8308715003098,3166.44499194361,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
35,3.39939100074286,1717776574.73193,484199.911751974,4977499.07246216,-2.11829277640022,484199.967280929,4977499.06511888,-2.11651495587981,484199.962765159,4977499.06782547,-2.11649802529293,1,accepted,0.0512234702761172,0.102831663723741,0.47079933809085,3,4,41,74.129,64.854,9.087,0.063,10.80222,8.82331985929042,-0.934578209102911,69.819853333817,10.6640545076529,-34.6351098423385,3059.34127365279,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
36,3.49943137249049,1717776574.82364,484199.821948414,4977498.92293036,-2.11698605283208,484199.877607291,4977498.92233283,-2.11507537156543,484199.871247542,4977498.90007994,-2.11441069247251,1,accepted,0.054337333064255,0.147557279328246,0.492274980635338,3,5,40,76.576,68.938,7.411,0.065,10.80222,8.4598313414601,-0.988412798684287,74.8369775790468,10.4223541635087,-31.9003718251948,2969.25610437452,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
37,3.60100134353679,1717776574.91674,484199.728343097,4977498.76674064,-2.11590153546858,484199.780578636,4977498.74788812,-2.11326794417004,484199.782837866,4977498.75170966,-2.11306402293689,1,accepted,0.0565297277983185,0.162577492381494,0.479310870878081,3,3,39,70.54,63.613,6.721,0.069,10.80222,8.55403877978919,-0.807623181979625,68.0662081485963,10.578046752468,-26.1607036180431,2969.66999689497,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
38,3.69993060353405,1717776575.00743,484199.634942679,4977498.61097027,-2.11445461709412,484199.691529987,4977498.60059326,-2.11176931283278,484199.686862904,4977498.59691334,-2.11171839813161,1,accepted,0.0537894704711933,0.156773798375537,0.467694717357839,3,3,41,68.608,61.669,6.769,0.062,10.80222,9.04420754470764,-0.876845575239269,70.7869048497845,10.8131188663977,-27.2304334927303,3043.55808368341,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
39,3.8000713706786,1717776575.09923,484199.538716804,4977498.44911647,-2.11311719156085,484199.591408053,4977498.43997209,-2.11028352732791,484199.589461746,4977498.44860449,-2.11077249514719,1,accepted,0.050747524424171,0.134341208742075,0.461025943842205,3,4,39,71.091,63.878,7.045,0.061,10.80222,8.79983861243992,-0.797562678257287,62.4533610672622,10.5614105485572,-24.1707700615793,2921.63094719116,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
40,3.89960404342418,1717776575.19046,484199.441283334,4977498.28511803,-2.11227384324797,484199.493110641,4977498.29004874,-2.10983215701814,484199.491326541,4977498.29610743,-2.11010326113646,1,accepted,0.0512356270100696,0.124365194075971,0.474480603453751,3,4,34,74.697,65.035,9.481,0.063,10.80222,8.87230958287305,-0.715661496670465,59.2466725413106,10.5258865058978,-17.5936272991274,2950.77276573765,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
41,4.00033287790665,1717776575.2828,484199.340151966,4977498.11666412,-2.11191767174745,484199.391247323,4977498.13242066,-2.10974308293546,484199.384686134,4977498.12341501,-2.10867910181091,1,accepted,0.0450429427308063,0.185556389021911,0.473283430732765,3,5,33,78.929,68.463,10.24,0.069,10.80222,8.82046512191491,-0.502397181294754,63.4192559607545,10.3572717362764,-26.84168442268,3553.81954745801,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
42,4.10035244231813,1717776575.37449,484199.238720267,4977497.9475952,-2.11203617791674,484199.283938335,4977497.95919861,-2.10873654577317,484199.286873062,4977497.9325058,-2.10835334550159,1,accepted,0.0504616847578004,0.211010754041997,0.425343664731898,3,5,38,73.364,66.339,6.832,0.087,10.80222,8.42161709256594,-0.623558057665699,61.9739639768534,9.63008176920788,-25.1924625525538,3309.278711048,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
43,4.20032284939796,1717776575.46613,484199.137237591,4977497.77709611,-2.11200840960888,484199.184873686,4977497.76662641,-2.10844631880858,484199.190508017,4977497.76315648,-2.10849939390231,1,accepted,0.0550640660448483,0.201051790231528,0.402528721886479,3,4,38,68.361,60.998,7.172,0.062,10.80222,8.12459004752905,-0.610544026632861,56.7395836444701,9.33573330685119,-27.9752845216396,3344.33272494821,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
44,4.30057831698303,1717776575.55803,484199.036982581,4977497.60595226,-2.11220926343034,484199.089057271,4977497.59652935,-2.10864242236232,484199.079702374,4977497.59364411,-2.10806971025773,1,accepted,0.0444575215578686,0.237178925860661,0.399874247548512,3,4,34,64.326,57.549,6.608,0.063,10.80222,8.5976790608514,-0.588243752836678,61.3135028825603,9.57784307861549,-28.0614219348221,3514.4734186843,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
45,4.39962409806272,1717776575.64882,484198.938006589,4977497.43813138,-2.11240451375675,484198.980121961,4977497.42880675,-2.10832883729307,484198.98302472,4977497.42328088,-2.10835053975582,1,accepted,0.0474043204699065,0.232275600509028,0.392224993979444,3,4,36,82.56,75.387,6.998,0.066,10.80222,8.24460729746783,-0.742838752955495,53.1124629103322,9.26309477916488,-28.0862764868286,3115.40277374435,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
46,4.49971830879264,1717776575.74057,484198.837035364,4977497.27089625,-2.11231852655833,484198.882265936,4977497.25931615,-2.10831814175075,484198.879683954,4977497.25563165,-2.1084021867344,1,accepted,0.045298017901659,0.224389743050103,0.436309422730538,3,3,43,70.767,64.027,6.53,0.062,10.80222,8.00586682023938,-0.654236895457653,50.1580254353781,9.01527348670773,-31.3934434068743,3123.28184630054,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
47,4.59934903610982,1717776575.8319,484198.738720918,4977497.10519445,-2.11330215890707,484198.78063244,4977497.09328238,-2.10920569249322,484198.769032664,4977497.09555128,-2.10924793961319,1,accepted,0.0318086893336037,0.232289654759931,0.463041734966082,3,4,44,69.497,62.762,6.542,0.085,10.80222,8.18282660091787,-0.570055521136383,45.4678405885131,9.22522317725007,-30.5677731460158,3153.64623929953,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
48,4.69972882752839,1717776575.92392,484198.643093829,4977496.93907039,-2.11417863757074,484198.671386548,4977496.93449654,-2.11027049842049,484198.682294662,4977496.92650055,-2.11020454886755,1,accepted,0.0411668094102755,0.227698510103739,0.425695908710619,3,4,44,71.947,64.665,7.11,0.063,10.80222,7.88470315233871,-0.412802466042719,42.4613549500536,9.14757620794722,-32.4118817091011,3074.73176350776,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
49,4.80060955556475,1717776576.01639,484198.551317835,4977496.77413527,-2.11493272746401,484198.587264656,4977496.76660322,-2.11084584087493,484198.593418926,4977496.75890557,-2.11124624691588,1,accepted,0.0447710333981144,0.211219776664938,0.420730934829822,3,4,48,74.56,65.03,9.321,0.066,10.80222,7.67802624742203,-0.451648065553129,36.4002520821956,9.06387047239042,-36.7765825361346,2905.91506418601,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
50,4.90102601991328,1717776576.10844,484198.463424268,4977496.61282294,-2.11557826803055,484198.501592751,4977496.60266094,-2.11157286692526,484198.492395048,4977496.6044599,-2.11157734448304,1,accepted,0.030153715973159,0.229236033426477,0.377843860146552,3,4,52,76.06,67.986,7.864,0.072,10.80222,7.18746400507067,-0.413376048480097,31.8258378204483,8.79126130967121,-32.6543804449275,2595.67622741858,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
51,4.99962886482469,1717776576.19883,484198.378196113,4977496.45792858,-2.11623937034557,484198.402494765,4977496.45310174,-2.11189109197621,484198.399395092,4977496.43753632,-2.11169084059892,1,accepted,0.0294149727103716,0.260611557472875,0.403043266862162,3,4,44,177.141,144.045,32.037,0.101,10.19748,7.60586138838339,-0.339173604183523,37.9612325713808,9.31548353788769,-30.6078587136329,2844.1741537858,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
52,5.09975610720074,1717776576.29061,484198.289922064,4977496.30564028,-2.11627404902482,484198.308343287,4977496.28842175,-2.1118693985549,484198.310264997,4977496.27539011,-2.11164564872989,1,accepted,0.0364541859821754,0.265187802796795,0.411951621929627,3,4,39,78.979,68.949,9.819,0.072,10.19748,7.7873340276588,-0.398231620436145,39.8408869122998,9.7949687711406,-33.3515171949738,2879.75817609318,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
53,5.19959360742091,1717776576.38213,484198.201291395,4977496.15609314,-2.11658906597339,484198.217988598,4977496.12925045,-2.11190330956996,484198.215096177,4977496.12607813,-2.11177785746897,1,accepted,0.0330374470484293,0.275661941660821,0.441279085821437,3,3,36,77.225,70.105,6.916,0.068,10.19748,7.99916846593026,-0.381609092210499,35.2016738422043,9.9658108515074,-26.2016726882234,3026.93164096061,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
54,5.29954944936544,1717776576.47375,484198.113713147,4977496.00512429,-2.11733575056068,484198.121594268,4977495.97874068,-2.11245651403675,484198.132181254,4977495.97907049,-2.11296149886232,1,accepted,0.0319354279498713,0.250626160844128,0.416116307957947,3,3,37,87.447,76.916,10.306,0.067,10.19748,7.92444472215952,-0.464313498579961,33.2625837950922,9.85656676959691,-28.027271199725,3049.67825829564,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
55,5.40013159212805,1717776576.56596,484198.024363127,4977495.85051237,-2.11766459729253,484198.037194992,4977495.82873736,-2.11352143988875,484198.037376863,4977495.82930853,-2.1132236862522,1,accepted,0.0248789104984826,0.254445459803888,0.443475106223071,3,3,28,77.397,71.132,6.054,0.088,10.19748,8.23604515627837,-0.254410918731732,30.9529155391907,10.4250503405194,-28.2081390727484,3299.0116165886,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
56,5.49980081301712,1717776576.65732,484197.933912398,4977495.69428444,-2.11779905714767,484197.93998324,4977495.67715561,-2.11328182545356,484197.954310521,4977495.67434784,-2.11308115143926,1,accepted,0.0285228265219602,0.270316085232439,0.51928997683856,3,4,26,82.249,73.144,8.9,0.069,10.19748,9.00845935291978,-0.268437704974429,28.8088265923962,11.5171871922344,-29.1675535657106,3926.82592229744,0,10d901c3326ba355f1cceeb0ec824996a54645f65eea8b644a14d69490d91dcc
