frame,start,repetition,order,totalMs,perceptionMs,registrationMs,overheadMs,accepted,reason,rank,iterations,sourceComponents,mapComponents,x,y,psi,positionDifferenceM,yawDifferenceDeg
900,1,2,33,89.805,74.775,15.011,0.0190000000000019,1,accepted,3,7,94,64,484396.94345131,4976621.57081372,0.0816793185819688,0.372039482852971,0.739555862637615
1050,3,2,34,83.761,69.259,14.484,0.0179999999999954,1,accepted,3,7,88,60,484567.751059248,4976643.25616069,0.128001545817001,0.315151989027784,-0.174234493685339
260,3,2,35,73.435,60.245,13.172,0.018000000000006,1,accepted,3,7,82,57,484229.745907595,4977312.00889249,-1.34325590595235,0.210789908761945,-0.345621726542112
900,3,2,36,86.136,72.57,13.548,0.0180000000000167,1,accepted,3,6,94,64,484396.943446546,4976621.57080737,0.0816790516049394,0.372034793567822,0.739540565980606
550,3,2,37,79.944,67.149,12.776,0.0190000000000019,1,accepted,3,5,97,72,484318.963452627,4976932.61287761,-1.20165124874851,0.0991930287240532,0.446105851368959
260,1,2,38,71.232,59.77,11.443,0.0190000000000037,1,accepted,3,6,82,57,484229.745904705,4977312.00888434,-1.34325585920898,0.210781690787584,-0.345619048344313
1050,2,2,39,81.864,66.01,15.835,0.0190000000000001,1,accepted,3,8,88,60,484567.751062949,4976643.25617664,0.128000263306228,0.315153040535861,-0.174307976139793
120,1,2,40,83.508,65.06,18.428,0.0199999999999925,1,accepted,3,8,104,81,484199.299792639,4977468.70878437,-1.1067148870627,0.239459868377493,-0.146635277378864
550,1,2,41,89.7,75.497,14.184,0.0190000000000019,1,accepted,3,6,97,72,484318.963467551,4976932.61288377,-1.20165136270671,0.0991958565882764,0.446099322044919
120,2,2,42,81.69,63.129,18.541,0.019999999999996,1,accepted,3,8,104,81,484199.342133934,4977468.71786419,-1.10944198920551,0.273429262011006,-0.302886720463031
260,2,3,43,73.994,59.684,14.291,0.0190000000000019,1,accepted,3,8,82,57,484229.745914492,4977312.00889569,-1.34325727183373,0.210796655863734,-0.345699985780731
900,2,3,44,88.563,73.413,15.132,0.0179999999999918,1,accepted,3,7,94,64,484396.943437749,4976621.57082473,0.0816785012024783,0.372025793942765,0.739509030242552
120,2,3,45,82.97,61.394,21.556,0.0200000000000031,1,accepted,3,8,104,81,484199.342133934,4977468.71786419,-1.10944198920551,0.273429262011006,-0.302886720463031
350,1,3,46,72.972,58.919,14.036,0.0169999999999977,1,accepted,3,6,92,85,484253.513405994,4977184.32287283,-1.50048869217652,0.276825374009838,-0.0173390802822748
700,3,3,47,74.725,64.402,10.303,0.0199999999999942,1,accepted,3,5,86,57,484338.416344518,4976756.31468122,-1.68420950071304,0.144206564758083,0.0794421205501747
550,1,3,48,82.733,68.316,14.399,0.0180000000000007,1,accepted,3,6,97,72,484318.963467551,4976932.61288377,-1.20165136270671,0.0991958565882764,0.446099322044919
550,3,3,49,87.105,74.148,12.937,0.0199999999999925,1,accepted,3,5,97,72,484318.963452627,4976932.61287761,-1.20165124874851,0.0991930287240532,0.446105851368959
900,1,3,50,93.506,78.317,15.169,0.0200000000000067,1,accepted,3,7,94,64,484396.94345131,4976621.57081372,0.0816793185819688,0.372039482852971,0.739555862637615
700,2,3,51,82.684,67.6,15.065,0.0190000000000037,1,accepted,3,7,86,57,484338.416346514,4976756.31468095,-1.684209439972,0.144207008372831,0.0794456007554339
1050,1,3,52,79.955,64.153,15.784,0.0179999999999936,1,accepted,3,8,88,60,484567.751058829,4976643.25615888,0.128001691396435,0.315151868655589,-0.174226152598185
1050,3,3,53,77.419,62.869,14.533,0.017000000000003,1,accepted,3,7,88,60,484567.751059248,4976643.25616069,0.128001545817001,0.315151989027784,-0.174234493685339
350,3,3,54,70.63,56.573,14.04,0.0169999999999941,1,accepted,3,6,92,85,484253.513400443,4977184.32287184,-1.50048901351725,0.276821775887118,-0.0173574917498781
550,2,3,55,90.35,74.356,15.975,0.0189999999999859,1,accepted,3,7,97,72,484318.963452939,4976932.6128778,-1.20165116555198,0.0991931485191926,0.446110618179081
260,1,3,56,70.277,58.275,11.984,0.0180000000000025,1,accepted,3,6,82,57,484229.745904705,4977312.00888434,-1.34325585920898,0.210781690787584,-0.345619048344313
1050,2,3,57,78.77,62.783,15.969,0.0180000000000007,1,accepted,3,8,88,60,484567.751062949,4976643.25617664,0.128000263306228,0.315153040535861,-0.174307976139793
120,1,3,58,81.297,59.494,21.783,0.019999999999996,1,accepted,3,8,104,81,484199.299792639,4977468.70878437,-1.1067148870627,0.239459868377493,-0.146635277378864
120,3,3,59,78.071,58.49,19.564,0.0169999999999959,1,accepted,3,7,104,81,484199.299781229,4977468.70877656,-1.10671518479332,0.239446809598065,-0.146652336086767
700,1,3,60,77.386,65.488,11.879,0.0189999999999948,1,accepted,3,6,86,57,484338.416353589,4976756.31467991,-1.68420922486605,0.144208480908875,0.0794579254189081
260,3,3,61,72.961,59.845,13.098,0.0179999999999989,1,accepted,3,7,82,57,484229.745907595,4977312.00889249,-1.34325590595235,0.210789908761945,-0.345621726542112
350,2,3,62,73.985,58.284,15.685,0.0159999999999929,1,accepted,3,7,92,85,484253.513400358,4977184.32287391,-1.50048899856276,0.276823541978382,-0.0173566349211564
900,3,3,63,85.51,71.629,13.86,0.020999999999999,1,accepted,3,6,94,64,484396.943446546,4976621.57080737,0.0816790516049394,0.372034793567822,0.739540565980606
1050,3,4,64,77.593,63.212,14.363,0.0179999999999847,1,accepted,3,7,88,60,484567.751059248,4976643.25616069,0.128001545817001,0.315151989027784,-0.174234493685339
700,1,4,65,78.791,66.961,11.812,0.0179999999999847,1,accepted,3,6,86,57,484338.416353589,4976756.31467991,-1.68420922486605,0.144208480908875,0.0794579254189081
120,3,4,66,88.237,69.704,18.512,0.0209999999999866,1,accepted,3,7,104,81,484199.299781229,4977468.70877656,-1.10671518479332,0.239446809598065,-0.146652336086767
260,3,4,67,76.049,62.901,13.128,0.0200000000000102,1,accepted,3,7,82,57,484229.745907595,4977312.00889249,-1.34325590595235,0.210789908761945,-0.345621726542112
1050,1,4,68,97.895,81.122,16.754,0.0189999999999948,1,accepted,3,8,88,60,484567.751058829,4976643.25615888,0.128001691396435,0.315151868655589,-0.174226152598185
900,2,4,69,86.86,71.644,15.198,0.0180000000000078,1,accepted,3,7,94,64,484396.943437749,4976621.57082473,0.0816785012024783,0.372025793942765,0.739509030242552
900,3,4,70,85.052,71.582,13.452,0.0179999999999989,1,accepted,3,6,94,64,484396.943446546,4976621.57080737,0.0816790516049394,0.372034793567822,0.739540565980606
550,2,4,71,85.491,69.408,16.056,0.0269999999999975,1,accepted,3,7,97,72,484318.963452939,4976932.6128778,-1.20165116555198,0.0991931485191926,0.446110618179081
350,3,4,72,70.004,55.943,14.042,0.018999999999993,1,accepted,3,6,92,85,484253.513400443,4977184.32287184,-1.50048901351725,0.276821775887118,-0.0173574917498781
350,2,4,73,73.409,57.327,16.064,0.0180000000000007,1,accepted,3,7,92,85,484253.513400358,4977184.32287391,-1.50048899856276,0.276823541978382,-0.0173566349211564
350,1,4,74,71.863,58.105,13.74,0.0180000000000025,1,accepted,3,6,92,85,484253.513405994,4977184.32287283,-1.50048869217652,0.276825374009838,-0.0173390802822748
