frame,time,mode,fullPose,directionalPose,measurementType,reason,pvaErrorM,mappingErrorM,yawErrorDeg,registrationSeconds
305,30.3989253556374,per_frame_positive,1,0,fullPose,accepted,0.0580604974509509,0.0580604974509509,0.387679738598303,0.020842
305,30.3989253556374,per_frame_negative,1,0,fullPose,accepted,0.0580650410369071,0.0580650410369071,0.387654081031869,0.022206
305,30.3989253556374,per_frame_zero,1,0,fullPose,accepted,0.0580648890421205,0.0580648890421205,0.38765342849422,0.019449
305,30.3989253556374,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,28.7634556184097,28.7634556184097,1.14321007658596,0.02063
306,30.4987022316866,per_frame_positive,1,0,fullPose,accepted,0.0512618277711702,0.0512618277711702,0.441746980006547,0.021857
306,30.4987022316866,per_frame_negative,1,0,fullPose,accepted,0.0512610613626358,0.0512610613626358,0.441711294870059,0.023613
306,30.4987022316866,per_frame_zero,1,0,fullPose,accepted,0.05126248563966,0.05126248563966,0.441718569325188,0.02105
306,30.4987022316866,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,28.8569171530389,28.8569171530389,1.20629618484898,0.020989
307,30.5603932813421,per_frame_positive,1,0,fullPose,accepted,0.575071682342787,0.575071682342787,0.352903176021953,0.020626
307,30.5603932813421,per_frame_negative,1,0,fullPose,accepted,0.504426215796241,0.504426215796241,-0.614604213902136,0.026427
307,30.5603932813421,per_frame_zero,1,0,fullPose,accepted,0.575064925868327,0.575064925868327,0.352863158024029,0.020429
307,30.5603932813421,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,28.9043426405453,28.9043426405453,1.10545367641974,0.021149
308,30.6990027389524,per_frame_positive,1,0,fullPose,accepted,0.100263472010851,0.100263472010851,0.483957395442962,0.021084
308,30.6990027389524,per_frame_negative,1,0,fullPose,accepted,0.0705315459560196,0.0705315459560196,-0.462273595714879,0.02347
308,30.6990027389524,per_frame_zero,1,0,fullPose,accepted,0.100257567857147,0.100257567857147,0.483903297218022,0.020606
308,30.6990027389524,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,29.043718940893,29.043718940893,1.17488296850956,0.021743
309,30.798828320497,per_frame_positive,1,0,fullPose,accepted,0.0875915221741769,0.0875915221741769,0.634831651541224,0.02238
309,30.798828320497,per_frame_negative,1,0,fullPose,accepted,0.187872378835467,0.187872378835467,-0.298221920139579,0.023313
309,30.798828320497,per_frame_zero,1,0,fullPose,accepted,0.0875928107373123,0.0875928107373123,0.634827300104584,0.021056
309,30.798828320497,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,29.1416179504035,29.1416179504035,1.1631985589909,0.021439
310,30.8983787559273,per_frame_positive,1,0,fullPose,accepted,0.0758447326742618,0.0758447326742618,0.573509749661939,0.021753
310,30.8983787559273,per_frame_negative,1,0,fullPose,accepted,0.124893659780979,0.124893659780979,-0.301588432023051,0.02224
310,30.8983787559273,per_frame_zero,1,0,fullPose,accepted,0.0758464691650901,0.0758464691650901,0.573501012002603,0.021581
310,30.8983787559273,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,29.2479970358829,29.2479970358829,1.23102230337906,0.021008
311,31.0000824587847,per_frame_positive,1,0,fullPose,accepted,0.153388304435397,0.153388304435397,0.654386021441658,0.021759
311,31.0000824587847,per_frame_negative,1,0,fullPose,accepted,0.033761630943028,0.033761630943028,-0.12519559870129,0.023385
311,31.0000824587847,per_frame_zero,1,0,fullPose,accepted,0.0337745793732348,0.0337745793732348,-0.125148944113986,0.022739
311,31.0000824587847,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,29.3629903915468,29.3629903915468,1.27070112763147,0.021014
312,31.1009023920878,per_frame_positive,1,0,fullPose,accepted,0.122497454638152,0.122497454638152,0.579789356411973,0.023489
312,31.1009023920878,per_frame_negative,1,0,fullPose,accepted,0.0304110192136249,0.0304110192136249,-0.205378346922303,0.02361
312,31.1009023920878,per_frame_zero,1,0,fullPose,accepted,0.0304035328503205,0.0304035328503205,-0.205361066282622,0.022898
312,31.1009023920878,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,29.4341431723325,29.4341431723325,0.49965214058084,0.022628
313,31.1991545385244,per_frame_positive,1,0,fullPose,accepted,0.136931448418389,0.136931448418389,0.554189252708164,0.023729
313,31.1991545385244,per_frame_negative,1,0,fullPose,accepted,0.0160786367368681,0.0160786367368681,-0.21487398216094,0.024591
313,31.1991545385244,per_frame_zero,1,0,fullPose,accepted,0.0146755441263921,0.0146755441263921,-0.209681097378977,0.023966
313,31.1991545385244,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,29.5556295097356,29.5556295097356,0.759911324721715,0.021092
314,31.2976926116307,per_frame_positive,1,0,fullPose,accepted,0.148203729732382,0.148203729732382,0.682278780201853,0.021694
314,31.2976926116307,per_frame_negative,1,0,fullPose,accepted,0.0548547121092068,0.0548547121092068,-0.102489934342708,0.021397
314,31.2976926116307,per_frame_zero,1,0,fullPose,accepted,0.0511690255585463,0.0511690255585463,-0.0925427481194059,0.02186
314,31.2976926116307,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,29.6772632306619,29.6772632306619,1.03863888854601,0.021634
315,31.3997490370518,per_frame_positive,1,0,fullPose,accepted,0.123433798936036,0.123433798936036,0.741043302053545,0.021644
315,31.3997490370518,per_frame_negative,1,0,fullPose,accepted,0.0303389479562906,0.0303389479562906,-0.0584423508886456,0.021615
315,31.3997490370518,per_frame_zero,1,0,fullPose,accepted,0.0303331390654681,0.0303331390654681,-0.058432709934605,0.019521
315,31.3997490370518,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,29.7958870735094,29.7958870735094,1.19398143828805,0.022115
316,31.4988556409135,per_frame_positive,1,0,fullPose,accepted,0.12717653555471,0.12717653555471,0.782584637222735,0.021548
316,31.4988556409135,per_frame_negative,1,0,fullPose,accepted,0.0323875919234692,0.0323875919234692,-0.00270758226879325,0.022223
316,31.4988556409135,per_frame_zero,1,0,fullPose,accepted,0.0323861786279506,0.0323861786279506,-0.00269483432139013,0.02049
316,31.4988556409135,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,29.9004315346317,29.9004315346317,1.14901180288144,0.02128
317,31.5968870803714,per_frame_positive,1,0,fullPose,accepted,0.163035727882533,0.163035727882533,0.751463940042719,0.02087
317,31.5968870803714,per_frame_negative,1,0,fullPose,accepted,0.0664379608921315,0.0664379608921315,-0.0267174571184981,0.021806
317,31.5968870803714,per_frame_zero,1,0,fullPose,accepted,0.066435230216688,0.066435230216688,-0.0267114497952345,0.020026
317,31.5968870803714,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,30.04764883954,30.04764883954,1.012324200566,0.02175
318,31.6988402172246,per_frame_positive,1,0,fullPose,accepted,0.174010451948065,0.174010451948065,0.65075782237899,0.022354
318,31.6988402172246,per_frame_negative,1,0,fullPose,accepted,0.0764088971390541,0.0764088971390541,-0.114865139776084,0.021945
318,31.6988402172246,per_frame_zero,1,0,fullPose,accepted,0.00809112161937604,0.00809112161937604,-0.0709853268398522,0.020066
318,31.6988402172246,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,30.1229978606516,30.1229978606516,1.18230585420042,0.021786
319,31.7993234468358,per_frame_positive,1,0,fullPose,accepted,0.146273021527968,0.146273021527968,0.656590062769124,0.022705
319,31.7993234468358,per_frame_negative,1,0,fullPose,accepted,0.0525298384345228,0.0525298384345228,-0.0154383487484576,0.021354
319,31.7993234468358,per_frame_zero,1,0,fullPose,accepted,0.0525237175120765,0.0525237175120765,-0.0154269173276467,0.020169
319,31.7993234468358,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,30.2287091076668,30.2287091076668,1.00929624214361,0.021495
320,31.8990710166597,per_frame_positive,1,0,fullPose,accepted,0.144821287886601,0.144821287886601,0.621193920831631,0.021491
320,31.8990710166597,per_frame_negative,1,0,fullPose,accepted,0.0868414037300679,0.0868414037300679,-0.0247541839334673,0.022065
320,31.8990710166597,per_frame_zero,1,0,fullPose,accepted,0.0432619296954238,0.0432619296954238,0.00406589100260344,0.02094
320,31.8990710166597,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,30.342970753049,30.342970753049,1.00973090567928,0.021322
321,31.9992580637886,per_frame_positive,1,0,fullPose,accepted,0.221759954361,0.221759954361,0.725760245288927,0.019851
321,31.9992580637886,per_frame_negative,1,0,fullPose,accepted,0.151117981920087,0.151117981920087,0.00688879656150749,0.0204
321,31.9992580637886,per_frame_zero,1,0,fullPose,accepted,0.151102780667266,0.151102780667266,0.00689911652565332,0.020514
321,31.9992580637886,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,30.4590602186819,30.4590602186819,1.20592773949165,0.022271
322,32.0986343493233,per_frame_positive,1,0,fullPose,accepted,0.215913019173924,0.215913019173924,0.647861844388491,0.022004
322,32.0986343493233,per_frame_negative,1,0,fullPose,accepted,0.150087914688136,0.150087914688136,-0.0224529975885579,0.022065
322,32.0986343493233,per_frame_zero,1,0,fullPose,accepted,0.0957930081067759,0.0957930081067759,0.00794081534114294,0.022173
322,32.0986343493233,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,30.6230958430764,30.6230958430764,2.02456951007828,0.024507
323,32.1991762142793,per_frame_positive,1,0,fullPose,accepted,0.0864824366589896,0.0864824366589896,0.75199945089479,0.022981
323,32.1991762142793,per_frame_negative,1,0,fullPose,accepted,0.0266973871095644,0.0266973871095644,0.101312678218736,0.022343
323,32.1991762142793,per_frame_zero,1,0,fullPose,accepted,0.0266952611024406,0.0266952611024406,0.101318361131147,0.019776
323,32.1991762142793,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,30.6697163279195,30.6697163279195,0.715407623194475,0.020625
324,32.2987881059623,per_frame_positive,1,0,fullPose,accepted,0.11362273929362,0.11362273929362,0.806170708798642,0.022763
324,32.2987881059623,per_frame_negative,0,0,rejected,inconsistentClasses,0.640312423976002,0.640312423976002,-2,0.024685
324,32.2987881059623,per_frame_zero,0,0,rejected,inconsistentClasses,0,0,0,0.02236
324,32.2987881059623,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,30.7889592219306,30.7889592219306,0.805875037015499,0.020604
325,32.3997934402424,per_frame_positive,1,0,fullPose,accepted,0.159678809045937,0.159678809045937,0.830495848106582,0.022466
325,32.3997934402424,per_frame_negative,0,0,rejected,inconsistentClasses,0.640312423976002,0.640312423976002,-2,0.022124
325,32.3997934402424,per_frame_zero,0,0,rejected,inconsistentClasses,0,0,0,0.020678
325,32.3997934402424,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,30.9520470386554,30.9520470386554,1.91829075649035,0.023176
326,32.4989015464074,per_frame_positive,1,0,fullPose,accepted,0.122494280971344,0.122494280971344,0.83409113492159,0.022778
326,32.4989015464074,per_frame_negative,1,0,fullPose,accepted,0.0182292486203433,0.0182292486203433,0.269475081725428,0.022749
326,32.4989015464074,per_frame_zero,1,0,fullPose,accepted,0.0182222787054712,0.0182222787054712,0.269487229296699,0.021189
326,32.4989015464074,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,31.0182445832856,31.0182445832856,0.953304986791507,0.025824
327,32.5975536069544,per_frame_positive,1,0,fullPose,accepted,0.139313187997899,0.139313187997899,0.80776712256555,0.022636
327,32.5975536069544,per_frame_negative,1,0,fullPose,accepted,0.0748959925058261,0.0748959925058261,0.229377665227111,0.024449
327,32.5975536069544,per_frame_zero,1,0,fullPose,accepted,0.0748941000948667,0.0748941000948667,0.229381697499147,0.021379
327,32.5975536069544,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,31.1705691879353,31.1705691879353,1.00959169716045,0.021327
328,32.6988568770906,per_frame_positive,1,0,fullPose,accepted,0.0269640426706834,0.0269640426706834,0.284120233257849,0.021265
328,32.6988568770906,per_frame_negative,1,0,fullPose,accepted,0.0269651920195743,0.0269651920195743,0.284101393918443,0.022037
328,32.6988568770906,per_frame_zero,1,0,fullPose,accepted,0.0269671733801538,0.0269671733801538,0.284107284577307,0.022193
328,32.6988568770906,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,31.2506134490972,31.2506134490972,1.18371180376101,0.020616
329,32.7996832626931,per_frame_positive,1,0,fullPose,accepted,0.0497279971412489,0.0497279971412489,0.245370457266499,0.021948
329,32.7996832626931,per_frame_negative,1,0,fullPose,accepted,0.0497271585449517,0.0497271585449517,0.245338848033875,0.021641
329,32.7996832626931,per_frame_zero,1,0,fullPose,accepted,0.0497268870798048,0.0497268870798048,0.245338802637666,0.020758
329,32.7996832626931,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,31.3513168275427,31.3513168275427,1.05397624811814,0.021596
330,32.8993991848556,per_frame_positive,1,0,fullPose,accepted,0.163987880781335,0.163987880781335,0.790422700380854,0.022662
330,32.8993991848556,per_frame_negative,1,0,fullPose,accepted,0.0442062736836769,0.0442062736836769,0.251633703034645,0.020671
330,32.8993991848556,per_frame_zero,1,0,fullPose,accepted,0.0442055184991403,0.0442055184991403,0.251634989929587,0.020964
330,32.8993991848556,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,31.468715441899,31.468715441899,1.34859813790219,0.020988
331,32.9997597782824,per_frame_positive,1,0,fullPose,accepted,0.166431866871879,0.166431866871879,0.895113135751439,0.026195
331,32.9997597782824,per_frame_negative,1,0,fullPose,accepted,0.103620095698338,0.103620095698338,0.561249984940618,0.023751
331,32.9997597782824,per_frame_zero,1,0,fullPose,accepted,0.103620113683019,0.103620113683019,0.561250038387727,0.023663
331,32.9997597782824,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,31.5718341154567,31.5718341154567,1.33677439753912,0.022278
332,33.0996494832666,per_frame_positive,0,0,rejected,inconsistentClasses,0.640312423976002,0.640312423976002,2,0.026855
332,33.0996494832666,per_frame_negative,0,0,rejected,inconsistentClasses,0.640312423976002,0.640312423976002,-2,0.024913
332,33.0996494832666,per_frame_zero,0,0,rejected,inconsistentClasses,0,0,0,0.0239
332,33.0996494832666,lidar_only_recursive,0,0,rejected,insufficientOverlap,31.696166182502,31.696166182502,1.30646326328944,0.027105
333,33.1995522041034,per_frame_positive,1,0,fullPose,accepted,0.227724724098148,0.227724724098148,0.985269329404855,0.021076
333,33.1995522041034,per_frame_negative,1,0,fullPose,accepted,0.0561575774174086,0.0561575774174086,-0.0931764092094229,0.021405
333,33.1995522041034,per_frame_zero,1,0,fullPose,accepted,0.0561405989884349,0.0561405989884349,-0.0930648211635315,0.021098
333,33.1995522041034,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,31.7780375085501,31.7780375085501,1.26938211783208,0.020943
334,33.2988041845954,per_frame_positive,1,0,fullPose,accepted,0.210660978297607,0.210660978297607,0.899146136265919,0.025598
334,33.2988041845954,per_frame_negative,0,0,rejected,inconsistentClasses,0.640312423976002,0.640312423976002,-2,0.026638
334,33.2988041845954,per_frame_zero,0,0,rejected,inconsistentClasses,0,0,0,0.022854
334,33.2988041845954,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,31.8744368715842,31.8744368715842,1.14658356471484,0.020714
335,33.3987615973147,per_frame_positive,1,0,fullPose,accepted,0.225724016029735,0.225724016029735,0.913485378773093,0.023119
335,33.3987615973147,per_frame_negative,1,0,fullPose,accepted,0.225731488809228,0.225731488809228,0.913501042394474,0.022339
335,33.3987615973147,per_frame_zero,1,0,fullPose,accepted,0.225724737149261,0.225724737149261,0.913486921654469,0.022208
335,33.3987615973147,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,31.9855056782473,31.9855056782473,1.25943923001479,0.02051
336,33.4990168370984,per_frame_positive,0,0,rejected,inconsistentClasses,0.640312423976002,0.640312423976002,2,0.021909
336,33.4990168370984,per_frame_negative,1,0,fullPose,accepted,0.3373136501369,0.3373136501369,1.56466500099851,0.022423
336,33.4990168370984,per_frame_zero,0,0,rejected,inconsistentClasses,0,0,0,0.020834
336,33.4990168370984,lidar_only_recursive,0,0,rejected,insufficientOverlap,32.1069886689642,32.1069886689642,1.3063718777326,0.03227
337,33.5962506327756,per_frame_positive,1,0,fullPose,accepted,0.113583583337201,0.113583583337201,0.620570919035195,0.022522
337,33.5962506327756,per_frame_negative,1,0,fullPose,accepted,0.0512425378157639,0.0512425378157639,0.219336528192026,0.022336
337,33.5962506327756,per_frame_zero,1,0,fullPose,accepted,0.0585299468749406,0.0585299468749406,0.15725864240757,0.020587
337,33.5962506327756,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,32.1794957294806,32.1794957294806,1.02421118011494,0.020548
338,33.7000605643727,per_frame_positive,1,0,fullPose,accepted,0.0885398883460589,0.0885398883460589,-0.243279968004666,0.021499
338,33.7000605643727,per_frame_negative,1,0,fullPose,accepted,0.0885365460062675,0.0885365460062675,-0.243319066313437,0.022598
338,33.7000605643727,per_frame_zero,1,0,fullPose,accepted,0.0885322561579745,0.0885322561579745,-0.243242220914731,0.020539
338,33.7000605643727,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,32.2979716713731,32.2979716713731,1.19389781885991,0.021621
339,33.7995468783943,per_frame_positive,1,0,fullPose,accepted,0.0825097883084961,0.0825097883084961,-0.078611791274906,0.020756
339,33.7995468783943,per_frame_negative,1,0,fullPose,accepted,0.0825103669565265,0.0825103669565265,-0.0786600571078916,0.021402
339,33.7995468783943,per_frame_zero,1,0,fullPose,accepted,0.0825079755966367,0.0825079755966367,-0.0786323943791554,0.020084
339,33.7995468783943,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,32.3919289802832,32.3919289802832,1.03731749252936,0.02018
340,33.899379074124,per_frame_positive,1,0,fullPose,accepted,0.133816642422522,0.133816642422522,-0.539705533300927,0.024064
340,33.899379074124,per_frame_negative,1,0,fullPose,accepted,0.133815608374133,0.133815608374133,-0.53972179880942,0.024982
340,33.899379074124,per_frame_zero,1,0,fullPose,accepted,0.133807997798598,0.133807997798598,-0.539684808415096,0.021832
340,33.899379074124,lidar_only_recursive,0,0,rejected,insufficientOverlap,32.5133634707251,32.5133634707251,1.10308285790738,0.023606
341,33.9990419320434,per_frame_positive,1,0,fullPose,accepted,0.0850685567383504,0.0850685567383504,0.0761812342228618,0.023546
341,33.9990419320434,per_frame_negative,1,0,fullPose,accepted,0.0851723297996921,0.0851723297996921,0.0702515742432404,0.02492
341,33.9990419320434,per_frame_zero,1,0,fullPose,accepted,0.0851698275364562,0.0851698275364562,0.0702827571348115,0.021453
341,33.9990419320434,lidar_only_recursive,0,0,rejected,insufficientOverlap,32.6340840652325,32.6340840652325,1.16197021696868,0.022336
342,34.0986411796294,per_frame_positive,1,0,fullPose,accepted,0.068518936385695,0.068518936385695,0.16714088098182,0.023287
342,34.0986411796294,per_frame_negative,1,0,fullPose,accepted,0.0685231898245462,0.0685231898245462,0.167185912280615,0.022329
342,34.0986411796294,per_frame_zero,1,0,fullPose,accepted,0.068520110262706,0.068520110262706,0.167153695052891,0.021731
342,34.0986411796294,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,32.7147589812983,32.7147589812983,0.994709318604237,0.020741
343,34.1992620505982,per_frame_positive,1,0,fullPose,accepted,0.0337167426373658,0.0337167426373658,-0.126107643751703,0.022019
343,34.1992620505982,per_frame_negative,1,0,fullPose,accepted,0.058135354552298,0.058135354552298,0.107402080115883,0.021796
343,34.1992620505982,per_frame_zero,1,0,fullPose,accepted,0.0581312706881743,0.0581312706881743,0.10738988562269,0.020318
343,34.1992620505982,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,32.8720490851491,32.8720490851491,1.99415377864383,0.023633
344,34.2990470689109,per_frame_positive,1,0,fullPose,accepted,0.0180051912824224,0.0180051912824224,-0.0108730423926118,0.023135
344,34.2990470689109,per_frame_negative,1,0,fullPose,accepted,0.0582598922530895,0.0582598922530895,0.164705154259402,0.023093
344,34.2990470689109,per_frame_zero,1,0,fullPose,accepted,0.0180048098589242,0.0180048098589242,-0.0108820150667592,0.02411
344,34.2990470689109,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,32.9417291330377,32.9417291330377,1.15551011282875,0.023366
345,34.4003676331704,per_frame_positive,1,0,fullPose,accepted,0.0140419455951858,0.0140419455951858,0.0849658675838781,0.02527
345,34.4003676331704,per_frame_negative,1,0,fullPose,accepted,0.0813569754977152,0.0813569754977152,0.341916406490522,0.024045
345,34.4003676331704,per_frame_zero,1,0,fullPose,accepted,0.0140351711622727,0.0140351711622727,0.0849344299645577,0.022279
345,34.4003676331704,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,33.0504328303656,33.0504328303656,1.05247375541522,0.022823
346,34.4991574848709,per_frame_positive,1,0,fullPose,accepted,0.0289957698193062,0.0289957698193062,0.0592919865275605,0.022604
346,34.4991574848709,per_frame_negative,1,0,fullPose,accepted,0.110389569612079,0.110389569612079,0.354676839331811,0.02177
346,34.4991574848709,per_frame_zero,1,0,fullPose,accepted,0.0289941961006909,0.0289941961006909,0.0592675304395501,0.020408
346,34.4991574848709,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,33.1732187368189,33.1732187368189,1.44889482557516,0.021371
347,34.5957467984219,per_frame_positive,1,0,fullPose,accepted,0.108046316201656,0.108046316201656,0.361689629469749,0.022758
347,34.5957467984219,per_frame_negative,1,0,fullPose,accepted,0.109090687875731,0.109090687875731,0.360140130965951,0.022109
347,34.5957467984219,per_frame_zero,0,0,rejected,inconsistentClasses,0,0,0,0.020394
347,34.5957467984219,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,33.2838727338921,33.2838727338921,1.41804241331923,0.020737
348,34.7000180671417,per_frame_positive,0,0,rejected,inconsistentClasses,0.640312423976002,0.640312423976002,2,0.022002
348,34.7000180671417,per_frame_negative,0,0,rejected,inconsistentClasses,0.640312423976002,0.640312423976002,-2,0.022975
348,34.7000180671417,per_frame_zero,0,0,rejected,inconsistentClasses,0,0,0,0.020203
348,34.7000180671417,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,33.4020929507188,33.4020929507188,1.36158179280259,0.020204
349,34.7996992366412,per_frame_positive,0,0,rejected,inconsistentClasses,0.640312423976002,0.640312423976002,2,0.021845
349,34.7996992366412,per_frame_negative,0,0,rejected,inconsistentClasses,0.640312423976002,0.640312423976002,-2,0.021809
349,34.7996992366412,per_frame_zero,0,0,rejected,inconsistentClasses,0,0,0,0.019891
349,34.7996992366412,lidar_only_recursive,0,0,rejected,insufficientOverlap,33.5281389830658,33.5281389830658,1.35362512573639,0.02446
350,34.899495464675,per_frame_positive,1,0,fullPose,accepted,0.0608559448278258,0.0608559448278258,0.16152300147852,0.021874
350,34.899495464675,per_frame_negative,0,0,rejected,inconsistentClasses,0.640312423976002,0.640312423976002,-2,0.024977
350,34.899495464675,per_frame_zero,1,0,fullPose,accepted,0.0608502728510222,0.0608502728510222,0.161524469483901,0.020811
350,34.899495464675,lidar_only_recursive,0,0,rejected,insufficientOverlap,33.6550376968702,33.6550376968702,1.3400898839294,0.024357
351,35.0005476486735,per_frame_positive,1,0,fullPose,accepted,0.0327669200889501,0.0327669200889501,0.338601119191904,0.021413
351,35.0005476486735,per_frame_negative,1,0,fullPose,accepted,0.118787526114847,0.118787526114847,-0.433113622540278,0.022934
351,35.0005476486735,per_frame_zero,1,0,fullPose,accepted,0.0650601591142058,0.0650601591142058,0.0768148942689063,0.02012
351,35.0005476486735,lidar_only_recursive,0,0,rejected,insufficientOverlap,33.7844371536493,33.7844371536493,1.29850112642883,0.020396
352,35.0990289220975,per_frame_positive,1,0,fullPose,accepted,0.115265583448346,0.115265583448346,0.19193816767741,0.021766
352,35.0990289220975,per_frame_negative,1,0,fullPose,accepted,0.0916725699809208,0.0916725699809208,-0.358502514957905,0.020276
352,35.0990289220975,per_frame_zero,1,0,fullPose,accepted,0.0231140869726759,0.0231140869726759,-0.0042067261067946,0.020304
352,35.0990289220975,lidar_only_recursive,0,0,rejected,insufficientOverlap,33.911929002619,33.911929002619,1.25505529233413,0.022786
353,35.1991316944081,per_frame_positive,1,0,fullPose,accepted,0.0960713172201461,0.0960713172201461,0.334736844772591,0.021079
353,35.1991316944081,per_frame_negative,1,0,fullPose,accepted,0.0994572344834422,0.0994572344834422,-0.367844267324503,0.020502
353,35.1991316944081,per_frame_zero,1,0,fullPose,accepted,0.021628703367377,0.021628703367377,-0.0989158022542874,0.01961
353,35.1991316944081,lidar_only_recursive,0,0,rejected,insufficientOverlap,34.0426601193742,34.0426601193742,1.22626996813813,0.021405
354,35.2992527478324,per_frame_positive,1,0,fullPose,accepted,0.167257612058614,0.167257612058614,0.222968489161312,0.022595
354,35.2992527478324,per_frame_negative,1,0,fullPose,accepted,0.0407831573631187,0.0407831573631187,-0.326775942845704,0.0226
354,35.2992527478324,per_frame_zero,1,0,fullPose,accepted,0.059151875926277,0.059151875926277,-0.139849959467974,0.022353
354,35.2992527478324,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,34.2259691249784,34.2259691249784,1.36664461883597,0.023499
355,35.3997478665253,per_frame_positive,1,0,fullPose,accepted,0.106281363055915,0.106281363055915,0.346827501008876,0.021234
355,35.3997478665253,per_frame_negative,1,0,fullPose,accepted,0.262500507847234,0.262500507847234,-0.0818879201721917,0.021495
355,35.3997478665253,per_frame_zero,1,0,fullPose,accepted,0.106276486572137,0.106276486572137,0.346828957590137,0.020437
355,35.3997478665253,lidar_only_recursive,0,0,rejected,insufficientOverlap,34.3592596853166,34.3592596853166,1.33234932219632,0.026047
356,35.4991796933508,per_frame_positive,1,0,fullPose,accepted,0.155918986016776,0.155918986016776,0.350434254186332,0.022144
356,35.4991796933508,per_frame_negative,1,0,fullPose,accepted,0.214120420812155,0.214120420812155,-0.0799988413039634,0.023758
356,35.4991796933508,per_frame_zero,1,0,fullPose,accepted,0.155917042679385,0.155917042679385,0.350421489789545,0.022317
356,35.4991796933508,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,34.5087992487904,34.5087992487904,3.63065315971754,0.024367
357,35.5776788608847,per_frame_positive,1,0,fullPose,accepted,0.454306845464944,0.454306845464944,0.755986836478461,0.020035
357,35.5776788608847,per_frame_negative,1,0,fullPose,accepted,0.231191763173761,0.231191763173761,0.028723300432574,0.020772
357,35.5776788608847,per_frame_zero,1,0,fullPose,accepted,0.231182027748703,0.231182027748703,0.0287515124561822,0.019842
357,35.5776788608847,lidar_only_recursive,0,0,rejected,insufficientOverlap,34.614399410652,34.614399410652,3.61675803787464,0.0213
358,35.6997025522818,per_frame_positive,1,0,fullPose,accepted,0.230542442795869,0.230542442795869,0.453973507272767,0.021706
358,35.6997025522818,per_frame_negative,1,0,fullPose,accepted,0.0797016763799873,0.0797016763799873,-0.301321410190948,0.021173
358,35.6997025522818,per_frame_zero,1,0,fullPose,accepted,0.0655457439581797,0.0655457439581797,-0.0048447655831178,0.02012
358,35.6997025522818,lidar_only_recursive,0,0,rejected,insufficientOverlap,34.7691624376564,34.7691624376564,3.56903632962474,0.023709
359,35.799583038252,per_frame_positive,1,0,fullPose,accepted,0.199746538512621,0.199746538512621,0.784391553098534,0.021803
359,35.799583038252,per_frame_negative,1,0,fullPose,accepted,0.129482419672454,0.129482419672454,0.0710959180710779,0.020574
359,35.799583038252,per_frame_zero,1,0,fullPose,accepted,0.129482900224807,0.129482900224807,0.0710991561485589,0.020368
359,35.799583038252,lidar_only_recursive,0,1,directionalPose,acceptedDirectional,34.6865434237411,34.6865434237411,1.4043133337256,0.020614
360,35.8989801583563,per_frame_positive,1,0,fullPose,accepted,0.205189439326748,0.205189439326748,0.791437237446037,0.022041
360,35.8989801583563,per_frame_negative,1,0,fullPose,accepted,0.0651676315118412,0.0651676315118412,0.0718218236740932,0.021141
360,35.8989801583563,per_frame_zero,1,0,fullPose,accepted,0.065170519276247,0.065170519276247,0.0718255792581379,0.020039
