method,frame,start,repetition,order,totalMs,perceptionMs,registrationMs,accepted,reason,iterations,x,y,psi
optimized,900,3,6,246,79.262,70.808,8.432,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,350,2,6,247,83.76,67.19,16.55,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,350,2,6,248,65.392,57.844,7.527,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,260,1,6,249,65.583,59.18,6.382,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,260,1,6,250,78.171,65.575,12.573,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,350,3,6,251,78.036,61.997,16.019,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,350,3,6,252,68.821,62.27,6.53,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,900,3,7,253,78.741,72.982,5.739,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,900,3,7,254,97.717,82.267,15.427,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,120,1,7,255,68.342,61.431,6.891,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,120,1,7,256,91.936,70.244,21.664,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,700,3,7,257,85.955,75.134,10.798,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,7,258,73.945,68.668,5.258,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
baseline,120,2,7,259,92.695,70.526,22.146,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,120,2,7,260,74.53,67.209,7.301,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,700,1,7,261,89.254,81.092,8.136,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,700,1,7,262,88.134,74.684,13.427,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,700,2,7,263,74.605,68.636,5.943,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
baseline,700,2,7,264,89.331,74.377,14.932,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,350,2,7,265,66.271,58.875,7.372,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,350,2,7,266,83.948,65.867,18.06,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,900,2,7,267,98.075,81.629,16.425,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,900,2,7,268,77.787,71.571,6.194,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,1050,2,7,269,71.987,65.215,6.732,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
baseline,1050,2,7,270,89.031,71.985,17.024,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
baseline,260,2,7,271,79.837,64.755,15.06,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,7,272,65.65,58.353,7.276,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
baseline,550,3,7,273,90.819,77.766,13.031,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,3,7,274,76.58,69.747,6.808,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,260,3,7,275,67.137,60.472,6.644,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
baseline,260,3,7,276,80.585,66.403,14.162,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,1050,3,7,277,70.124,64.529,5.569,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,1050,3,7,278,89.97,73.73,16.212,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,350,3,7,279,78.456,62.949,15.485,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,350,3,7,280,65.353,58.438,6.892,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,120,3,7,281,92.265,71.328,20.916,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,120,3,7,282,73.472,66.404,7.048,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,260,1,7,283,66.66,60.99,5.643,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,260,1,7,284,82.755,69.977,12.757,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,1050,1,7,285,73.797,66.929,6.84,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,1050,1,7,286,90.358,73.329,17.008,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,350,1,7,287,79.378,64.339,15.02,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,350,1,7,288,65.569,58.589,6.954,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,900,1,7,289,78.996,72.945,6.029,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,900,1,7,290,99.7,83.359,16.321,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,550,1,7,291,94.696,78.597,16.079,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,550,1,7,292,76.99,70.378,6.589,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,550,2,7,293,75.912,69.583,6.301,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,550,2,7,294,92.627,75.838,16.764,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,900,2,8,295,78.715,71.301,7.391,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,900,2,8,296,101.014,84.358,16.634,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,900,1,8,297,95.158,78.603,16.535,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,900,1,8,298,96.91,87.331,9.553,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,1050,2,8,299,91.113,74.773,16.318,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,2,8,300,78.255,68.264,9.964,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,120,3,8,301,70.8,63.528,7.248,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,120,3,8,302,88.683,69.149,19.515,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,550,1,8,303,92.497,77.869,14.608,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,550,1,8,304,75.104,68.388,6.696,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,120,1,8,305,88.209,67.263,20.926,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,120,1,8,306,69.588,62.944,6.626,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,550,2,8,307,78.023,70.912,7.088,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,550,2,8,308,97.39,81.294,16.075,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,700,3,8,309,85.307,74.023,11.264,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,8,310,72.463,66.603,5.837,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,350,1,8,311,66.179,59.855,6.304,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
baseline,350,1,8,312,78.192,64.198,13.974,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,260,2,8,313,65.837,59.022,6.793,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
baseline,260,2,8,314,83.808,68.457,15.328,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
baseline,260,1,8,315,77.635,64.864,12.752,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,260,1,8,316,65.176,58.246,6.91,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,700,2,8,317,88.671,73.549,15.101,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,2,8,318,72.449,65.893,6.531,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,550,3,8,319,76.693,70.681,5.989,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,550,3,8,320,92.845,79.304,13.521,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,120,2,8,321,90.005,69.842,20.143,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,120,2,8,322,70.083,63.59,6.475,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,350,2,8,323,66.372,58.984,7.362,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,350,2,8,324,85.386,68.765,16.598,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,350,3,8,325,71.016,63.135,7.861,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,350,3,8,326,82.121,67.34,14.761,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,1050,3,8,327,89.852,73.424,16.407,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,1050,3,8,328,71.337,65.041,6.274,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,700,1,8,329,70.692,65.005,5.661,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,700,1,8,330,86.061,73.039,13.001,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,260,3,8,331,66.794,60.619,6.154,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
baseline,260,3,8,332,82.55,68.615,13.914,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,900,3,8,333,80.838,73.675,7.141,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,900,3,8,334,101.3,86.026,15.252,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,1050,1,8,335,107.196,88.894,18.279,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,1,8,336,74.56,67.426,7.107,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,900,1,9,337,95.914,79.6,16.291,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,900,1,9,338,78.878,71.083,7.772,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,120,2,9,339,68.943,62.485,6.438,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
baseline,120,2,9,340,88.734,68.405,20.307,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,700,1,9,341,72.968,66.845,6.101,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,700,1,9,342,85.809,73.551,12.238,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,900,2,9,343,78.84,71.326,7.486,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,900,2,9,344,95.567,80.131,15.414,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,900,3,9,345,95.092,80.961,14.108,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,900,3,9,346,79.359,72.516,6.821,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,550,2,9,347,97.648,80.422,17.199,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,550,2,9,348,76.857,69.469,7.368,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,700,3,9,349,72.526,67.202,5.304,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
baseline,700,3,9,350,86.931,76.072,10.839,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,2,9,351,76.29,68.702,7.566,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
baseline,700,2,9,352,87.891,73.997,13.873,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,260,1,9,353,64.898,58.545,6.329,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,260,1,9,354,79.368,67.159,12.188,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,350,3,9,355,80.327,66.134,14.164,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,350,3,9,356,65.356,58.732,6.587,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,1050,1,9,357,74.412,67.608,6.784,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,1050,1,9,358,90.963,73.956,16.987,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,120,3,9,359,70.825,63.512,7.281,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,120,3,9,360,88.903,70.856,18.023,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,550,1,9,361,74.187,68.064,6.103,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,550,1,9,362,93.613,77.508,16.084,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,260,2,9,363,80.012,65.576,14.416,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,9,364,66.784,60.786,5.979,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,1050,2,9,365,72.256,65.185,7.046,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
baseline,1050,2,9,366,90.656,73.698,16.937,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,3,9,367,74.602,68.103,6.477,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,1050,3,9,368,91.305,75.594,15.689,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,120,1,9,369,71.492,64.431,7.037,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,120,1,9,370,90.919,71.047,19.846,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,350,1,9,371,68.306,60.566,7.713,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
baseline,350,1,9,372,90.984,71.505,19.454,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
baseline,550,3,9,373,96.341,82.101,14.221,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,3,9,374,77.526,71.139,6.364,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,260,3,9,375,79.413,65.088,14.302,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,3,9,376,66.335,60.584,5.731,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
baseline,350,2,9,377,83.89,67.228,16.64,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,350,2,9,378,67.491,60.647,6.82,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,350,1,10,379,77.796,63.694,14.082,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,350,1,10,380,63.882,56.342,7.519,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,700,3,10,381,72.369,67.001,5.347,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
baseline,700,3,10,382,85.56,74.803,10.737,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
baseline,700,2,10,383,87.663,73.494,14.149,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,2,10,384,73.186,66.747,6.416,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,1,10,385,70.554,64.464,6.068,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,700,1,10,386,83.503,71.304,12.177,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,260,2,10,387,77.295,63.014,14.26,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,10,388,65.803,59.935,5.848,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
baseline,350,2,10,389,82.832,67.318,15.494,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,350,2,10,390,64.95,56.667,8.262,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,1050,3,10,391,86.422,71.705,14.696,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,1050,3,10,392,70.362,64.877,5.466,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,260,1,10,393,62.61,57.385,5.204,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,260,1,10,394,79.904,66.669,13.215,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,1050,2,10,395,95.717,77.981,17.715,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,2,10,396,75.15,69.035,6.095,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
baseline,1050,1,10,397,95.066,77.079,17.965,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,1,10,398,77.33,70.244,7.059,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,550,3,10,399,95.46,80.81,14.629,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,3,10,400,79.678,73.357,6.298,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,900,2,10,401,82.831,75.506,7.303,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,900,2,10,402,99.923,83.202,16.7,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,120,2,10,403,94.822,70.783,24.009,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,120,2,10,404,73.3,66.38,6.897,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
baseline,120,1,10,405,95.721,73.08,22.619,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,120,1,10,406,69.52,62.174,7.327,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,900,1,10,407,77.319,71.322,5.977,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,900,1,10,408,98.146,81.733,16.392,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,550,2,10,409,107.902,90.596,17.285,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,550,2,10,410,77.091,69.705,7.359,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,550,1,10,411,74.569,68.721,5.827,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,550,1,10,412,91.865,75.833,16.011,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,900,3,10,413,93.893,80.288,13.582,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,900,3,10,414,76.572,70.861,5.692,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,120,3,10,415,84.905,66.718,18.165,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,120,3,10,416,67.936,60.546,7.369,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,350,3,10,417,79.632,64.781,14.831,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,350,3,10,418,64.153,56.832,7.298,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,260,3,10,419,80.334,67.199,13.115,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,3,10,420,65.841,60.154,5.665,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,700,2,11,421,74.203,67.052,7.131,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
baseline,700,2,11,422,86.34,71.609,14.71,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
baseline,900,3,11,423,93.84,77.854,15.96,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,900,3,11,424,77.011,70.654,6.335,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,350,2,11,425,81.326,65.831,15.473,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,350,2,11,426,67.007,60.578,6.409,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,1050,1,11,427,86.29,69.249,17.02,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,1,11,428,74.337,67.362,6.954,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,1050,3,11,429,86.776,71.035,15.721,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,1050,3,11,430,73.196,66.845,6.328,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,900,2,11,431,78.685,71.824,6.838,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,900,2,11,432,95.594,79.237,16.336,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,260,3,11,433,64.253,57.308,6.924,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
baseline,260,3,11,434,82.045,68.033,13.992,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,2,11,435,68.373,62.217,6.136,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
baseline,260,2,11,436,79.798,64.296,15.482,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,350,3,11,437,64.637,57.767,6.842,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,350,3,11,438,82.496,67.493,14.982,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,120,3,11,439,68.974,61.693,7.258,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,120,3,11,440,85.704,66.244,19.44,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,900,1,11,441,96.62,81.513,15.086,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,900,1,11,442,80.958,73.644,7.292,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,260,1,11,443,62.337,56.972,5.344,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,260,1,11,444,80.052,67.993,12.038,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,120,1,11,445,69.558,62.948,6.59,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,120,1,11,446,96.498,69.008,27.463,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,550,2,11,447,106.792,90.325,16.443,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,550,2,11,448,77.283,70.182,7.081,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,120,2,11,449,88.582,67.253,21.303,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,120,2,11,450,70.545,62.814,7.708,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,1050,2,11,451,70.925,64.361,6.542,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
baseline,1050,2,11,452,85.923,69.906,15.998,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,700,1,11,453,71.254,65.756,5.475,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,700,1,11,454,85.999,73.539,12.439,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,700,3,11,455,79.654,68.961,10.673,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,11,456,75.786,68.439,7.325,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,550,3,11,457,75.084,68.726,6.334,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,550,3,11,458,90.483,76.794,13.666,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,1,11,459,75.621,68.724,6.871,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,550,1,11,460,91.022,76.671,14.329,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,350,1,11,461,79.578,63.967,15.591,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,350,1,11,462,65.902,59.028,6.852,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,550,1,12,463,76.355,70.6,5.734,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,550,1,12,464,94.345,78.925,15.4,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,1050,3,12,465,70.992,65.267,5.705,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,1050,3,12,466,88.481,72.806,15.655,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,900,2,12,467,96.547,81.026,15.499,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,900,2,12,468,78.059,71.964,6.075,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,350,1,12,469,71.095,64.328,6.743,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
baseline,350,1,12,470,80.408,66.379,14.007,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
baseline,1050,2,12,471,89.556,73.685,15.85,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,2,12,472,74.648,67.001,7.627,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
baseline,120,2,12,473,89.311,68.049,21.236,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,120,2,12,474,69.849,62.352,7.471,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,900,1,12,475,78.175,71.99,6.155,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,900,1,12,476,95.756,80.331,15.401,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,700,3,12,477,84.427,73.341,11.066,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,12,478,72.854,66.902,5.929,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
baseline,550,3,12,479,93.155,80.317,12.817,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,3,12,480,79.455,73.07,6.362,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,260,3,12,481,65.39,59.236,6.133,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
baseline,260,3,12,482,81.231,65.954,15.255,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
baseline,120,1,12,483,109.431,75.145,34.258,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,120,1,12,484,71.158,63.511,7.62,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,350,2,12,485,78.808,63.202,15.585,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,350,2,12,486,66.913,59.457,7.426,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
optimized,260,1,12,487,62.724,56.713,5.99,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,260,1,12,488,78.245,65.299,12.927,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,700,1,12,489,93.228,79.212,13.992,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,700,1,12,490,73.345,66.265,7.059,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,900,3,12,491,96.555,81.89,14.645,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,900,3,12,492,77.041,71.242,5.78,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,1050,1,12,493,89.751,72.508,17.222,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,1,12,494,73.951,68.026,5.905,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
