method,frame,start,repetition,order,totalMs,perceptionMs,registrationMs,accepted,reason,iterations,x,y,psi
baseline,700,2,12,495,88.474,74.767,13.683,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,2,12,496,71.709,64.9,6.787,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,350,3,12,497,68.14,60.881,7.236,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,350,3,12,498,82.627,67.119,15.487,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,550,2,12,499,72.526,66.37,6.137,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,550,2,12,500,95.517,77.848,17.65,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,260,2,12,501,82.058,67.611,14.427,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,12,502,68.814,61.878,6.913,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
baseline,120,3,12,503,86.099,66.371,19.708,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,120,3,12,504,67.321,60.632,6.669,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,900,2,13,505,96.885,81.662,15.202,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,900,2,13,506,78.254,71.43,6.803,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,260,3,13,507,77.662,64.369,13.272,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,3,13,508,65.171,58.678,6.472,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,2,13,509,66.666,59.874,6.771,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
baseline,260,2,13,510,79.999,65.605,14.372,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
baseline,900,1,13,511,94.478,78.918,15.538,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,900,1,13,512,77.683,70.51,7.15,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,1050,2,13,513,71.699,65.721,5.958,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
baseline,1050,2,13,514,87.378,69.894,17.464,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,350,2,13,515,64.105,56.458,7.626,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,350,2,13,516,79.204,63.033,16.152,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,350,3,13,517,82.025,66.615,15.389,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,350,3,13,518,62.461,56.351,6.087,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,700,1,13,519,73.655,66.956,6.675,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,700,1,13,520,86.297,73.021,13.255,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,260,1,13,521,78.138,65.612,12.505,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,260,1,13,522,78.933,66.428,12.477,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,120,1,13,523,76.229,68.203,8,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,120,1,13,524,90.369,69.662,20.683,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,1050,3,13,525,88.85,73.211,15.616,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,1050,3,13,526,70.917,63.833,7.063,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,550,3,13,527,73.148,66.623,6.498,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,550,3,13,528,90.522,76.018,14.482,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,120,3,13,529,86.021,67.26,18.741,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,120,3,13,530,71.515,65.276,6.219,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,1050,1,13,531,92.145,75.809,16.314,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,1,13,532,72.031,65.36,6.647,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,700,3,13,533,82.436,70.935,11.479,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,13,534,71.168,65.284,5.861,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,120,2,13,535,69.249,61.442,7.782,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
baseline,120,2,13,536,92.469,70.18,22.269,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,550,1,13,537,75.749,68.939,6.786,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,550,1,13,538,91.095,75.804,15.269,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,900,3,13,539,96.597,82.05,14.526,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,900,3,13,540,77.494,71.147,6.326,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,350,1,13,541,79.455,65.466,13.969,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,350,1,13,542,66.019,59.799,6.192,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
baseline,700,2,13,543,86.401,72.972,13.409,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,2,13,544,74.196,67.661,6.509,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
baseline,550,2,13,545,94.918,78.958,15.937,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,550,2,13,546,77.424,70.781,6.624,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,900,3,14,547,76.776,70.47,6.284,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,900,3,14,548,91.938,78.492,13.424,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,550,3,14,549,91.861,79.08,12.76,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,3,14,550,77.972,71.608,6.338,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,900,2,14,551,95.918,80.358,15.538,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,900,2,14,552,81.38,74.426,6.93,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,550,2,14,553,77.03,70.903,6.106,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,550,2,14,554,94.384,77.819,16.544,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,120,3,14,555,69.866,62.585,7.17,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,120,3,14,556,88.335,70.071,18.242,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,120,1,14,557,95.478,70.377,25.077,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,120,1,14,558,87.033,78.353,8.657,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,260,2,14,559,79.429,64.046,15.361,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,14,560,66.417,58.833,7.564,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,550,1,14,561,76.704,70.942,5.742,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,550,1,14,562,92.105,77.727,14.356,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,350,2,14,563,65.837,59.202,6.613,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,350,2,14,564,82.348,67.049,15.279,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,260,3,14,565,79.594,65.644,13.928,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,3,14,566,61.16,55.566,5.575,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,1050,3,14,567,70.151,63.797,6.33,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,1050,3,14,568,84.218,69.827,14.367,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,120,2,14,569,92.833,71.255,21.555,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,120,2,14,570,69.522,62.053,7.447,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
baseline,350,3,14,571,82.262,66.793,15.449,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,350,3,14,572,65.668,59.122,6.524,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,900,1,14,573,78.131,72.066,6.043,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,900,1,14,574,97.279,81.253,16.007,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,1050,2,14,575,88.394,71.663,16.711,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,2,14,576,70.09,63.285,6.782,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,1,14,577,72.148,65.065,7.057,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,1050,1,14,578,86.454,70.599,15.835,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,700,3,14,579,84.949,74.068,10.863,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,14,580,69.964,64.427,5.515,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,2,14,581,71.088,65.297,5.77,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
baseline,700,2,14,582,87.704,74.566,13.116,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,1,14,583,70.664,64.952,5.693,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,700,1,14,584,84.629,72.332,12.275,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,350,1,14,585,64.556,58.339,6.197,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
baseline,350,1,14,586,78.487,63.089,15.378,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,260,1,14,587,63.618,57.645,5.948,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,260,1,14,588,80.844,67.42,13.403,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,260,1,15,589,65.09,58.924,6.144,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,260,1,15,590,76.006,64.217,11.77,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,120,1,15,591,88.347,67.546,20.78,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,120,1,15,592,69.824,63.487,6.316,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,900,2,15,593,98.68,82.559,16.099,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,900,2,15,594,82.389,76.466,5.903,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,700,2,15,595,86.788,73.374,13.392,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,2,15,596,97.655,74.431,23.195,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
baseline,550,3,15,597,92.994,79.364,13.609,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,3,15,598,71.647,66.031,5.595,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,120,2,15,599,70.637,63.28,7.334,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
baseline,120,2,15,600,93.23,70.997,22.213,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,700,3,15,601,69.231,64.09,5.12,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
baseline,700,3,15,602,85.936,73.365,12.551,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
baseline,350,3,15,603,77.661,63.673,13.959,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,350,3,15,604,66.091,59.724,6.347,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,260,2,15,605,80.556,66.301,14.235,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,15,606,64.86,58.079,6.756,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,350,2,15,607,67.469,60.193,7.255,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,350,2,15,608,77.998,61.746,16.224,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,900,3,15,609,97.879,82.619,15.239,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,900,3,15,610,79.497,74.022,5.454,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,1050,1,15,611,70.109,63.366,6.719,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,1050,1,15,612,90.113,74.184,15.902,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,900,1,15,613,96.101,79.11,16.964,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,900,1,15,614,75.985,69.218,6.745,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,550,1,15,615,77.487,71.037,6.426,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,550,1,15,616,91.248,76.774,14.451,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,120,3,15,617,89.464,70.078,19.364,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,120,3,15,618,68.646,61.364,7.26,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,1050,2,15,619,89.416,72.88,16.516,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,2,15,620,71.011,65.107,5.885,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
baseline,550,2,15,621,92.376,75.716,16.631,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,550,2,15,622,79.412,71.962,7.427,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,1050,3,15,623,86.659,71.822,14.815,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
optimized,1050,3,15,624,72.118,66.199,5.898,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,350,1,15,625,77.549,62.594,14.933,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,350,1,15,626,65.94,58.891,7.029,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
baseline,700,1,15,627,86.461,74.166,12.273,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,700,1,15,628,70.812,64.633,6.157,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,260,3,15,629,64.644,58.326,6.296,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
baseline,260,3,15,630,81.198,68.271,12.907,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,350,2,16,631,68.027,60.958,7.047,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,350,2,16,632,79.288,61.989,17.277,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,550,1,16,633,97.216,79.748,17.437,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,550,1,16,634,80.877,73.818,7.031,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,900,1,16,635,78.08,71.632,6.425,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,900,1,16,636,97.147,82,15.127,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,260,3,16,637,79.822,65.331,14.47,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,3,16,638,64.133,57.56,6.551,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,120,3,16,639,67.529,59.918,7.582,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,120,3,16,640,86.389,67.592,18.776,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,900,2,16,641,79.181,71.835,7.323,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,900,2,16,642,94.016,78.316,15.679,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,900,3,16,643,78.996,72.249,6.723,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,900,3,16,644,93.065,78.408,14.636,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
baseline,1050,2,16,645,88.071,71.278,16.771,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,2,16,646,68.52,62.663,5.837,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,700,2,16,647,68.767,63.115,5.632,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
baseline,700,2,16,648,86.212,72.892,13.299,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,1,16,649,68.478,62.077,6.382,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,700,1,16,650,82.503,70.501,11.98,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,550,3,16,651,75.134,69.587,5.527,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,550,3,16,652,91.929,78.265,13.64,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,260,1,16,653,73.878,61.024,12.832,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,260,1,16,654,62.324,56.245,6.056,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,350,3,16,655,80.588,66.721,13.845,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
optimized,350,3,16,656,64.132,57.43,6.675,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,120,1,16,657,87.617,67.088,20.506,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,120,1,16,658,68.73,61.897,6.814,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,1050,1,16,659,86.062,69.517,16.525,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,1,16,660,71.319,64.599,6.698,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,3,16,661,72.758,65.795,6.942,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,1050,3,16,662,84.581,70.127,14.432,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,700,3,16,663,81.42,70.749,10.651,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,16,664,69.006,64.088,4.899,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,260,2,16,665,62.708,55.613,7.075,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
baseline,260,2,16,666,80.12,65.915,14.178,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,120,2,16,667,70.606,62.942,7.641,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
baseline,120,2,16,668,91.108,69.747,21.341,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,550,2,16,669,77.891,70.899,6.971,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,550,2,16,670,93.721,76.793,16.906,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,350,1,16,671,66.766,59.673,7.066,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
baseline,350,1,16,672,92.883,76.985,15.874,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,1050,1,17,673,77.018,70.012,6.981,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
baseline,1050,1,17,674,92.665,75.71,16.933,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,900,1,17,675,78.289,72.279,5.987,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,900,1,17,676,94.945,78.503,16.421,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,1050,3,17,677,70.234,63.167,7.047,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,1050,3,17,678,87.09,71.906,15.165,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,550,3,17,679,94.286,80.41,13.854,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,550,3,17,680,75.715,70.225,5.471,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,700,2,17,681,88.881,75.089,13.772,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
optimized,700,2,17,682,71.798,65.96,5.819,1,accepted,7,484338.416346514,4976756.31468095,-1.684209439972
baseline,550,1,17,683,89.461,73.731,15.709,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,550,1,17,684,74.263,68.377,5.866,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,550,2,17,685,88.228,71.857,16.351,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
optimized,550,2,17,686,74.902,67.307,7.576,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,900,3,17,687,97.425,82.364,15.041,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,900,3,17,688,75.683,69.871,5.793,1,accepted,6,484396.943446546,4976621.57080737,0.0816790516049394
optimized,120,1,17,689,70.279,62.265,7.989,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,120,1,17,690,87.686,67.273,20.392,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,260,3,17,691,75.702,62.181,13.5,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,260,3,17,692,61.7,56.173,5.508,1,accepted,7,484229.745907595,4977312.00889249,-1.34325590595235
optimized,120,2,17,693,69.879,63.342,6.516,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
baseline,120,2,17,694,89.398,68.394,20.977,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
optimized,350,2,17,695,64.143,56.622,7.492,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,350,2,17,696,77.943,61.689,16.233,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,1050,2,17,697,85.115,68.439,16.646,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,1050,2,17,698,70.295,64.222,6.049,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,350,1,17,699,65.774,58.455,7.293,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
baseline,350,1,17,700,78.87,64.082,14.767,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
optimized,260,1,17,701,62.936,57.768,5.149,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
baseline,260,1,17,702,77.81,66.079,11.703,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,120,3,17,703,66.473,60.194,6.258,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,120,3,17,704,90.1,71.541,18.539,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,700,1,17,705,69.967,64.804,5.143,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
baseline,700,1,17,706,86.36,72.707,13.631,1,accepted,6,484338.416353589,4976756.31467991,-1.68420922486605
optimized,350,3,17,707,63.303,57.31,5.971,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,350,3,17,708,77.351,62.622,14.707,1,accepted,6,484253.513400443,4977184.32287184,-1.50048901351725
baseline,900,2,17,709,105.13,88.139,16.967,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
optimized,900,2,17,710,80.713,73.176,7.515,1,accepted,7,484396.943437749,4976621.57082473,0.0816785012024783
baseline,700,3,17,711,82.57,70.812,11.739,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,17,712,72.551,67.363,5.167,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
baseline,260,2,17,713,77.697,62.668,15.009,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,17,714,62.913,55.829,7.06,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,550,2,18,715,73.238,67.103,6.115,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,550,2,18,716,92.521,75.278,17.222,1,accepted,7,484318.963452939,4976932.6128778,-1.20165116555198
baseline,1050,1,18,717,86.084,70.029,16.036,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,1,18,718,71.959,64.345,7.591,1,accepted,8,484567.751058829,4976643.25615888,0.128001691396435
optimized,1050,3,18,719,71.567,65.003,6.533,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,1050,3,18,720,84.745,69.854,14.868,1,accepted,7,484567.751059248,4976643.25616069,0.128001545817001
baseline,260,2,18,721,77.239,62.892,14.327,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,260,2,18,722,62.991,57.173,5.799,1,accepted,8,484229.745914492,4977312.00889569,-1.34325727183373
optimized,120,2,18,723,69.291,62.948,6.324,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
baseline,120,2,18,724,88.738,66.074,22.644,1,accepted,8,484199.342133934,4977468.71786419,-1.10944198920551
baseline,260,1,18,725,73.665,61.21,12.433,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,260,1,18,726,62.576,57.318,5.239,1,accepted,6,484229.745904705,4977312.00888434,-1.34325585920898
optimized,550,3,18,727,74.533,68.819,5.694,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
baseline,550,3,18,728,89.411,76.503,12.888,1,accepted,5,484318.963452627,4976932.61287761,-1.20165124874851
optimized,120,3,18,729,68.493,61.764,6.709,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
baseline,120,3,18,730,86.557,67.671,18.865,1,accepted,7,484199.299781229,4977468.70877656,-1.10671518479332
optimized,1050,2,18,731,70.068,63.415,6.629,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
baseline,1050,2,18,732,90.585,73.468,17.095,1,accepted,8,484567.751062949,4976643.25617664,0.128000263306228
optimized,350,2,18,733,64.267,57.133,7.112,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,350,2,18,734,78.257,61.711,16.525,1,accepted,7,484253.513400358,4977184.32287391,-1.50048899856276
baseline,550,1,18,735,91.044,76.716,14.304,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
optimized,550,1,18,736,74.612,68.022,6.567,1,accepted,6,484318.963467551,4976932.61288377,-1.20165136270671
baseline,700,3,18,737,83.559,73.096,10.443,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,700,3,18,738,71.783,65.498,6.251,1,accepted,5,484338.416344518,4976756.31468122,-1.68420950071304
optimized,120,1,18,739,69.782,62.353,7.406,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
baseline,120,1,18,740,88.501,66.987,21.492,1,accepted,8,484199.299792639,4977468.70878437,-1.1067148870627
optimized,900,1,18,741,77.83,71.011,6.795,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
baseline,900,1,18,742,95.546,80.509,15.015,1,accepted,7,484396.94345131,4976621.57081372,0.0816793185819688
optimized,350,1,18,743,62.449,56.459,5.966,1,accepted,6,484253.513405994,4977184.32287283,-1.50048869217652
