scenario,time,positionErrorM,yawErrorDeg,lateralVelocityMps,sideSlipAngleRad
fusion_1.3,70,0.185466908814128,0.305280758912656,-0.00232618991175191,-2.68767909938917e-06
fusion_1.3,70.1,0.185784414429484,0.428550424574194,0.0038182459713721,3.28499037830939e-05
fusion_1.3,70.2,0.207390546317008,0.493683788136441,-0.00666917285156908,2.85285319487576e-05
fusion_1.3,70.3,0.204818104780732,0.49556550598278,0.00240298610474549,-9.66713675993892e-05
fusion_1.3,70.4,0.181300606093157,0.527460286453375,-0.000762489105193179,-4.41738670076559e-05
fusion_1.3,70.5,0.203961445448501,0.565945754121053,-0.000318837825349758,-3.97705746532191e-05
fusion_1.3,70.6,0.204207718997601,0.593661247049291,-0.00127151352947051,-7.23624954561259e-05
fusion_1.3,70.7,0.182163302636562,0.617723531484749,0.00190212856488387,-3.05077685271707e-05
fusion_1.3,70.8,0.204845453352141,0.637631565506688,-0.00516075926855848,-2.95204454627172e-05
fusion_1.3,70.9,0.206628237581057,0.631024153722088,-0.00929626937511322,-0.000268244422127336
fusion_1.3,71,0.184131738387145,0.750511170387316,-0.00769575902446989,-0.000514207855985998
fusion_1.3,71.1,0.206392832770349,0.766726420653377,-0.00546316337598541,-0.000598516603610686
fusion_1.3,71.2,0.181770886408947,0.879433303731363,-0.00233408003727272,-0.000504015503513151
fusion_1.3,71.3,0.180033112063419,0.823695298559551,-0.0114388912418065,-0.000486346604367642
fusion_1.3,71.4,0.180405892670317,0.989669786714911,-0.0111487463876058,-0.000635966627546313
fusion_1.3,71.5,0.201904988872533,1.04577886067265,-0.0165807404798222,-0.000820241573919352
fusion_1.3,71.6,0.200234926208992,1.18435048432161,-0.0199391995931709,-0.0010933051721361
fusion_1.3,71.7,0.181005935875716,1.10855060784027,-0.0318089961558657,-0.00153927226102064
fusion_1.3,71.8,0.201434726238035,0.757702247036584,-0.0304768482352868,-0.00208083342396414
fusion_1.3,71.9,0.177984760190596,1.07731369957164,-0.0282478722456119,-0.00228953514022003
fusion_1.3,72,0.203316653678887,1.23117449764253,-0.0371534696676675,-0.00241191687960646
fusion_1.3,72.1,0.199599844322947,1.38233403324641,-0.0306571800323165,-0.00268059735584908
fusion_1.3,72.2,0.205002369975263,1.38358677951446,-0.0266806081470247,-0.00258362012256393
fusion_1.3,72.3,0.181587221708521,1.38824439889161,-0.0230493995626615,-0.00235042228265682
fusion_1.3,72.4,0.202560988217739,1.41149973831498,-0.0128695661179357,-0.00199855098959487
fusion_1.3,72.5,0.171573025675732,1.29401538223921,-0.0239295056054519,-0.00155922065256982
fusion_1.3,72.6,0.170863980643626,1.2761887740533,-0.0313658108910095,-0.00177504459783584
fusion_1.3,72.7,0.197486232543222,1.27982436565117,-0.0332567501663011,-0.00224096011857845
fusion_1.3,72.8,0.171468610827503,0.699761127234901,-0.0268634411603451,-0.00247859230365059
fusion_1.3,72.9,0.170981883240491,0.876159547233197,-0.0216121840683825,-0.00234725067849872
fusion_1.3,73,0.19903950177961,0.919013529532645,-0.0176434024566512,-0.00205597742745714
fusion_1.3,73.1,0.203458358618697,0.910208679270761,-0.00865675692262613,-0.00165092080106193
fusion_1.3,73.2,0.181336892418,0.580919444197804,0.00218754073107677,-0.0010505832301745
fusion_1.3,73.3,0.204451447186582,0.594192302647385,0.0061932131873105,-0.00031684875089466
fusion_1.3,73.4,0.17899653670875,0.335638768386855,0.000953689058050248,6.94260591755986e-05
fusion_1.3,73.5,0.175008701335091,0.34208647240763,-0.00546492594369482,3.8491866829944e-05
fusion_1.3,73.6,0.175367297466245,0.125346398498909,-0.00934871438097555,-0.000283124885832452
fusion_1.3,73.7,0.197958263897707,0.130394377919014,-0.0162331736172589,-0.000601636984888694
fusion_1.3,73.8,0.168415832848666,0.135943097289471,-0.0144300757912052,-0.000979002629582419
fusion_1.3,73.9,0.189719487540762,0.00771683755097386,-0.0123944028065595,-0.00110351374231867
fusion_1.3,74,0.169241629659034,0.139562053664598,-0.0187916313454138,-0.00113654881642394
fusion_1.3,74.1,0.17063920448086,0.19502892822226,-0.0252821804050768,-0.0015048381124035
fusion_1.3,74.2,0.172869638887651,0.201080137776243,-0.0117333381195116,-0.00166450387774145
fusion_1.3,74.3,0.198678420990407,0.150143418042816,-0.0119806827514246,-0.00131766836216797
fusion_1.3,74.4,0.198740849454351,0.137938622384088,-0.0143894982740994,-0.00120608015518296
fusion_1.3,74.5,0.172975758960056,0.112257800488083,-0.0194287051228263,-0.00124362529015665
fusion_1.3,74.6,0.194371759166234,0.0940524948362048,-0.0228608806716751,-0.00145646698132751
fusion_1.3,74.7,0.170663473362217,0.0977030832374902,-0.0276201951836352,-0.00176901118945024
fusion_1.3,74.8,0.167844951205234,0.124682093075072,-0.017724531807592,-0.00196247565332368
fusion_1.3,74.9,0.188216819784312,0.0907112868220972,-0.0213967671114365,-0.00184389811590869
fusion_1.3,75,0.190040439370836,0.10639308668054,-0.0159903783369369,-0.0017927364611067
fusion_1.3,75.1,0.190705080183064,0.226847115287397,-0.0101489573810906,-0.00155126415058981
fusion_1.3,75.2,0.169197958137208,0.206406544159052,-0.011407105005514,-0.00120405020809911
fusion_1.3,75.3,0.169152035344115,0.264528664583924,-0.016239860461411,-0.00108178910794776
fusion_1.3,75.4,0.192457399727739,0.190171796838082,-0.00876345510612448,-0.00111195041168564
fusion_1.3,75.5,0.191631628537951,0.204697282189941,-0.0108327182284872,-0.000921965882977332
fusion_1.3,75.6,0.166714975867365,0.181519947220712,-0.0124818735766653,-0.000992199670056063
fusion_1.3,75.7,0.16760852283721,0.253790217573192,-0.00104097697765824,-0.000927274395322025
fusion_1.3,75.8,0.181391683097066,0.37785050588231,-0.0037011908605185,-0.000366798513692032
fusion_1.3,75.9,0.184774792658246,0.230953631842887,-0.00766153349043201,-0.000408283915746741
fusion_1.3,76,0.165568242521491,0.159519678501048,0.0185113801423102,-0.000258479031318477
fusion_1.3,76.1,0.16498906699724,0.176790109491288,0.0133677165854156,0.000589083319705884
fusion_1.3,76.2,0.182606522150213,0.0303838263204072,0.0296942087206702,0.00117577822739405
fusion_1.3,76.3,0.173347687982488,0.015243583961626,0.0269591572538262,0.00186742239893023
fusion_1.3,76.4,0.149416909221404,0.0502385082481691,0.0261629260960873,0.00221709800505302
fusion_1.3,76.5,0.163981568226809,0.102086349295396,0.032532511691148,0.00247387449511807
fusion_1.3,76.6,0.144327724116875,0.0534372308609427,0.037402271290285,0.00292339754763692
fusion_1.3,76.7,0.160947722089047,0.0850333573067932,0.0327205976923975,0.00318209416688661
fusion_1.3,76.8,0.140020400890257,0.119568680964736,0.0568572224240604,0.00344754788416811
fusion_1.3,76.9,0.165194274129157,-0.122187159567488,0.0593890667357891,0.00444255271268557
fusion_1.3,77,0.149829686021985,-0.0458726532758275,0.0656526625408056,0.00521540659658747
fusion_1.3,77.1,0.152526106136293,-0.266388116878172,0.0724750365795778,0.00588546390360684
fusion_1.3,77.2,0.15358350338925,-0.210071491095225,0.0855957870931744,0.0066934371005377
fusion_1.3,77.3,0.170850365972799,-0.134176706408411,0.094250845538976,0.0078287538624096
fusion_1.3,77.4,0.16709708304434,-0.248364647107937,0.098310967527033,0.00880517435164703
fusion_1.3,77.5,0.142445878882781,-0.317192181158195,0.106479749273681,0.00956032655791188
fusion_1.3,77.6,0.153210928619059,-0.263456319556497,0.113489237243933,0.0105450798407771
fusion_1.3,77.7,0.130328151461872,-0.259392695554864,0.110550446456137,0.011248698884443
fusion_1.3,77.8,0.139502592847396,-0.28148034269737,0.129986170402288,0.0118557186499991
fusion_1.3,77.9,0.143609449493339,-0.315752590683852,0.14063045891379,0.0130402666643374
fusion_1.3,78,0.131196304362526,-0.354371217724372,0.124820105908454,0.0140099010062054
fusion_1.3,78.1,0.153408560774928,-0.451152671417572,0.149758074645345,0.0144363430174464
fusion_1.3,78.2,0.1363161241073,-0.390479128692608,0.167447353891871,0.015948143190895
fusion_1.3,78.3,0.134362188099661,-0.412694962588568,0.170034463915009,0.0176060384689683
fusion_1.3,78.4,0.131917875236725,-0.431480339661331,0.185950370549685,0.0188943411903289
fusion_1.3,78.5,0.146588430613232,-0.460463177422811,0.197062241522382,0.0203795301566572
fusion_1.3,78.6,0.140141606910051,-0.573043733739283,0.191962843020585,0.0216100622217495
fusion_1.3,78.7,0.130196541510219,-0.759724899168158,0.211761538007354,0.0226173069264225
fusion_1.3,78.8,0.110387139870945,-0.535764270407424,0.21150989026691,0.0239725692705794
fusion_1.3,78.9,0.117596566948872,-0.531583382538777,0.2225518295406,0.0250293551948068
fusion_1.3,79,0.148650390394522,-0.762834235566689,0.241446276348406,0.0263297721012458
fusion_1.3,79.1,0.159553606222185,-0.84557090569727,0.245801376222598,0.0279301997986099
fusion_1.3,79.2,0.138245869653619,-0.816422103160947,0.258788889643965,0.0294015759797076
fusion_1.3,79.3,0.15868789171072,-0.593752540392197,0.262848931666899,0.0307452251019557
fusion_1.3,79.4,0.128130454356346,-0.624556541484205,0.279847163809767,0.0320853584335588
