frame,timeSeconds,accepted,reason,positionErrorM,yawErrorDeg,similarity,rank,iterations,matches,totalMs,perceptionMs,registrationMs,mapSelectionMs,diskLoadMs,informationXX,informationXY,informationXPsi,informationYY,informationYPsi,informationPsiPsi
27,2.56185423536358,1,accepted,0.0292226573280793,0.0231043886905828,0.648760481644048,3,5,34,120.953,114.963,5.217,0.677,564.002,8.30439948429311,-2.26181471709959,62.6002622997337,11.0173770282105,-36.3514089225791,2549.16451837166
28,2.69884937333735,1,accepted,0.0943462620770667,-0.0651613365852998,0.693366413093131,3,5,34,120.054,114.235,5.132,0.591,574.237,9.17167830847661,-3.25896637477712,65.3880086282718,11.700822303379,-17.645548788682,2699.48023713893
29,2.80011666049517,1,accepted,0.0559257049821573,-0.0277605331027402,0.638404749758281,3,5,26,117.103,111.723,4.681,0.599,566.804,9.02861223373977,-1.41472305696133,70.970766709237,11.7921423980133,-20.1273235586653,3238.49312589897
30,2.89948734012308,0,inconsistentClasses,0.0621438852194247,-0.0817761254285272,0.498472122922152,3,5,32,114.322,108.546,5.079,0.598,559.025,7.43007897383491,-1.18049395905169,67.5945125684055,9.35232707219776,-20.1138592201862,2626.23746799174
31,2.99980634214198,0,inconsistentClasses,0.0694737308892314,-0.0228639104908203,0.401678114811189,3,6,34,118.665,110.183,7.721,0.512,562.664,8.32172216609005,-1.46171459013681,-5.65761954170987,9.77780753239435,2.30063215431396,1454.15359273304
32,3.09880677664998,0,inconsistentClasses,0.0749094035956595,0.0226071299439551,0.584556314578365,3,5,35,114.137,108.096,5.296,0.64,564.304,7.78988996746614,-2.06825721708174,47.8986275048784,10.1184854064249,-4.34230924638476,2227.08971481374
33,3.19947641315354,1,accepted,0.0595269317160148,-0.0226537151774703,0.59477399512981,3,5,34,114.135,108.204,5.229,0.603,565.418,7.53671200915086,-3.76788325953972,24.0788783138716,11.2399091290677,6.92185617144726,1514.71444341075
34,3.29912658923988,1,accepted,0.0418071073701009,-0.0222842344859074,0.715942771226022,3,6,32,114.221,108.322,5.208,0.594,564.15,8.8146905426201,-3.25755714880301,64.8384495071778,11.1938673318358,-7.82405038564148,2433.68150340282
35,3.3994090096613,1,accepted,0.0818633926117611,0.0349665618144927,0.561733175930652,3,5,32,114.5,108.878,4.948,0.577,564.607,9.3520275157687,-1.7249299329033,50.3501195085446,12.009669951254,-28.9266012871537,2840.45550984594
36,3.49925963867291,0,inconsistentClasses,0.0883870497465596,0.0501318030790965,0.467787123060766,3,6,28,115.047,108.771,5.587,0.579,564.361,7.59199008639381,-1.55316470773617,40.9849185436569,9.42141826706151,27.9057840739512,2186.94371172735
37,3.57495953963439,0,inconsistentClasses,0.0972974502699257,0.0721646171361315,0.525781464088356,3,6,28,118.639,112.597,5.375,0.586,557.278,7.14275021391085,-1.26989556864829,28.294838273618,9.30867251311974,-9.33440947619635,2027.77752387521
38,3.69884593822158,1,accepted,0.0224050426494671,-0.07489147605817,0.666048180598239,3,6,29,114.316,108.359,5.286,0.574,557.183,10.2019922485384,-1.70218973449265,91.0411584855077,11.5442869782876,-2.70916370365962,2901.19385885371
39,3.80007568257803,1,accepted,0.0708245745290135,-0.057615490653668,0.698778087889111,3,4,27,116.908,111.493,4.666,0.65,571.361,10.7327252135426,-2.63636848135541,75.6897306807657,12.6074392700793,-6.32321641015647,3097.39019887707
40,3.89908649645848,0,inconsistentClasses,0.0796858527542637,-0.0650354950418679,0.657246826149845,3,5,72,113.933,107.311,5.944,0.598,565.088,7.89167559430657,-1.5645823092793,61.520049550394,9.17208874562338,4.57409779295524,2293.0649804063
41,4.00030373403299,1,accepted,0.0323947859829388,0.0597076246528309,0.720925445942602,3,5,28,116.586,111.115,4.871,0.504,559.911,10.7145924750874,-1.63195705419368,77.8626770253814,12.1958162979215,-15.9816293582124,2864.63151561999
42,4.10020445780172,0,inconsistentClasses,0.0385581820594735,0.0761666838069926,0.440088598934658,3,4,31,119.006,109.555,8.78,0.594,564.262,6.9785913836173,-1.59526043379117,57.0953563310005,8.87557892752989,22.6598403679198,2229.84519290396
43,4.20008894025792,0,inconsistentClasses,0.0431268561601368,0.0710954875479139,0.498543578796064,3,4,32,113.159,107.538,4.824,0.717,571.658,7.5490171993307,-1.66341821069621,62.6496154710869,8.9822919262435,0.651391526998716,2585.99535917074
44,4.30009813305904,0,inconsistentClasses,0.0470862503460291,0.069468927574605,0.703606746860213,3,4,62,110.912,104.726,5.481,0.627,566.843,8.13861302210291,-1.30514700414334,23.0918654088771,9.36740738690199,-28.4548407856814,2176.1521843141
45,4.39958215463379,0,inconsistentClasses,0.0492685536739401,0.0646074474658457,0.693417170323717,3,4,64,127.45,121.262,5.502,0.603,565.426,7.14593616167926,-1.31696836831546,41.4691002747234,9.25348895194546,6.2179817554914,2233.41879525372
46,4.49928543835649,0,inconsistentClasses,0.0519584846899032,0.0444322300505029,0.639927511543161,3,4,30,109.944,104.559,4.705,0.596,560.037,9.87628748518739,-1.57879486782103,59.0225313154193,11.7923351073069,14.2350517582544,3114.41285209913
47,4.5683208422274,0,inconsistentClasses,0.0360776625186679,0.0714169563488469,0.433660866962122,3,5,26,113.123,105.519,6.968,0.557,567.002,7.67298040204527,-1.31441694774084,37.135496871332,9.3339644879222,3.64979108586063,2610.68274761288
48,4.69414388308581,0,inconsistentClasses,0.0660797561509,0.122088622729737,0.461360945058004,3,4,29,113.25,107.498,5.065,0.607,562.846,6.96922693002608,-2.07129015601875,34.9651137458272,9.50556379976033,-9.70416291178296,2129.3859055886
49,4.80012412626773,0,inconsistentClasses,0.0534648426817377,0.148960004050704,0.536733357691992,3,7,35,117.164,110.471,5.944,0.669,559.838,7.1974175476987,-1.39362505349899,47.5318000189019,8.74341445382896,6.25984586085385,2101.26454594642
50,4.90081137669491,0,inconsistentClasses,0.0514354473203814,0.171091411436455,0.425309683886428,3,4,30,117.365,111.76,4.915,0.61,566.539,7.75894001245188,-1.51187774534512,47.1443650183076,9.38375375383911,6.53278993018052,2340.99123931542
51,4.99950595995465,0,inconsistentClasses,0.0534315738711857,0.195499676173536,0.646012763415958,3,5,65,116.315,109.898,5.78,0.552,566.308,7.20281189431505,-1.26041384169392,26.4248978414761,9.38644258121807,13.6919410591927,1787.21581191196
52,5.09931421444968,0,inconsistentClasses,0.0521343921461824,0.182018950658562,0.519212927944055,3,4,29,115.934,110.37,4.894,0.591,562.146,7.72160802575096,-1.39095763459969,58.1903742310104,9.17483986686814,-6.43293827692052,2044.37995785503
53,5.1988879640878,0,inconsistentClasses,0.0510886708457591,0.186385596537808,0.510408625899336,3,6,34,116.429,110.148,5.591,0.613,567.343,6.97190735859477,-1.59495033852805,43.5929975279286,9.28102440822764,-17.9522960059436,2334.01255850788
54,5.29900489047013,1,accepted,0.104430334867715,0.0879716490023982,0.48841931789651,3,6,27,127.033,117.879,8.199,0.859,577.742,6.50915345981386,-1.65320522349128,27.6551271195449,8.94193566528955,-1.48695491012733,1991.10108571989
55,5.40014436642576,0,inconsistentClasses,0.107601676506886,0.0922962757605429,0.636381615118687,3,5,67,127.939,121.06,6.148,0.648,574.542,7.85193435761128,-1.97855585851809,21.0904372365837,9.98251396840117,14.6066895108507,2555.64734115016
56,5.49940828761358,0,inconsistentClasses,0.111230652902169,0.0856776418936681,0.711332521752762,3,5,60,109.978,101.346,7.943,0.61,562.04,8.17973479999221,-1.36696627669485,48.5450326238985,11.5444552830047,2.40061871555358,3014.14119210965
57,5.57116865483589,0,inconsistentClasses,0.113348652845886,0.0905692704095428,0.447255584486095,3,5,32,121.867,115.651,5.535,0.594,575.769,7.3176907113638,-1.77805136767154,44.9174618655337,9.22987811720035,0.180738034982186,2551.48115052077
58,5.69890171416485,0,inconsistentClasses,0.120596544839401,0.127853875770643,0.491136324948015,3,5,41,128.954,122.881,5.301,0.683,561.991,6.58170852221647,-1.30351206888376,34.5669346721853,9.38990892708089,3.01054216415672,2176.58705768097
59,5.79957487544745,0,inconsistentClasses,0.124424944263025,0.143816805438163,0.404533979470044,3,7,30,132.003,124.755,6.569,0.598,561.378,6.38669353220785,-1.8259111873512,9.45094074188274,9.45786046860862,-13.4022067657358,2215.69977016921
60,5.89913620714338,0,inconsistentClasses,0.129564589781371,0.174049935352731,0.464495052180591,3,6,34,130.687,124.473,5.525,0.603,566.535,7.09551012918167,-1.22345297764847,42.0247201332853,9.71090272038091,16.6643803752987,2539.87485217466
61,5.99996308114972,0,inconsistentClasses,0.134315248914141,0.186051093536751,0.521742594857209,3,5,36,122.463,116.548,5.252,0.582,560.147,7.19379165352392,-0.96360558235294,47.593067199456,9.36252968432768,-1.35576330856269,2184.33422683559
62,6.0997577339028,0,inconsistentClasses,0.137701737565746,0.185883133990045,0.490622534449245,3,5,33,122.357,116.421,5.249,0.608,566.573,7.44783968683645,-1.07818167225962,35.7771146106932,9.33323201099532,-20.8384314746156,2358.619011305
63,6.20051533171726,0,inconsistentClasses,0.136262282620309,0.129515742190814,0.446211283042498,3,6,34,130.771,124.461,5.622,0.608,563.945,7.41077867575917,-0.676565909948381,59.8703021239464,9.26530026765569,-19.5936681716882,1998.416398712
64,6.2997248207368,1,accepted,0.113946729216664,0.117463866108562,0.650395305244535,3,6,97,125.541,117.757,7.08,0.604,566.072,7.86017671706515,0.0998093634417213,41.5253480859481,9.08427068129949,2.55383363162114,2073.09599728111
65,6.40007254642848,0,inconsistentClasses,0.11800475139071,0.185038839868807,0.582487635435534,3,5,26,129.539,123.679,5.08,0.699,570.239,7.82227264681807,-0.259618796631381,16.6682332147209,9.25550802090263,2.35131492022887,1980.25306442633
66,6.49879562548468,0,inconsistentClasses,0.119443058274073,0.216408261187743,0.523010223010251,3,7,44,129.015,122.262,6.122,0.551,569.403,7.26040008182391,0.363626872456103,25.7615149273458,8.61713897773474,-19.7059390705585,2076.35755513559
67,6.56133563119619,1,accepted,0.179977327707942,0.206919548044448,0.69150924119488,3,5,100,132.092,124.966,6.446,0.577,562.439,7.69558455144825,-0.0380648512017113,49.6185322646605,8.53888595948309,6.42171545917968,1747.26725229176
68,6.68699151507147,0,inconsistentClasses,0.190708177362767,0.305510554909658,0.624615119965558,3,4,71,128.748,122.609,5.473,0.585,562.511,7.34095763142864,-0.00196537013513922,18.9542600128798,9.08197617692262,14.8085797523025,1638.28063122121
69,6.79961812176211,0,inconsistentClasses,0.176401371208693,0.314832324727792,0.742420848253958,3,7,108,123.76,115.811,7.284,0.583,565.352,7.93613590182275,0.378352289314013,23.309274313363,8.89002407749018,31.647772508405,2208.65058986248
70,6.90041703598679,1,accepted,0.0935374998571865,-0.0368840600233436,0.745884867748704,3,5,94,123.319,116.348,6.284,0.579,564.954,7.24283723631148,0.390340368163237,28.4915494559359,9.18689641158583,28.2770456243393,1763.6914020106
71,6.99941648407259,0,inconsistentClasses,0.0927639296058586,-0.0185729141485139,0.788079067269977,3,6,30,121.099,115.327,5.062,0.612,569.293,9.82297461571448,0.5651720254457,41.0652640197188,11.1531854027063,-8.99013334078924,2308.33021776279
72,7.09886330946746,1,accepted,0.156773963399426,-0.226992528113548,0.662019236217227,3,6,34,120.79,115.012,5.025,0.654,563.031,9.39549214061936,0.584610864413509,-16.8904420819661,11.3373234691095,-10.2886971860741,2661.38175472132
73,7.19937353484904,1,accepted,0.0528566752828762,-0.201555860143512,0.681944261264557,3,6,29,126.438,120.873,4.877,0.588,555.719,9.71545984428312,0.388615822597466,33.495546026349,10.8081168291674,0.893172702052388,2124.43154550362
74,7.29950765764991,1,accepted,0.0658979689035975,-0.458530503438358,0.702103277340801,3,7,108,123.65,115.458,7.471,0.606,564.545,7.64776868358134,0.435859730309353,35.9954113682992,8.79082643005098,28.9993465084936,1912.78255572301
75,7.40099394352772,0,inconsistentClasses,0.0719070482769776,-0.450337347711119,0.660959498733261,3,6,37,120.907,115.097,5.119,0.609,558.877,8.95125293915776,0.0179823904551791,-9.03229081568084,11.3833423198592,37.4917460467406,2041.71699756071
76,7.50024034119868,1,accepted,0.0324208865368709,-0.442487069132292,0.689135070653091,3,6,37,127.795,122.108,4.984,0.607,556.146,10.1276194641637,0.628593433582621,18.0083701925582,10.9493448662787,-5.70064580900748,2305.62696904304
77,7.57922831936149,1,accepted,0.071008710699235,-0.139592422689693,0.747247183110718,3,5,45,128.719,123.201,4.832,0.587,561.497,10.1719865120872,0.966917929267362,33.79801727676,10.9813345403573,-18.5122343434006,1886.81981871508
78,7.68173875962473,1,accepted,0.0840268460067267,-0.0769361026307915,0.73871299834025,3,5,38,127.383,121.77,4.941,0.568,554.527,9.0300672142055,0.0321222205275945,17.5454271650081,10.8153198934025,38.7463430292507,2227.4614959473
79,7.79974052010427,1,accepted,0.0631534003146501,-0.256241560613123,0.739083487246376,3,5,43,121.973,116.206,5.067,0.599,564.665,8.81521347026177,-0.189591275433106,28.9716182974689,10.7312338725954,29.01484808134,2226.45626971821
80,7.89952087643467,1,accepted,0.173796388613582,-0.385717674437065,0.642491815573718,3,6,133,134.288,126.002,7.585,0.589,572.69,7.92043182951913,1.07051763627914,25.8358376970862,8.36603321032691,-18.0408463102314,1371.92910893056
81,8.00000702756458,1,accepted,0.295947245322388,-0.532986909193329,0.678897936176817,3,8,60,129.756,122.81,6.197,0.649,555.959,10.2440702832572,0.612150495807998,17.7544890269582,10.8266227857042,-24.6234418850462,1727.76169467664
82,8.09950701723887,1,accepted,0.374371933578832,-0.621871208343869,0.590481996444684,3,8,133,135.884,126.034,9.141,0.614,554.177,7.03592384535433,-0.0317946944070942,3.53278603747633,8.69522585650771,38.9474573533107,1582.23514849799
83,8.20053228812836,0,inconsistentClasses,0.384535715413043,-0.595292907454181,0.442109884047022,3,6,90,132.705,125.126,6.881,0.613,565.266,7.17552685277046,0.318968594674918,15.2174766337731,8.40637051296972,22.9112578946198,1409.10120605032
84,8.299160127817,0,inconsistentClasses,0.399674171712006,-0.586611023894131,0.486032898941272,3,8,72,124.162,116.106,7.396,0.584,561.603,6.44039216090264,-0.625384890591936,23.0025475916248,8.32962340777901,5.83987613386314,1472.01085410098
85,8.39971982362119,1,accepted,0.497100535577944,-0.498613015391575,0.454475155858387,3,10,79,120.12,111.319,8.095,0.612,558.976,6.506746268875,0.347681820972175,1.98903932899751,7.5156752201385,18.6466633667517,1217.25226454627
86,8.49935240168038,0,inconsistentClasses,0.505301481235941,-0.34686684743974,0.421592105240583,3,6,99,125.216,117.181,7.343,0.609,562.613,6.0787637193508,-0.279169162570364,-6.29967875153063,8.25711076352006,15.6034672855848,1341.1174172631
87,8.58051385890104,0,inconsistentClasses,0.511985267312972,-0.176100527087705,0.411310100493447,3,9,45,118.217,110.703,6.819,0.613,562.554,5.47425505957069,-0.692575744898223,10.6213086152831,7.90644770949761,33.829161672148,1721.14961854062
88,8.65815920110197,1,accepted,0.629563415674504,0.421261862137587,0.363020770749174,3,6,77,114.382,107.216,6.479,0.591,559.859,6.95030960446351,-0.10067536510406,3.86188772056119,8.36518620777186,18.0887940721391,1895.51776943337
89,8.79991021981323,0,inconsistentClasses,0.651988051224753,0.612053690963483,0.551375361883803,3,6,114,119.572,111.393,7.556,0.541,559.597,6.5016600093772,-0.17628873091758,6.31178901051908,8.21798164837348,69.2066341753052,1857.79205429006
90,8.89955318174535,1,accepted,0.649889513199819,0.0306716454387067,0.409530425099291,3,8,76,116.095,108.057,7.346,0.597,558.56,5.36992656653629,-0.438822372054073,-13.4482909592174,7.68383876629385,57.4765800658064,1951.86309868451
91,8.99964689519168,0,inconsistentClasses,0.674264832782651,0.070241636320084,0.29248524489701,3,9,66,123.883,115.084,8.044,0.665,592.021,5.49157542021601,-0.628712836890419,14.7675190807157,7.31425673947629,53.9063488404992,1485.780417344
92,9.09923635531027,0,inconsistentClasses,0.700510971849479,0.118443436945092,0.353900587129986,3,9,81,125.309,116.4,7.992,0.836,605.629,6.61909923346207,-0.257751313573695,15.5094486367876,7.98092352681609,60.2963936618,1731.87257653868
93,9.19967572876783,1,accepted,0.122149473678012,-0.394125975758034,0.304671874017896,3,21,56,127.39,114.311,12.08,0.901,617.119,5.20563421121026,0.041538443715063,21.5381941132935,5.16039925546774,35.3503239855292,1233.01593270728
94,9.2989846784098,0,inconsistentClasses,0.104918897690368,-0.304844961231676,0.322939661054499,3,16,50,126.532,115.471,10.098,0.866,623.8,5.62616015975766,-0.540963032821115,1.82354969670781,6.80945372218761,29.4754274817281,1429.01592170708
95,9.39982341732818,0,inconsistentClasses,0.0882263813632229,-0.195688168822009,0.32134516645509,3,7,72,122.651,114.312,7.474,0.776,613.018,6.3354946548077,0.367883015180478,29.4931163082281,5.63697139487192,7.88696850694063,1012.95634540601
96,9.50004613317009,0,inconsistentClasses,0.0708003059101037,-0.105520369867736,0.325194594180744,3,9,80,126.386,117.692,7.917,0.7,608.996,7.09651625659788,0.905114366049223,14.9683807129443,6.12078085532261,13.6192685637623,911.046810213894
97,9.58579389407239,0,inconsistentClasses,0.0809759841913211,0.0804495419859211,0.310737054013293,3,12,84,123.839,113.805,9.256,0.699,595.485,9.02277176815873,1.87828369936837,58.0349188020168,6.39660617608485,54.686754266625,1830.60120588988
98,9.69831894649765,0,inconsistentClasses,0.0418161518817041,0.0341539850792788,0.375851090225558,3,10,89,126.524,117.173,8.581,0.687,606.661,10.0824103846344,2.21906930821996,53.5630950820562,6.75258618033244,59.980930269924,2134.42551466177
99,9.79965660606936,0,inconsistentClasses,0.0483744341744666,0.165616080652196,0.456996538180884,3,9,89,126.989,117.8,8.249,0.859,624.487,10.516374780427,2.28433592496677,47.8040711108977,7.11738208757658,38.1742924550905,1854.05486808748
100,9.89908568880362,0,inconsistentClasses,0.0549889296903673,0.175400690397667,0.451424028486261,3,9,89,125.263,116.262,8.062,0.854,626.731,10.1444261613542,1.89893782385239,42.2906646856425,7.42208120730243,52.5071279982728,2074.5859885784
101,10.0010953098383,1,accepted,0.185846607683382,-0.852607485821841,0.44294450731731,3,10,94,119.999,110.782,8.39,0.728,616.508,8.5489703771017,1.77919122043117,41.6997274621755,6.53821867144546,89.0828580170159,2326.84626070219
102,10.1000058644401,1,accepted,0.159421920675224,-0.786661396160367,0.467533647184454,3,7,100,117.935,109.327,7.78,0.728,593.64,11.2158189758866,2.68597841954073,46.1789210445251,7.32552478810512,35.7667647560789,2286.38838827095
103,10.2002501295662,1,accepted,0.110995142536405,-0.810885739163479,0.461314805689803,3,6,97,119.731,112.002,6.915,0.716,593.187,9.62714744519134,2.36387637944387,36.3115484986915,6.67816008136185,41.8312526288947,1918.1735857952
104,10.2983675897405,1,accepted,0.141758675433136,-0.518468799203754,0.450126972025705,3,8,103,119.937,111.155,7.981,0.703,595.091,10.0358505917993,2.78275908826494,37.0364373561498,6.16740942010389,43.0510250443565,2344.16593977842
105,10.3999240816001,0,inconsistentClasses,0.155780958778522,-0.460390265759185,0.449544399122581,3,9,104,121.065,111.499,8.725,0.76,591.269,9.92169882785361,2.20528968406895,48.612335344678,6.41674605653628,32.4594709238915,2412.17439496483
106,10.4993251791669,1,accepted,0.0515950202828622,-0.507321927410076,0.539716783094188,3,9,104,118.787,109.365,8.525,0.8,604.615,10.0848239639131,2.01917649027777,29.0520837427613,6.76976520941202,49.417111485692,2299.20248636347
107,10.5809760593365,1,accepted,0.239759616578966,-0.0521030913681933,0.508266324802484,3,9,109,116.492,107.087,8.637,0.667,592.944,10.6972614482643,2.62071720118735,29.9286963858199,7.16210881186422,31.5504378816714,2209.24514899882
108,10.6825448344663,1,accepted,0.251091059868562,-0.112081599769069,0.533035096426585,3,7,107,119.432,109.964,8.526,0.82,595.251,9.64538943380444,2.16029009631781,28.3563725941474,6.58597011629371,43.0912262689078,2166.34807240109
109,10.8006343667996,1,accepted,0.133402295862648,-0.31600803947353,0.543921640620927,3,9,110,112.788,103.304,8.532,0.848,606.455,10.1166899372453,2.46485276818023,61.8914843033998,6.6191810822633,43.1318326862432,2554.55025308102
110,10.8995647611847,1,accepted,0.162167992380884,-0.242667423546207,0.537351710226307,3,8,104,115.335,106.249,8.098,0.884,623.115,9.39671364571895,2.33819698871091,46.3433186445779,6.47527822773089,37.2522065817867,2094.83805879018
111,10.9995978158596,1,accepted,0.185872357883638,-0.090542597758714,0.51253606436786,3,7,122,114.096,104.134,8.873,0.97,613.921,9.35975163846474,2.3805272892431,46.1314218568583,6.59006515277498,23.7603952114462,2100.63766294823
112,11.0993500362544,1,accepted,0.173470363098433,-0.0109520566124208,0.631442300412663,3,6,107,113.041,104.668,7.348,0.922,631.099,10.3451303310036,2.50004270656162,33.9940074442674,7.37573045936286,48.0831603163054,2566.11997786321
113,11.1997819839038,1,accepted,0.170349919166235,0.0626703361074509,0.623177116063262,3,6,106,109.344,101.357,7.168,0.715,613.178,10.9975833134322,2.37569797153732,37.6084306976344,7.24011420097506,33.4816853499369,2430.33126202687
114,11.2995782689619,1,accepted,0.2364234543995,0.0348365998493797,0.634978133648657,3,7,115,108.605,99.263,8.475,0.751,593.434,10.6845099958049,2.64916087446496,47.7409545016778,7.69559144983568,35.4583959246145,2308.26567735319
115,11.3999295871241,1,accepted,0.223342045155782,0.0613977315625614,0.58365407535525,3,4,113,108.028,100.206,7.035,0.693,602.025,10.6729386487021,2.0755734044901,43.1042370743804,8.14587274790624,60.9194191312455,2430.20070023842
