frame,timeSeconds,accepted,reason,positionErrorM,yawErrorDeg,similarity,rank,iterations,matches,totalMs,perceptionMs,registrationMs,mapSelectionMs,diskLoadMs,informationXX,informationXY,informationXPsi,informationYY,informationYPsi,informationPsiPsi
227,22.5791272871675,1,accepted,0.108297943974926,0.0803987013250461,0.612589136805296,3,9,112,111.802,101.784,9.255,0.665,597.701,11.6401350812577,-0.639890011018379,77.0465000394181,9.04481457341135,13.6940999196187,2897.92097445811
228,22.6922142749901,1,accepted,0.124891169110704,0.111158527667206,0.623392037599077,3,5,112,104.945,96.61,7.587,0.649,584.017,11.2832643032046,-0.169508216759427,61.0564017834176,8.66860126473413,-13.535250386278,2482.19750581906
229,22.7994353948407,0,inconsistentClasses,0.0982108296083453,0.242765185059152,0.573258548569692,3,6,135,111.048,101.432,8.883,0.65,590.021,10.0759017162682,-0.621477132147184,67.7859966889942,9.36419031445899,-50.0829145679286,1339.04149755968
230,22.8989574921407,1,accepted,0.18417793367471,0.218289042813347,0.813165134003955,3,7,105,109.969,100.392,8.754,0.728,595.45,11.3087054116806,-0.581498001331287,47.6346708130212,9.52642531966836,-6.41514609892534,2483.62934528212
231,22.9997120790282,1,accepted,0.0755865830507874,-0.172857720499412,0.721089752905533,3,5,121,106.716,97.94,7.809,0.87,591.11,11.4085194131908,-0.414103665858017,72.3546473552492,9.35358458526585,-45.10301540322,1617.91673586587
232,23.0992962134257,1,accepted,0.0442676932095609,-0.149702498625642,0.765235191417118,3,5,112,107.161,98.772,7.541,0.749,592.367,11.5165106244065,-0.235325735376094,84.7679713367103,9.69689591218248,-51.1968540503694,1808.30962524401
233,23.1991672976003,1,accepted,0.0426733955124139,-0.201855094079504,0.678268528865899,3,5,115,110.674,102.054,7.876,0.646,596.887,12.3275651523642,-0.228308546674889,81.9872446612798,9.17237172596558,-31.4694599480833,1969.28783857639
234,23.2988997702127,1,accepted,0.0296027866298563,-0.181099045063405,0.835742767843995,3,4,121,107.975,100.089,7.072,0.713,590.282,13.1135337398589,0.131121471342087,108.359467053343,9.37875284563055,-29.4559407364102,2294.0618955576
235,23.3990235205343,1,accepted,0.0156459304818904,-0.227660233584295,0.821577739001965,3,4,123,109.019,101.079,7.109,0.731,593.456,12.5177769422079,0.260388845782067,90.6848948005315,9.45198893949776,-30.6292175486804,1982.18920930489
236,23.4989983519028,1,accepted,0.0606804679380606,-0.146135011461066,0.801978230327111,3,5,123,107.354,98.702,7.815,0.735,596.087,12.3120800029194,0.113235447618613,82.2689131791571,9.21330490169074,-32.2682105183637,1884.81883615088
237,23.5783274690102,1,accepted,0.307841139254803,-0.133431173082067,0.748003612363095,3,6,123,109.59,100.721,8.017,0.754,588.668,9.65138146555061,-0.515789113068817,75.3503407281185,8.96347084337217,18.6856534462385,1846.45223876815
238,23.697430734171,1,accepted,0.124667227845368,0.0707105363234291,0.768418752355833,3,6,110,137.168,128.144,8.234,0.692,870.72,10.5986837620167,-0.311399317534661,-1.02252195366346,8.49081963657216,-31.6848008835678,1551.9263238511
239,23.7999079802262,1,accepted,0.0655088262326235,0.0406312538976234,0.837160554516279,3,5,110,137.732,129.632,7.332,0.671,802.728,10.3818907951568,-0.129871844644008,7.05554590721334,8.86399948884452,-57.9373845241853,1572.09981024985
240,23.900737089095,1,accepted,0.0695748075873209,0.119286367273133,0.741767055554079,3,4,108,140.895,133.301,6.772,0.725,821.051,10.5854711015649,-0.206941819208945,36.2680755534688,8.83981585401931,-1.51000406443168,1686.34197168279
241,23.9997341098051,1,accepted,0.0419589833697089,0.109959516987608,0.840824593767769,3,5,107,104.223,96.23,7.188,0.711,584.908,10.7177222796142,-0.110493864612215,34.2558120508449,9.29264534012722,-8.19480630993781,1727.88010735668
242,24.0995068885926,1,accepted,0.0744986417236584,0.220360017881509,0.825073806990745,3,5,113,105.714,97.579,7.319,0.721,584.419,11.2275983174775,-0.0410861539998636,28.9790904716869,9.23614918662936,-11.2806310205785,1825.25786592276
243,24.1998823025498,1,accepted,0.0710536651053621,0.32049981692797,0.839203756140613,3,4,103,105.618,97.979,6.919,0.625,590.926,10.717962789437,-0.0415679231369346,24.8373360705533,9.45177903666132,-11.3118096440573,1791.47542598276
244,24.2992387364737,1,accepted,0.0216492015098642,0.256058875308146,0.888761640029343,3,4,101,102.295,94.687,6.786,0.722,592.352,10.4955819649971,-0.0514660202859722,60.7299077555684,10.0729999565359,11.0829365202581,1361.40206544079
245,24.4000528076597,0,inconsistentClasses,0.042966881788558,0.329893649229187,0.839904573058021,3,4,107,105.258,98.001,6.496,0.682,579.264,10.5417524515923,0.0237415848533024,56.5325541348159,9.46521542076264,-19.1971385828099,1158.15942179809
246,24.4992964118116,1,accepted,0.0976857965016312,0.873458108805637,0.846891402218815,3,6,93,104.007,95.348,7.683,0.881,590.535,11.5186361071769,0.122954519685416,46.2835223413907,9.31500046711134,-23.3806862324306,1211.49915198389
247,24.5723462544967,1,accepted,0.237874604703573,0.71917024432149,0.877849870237189,3,5,104,105.49,97.32,7.404,0.675,579.819,9.94338600330596,-0.263861898268561,55.2251971404884,9.51898101195334,-35.4850674371227,1182.57192685262
248,24.6922121147051,1,accepted,0.0222997552020867,0.307561959843904,0.767302441733021,3,5,91,99.477,91.478,7.254,0.649,593.959,11.3109360728054,0.294021277278548,33.8625157288405,9.39083234096502,-34.540885632517,1568.95485184271
249,24.7990132067726,1,accepted,0.076342265217585,0.727734079170535,0.725546835375015,3,6,93,100.598,91.85,7.734,0.915,592.815,12.5346225191221,0.4826641148713,39.2321006435151,9.33165202225551,-19.7713968095402,1981.44835257057
250,24.8990374042906,1,accepted,0.0711018798221963,0.712286596352553,0.733962779363583,3,5,93,100.713,92.987,7.002,0.622,585.744,11.7876764062952,0.245210778857775,24.6487221103776,8.98566728530183,-3.30984722440989,1664.88855833082
251,24.9995160005679,1,accepted,0.0538375336629607,0.393820773363325,0.753082159070956,3,5,97,100.169,92.373,6.989,0.708,582.583,13.0949110054271,0.212550818469597,20.9299474410563,8.69760106663707,-12.7544551972303,1635.78809504143
252,25.0998974178658,1,accepted,0.0679776481634932,0.353137948989584,0.893233041139982,3,4,76,103.392,96.306,6.29,0.699,593.833,13.5649819054105,0.265411526309904,32.3687637222929,8.51790668220737,-9.20708755530116,2426.91909204461
253,25.2007694152021,1,accepted,0.0862609703121977,0.297970811515634,0.787468451213343,3,5,76,95.247,87.037,7.35,0.764,580.076,13.1702816244574,0.289303703515484,-2.71919245544848,8.78016160085248,-12.8907157930989,1544.25789983793
254,25.298958977657,1,accepted,0.0701378634989497,0.208638436280435,0.62427465555581,3,5,80,95.39,87.674,6.975,0.646,586.767,12.7690126893282,0.378542202248296,10.9693038723934,8.56405951510947,-0.30938202565177,1974.07368846558
255,25.399580169148,1,accepted,0.0750322808132675,0.18997019487902,0.613437213072732,3,6,74,103.97,95.257,7.82,0.798,582.398,12.8732308233724,0.4332866649729,3.09091255364761,8.70790859422466,-6.98020879508539,1950.36628958117
256,25.4991708117507,1,accepted,0.0501242204611226,0.317497422903045,0.619047948557763,3,5,79,94.847,86.968,7.097,0.691,584.186,14.1211238183981,1.06041415813902,51.3675557604684,8.51508522532043,7.62861245743811,2746.53288560567
257,25.5752905810158,1,accepted,0.228184512102031,0.284499991158582,0.692850811140813,3,6,68,100.953,92.376,7.77,0.706,580.304,13.7233501971539,0.987302851060992,69.9283509364521,8.61948213716851,12.4934141660545,3544.23793954427
258,25.6979033231296,1,accepted,0.0668097861283634,0.121829261831465,0.723498134644968,3,5,67,94.543,86.943,6.835,0.672,588.288,13.5005034871052,0.900601280521525,47.0229858445627,8.52502761153865,32.6728321841912,2669.15460839673
259,25.8000299647854,1,accepted,0.0819241641231232,0.0874648097728653,0.727769077175818,3,4,60,94.495,87.016,6.618,0.764,578.529,14.1312078992122,1.15075958104463,49.6305375314591,8.60217154027811,32.1813341311719,3009.66542340375
260,25.900809436451,0,inconsistentClasses,0.0806138483935121,0.162213860369086,0.780425947295373,3,4,59,97.345,90.326,6.277,0.663,578.132,13.6404218802989,1.17972281533561,107.507689243061,8.8952423317472,38.3292669635681,2688.87201381079
261,25.9994320579686,1,accepted,0.079253121211748,0.11942368400976,0.647524223440722,3,5,58,95.107,87.124,7.134,0.754,588.052,14.3072307943728,1.48819566475931,109.672302430277,8.82886507563419,35.827840409334,2782.86544095237
262,26.0994069446619,1,accepted,0.0628839651121706,0.0944674374606393,0.785603694240656,3,5,58,96.889,89.35,6.806,0.638,574.218,14.6644918910729,1.48824811137167,44.9905217729296,8.92119435847594,17.5192116547185,3867.01492606791
263,26.1997810385089,1,accepted,0.0499953273190913,0.189439938908377,0.610485553018201,3,4,57,89.877,82.117,6.889,0.769,589.343,14.2992494300409,1.63046233941718,85.125838451258,9.04339819851309,18.9884833687327,2527.79354800596
264,26.2989068883096,1,accepted,0.0534850481612774,0.184185206807004,0.808229767399854,3,4,61,91.941,84.712,6.526,0.609,586.931,14.7111218903582,1.76625084520975,95.3519316414172,9.20213603315502,21.5892169834934,2922.76932294355
265,26.4006616519296,1,accepted,0.0472370159015725,0.178666579748537,0.684368849252128,3,4,56,91.174,83.667,6.747,0.666,584.03,14.9155704032517,1.55229321723764,100.043562903867,9.18026453403295,18.1719765035373,3118.17061778438
266,26.4998488388733,1,accepted,0.0716011370867823,0.226349886082435,0.744337067946778,3,4,61,92.264,84.953,6.555,0.666,580.041,14.5721710634868,1.62118180409899,90.2706976976897,8.97485674658116,14.297574567501,2927.59114541651
267,26.5603980756021,1,accepted,0.395875757657306,-0.0686496273500828,0.551168671104875,3,7,63,91.08,82.018,8.28,0.689,574.062,14.3933450937135,1.18492384061218,40.9102879333317,8.68683374141457,13.9366231597473,2987.34997365526
268,26.6932972982135,1,accepted,0.0382545883846712,-0.0577366752141903,0.771124362707276,3,6,66,94.935,86.42,7.77,0.651,580.362,15.3970836672129,1.38702782927373,92.8820399309046,9.25425364763154,5.69232619419296,3160.22057888487
269,26.7991456053303,1,accepted,0.0629495958610825,0.0221500964281982,0.726616794786882,3,4,68,92.44,85.085,6.567,0.694,580.989,14.9402583143088,1.53392447918206,87.9457225606712,8.90037350097841,0.0348181258812819,2898.05340211227
270,26.8991961470589,1,accepted,0.0210700803718421,0.0708148305832888,0.665920994979608,3,5,61,96.376,88.54,7.078,0.667,583.448,14.7739036573595,1.48457963123005,56.2846830106726,8.98066041019809,-0.304585340663691,2850.02492147134
271,27.000046410397,1,accepted,0.0391688974109268,0.0222550882789509,0.66250066285906,3,4,66,96.488,89.197,6.529,0.665,581.973,15.099288651713,1.39937428401135,64.5268252899543,9.16462662324315,-4.55143345287046,2911.3070133846
272,27.0999148327441,1,accepted,0.0696495567746807,0.0950486286494753,0.550271708887615,3,4,61,97.119,89.265,6.928,0.832,578.613,15.0167824152097,1.29269229459815,43.5202014025064,9.28661414931756,-5.40678699537145,2939.91550044527
273,27.2001347061394,1,accepted,0.0812152928000266,0.266447837129402,0.631288338007456,3,7,60,97.465,88.716,7.997,0.646,581.795,15.0362610079826,1.57049857485582,92.9949152094761,9.04635953153325,5.33896700896806,3495.74524104678
274,27.2991019726456,1,accepted,0.145039371856671,0.275070219679772,0.688336259166236,3,5,58,95.004,87.191,7.037,0.68,581.135,14.1056806110487,1.82160974945899,82.7709187347226,7.162572592235,16.5129253739181,3764.48698843741
275,27.3993642826095,1,accepted,0.10144167723976,0.0358732643068185,0.675968533745403,3,6,71,100.186,91.551,7.719,0.813,580.27,14.8617936595513,1.2936337319481,14.7124403787968,8.55972123737756,-12.9250840993201,3348.9021640313
276,27.498836871312,1,accepted,0.131456755015208,0.193498905918004,0.70869099673743,3,6,59,100.066,91.889,7.33,0.752,580.255,14.8462653408811,1.49930570256434,6.49828857808066,8.68241919323163,-22.8304308175182,3177.41685116692
277,27.5807928290782,1,accepted,0.281911911040433,0.460773194184771,0.655476111782027,3,6,60,95.814,87.38,7.697,0.645,580.733,14.4452383958702,1.88341399779213,114.803422799876,8.13671736868633,8.61324302637711,2507.95200558531
278,27.6947046516346,1,accepted,0.182494497972191,0.379229506067133,0.624393990956403,3,7,67,96.971,88.335,7.889,0.651,579.013,10.7886431813576,1.78680869931765,77.0650663374394,9.30761942283544,4.24265902372405,2087.69563603802
279,27.7999808947324,1,accepted,0.168791827321108,0.447521654379538,0.702462899279752,3,6,67,112.973,104.141,7.71,1.027,615.76,13.3796016451574,1.75528717059007,73.4607436985524,8.65593878845386,1.83869307675971,2673.76661006928
280,27.8989395445407,1,accepted,0.18702439442235,0.423997808378266,0.726311883567102,3,5,70,101.666,94.277,6.661,0.634,604.187,15.1005566717952,1.68835386891155,91.0575378076679,8.46233807283078,-3.52250353883742,2107.53620130541
281,27.9992595602606,1,accepted,0.198506687154682,0.594011871958706,0.637149031563758,3,6,80,100.495,92.36,7.316,0.728,587.959,12.5001510060185,1.57523370328501,68.3558019634228,8.47589499517881,-6.3938519643877,1973.78994730678
282,28.09903606568,1,accepted,0.0970802340231554,0.526486923230336,0.758401782348376,3,5,66,98.183,90.688,6.647,0.757,585.67,13.0613161808438,1.34314272399411,-68.6994856638944,8.7881455630986,13.4513518041203,7497.16891625813
283,28.1992593538993,1,accepted,0.132716432720346,0.593224570078997,0.817954294270942,3,6,66,96.415,88.325,7.308,0.685,585.387,13.2908256593089,1.31880291218575,-56.7525625551263,9.74214804857993,-0.489779181959672,7170.90729487906
284,28.2992099833729,1,accepted,0.0999923719344918,0.584121843452758,0.560498299408852,3,5,47,104.202,95.656,7.78,0.672,581.411,13.7415676307224,1.58545718240294,-77.5379479605025,9.73344733399934,-8.27374290107881,8796.37865838521
285,28.3994760883181,1,accepted,0.0525649028395994,0.398775948200146,0.803754952005104,3,5,85,94.338,86.596,6.883,0.765,589.114,14.3441222405631,2.22766194645011,110.660514092097,6.25488687322842,-16.1300700922379,1561.10677430848
286,28.5003523100155,1,accepted,0.0837530333391859,0.631115054011995,0.651624927541532,3,6,85,104.478,94.305,9.42,0.661,580.572,16.2361749839659,2.16031741933068,69.5749454392506,6.40494968958104,-10.7567799870758,1080.21732539882
287,28.5755902040686,1,accepted,0.333004857284118,-0.452769899710224,0.650090260021863,3,5,87,108.122,100.727,6.643,0.659,584.074,15.669404869561,1.86305626184097,102.182574384123,6.58687624899318,40.5528579873715,1598.79586023039
288,28.697004857966,1,accepted,0.093956794218199,0.344512997673271,0.773334480775331,3,5,75,101.518,94.333,6.414,0.674,587.872,15.3092160615788,1.84034523148899,104.774251678906,6.42866190388097,11.5006615228434,1700.63588329409
289,28.7991514195762,1,accepted,0.0965253759514541,0.485929912340677,0.687737707752121,3,4,72,102.197,95.497,5.846,0.757,583.627,15.2213078237771,1.76488025877519,91.4521067656267,6.23085031270501,5.50828202871319,1620.98961988284
290,28.8989161275907,1,accepted,0.123513410748028,0.540433238616623,0.773218634968747,3,4,74,100.531,93.836,5.95,0.651,575.643,15.5639978988362,1.81100661128005,80.5014381525906,6.33489363968857,0.80017276153586,1601.87004244324
291,28.9991738508107,1,accepted,0.0873608093862711,0.123870162906385,0.740619645421398,3,7,81,103.199,94.624,7.827,0.653,600.512,14.4146347189965,0.249787302090059,167.787864432563,4.60874744025818,-32.2274097912121,4460.45178033169
292,29.0994906536846,0,inconsistentClasses,0.0829200505640745,0.129145274031409,0.78767698107387,3,6,86,107.273,99.236,7.264,0.695,556.39,14.586141027711,0.216143372738244,159.283704369224,4.35257698271799,-47.2419985112566,4264.07120239429
293,29.1986411685001,0,inconsistentClasses,0.106758228224272,0.162221084243536,0.701955817055824,3,8,79,99.719,91.443,7.58,0.62,550.851,15.5134298279246,1.59213241870395,78.4446765516765,5.41212817587583,-24.0666585386473,1873.4298558771
294,29.2988101708298,0,inconsistentClasses,0.12658419594303,0.198454777560807,0.78786038332639,3,6,78,102.345,94.605,7.062,0.602,547.127,15.7491758992266,0.92952563401439,43.5519627211129,9.09217086993734,21.7607902259324,1785.70034683384
295,29.3992437964639,1,accepted,0.0493529571072918,0.119613100419655,0.713474550917037,3,6,83,105.254,97.265,7.207,0.685,551.343,15.6733002820704,1.01852743736273,28.9610025385976,9.05880487452598,47.1304490201423,1659.97400639273
296,29.4988489229879,1,accepted,0.138755632044054,-0.27751084027528,0.752228582399314,3,6,79,105.993,97.937,7.393,0.571,562.18,15.9954090675191,0.7847916019388,57.7398550483328,9.0389573351213,22.7963025831263,1521.93138397358
297,29.5742305326,1,accepted,0.199160870316999,-0.185784852286098,0.7914522101884,3,5,68,92.291,85.067,6.448,0.681,552.694,16.4132480426088,0.81751920412858,45.38885623956,9.13328205250727,18.6438821871873,1626.95461053298
298,29.6955724147218,0,inconsistentClasses,0.215878230578807,-0.183417700360572,0.655642823490223,3,6,85,98.464,90.409,7.395,0.584,551.951,15.2399650401127,0.619793458369842,27.4654798461839,8.75327103437709,16.6348835060991,1538.74626552578
299,29.8002110283567,0,inconsistentClasses,0.293155891752306,-0.18046355248577,0.802215094818651,3,5,74,97.371,90.177,6.509,0.608,555.066,15.9491304871141,0.675442775868708,15.0231639117588,9.36300628814097,12.1355536427368,1742.41718801448
300,29.8989311466914,0,inconsistentClasses,0.288646151312598,-0.175496586073296,0.805892264011657,3,6,62,94.569,87.944,5.977,0.573,548.8,16.0725528861046,0.745819078285193,6.2993996860807,8.8839857049628,10.7630715058748,1810.67190517654
301,29.9993922721938,1,accepted,0.0396805471661951,-0.208013890948191,0.818886130611809,3,6,85,99.387,91.43,7.231,0.583,555.038,15.780459459646,0.558190498604689,-2.89817490002487,8.96124572249251,8.98295755043221,2036.0692367239
302,30.0993071628465,1,accepted,0.0724327640229927,-0.260759571478994,0.799580308903436,3,6,75,94.988,87.117,7.177,0.604,554.973,16.249242251911,0.545917967096052,45.5320660369087,9.113157759657,13.4595740688745,2320.81822688321
303,30.1990148480106,1,accepted,0.0393890543405687,-0.109107986727726,0.812815761351192,3,5,89,101.541,93.872,6.982,0.581,547.535,15.7532448861223,0.828357922775173,11.8810574094808,8.90891572273687,12.8124743701816,2293.32726532441
304,30.2989402018592,1,accepted,0.0391390971823972,-0.0618979498417824,0.77496449877031,3,5,68,95.025,87.887,6.463,0.582,550.461,16.7819070403224,0.785692949763024,16.4164212658167,9.23193320477101,6.17089936398612,2796.246629028
305,30.3989248336324,1,accepted,0.0258209476911004,0.0422136656432592,0.80094692869564,3,4,71,92.363,85.667,5.977,0.618,552.441,16.7479641717355,0.773977694917818,-3.02558394572328,9.17310358025436,3.94270634031978,2875.40755131067
306,30.4987037776288,1,accepted,0.0211956459828635,0.527493926217105,0.677205219209907,3,8,110,99.624,90.431,8.501,0.596,554.869,14.4064376512828,0.644435827749165,3.69184890880335,7.88832034788648,8.97066863799083,3163.28069003769
307,30.5603922468378,1,accepted,0.520653237260389,0.53157278581551,0.746461837647163,3,5,81,92.137,84.769,6.702,0.572,557.104,14.9978503650476,0.631918154983942,-23.5213930544077,8.26955311338011,5.65603358327157,3105.59738381576
308,30.6989999316808,1,accepted,0.0873475088354104,0.20973501842463,0.709345369483306,3,6,83,90.719,82.712,7.165,0.748,552.408,15.880945166647,0.632353261873134,-49.9836706539852,9.07894939939167,-4.89957998566312,3560.48384861198
309,30.7988283214173,1,accepted,0.0456660427840384,0.359878800935146,0.726529140632246,3,5,82,95.563,88.144,6.73,0.597,561.36,16.0510745295443,0.662335630891692,-27.5510156291661,8.93392835704041,4.54169639059758,4195.69005731411
310,30.8983807841414,1,accepted,0.0139068917944252,0.426917833682231,0.719039607340284,3,6,80,95.05,87.159,7.24,0.559,543.383,13.9366821648248,0.931062740091953,-19.6263032307493,8.14010844045762,-6.57510772970108,4001.65293424582
311,31.0000850856412,1,accepted,0.190804736304871,0.341507833466437,0.750527921829231,3,6,80,96.989,88.937,7.345,0.612,551.009,15.6882691501172,0.521889277253028,-106.608666422992,9.00133375813312,6.28963347851018,4598.26153920589
312,31.1008980787979,1,accepted,0.117139207092129,0.340194958562168,0.693151791793947,3,6,94,98.851,89.793,7.581,1.382,572.387,15.5290070908791,0.605108454573938,-65.7258293587207,8.70085682752025,12.4465323885334,5149.26685914785
313,31.1991556040862,1,accepted,0.133405145526483,0.371145037657488,0.702373880853697,3,6,84,98.05,90.082,7.277,0.598,554.995,15.2658260398169,0.56840694990632,-77.975435707717,8.64144053555602,11.8102661718891,5486.33034431709
314,31.2976921876219,1,accepted,0.0526168494800411,0.346312357234903,0.834010250087299,3,5,82,96.344,87.259,8.405,0.586,553.975,15.9173877571047,0.636537418211119,-24.1639409154207,9.0769208130715,15.2759221457541,5403.05569167077
315,31.3997519705696,1,accepted,0.0660605163567267,0.30104888621434,0.699888278465947,3,4,77,95.823,88.45,6.693,0.574,560.968,15.657745967868,0.574465591633258,-24.2568920363829,8.75516335651757,19.1565036328018,5246.76671662825
316,31.4988528089418,1,accepted,0.0726633354595303,0.388304239777959,0.632460808157068,3,5,77,95.747,87.766,7.321,0.558,554.214,16.2749681615098,0.749423200214754,-50.3665585473535,8.80551683251899,13.4536942789989,5933.18926722712
317,31.5968962560526,1,accepted,0.113098244033596,0.483911509363863,0.727315476442561,3,5,72,95.097,87.304,7.081,0.611,563.716,16.0895922864784,0.649989438857372,-67.7422568517551,9.07646708673179,9.70779435962256,6262.70916837648
318,31.6988440188462,1,accepted,0.140609151122514,0.50832450843582,0.680544859913031,3,4,61,97.474,90.463,6.321,0.59,556.286,16.0242312869351,0.666370934338568,-75.7764215238305,8.74832386294578,8.36069845651179,6374.1588617598
319,31.7993237143979,1,accepted,0.155978172823379,0.339752295317584,0.801489397963952,3,4,66,95.782,88.745,6.224,0.72,552.379,16.1229453824236,0.644414416573024,-95.3865688456685,9.16329077701648,5.82780427458553,7064.32075132305
320,31.8990758324903,1,accepted,0.137166425365317,0.316162512523978,0.646680138665555,3,5,64,98.319,90.906,6.716,0.602,553.711,15.4147981810714,0.269665945690701,23.6973292827735,8.47755548921222,35.0909515609019,4971.88053901419
321,31.9992529850437,1,accepted,0.14804784698277,0.512386013308332,0.680132841144321,3,6,55,98.225,90.36,7.177,0.594,554.932,16.4756230061428,0.787665641118248,-98.3028857547407,9.02546965258985,-13.3908313299028,8240.46443670827
322,32.0986336063378,1,accepted,0.164344902396833,0.367209925753578,0.722432632239461,3,6,63,86.387,78.211,7.513,0.569,545.587,15.7702886710471,0.60437081303132,-117.901554161892,9.07511645214519,-11.4641793729852,8877.54013726954
323,32.1991815348985,1,accepted,0.142504839682778,0.457759302712158,0.68198750176285,3,5,53,96.797,89.308,6.774,0.619,548.875,16.5703526608665,0.744134954054689,-113.184042538961,9.21464327421623,-15.7267412700334,9701.48830750759
324,32.2987833073475,1,accepted,0.186067174916802,0.520092125989952,0.673435840067003,3,5,57,95.855,88.205,6.966,0.591,560.363,16.1134043896529,0.677693734568691,-133.105998191304,9.10903429795382,-16.6568426638644,10125.6719069131
325,32.3997886037455,1,accepted,0.105445148178815,0.464374415339923,0.660633029538759,3,6,52,100.518,92.59,7.26,0.567,547.818,16.0800309793864,0.243849166938841,-119.892640991379,9.12428577847702,-1.82412508853351,9734.24753350701
326,32.4988990002025,1,accepted,0.160046223655896,0.512661360765681,0.734063809266139,3,5,53,99.327,91.644,6.994,0.596,547.068,16.4634186376707,0.59166704256355,-153.063286667113,9.14535825689743,-17.2632507497785,11274.9839011684
327,32.5975534097245,1,accepted,0.130712321094128,0.24707482853609,0.757413545933271,3,6,57,98.612,90.127,7.666,0.72,556.084,16.0340126609228,0.650443726065336,-21.7151205076338,9.22328715531007,-3.56570626194934,6948.82605123694
328,32.6988586856629,1,accepted,0.091081791554377,0.310938008440556,0.66686384906107,3,6,51,87.931,80.09,7.169,0.579,550.329,16.1665009972278,0.984972907872745,84.495165142145,5.33130533093417,-24.4821977062026,2005.04374053785
329,32.7996869602438,1,accepted,0.0790865455609286,0.241681682620229,0.631423985733377,3,5,52,92.408,84.974,6.751,0.594,560.107,16.511191943576,0.936319741151544,95.9775582324932,5.38265271152487,-27.5804412847898,2087.30706178474
330,32.8993944099984,1,accepted,0.0780406349742037,0.289933995146373,0.629120147767111,3,5,55,84.421,77.18,6.499,0.648,552.07,16.1131212434972,0.859029211429194,107.705078176467,5.60263195314821,-6.19060975975851,2196.68241451834
331,32.9997637831643,1,accepted,0.114413667920098,0.209251775554865,0.751876416664447,3,6,54,96.969,88.992,7.294,0.588,544.228,15.696879769728,0.745410225833592,112.625785810604,8.89352716116811,32.4730963800038,2443.47486414718
332,33.0996502664987,1,accepted,0.0422939262872698,-0.674604088420255,0.765272329821385,3,6,60,95.38,87.183,7.505,0.596,548.293,14.9209800936822,0.604625455924142,111.376852040473,9.02194971337543,15.195545818867,2279.13668075724
333,33.1995561888908,1,accepted,0.0390350166880104,-0.427517626617034,0.693238205211543,3,7,59,97.449,88.685,8.079,0.588,551.2,15.3878832302639,0.762222368002427,116.897164890217,5.7035091274597,-6.26239226393375,1920.51354452695
334,33.2988064992928,1,accepted,0.122133034190686,0.0132169773789254,0.549864951349857,3,6,61,98.698,90.251,7.747,0.605,551.706,15.3335286877107,0.673883346342241,99.4533996885004,8.92432492879303,29.0283237451989,1936.60030072021
335,33.3987655913038,1,accepted,0.0103929192383105,-0.339779169005728,0.544248200265232,3,6,57,97.09,89.168,7.219,0.606,555.08,15.3128460611058,0.693884737481889,92.2935731978528,5.80454256525,-7.63694696522628,2048.3580945055
336,33.4990191322612,1,accepted,0.135540672276643,0.673820029823615,0.650188039688061,3,7,63,92.605,84.227,7.685,0.592,555.886,16.535521966065,0.803935406798281,129.411489639524,6.16102168120768,24.0171994805931,1537.18457146158
337,33.5962587052157,1,accepted,0.0280116366076073,-0.194103015987583,0.574924931142099,3,7,64,95.022,85.831,8.499,0.6,545.746,15.6451714822298,0.688055437195583,98.0376942773882,5.72512084034399,4.64348695310144,1873.81029079316
338,33.7000618480014,1,accepted,0.0676931887000294,0.186844708131928,0.617316887384235,3,9,72,95.181,85.518,8.987,0.58,560.057,15.5572329783455,0.704917490267244,97.6685632874725,5.56421536607271,7.50849522570196,1911.70662835603
339,33.7995444524626,1,accepted,0.099303762098522,-0.110159176881942,0.659372400188511,3,6,55,88.653,81.712,6.253,0.593,555.393,16.4445820575061,0.733718571063446,91.6704349497658,5.8152673906734,6.11887318054479,2002.18435816347
340,33.8993757685256,1,accepted,0.0932347838348514,0.0201222119661307,0.707927228992278,3,6,76,97.528,89.188,7.656,0.584,547.154,15.7641862320524,0.501743783796204,36.9106101677614,9.44130127464099,-46.8927566520893,1903.9120620578
341,33.999041381643,1,accepted,0.0491915165229308,0.185141044393316,0.668066788467198,3,6,80,93.923,85.539,7.697,0.593,545.747,15.4811127953401,0.451425363682856,60.342990263723,9.08666396553376,-0.298981387051649,3109.46828907357
342,34.0986389308668,1,accepted,0.0654835102996516,0.131714325598231,0.775044597400373,3,5,73,97.261,89.725,6.785,0.653,549.907,15.4797655679539,0.425880408932196,76.2262050810993,9.09394780719451,-30.71964601396,3379.55500190221
343,34.1992583489613,1,accepted,0.0901504911848516,0.0595060725504773,0.797426892210151,3,5,83,93.157,85.129,7.355,0.578,562.126,15.6639635966187,0.864459550040641,126.171714562161,9.56889008445661,-42.9167744991093,3557.14299173383
344,34.2990498307984,1,accepted,0.0163860595075171,0.251929685898313,0.746374419201108,3,5,87,92.315,84.59,7.041,0.589,548.426,15.7637041612394,0.543708319437557,65.1102824729337,8.85306904215437,-34.3025042791296,2701.51451123498
345,34.4003692203942,1,accepted,0.00921840910270945,0.138761366404546,0.639837724159541,3,5,86,93.292,85.501,6.971,0.721,556.11,15.7146111624416,0.57583252395814,56.0982089563193,9.17092644380465,-24.3707540612897,2732.67849370654
