model,CfOverMass,CrOverMass,IzOverMass,steeringWheelZeroDeg,timeShiftSeconds,success,cost,boundsReached
yaw_physical,9.211271925909156,7.87708199712811,0.4296739798634675,1.5000000000000002,0.0,True,373.6875112560774,[]
yaw_alignment,88.16230796765463,149.99999999999983,2.1108049524253416,2.256171785942695,-0.018468796051082134,True,92.12103968464072,[1]
