path,sha256
research/mncav_identification_20260925/identifyMncav.py,acbcd79a9ff8c8fde8c14beb3c7c7fca1807a6e702a8b60601a2ff01c9b6d251
research/mncav_identification_20260925/drive_diagnostics.csv,3d1f6c9b2bf09e2a605bd2f4d40b88c3b4e4b7d20c8a56c6f05f2fbed15b48c7
research/mncav_identification_20260925/source_hashes.csv,ee74252069ee9d5f9e67f3451eacbb82ad28158ec765f18f5c74a6dad50e58e3
research/mncav_identification_20260925/raw_bag_audit.json,0a40caeffb273af5151482a1a2edbc411b3083e6d797db1b67c7a6e2819809f0
research/mncav_identification_followup_20260925/followup.py,254e0ba077f44cb8082247137e290af4e22fafe9fcbba3c1d37a181409aa67f8
config/mncavMotionOutputPoint.json,146840fc5981e743f943101c83f660073a79de65760d4f3beece9ece0a7857c0
