IzOverMass,conditionalIzKgM2,CfOverMass,CrOverMass,cost,success,fitYawRmseRadps,holdoutYawRmseRadps
0.5,1136.5,15.934227245046968,14.173356527213992,94.31873155144814,True,0.001322855478876153,0.001462267402822784
0.8,1818.4,23.804348238816324,22.295814418554134,93.93699445816807,True,0.0013210393654224815,0.0015346556922074433
1.2,2727.6,87.70578057493663,149.99999999999983,94.39141471765697,True,0.0013072713762959682,0.0015513271800314725
1.8,4091.4,88.00068850395802,149.99999999998903,92.39058980401481,True,0.0012939289719147355,0.0015657698804606105
2.5845170833333335,5874.6073304166675,88.41886624022574,149.9999999999985,92.75901381041099,True,0.0013010848296048096,0.0015927960590162117
3.5,7955.5,88.94573203277429,149.99999999999983,97.67924213234912,True,0.0013465926790170912,0.001636722714631474
4.8,10910.4,89.75691011503406,149.99999999999983,112.96766992964385,True,0.0014764783102232985,0.0017224312930205832
6.0,13638.0,90.56785887898435,149.99999999999983,135.13890661643003,True,0.0016520085383075352,0.0018243259907718436
