pillarIndices,stage,ownPoints,ownSpan,maximumCylinderPoints,maximumQualifiedPoints,maximumRunPoints,maximumRunOwnPoints,longestRunHeight,longestRunRobustHeight,longestRunOwnHeight,longestRunPoints,longestRunOwnPoints,longestRunRadialRms,maximumPeakContrast,minimumSeedTiltDegrees,minimumRadialRms,frame,baseline,fine,previous,subsetFound,subsetAccepted,defaultCore,range,wholeTilt,wholeRadialStd,coreFraction,coreHeight,coreIsolation,coreCount,failCount,failHeight,failHeightStd,failTilt,failRadial,failCoreFraction,failCoreHeight,failIsolation,failCoreCount,defaultFootprintDrop,subsetFootprintDrop,nearestAcceptedCellMeters,fineOriginalOwnCount,fineOffGroundOwnCount,fineGroundRemovedCount,fineOutsideFilterCount,fineOriginalOwnHeight,fineOffGroundOwnHeight,fineAxisNearestAccepted,fineAxisOverlapHeight,densityCoreEvaluated,failEligibility,failLine
6237,7,27,3.7890807390213,23,22,22,22,0.701439142227173,0.644218373298645,0.701439142227173,21,21,0.0816471084578066,0,0.556096575344113,Inf,721,1,0,1,0,0,1,10.9213277817577,2.11321947252015,0.15338167032467,0.851851851851852,3.7890807390213,0.605263157894737,23,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,NaN,NaN,1,0,0
9376,3,17,3.02444064617157,8,0,0,0,0,0,0,0,0,0,0,3.49228776586406,Inf,721,1,0,0,0,0,0,30.2203559484925,3.77770603179839,0.178243975976604,0.411764705882353,1.36247622966766,0.222222222222222,8,0,0,0,0,0,0,1,1,1,0,0,27.113096466468,0,0,0,0,0,0,NaN,NaN,1,0,0
2243,10,24,3.68572390079498,36,36,36,23,3.68422973155975,3.52135555744171,3.68422973155975,36,23,0.0945710655394627,2.16666666666667,1.09027904753005,0.0855501289734121,731,1,0,1,1,1,1,16.8693768551088,1.81298021321308,0.0927521515577497,0.791666666666667,3.68422973155975,0.658536585365854,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
2244,10,17,3.53258943557739,35,35,35,14,3.68422973155975,3.50008957386017,3.53258943557739,34,14,0.0909502532078495,1.75,0.393439414773137,0.0908388959460536,731,1,0,1,1,1,1,16.8334777843026,1.47415392602372,0.0823501020419391,0.941176470588235,3.53258943557739,0.560975609756098,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
3837,7,16,5.13562846183777,19,19,19,14,0.785345315933228,0.737850189208984,0.603657484054565,15,12,0.0599186185463305,0,2.15037025651489,Inf,731,1,0,1,0,0,1,10.5138919082753,2.11029202219793,0.06282089360942,0.9375,5.13516759872437,0.703703703703704,19,0,0,0,0,0,0,0,0,0,0,0,1.89736659610103,0,0,0,0,0,0,NaN,NaN,1,0,0
4133,9,20,4.79858541488647,34,33,33,7,2.45034521818161,2.22083965837955,1.75425189733505,33,7,0.0964984969848153,1.22222222222222,0.37404015391149,0.0964984969848153,731,1,0,0,0,0,0,11.4382744084588,4.09015798234754,0.183947985063401,0.45,2.27655535936356,0.185714285714286,13,0,0,0,0,0,0,0,1,0,0,0,0.6,0,0,0,0,0,0,NaN,NaN,1,0,0
4134,10,35,4.27453625202179,35,34,34,22,2.45034521818161,2.21712465882301,1.94215738773346,32,22,0.0814074591604071,1.73684210526316,1.057032239155,0.0577974442210283,731,1,0,0,1,1,0,11.1329020301138,3.23930823565638,0.233195189481826,0.542857142857143,1.94215738773346,0.341772151898734,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
7443,10,43,3.73540389537811,43,43,43,42,3.73540389537811,3.53797724246979,3.73540389537811,37,36,0.0601325734880282,1.93333333333333,0.0582236866954326,0.0320955662167996,731,1,1,1,1,1,1,15.2333355021151,0.573339443235453,0.0763212461967479,0.976744186046512,3.73540389537811,0.895833333333333,43,0,0,0,0,0,0,0,0,0,0,0,0,39,39,0,0,3.58964574337006,3.58964574337006,0.0230047700295561,2.91861110925674,1,0,0
7656,4,32,2.23105585575104,20,5,0,0,0,0,0,0,0,0,0,1.44123012135797,Inf,731,1,0,1,0,0,1,16.2339972719618,3.11849742037656,0.155490010205468,0.5625,2.22400522232056,0.395833333333333,19,0,0,0,0,0,0,0,0,0,0,0,7.24982758415674,0,0,0,0,0,0,NaN,NaN,1,0,0
8872,10,28,4.39840400218964,33,24,24,14,4.1401447057724,3.7911764383316,3.39479839801788,24,14,0.0933530902625581,1.44444444444444,0.2581172184843,0.0375871432021491,731,1,0,1,1,1,1,26.874470188916,0.542171003680183,0.118235576776411,0.857142857142857,3.91191613674164,0.446153846153846,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
8873,4,9,3.43630367517471,19,5,0,0,0,0,0,0,0,0,0,0.762692971639364,Inf,731,1,0,0,0,0,0,26.9724424954898,0.532383684251282,0.0576396408374565,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0.6,0,0,0,0,0,0,NaN,NaN,0,0,0
1433,5,25,6.19720363616943,17,12,8,0,0,0,0,0,0,0,0,0.441104444265097,Inf,741,1,0,0,0,0,0,23.6310681319604,4.1833935085227,0.155559754248329,0.56,3.86300182342529,0.262295081967213,16,0,0,0,0,0,0,0,1,0,0,0,0.6,0,0,0,0,0,0,NaN,NaN,1,0,0
1434,10,21,4.87324714660645,21,18,16,15,2.73254853487015,2.55657271742821,2.73254853487015,16,15,0.082227349009032,1.71428571428571,0.619586662939216,0.0560014514385861,741,1,0,0,1,1,0,23.5191515976906,1.88187331024561,0.135982156069156,0.476190476190476,2.36259889602661,0.188679245283019,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
2693,3,21,8.70484757423401,9,0,0,0,0,0,0,0,0,0,0,1.2937081442186,Inf,741,1,0,0,0,0,0,29.1259292956602,0.237182631660362,0.213857461144917,0.476190476190476,3.83249855041504,0.263157894736842,10,0,0,0,0,0,0,0,1,1,0,0,10.4785495179438,0,0,0,0,0,0,NaN,NaN,1,0,0
4389,10,36,6.56777310371399,28,20,20,20,2.13780474662781,2.03842982649803,2.13780474662781,20,20,0.0975280952003475,1.55555555555556,0.437154181259941,0.0780553378001157,741,1,0,1,1,1,1,23.7122418371086,2.30755414270396,0.149570094531841,0.611111111111111,3.88136410713196,0.385964912280702,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
5444,10,294,2.89345145225525,293,293,293,280,2.90462207794189,2.60438141822815,2.89345145225525,267,256,0.0513307145720023,1.95333333333333,0.482666920184475,0.0362215574322969,741,1,1,1,1,1,1,4.9249873232095,2.35360101856514,0.0692867678394646,0.945578231292517,2.89345145225525,0.935483870967742,290,0,0,0,0,0,0,0,0,0,0,0,0,252,252,0,0,2.8417843580246,2.8417843580246,0.0119167393173065,2.22127795219421,1,0,0
5656,7,128,1.06467488408089,90,62,62,62,0.839986354112625,0.536794850230217,0.839986354112625,51,51,0.0850225152766118,0,1.19428026356067,Inf,741,1,0,0,0,0,0,5.36244862766377,6.69489630810085,0.133127201908675,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,7.29931503635786,0,0,0,0,0,0,NaN,NaN,0,0,0
5657,7,81,2.5309921503067,83,58,55,55,0.825883567333221,0.671613757312297,0.825883567333221,51,51,0.0882805607613288,0,1.02905178405094,Inf,741,1,0,0,0,0,0,5.56273161508524,3.15842489181552,0.10492919718218,0.654320987654321,0.871350347995758,0.263681592039801,53,0,0,0,0,0,0,1,1,0,0,0,7.82304288624318,0,0,0,0,0,0,NaN,NaN,1,0,0
6958,10,57,3.7580384016037,60,58,58,54,3.7580384016037,3.47491065263748,3.7580384016037,57,52,0.0656889028106408,1.96551724137931,0.259163489362698,0.0345272720560077,741,1,1,1,1,1,1,12.7436524823805,0.706822758286148,0.0726692026791467,0.947368421052632,3.7580384016037,0.842857142857143,59,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,3.16752964258194,3.16752964258194,0.0161811396331917,2.45529735088348,1,0,0
9634,3,16,6.02006256580353,11,0,0,0,0,0,0,0,0,0,0,0.27039461440473,Inf,741,1,0,0,0,0,0,29.7747064984503,2.14194917495296,0.214220572658865,0.5625,6.01870000362396,0.3,9,0,0,0,0,0,0,0,1,1,0,0,13.8,0,0,0,0,0,0,NaN,NaN,1,0,0
3443,10,65,3.1585887670517,103,103,103,63,3.77391242980957,3.30795097351074,3.1585887670517,103,62,0.0759272619888321,1.93617021276596,0.763344108346273,0.0375384697324401,751,1,1,1,1,1,1,9.88767241592262,1.77896884562443,0.0700422063332404,0.953846153846154,3.1585887670517,0.860869565217391,99,0,0,0,0,0,0,0,0,0,0,0,0,56,56,0,0,2.78145635128021,2.78145635128021,0.00641283821751121,3.32646822929382,1,0,0
3444,10,30,3.59690308570862,106,106,106,28,3.77391242980957,3.38947157859802,3.59690308570862,106,28,0.0746819462136801,1.85964912280702,0.547584805825639,0.0375384697324401,751,1,1,0,1,1,1,9.82867752718085,0.68748668239552,0.0482276359895334,1,3.59690308570862,0.721739130434783,83,0,0,0,0,0,0,0,0,0,1,0,0,23,23,0,0,2.87339580059052,2.87339580059052,0.00641283821751121,3.32646822929382,1,0,0
3756,10,114,2.0817596912384,89,75,75,75,1.62884879112244,1.55271008610725,1.62884879112244,40,40,0.0336270281750604,1.53846153846154,1.2454619178922,0.0336270281750604,751,1,1,1,1,1,1,8.06400732850311,6.6233166236177,0.113662669214902,0.675438596491228,2.0817596912384,0.606896551724138,88,0,0,0,0,0,0,0,0,0,0,0,0,113,113,0,0,2.0817596912384,2.0817596912384,0.0845100462382288,1.62884879112244,1,0,0
4973,9,220,4.50898241996765,114,92,92,92,3.65446555614471,3.38453221321106,3.65446555614471,86,82,0.091156797091424,1.23255813953488,0.178014875014213,0.0386577311515627,751,1,0,1,0,0,1,13.6738296959113,2.41545478858446,0.179957019482107,0.5,4.03451347351074,0.419847328244275,110,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0,0,0,0,0,NaN,NaN,1,0,0
5058,10,303,2.71670842170715,297,297,297,296,2.69565010070801,2.36898770928383,2.69565010070801,297,296,0.0513281055868329,1.83544303797468,0.0933773770645307,0.0371784661280691,751,1,1,1,1,1,1,4.44501108182134,0.385938080981382,0.057425769802083,0.976897689768977,2.69565010070801,0.976973684210526,297,0,0,0,0,0,0,0,0,0,0,0,0,264,264,0,0,2.50639998912811,2.50639998912811,0.00585019599172748,2.50639998912811,1,0,0
6989,10,39,3.59832692146301,29,27,27,27,3.61324805021286,3.25180281698704,3.36128908395767,25,16,0.0865686125517144,1.625,0.0148093731362849,0.0710775554720769,751,1,0,0,1,1,0,26.1161083140062,4.89392001679396,0.128092271815886,0.512820512820513,2.84653043746948,0.323076923076923,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
1643,5,16,3.54094362258911,14,14,9,0,0,0,0,0,0,0,0,1.12430639151879,Inf,761,1,0,1,0,0,1,20.6277451544562,3.40675478834581,0.091036273607916,0.75,3.3565434217453,0.722222222222222,13,0,0,0,0,0,0,0,0,0,0,0,7.82304288624318,0,0,0,0,0,0,NaN,NaN,1,0,0
3134,4,24,1.7522087097168,12,8,0,0,0,0,0,0,0,0,0,2.1793876623494,Inf,761,1,0,0,0,0,0,14.786932489105,8.69510861288326,0.187098270218611,0.458333333333333,1.73367714881897,0.22,11,0,0,0,0,0,0,0,1,1,0,0,2.68328157299975,0,0,0,0,0,0,NaN,NaN,1,0,0
3258,10,77,3.70816588401794,84,84,84,76,3.70948278903961,3.54841274023056,3.70775544643402,80,75,0.0743841122260723,1.97619047619048,0.114313692984394,0.0382650719836049,761,1,1,1,1,1,1,11.322440678932,0.626275217036048,0.0650969138601313,0.987012987012987,3.70775544643402,0.954022988505747,83,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,2.89657711982727,2.89657711982727,0.00617181819160461,2.57921242713928,1,0,0
5857,4,650,3.11565566062927,378,1,0,0,0,0,0,0,0,0,0,0.190322248843428,Inf,761,1,0,0,0,0,0,6.63596195222539,1.10610781346746,0.170812914939136,0.547692307692308,3.0827054977417,0.313932980599647,356,0,0,0,0,0,0,0,1,0,0,0,13.2136293273271,0,0,0,0,0,0,NaN,NaN,1,0,0
5858,9,380,3.06365549564362,347,202,202,168,2.39123946428299,2.14859595298767,2.39123946428299,202,168,0.0922125014230072,0.831932773109244,0.843757190928927,0.086673560814068,761,1,0,0,0,0,0,6.69777707740645,2.4528840826992,0.137529930556756,0.715789473684211,3.00388038158417,0.309859154929577,308,0,0,0,0,0,0,0,1,0,0,0,13.8130373198656,0,0,0,0,0,0,NaN,NaN,1,0,0
7333,10,42,4.56721103191376,37,35,35,31,3.22742879390717,2.66025605797768,3.22742879390717,35,31,0.0977029780026812,1.81818181818182,0.0732524378154401,0.0654761261815487,761,1,0,1,1,1,1,17.7363842995898,1.64538406165001,0.125678878468229,0.785714285714286,4.56548011302948,0.485714285714286,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
8399,4,20,7.50086945295334,14,10,0,0,0,0,0,0,0,0,0,1.25748009439475,Inf,761,1,0,0,0,0,0,35.6714531373577,2.66984866692802,0.147486667160356,0.55,2.93139737844467,0.354838709677419,11,0,0,0,0,0,0,0,0,1,0,0,20.1156655370883,0,0,0,0,0,0,NaN,NaN,1,0,0
3589,10,47,5.43577468395233,28,25,25,24,2.94417905807495,2.78238365054131,2.93038880825043,25,23,0.0879867752939063,1.44444444444444,0.209833471100071,0.0689826256995545,771,1,0,1,1,1,1,24.8764370159293,3.75308953912692,0.161257215152354,0.51063829787234,4.77062499523163,0.375,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
5244,10,70,1.37154984474182,168,168,168,62,2.25735610723495,1.67108774781227,1.37154984474182,166,40,0.0798821130564559,1.46902654867257,1.67321149138155,0.0798821130564559,771,0,1,0,1,1,0,3.97090677184028,4.65327329839236,0.0888814885835202,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,66,66,0,0,1.37154984474182,1.37154984474182,0.0351107871325941,2.04157119989395,0,0,0
5245,10,146,2.25735610723495,164,164,164,132,2.25735610723495,1.69328334927559,2.25735610723495,160,127,0.0761634623657152,1.59223300970874,0.178393686943737,0.0746341959794923,771,1,1,1,1,1,1,3.83137502664999,0.593543240036405,0.0831433750610767,0.910958904109589,2.25735610723495,0.740740740740741,160,0,0,0,0,0,0,0,0,0,0,0,0,120,120,0,0,2.04157119989395,2.04157119989395,0.0351107871325941,2.04157119989395,1,0,0
6735,5,22,3.89253413677216,12,12,8,0,0,0,0,0,0,0,0,0.607608842868409,Inf,771,1,0,0,0,0,0,14.148599012559,0.748409507902643,0.203003778192888,0.454545454545455,3.39431440830231,0.256410256410256,10,0,0,0,0,0,0,0,1,1,0,0,3.6,0,0,0,0,0,0,NaN,NaN,1,0,0
6871,10,36,3.47632575035095,39,39,39,36,3.63429045677185,3.4169330239296,3.47632575035095,37,34,0.0723732433757868,1.9375,0.30567037120771,0.0359228153530114,771,1,1,1,1,1,1,16.5758289290514,0.842292516782532,0.0730287581525216,0.944444444444444,3.47632575035095,0.9,36,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,3.19926881790161,3.19926881790161,0.0071925843920005,3.04144418239594,1,0,0
6898,10,31,6.4085904955864,26,24,24,24,3.85060083866119,3.48095073103905,3.85060083866119,24,24,0.0934591470576244,2,0.464742493398985,0.0331992768168379,771,1,0,1,1,1,1,30.6190018066587,3.98119970409862,0.156751851015067,0.548387096774194,3.32885044813156,0.354166666666667,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
78,10,22,6.7621533870697,18,15,15,13,3.67860317230225,3.61853098869324,3.67860317230225,12,12,0.0513981650469748,1.71428571428571,0.909337674366361,0.0372523354173805,781,1,0,0,1,1,0,33.8637738270257,3.91179938692682,0.127843178755027,0.727272727272727,3.98854613304138,0.347826086956522,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
79,3,14,7.22924017906189,10,0,0,0,0,0,0,0,0,0,0,1.79552358464716,Inf,781,1,0,0,0,0,0,34.0182177899607,4.26806174782282,0.113252266037195,0.428571428571429,1.86346018314362,0.302325581395349,13,0,0,0,0,0,0,0,1,0,0,0,0.6,0,0,0,0,0,0,NaN,NaN,1,0,0
2236,10,47,7.17558038234711,33,32,30,30,2.65699225664139,2.17124652862549,2.65699225664139,30,30,0.070354045534761,1.66666666666667,0.557857688105578,0.0602994510410429,781,0,1,1,1,1,1,18.4794881609374,3.01351040266976,0.184147666470567,0.659574468085106,7.17558038234711,0.392857142857143,33,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,1.34673881530762,1.34673881530762,0.0173643303265778,1.34673881530762,1,0,0
2391,9,28,4.46908593177795,17,16,15,15,1.84381508827209,1.78121674060822,1.84381508827209,15,15,0.0937309225568875,1.27272727272727,1.39196524066014,0.0920039041561661,781,1,0,1,0,0,1,29.1627647231407,3.49871619334353,0.175119709615669,0.5,3.17773246765137,0.388888888888889,14,0,0,0,0,0,0,0,0,0,0,0,15.8518137763475,0,0,0,0,0,0,NaN,NaN,1,0,0
3545,10,119,3.4535117149353,111,111,111,108,3.40302038192749,3.12102896571159,3.40302038192749,109,106,0.0754010071169651,2.0377358490566,0.217157961031339,0.034213494960285,781,1,1,1,1,1,1,9.0143578310638,1.2762285028973,0.0888236035677296,0.882352941176471,3.40302038192749,0.854838709677419,106,0,0,0,0,0,0,0,0,0,0,0,0,117,117,0,0,3.26778054237366,3.26778054237366,0.0138413235950838,2.47424590587616,1,0,0
5470,10,45,2.16870498657227,45,44,44,44,2.16870498657227,1.96974927186966,2.16870498657227,44,44,0.0617761880039992,1.83333333333333,0.116011725894918,0.0375646560390464,781,1,1,1,1,1,1,11.9037647858524,0.740167115198916,0.0644091401250305,1,2.16870498657227,0.978260869565217,45,0,0,0,0,0,0,0,0,0,0,0,0,41,41,0,0,2.06629538536072,2.06629538536072,0.00187932598429548,2.06629538536072,1,0,0
642,4,29,7.09414958953857,13,7,0,0,0,0,0,0,0,0,0,0.271614162745845,Inf,791,1,0,0,0,0,0,26.5744018561687,2.29348635402022,0.179009089669209,0.344827586206897,6.7896728515625,0.222222222222222,10,0,0,0,0,0,1,0,1,1,0,0,9.13892772703669,0,0,0,0,0,0,NaN,NaN,1,0,0
1596,10,10,2.76291620731354,13,12,12,10,3.36130690574646,3.30181736946106,2.76291620731354,12,10,0.0365757354867786,1.5,2.39591897938699,0.0365757354867786,791,1,0,0,1,1,0,33.9358479514374,3.24819428745044,0.0306923034512886,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0
1696,10,18,9.38412094116211,16,13,13,13,2.14780819416046,2.10347930788994,2.14780819416046,13,13,0.0997737074654512,1.3,0.337420402351268,0.0997737074654512,791,1,0,1,1,0,1,33.9446952036239,1.102608241342,0.132520934366457,0.611111111111111,3.37144041061401,0.393939393939394,13,0,0,0,0,0,0,0,0,0,0,1,0.6,0,0,0,0,0,0,NaN,NaN,1,0,0
2048,10,29,5.82755410671234,26,24,24,20,2.37428939342499,2.25683343410492,2.22619163990021,24,18,0.0979586019049024,1.9,0.115399062090719,0.0603945306012479,791,1,1,1,1,1,1,17.4868703027356,1.35920614793713,0.115557544710517,0.862068965517241,5.79612910747528,0.565217391304348,26,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,1.89475965499878,1.89475965499878,0.00881092445139239,1.89475965499878,1,0,0
4369,10,42,3.64007294178009,70,70,70,39,3.58962178230286,3.44474482536316,3.54809677600861,68,39,0.0650573663641281,2,0.11462606789165,0.0377966319172101,791,1,1,1,1,1,1,12.1395202570281,0.614577625986947,0.0637909825030056,0.976190476190476,3.64007294178009,0.92,69,0,0,0,0,0,0,0,0,0,0,0,0,41,41,0,0,3.64007294178009,3.64007294178009,0.0169850113079302,2.3357607126236,1,0,0
4370,10,26,3.22984623908997,70,70,70,26,3.65421009063721,3.53514020442963,3.22984623908997,69,26,0.0718117972786136,2.03333333333333,0.0639013246493815,0.0387049658583463,791,1,1,1,1,1,1,12.2100821068174,1.24327175241657,0.0603911495142905,0.961538461538462,3.22270369529724,0.88,66,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,3.22984623908997,3.22984623908997,0.0169850113079302,2.3357607126236,1,0,0
4996,10,25,7.54520082473755,26,20,18,14,2.22405898571014,2.1194356918335,1.97879618406296,18,13,0.0894261248717029,1.46153846153846,0.446403946370026,0.0729921745250148,791,1,0,0,1,1,0,27.2468986917007,1.68470069388729,0.148726019704987,0.72,3.22872471809387,0.321428571428571,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
5096,4,19,6.45813322067261,17,7,0,0,0,0,0,0,0,0,0,0.361128548617383,Inf,791,1,0,0,0,0,0,27.2474788573097,3.60127434357635,0.120632544185109,0.421052631578947,2.2107470035553,0.25,14,0,0,0,0,0,0,0,1,0,0,0,0.6,0,0,0,0,0,0,NaN,NaN,1,0,0
5567,10,126,4.5610523223877,90,88,69,69,2.25185203552246,2.12479880750179,2.25185203552246,57,57,0.0998144456653064,1.97142857142857,0.0982307106039221,0.0337856072588405,791,1,0,1,1,1,1,10.4967578704773,1.82954446054863,0.173240519907426,0.642857142857143,4.33015608787537,0.419689119170984,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
7248,10,61,3.71411406993866,58,58,58,52,3.71411406993866,3.39799690246582,3.71411406993866,58,52,0.0747545087847912,2,0.169988495853282,0.0392874451618694,791,1,1,1,1,1,1,13.5637860258073,1.15689677394303,0.121662748330768,0.868852459016393,3.71411406993866,0.783783783783784,58,0,0,0,0,0,0,0,0,0,0,0,0,54,54,0,0,3.59713041782379,3.59713041782379,0.017227697383368,2.45691847801208,1,0,0
8153,9,20,4.55608677864075,19,16,16,14,1.76088774204254,1.72939960956573,1.76088774204254,14,14,0.0871318513694425,1.27272727272727,0.438455547135403,0.0871318513694425,791,1,0,1,0,0,1,19.1707456506177,2.75231840020559,0.143492004500073,0.8,4.38775396347046,0.380952380952381,16,0,0,0,0,0,0,0,0,0,0,0,1.34164078649987,0,0,0,0,0,0,NaN,NaN,1,0,0
8154,1,12,5.08333718776703,0,0,0,0,0,0,0,0,0,0,0,Inf,Inf,791,1,0,0,0,0,0,19.1037076600066,2.16014367845269,0.181832077118693,0.5,5.05210888385773,0.2,8,0,0,0,0,0,0,0,1,1,0,0,1.89736659610103,0,0,0,0,0,0,NaN,NaN,1,0,0
8957,10,22,3.31994211673737,19,16,16,11,2.43947899341583,2.38268992304802,2.43947899341583,15,11,0.0684283406643086,1.66666666666667,0.864474444163071,0.0657342032234966,791,1,0,1,1,1,1,24.232029464016,7.16294183076448,0.153423176684111,0.545454545454545,2.44780075550079,0.45,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
9057,1,11,2.67174339294434,0,0,0,0,0,0,0,0,0,0,0,Inf,Inf,791,1,0,0,0,0,0,24.6070375360549,6.96255236247074,0.215854770497802,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0.6,0,0,0,0,0,0,NaN,NaN,0,0,0
9765,10,20,4.9084187746048,17,16,16,15,2.18930542469025,2.18258273601532,2.18930542469025,16,15,0.09897331307497,1.45454545454545,0.373314008427673,0.09897331307497,791,1,0,1,1,1,1,30.1239646783978,2.99204034524778,0.145763226780535,0.75,4.40524137020111,0.652173913043478,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
3472,10,28,3.45692050457001,37,35,35,26,3.30308818817139,3.15376383066177,3.30301856994629,35,26,0.0745711608611676,2,0.31318080797455,0.0348530726228141,801,1,1,1,1,1,1,15.7879988747154,1.34941667576792,0.0713112323698094,0.964285714285714,3.43228113651276,0.777777777777778,35,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,2.29548978805542,2.29548978805542,0.00483521852213201,2.29548978805542,1,0,0
5743,10,14,2.40442872047424,198,179,179,14,2.85805833339691,2.61981987953186,2.40442872047424,179,14,0.0675732650754882,2.03076923076923,3.13588354917367,0.0470212549584106,801,0,1,1,1,1,1,6.2378997600847,2.92425070823694,0.029974721485742,1,2.40442872047424,0.478688524590164,146,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,2.40442872047424,2.40442872047424,0.0050511774511286,2.35888874530792,1,0,0
5744,10,231,3.01799809932709,206,206,206,192,3.01799809932709,2.84415850639343,3.01799809932709,206,192,0.0715181618793459,2.125,0.7648932540124,0.0368110136625517,801,0,1,1,1,1,1,6.15461025021208,3.93704673002138,0.110660989421778,0.74025974025974,3.0147020816803,0.598705501618123,185,0,0,0,0,0,0,0,0,0,0,0,0,141,141,0,0,2.64501297473907,2.64501297473907,0.0050511774511286,2.35888874530792,1,0,0
6847,7,55,3.70637202262878,24,20,20,20,0.776424884796143,0.719861268997192,0.776424884796143,20,20,0.0983226095246667,0,0.787705867593542,Inf,801,1,0,1,0,0,1,11.3258405965222,1.75373713321139,0.180479209860966,0.509090909090909,3.68558597564697,0.424242424242424,28,0,0,0,0,0,0,0,0,0,0,0,5.43323108288245,0,0,0,0,0,0,NaN,NaN,1,0,0
7748,10,30,3.16060531139374,55,55,55,27,2.81983184814453,2.63860908150673,2.66748821735382,55,27,0.0852180023310067,1.625,0.27974868283235,0.0604522146296664,801,0,1,1,1,1,1,16.3904560478173,1.98785741399331,0.101999867505644,0.9,2.66748821735382,0.425742574257426,43,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,1.34025812149048,1.34025812149048,0.00680878293473053,1.34198760986328,1,0,0
7749,10,45,3.7715220451355,54,54,54,20,2.81983184814453,2.64606196880341,2.52158749103546,54,18,0.0858988183259679,1.63333333333333,0.331845422426018,0.0593819272940153,801,0,1,1,1,1,1,16.5406690544847,6.99286262271794,0.216705398220663,0.466666666666667,3.42764663696289,0.378378378378378,42,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,1.33669072389603,1.33669072389603,0.00680878293473053,1.34198760986328,1,0,0
8655,10,38,5.08103466033936,26,25,24,24,2.42603373527527,2.20418074727058,2.42603373527527,21,21,0.0827145576940189,1.53333333333333,2.03534612113664,0.0672382223226332,801,1,0,1,1,1,1,22.2420413695057,3.9475243710114,0.145056876103399,0.552631578947368,3.63010501861572,0.381818181818182,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0
1969,4,19,2.32127141952515,15,9,0,0,0,0,0,0,0,0,0,1.6120371710833,Inf,811,1,0,0,0,0,0,21.3376409614964,3.95074784177706,0.139444830767298,0.578947368421053,2.14766097068787,0.255813953488372,11,0,0,0,0,0,0,0,1,1,0,0,1.34164078649987,0,0,0,0,0,0,NaN,NaN,1,0,0
1970,3,17,1.15991187095642,6,0,0,0,0,0,0,0,0,0,0,9.42494695493741,Inf,811,1,0,0,0,0,0,21.5959025282784,12.9221383699136,0.206004184136102,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0.848528137423857,0,0,0,0,0,0,NaN,NaN,0,0,0
