frame,pillar,contrastThreshold,interval,points,ownPoints,minimumZ,maximumZ,height,robustHeight,ownHeight,maximumGap,gapLimit,radialRms,centerCount,sideCount,peakContrast
71,7035,4,maximal,42,16,-1.11648726463318,2.94372749328613,4.06021475791931,3.87548462152481,3.31991726160049,0.574824929237366,0.578850314153571,0.0610072847039939,52,40,1.3
71,7035,3,maximal,56,21,-1.40936708450317,2.94372749328613,4.35309457778931,4.05058362483978,3.89620518684387,0.287232875823975,0.578850314153571,0.0624562150025064,56,44,1.27272727272727
71,7035,3,retainedOldSubrun,42,16,-1.11648726463318,2.94372749328613,4.06021475791931,3.87548462152481,3.31991726160049,0.574824929237366,0.578850314153571,0.0610072847039939,52,40,1.3
