order,frame,start,availableMs,waitingMs,computeMs,availabilityToPoseMs,accepted,reason,periodSeconds
1,1050,1,0,0.013,83.525,83.538,1,accepted,0.0916931629180908
2,550,3,91.6931629180908,0.0478370819091828,74.561,74.6088370819092,1,accepted,0.0916931629180908
3,900,2,183.386325836182,0.0156741638183688,84.487,84.5026741638183,1,accepted,0.0916931629180908
4,900,3,275.079488754272,0.0275112457275295,81.344,81.3715112457276,1,accepted,0.0916931629180908
5,550,1,366.772651672363,0.0183483276366969,77.77,77.7883483276367,1,accepted,0.0916931629180908
6,900,1,458.465814590454,0.0161854095458991,77.722,77.7381854095459,1,accepted,0.0916931629180908
7,260,1,550.158977508545,0.0180224914551053,70.67,70.6880224914551,1,accepted,0.0916931629180908
8,700,1,641.852140426636,0.0238595733642599,73.107,73.1308595733643,0,inconsistentClasses,0.0916931629180908
9,350,3,733.545303344727,0.0696966552734546,63.781,63.8506966552734,1,accepted,0.0916931629180908
10,260,3,825.238466262817,0.0225337371826395,65.942,65.9645337371826,1,accepted,0.0916931629180908
11,700,3,916.931629180908,0.0203708190917862,69.5790000000001,69.5993708190918,0,inconsistentClasses,0.0916931629180908
12,550,2,1008.624792099,0.0212079010009081,75.4360000000001,75.457207901001,1,accepted,0.0916931629180908
13,350,1,1100.31795501709,0.0190449829100547,65.3290000000002,65.3480449829103,1,accepted,0.0916931629180908
14,260,2,1192.01111793518,0.0198820648193987,67.9769999999999,67.9968820648193,1,accepted,0.0916931629180908
15,700,2,1283.70428085327,0.0187191467284631,72.281,72.2997191467285,0,inconsistentClasses,0.0916931629180908
16,1050,2,1375.39744377136,0.0245562286376177,71.6840000000001,71.7085562286377,1,accepted,0.0916931629180908
17,120,3,1467.09060668945,0.0153933105468962,68.6800000000001,68.695393310547,1,accepted,0.0916931629180908
18,350,2,1558.78376960754,0.0202303924561331,66.9659999999999,66.986230392456,1,accepted,0.0916931629180908
19,120,1,1650.47693252563,0.0220674743651728,69.5920000000001,69.6140674743653,1,accepted,0.0916931629180908
20,1050,3,1742.17009544373,0.025904556274492,71.5349999999999,71.5609045562744,1,accepted,0.0916931629180908
21,120,2,1833.86325836182,0.0687416381834893,71.0680000000001,71.1367416381836,1,accepted,0.0916931629180908
22,350,1,1925.55642127991,0.0195787200927278,66.149,66.1685787200927,1,accepted,0.0916931629180908
23,700,2,2017.249584198,0.0214158020019894,72.6900000000001,72.7114158020021,0,inconsistentClasses,0.0916931629180908
24,700,1,2108.94274711609,0.0242528839109468,72.8230000000001,72.847252883911,0,inconsistentClasses,0.0916931629180908
25,900,2,2200.63591003418,0.0150899658204473,79.6239999999999,79.6390899658204,1,accepted,0.0916931629180908
26,350,3,2292.32907295227,0.0149270477294294,65.7760000000001,65.7909270477295,1,accepted,0.0916931629180908
27,1050,1,2384.02223587036,0.0207641296388061,72.8420000000001,72.8627641296389,1,accepted,0.0916931629180908
28,350,2,2475.71539878845,0.021601211547928,68.1180000000001,68.1396012115481,1,accepted,0.0916931629180908
29,120,3,2567.40856170654,0.0194382934570747,68.8770000000001,68.8964382934572,1,accepted,0.0916931629180908
30,700,3,2659.10172462463,0.0192753753660568,73.0240000000002,73.0432753753662,0,inconsistentClasses,0.0916931629180908
31,260,2,2750.79488754272,0.0181124572753433,65.0059999999999,65.0241124572752,1,accepted,0.0916931629180908
32,550,2,2842.48805046082,0.0289495391845307,108.085,108.113949539185,1,accepted,0.0916931629180908
33,900,1,2934.18121337891,16.4507866210939,80.0890000000001,96.539786621094,1,accepted,0.0916931629180908
34,1050,3,3025.874376297,4.87262370300279,72.508,77.3806237030028,1,accepted,0.0916931629180908
35,260,3,3117.56753921509,0.01746078491216,63.0090000000001,63.0264607849123,1,accepted,0.0916931629180908
36,900,3,3209.26070213318,0.0202978668211173,79.7670000000004,79.7872978668215,1,accepted,0.0916931629180908
37,550,3,3300.95386505127,0.0171349487305683,73.671,73.6881349487306,1,accepted,0.0916931629180908
38,260,1,3392.64702796936,0.0169720306395504,66.354,66.3709720306396,1,accepted,0.0916931629180908
39,1050,2,3484.34019088745,0.0208091125486476,72.8680000000002,72.8888091125488,1,accepted,0.0916931629180908
40,120,1,3576.03335380554,0.015646194457819,68.8850000000003,68.9006461944581,1,accepted,0.0916931629180908
41,550,1,3667.72651672363,0.0204832763670559,73.699,73.719483276367,1,accepted,0.0916931629180908
42,120,2,3759.41967964172,0.0183203582762026,70.0380000000003,70.0563203582765,1,accepted,0.0916931629180908
43,260,2,3851.11284255981,0.0231574401854395,64.3400000000001,64.3631574401855,1,accepted,0.0916931629180908
