source,target,semanticName,squaredStandardizedResidual,heightResidual,mapMixtureWeight,weight,robustWeight,globalTarget,sourceX,sourceY,targetBodyXY_1,targetBodyXY_2,sourceAtReference_1,sourceAtReference_2,sourceAtSolution_1,sourceAtSolution_2,targetWorldXY_1,targetWorldXY_2,referenceDistanceM,solutionDistanceM
86,71,curb,9.76694535589935,NaN,0.00172314115876086,0.00127308465427606,0.000496772568827847,731,15.3968990813953,-3.36056639750885,14.0402000440997,-2.35269571638159,484478.839831982,4976627.6717852,484478.671425893,4976627.99212229,484477.384516737,4976628.53114143,1.690099283581,1.39523360370397
87,71,curb,0.519477389704021,NaN,0.00172314115876086,0.00249981138149523,0.00230798040009826,731,15.8757690580429,-2.53864017767291,14.0402000440997,-2.35269571638159,484479.229460565,4976628.53958053,484479.006841902,4976628.88227692,484477.384516737,4976628.53114143,1.84496312906086,1.65989007954415
88,71,curb,6.57822682081086,NaN,0.00172314115876086,0.00195368534363614,0.000951848885141092,731,15.9336357017423,-2.06255435260829,14.0402000440997,-2.35269571638159,484479.236856926,4976629.01911317,484478.984676156,4976629.3613541,484477.384516737,4976628.53114143,1.91553663522223,1.80270997145544
89,73,curb,29.2256693014685,NaN,0.000278212384882922,0.000856347007679154,0.000150868719417597,733,15.9756895321199,5.31367725682036,15.1566901747648,6.95688069200084,484478.501703619,4976636.35873925,484477.798663501,4976636.64173426,484477.514174148,4976637.9065322,1.83599495561094,1.29639809683578
90,71,curb,0.825154736549989,NaN,0.00172314115876086,0.00204122167452172,0.00180315992240498,731,16.8658256622223,-2.55820034737229,14.0402000440997,-2.35269571638159,484480.216069676,4976628.6244165,484479.986348778,4976629.02774499,484477.384516737,4976628.53114143,2.83308882441366,2.64880068538886
91,71,curb,7.54279697182004,NaN,0.00172314115876086,0.00202895127665624,0.000919388975637779,731,16.9170510041098,-2.05323974485591,14.0402000440997,-2.35269571638159,484480.213820166,4976629.13196372,484479.952829274,4976629.53418916,484477.384516737,4976628.53114143,2.89239439296088,2.75723303947098
92,71,curb,4.0162344873366,NaN,0.00172314115876086,0.000481545413034133,0.000293160928203592,731,17.3855532293396,-2.37101087363164,14.0402000440997,-2.35269571638159,484480.71318836,4976628.86530995,484480.467679347,4976629.29881238,484477.384516737,4976628.53114143,3.34540332083728,3.17729607809063
93,76,curb,16.7535098051668,NaN,0.00272072512547887,0.00117926644680495,0.000320403945091695,736,18.0786400096492,-1.83559200065732,24.2565935748213,-2.17726619004678,484481.346021188,4976629.47075629,484481.062002995,4976629.9421024,484487.525595869,4976629.78173581,6.18739456515006,6.46558197637875
94,76,curb,1.24877560911091,NaN,0.00272072512547887,0.00121355491512377,0.00101146088573557,736,18.312750171605,-2.5095453881048,24.2565935748213,-2.17726619004678,484481.649819636,4976628.82521215,484481.405001581,4976629.31650452,484487.525595869,4976629.78173581,5.95312387474355,6.13825012542579
95,76,curb,2.25361387670663,NaN,0.00272072512547887,0.00125647952167116,0.0009234893686737,736,19.6605852403468,-2.48259563852544,24.2565935748213,-2.17726619004678,484482.987317719,4976628.99398578,484482.729558553,4976629.56737199,484487.525595869,4976629.78173581,4.60613923825766,4.8008255316738
96,76,curb,17.6536749055162,NaN,0.00272072512547887,0.00111531837226877,0.000291617914577276,736,19.5288573663098,-1.88526887609027,24.2565935748213,-2.17726619004678,484482.793403432,4976629.57411399,484482.500266151,4976630.13444914,484487.525595869,4976629.78173581,4.73674488317479,5.03769247458435
