source,target,semanticName,squaredStandardizedResidual,heightResidual,mapMixtureWeight,weight,robustWeight,iteration
59,68,curb,0.0324608171261494,NaN,0.00097718142650001,0.00409629193397168,0.00407512682252339,1
60,65,curb,1.79743236936696,NaN,0.000918154900082931,0.00345350734002017,0.00268215001809626,1
61,62,curb,1.28774626240315,NaN,0.000524631086834545,0.00174048863950081,0.00144314409349884,1
62,68,curb,0.0144808879500096,NaN,0.00097718142650001,0.00398196763262799,0.00397276297095848,1
63,65,curb,1.81673357507556,NaN,0.000918154900082931,0.00346158454575568,0.00268199057395673,1
64,65,curb,0.129539816569883,NaN,0.000918154900082931,0.00348325929290217,0.00341252993265962,1
65,71,curb,1.5082778372553,NaN,0.00172314115876086,0.00308891817838214,0.00248840516154012,1
66,73,curb,11.5399483165943,NaN,0.000278212384882922,0.00144881834971728,0.000509001742140333,1
67,73,curb,0.85503696296144,NaN,0.000278212384882922,0.00259334994931641,0.00228126007897245,1
68,71,curb,1.00151139713503,NaN,0.00172314115876086,0.00363723339710171,0.00313489250542543,1
69,71,curb,1.54389252098027,NaN,0.00172314115876086,0.0025951923344952,0.00208111056791362,1
70,73,curb,4.01404308915977,NaN,0.000278212384882922,0.00160213241919766,0.000975573420045442,1
71,73,curb,0.623817334854226,NaN,0.000278212384882922,0.00303792688615517,0.00276222688406259,1
72,71,curb,0.952007849977928,NaN,0.00172314115876086,0.0040157418562582,0.00348491519648797,1
73,71,curb,1.53229025659768,NaN,0.00172314115876086,0.00226554222286723,0.00181946938832254,1
74,73,curb,2.99260646975611,NaN,0.000278212384882922,0.00126699776702416,0.000856764384571919,1
75,68,curb,14.7017200331731,NaN,0.00097718142650001,0.00170145927931723,0.000507553579319293,1
76,71,curb,0.920045474785665,NaN,0.00172314115876086,0.00363335236608548,0.00316712807023209,1
77,71,curb,1.41464997115726,NaN,0.00172314115876086,0.0027267585300273,0.00222348585738449,1
78,73,curb,9.50777437407757,NaN,0.000278212384882922,0.00088600076156383,0.000351414141890713,1
79,71,curb,17.5612379945415,NaN,0.00172314115876086,0.00174986189728222,0.000459305679970146,1
80,71,curb,0.767981783885866,NaN,0.00172314115876086,0.00308880537251834,0.00275079562368861,1
81,71,curb,2.02623611774752,NaN,0.00172314115876086,0.00200997241355873,0.00151787931204663,1
82,71,curb,0.923509532614182,NaN,0.00172314115876086,0.00317694452923825,0.00276794827099131,1
83,71,curb,1.64140681171777,NaN,0.00172314115876086,0.00208737190877263,0.00165320008727178,1
84,73,curb,33.8581007275511,NaN,0.000278212384882922,0.000851570692752894,0.000132699298474873,1
85,73,curb,19.0832322467856,NaN,0.000278212384882922,0.000829373858739585,0.000204616077673236,1
86,71,curb,20.09447388448,NaN,0.00172314115876086,0.00127308465427606,0.000302028392144618,1
87,71,curb,0.344496232865302,NaN,0.00172314115876086,0.00249981138149523,0.0023692213298235,1
88,71,curb,1.7200290406769,NaN,0.00172314115876086,0.00195368534363614,0.00153205632443829,1
89,74,curb,24.3618756465931,NaN,0.000642801192980202,0.000856347007679154,0.000174839623020303,1
90,71,curb,0.414252297701138,NaN,0.00172314115876086,0.00204122167452172,0.00191433860782275,1
91,71,curb,1.79843832602307,NaN,0.00172314115876086,0.00202895127665624,0.00157557838743699,1
92,71,curb,0.0367546825729699,NaN,0.00172314115876086,0.000481545413034133,0.000478730121250981,1
93,76,curb,4.7292528191013,NaN,0.00272072512547887,0.00117926644680495,0.000671303905098912,1
94,71,curb,0.168239433617667,NaN,0.00172314115876086,0.00121355491512377,0.00118174435497001,1
95,76,curb,0.503174099498674,NaN,0.00272072512547887,0.00125647952167116,0.00116286014468777,1
96,76,curb,3.82288817128129,NaN,0.00272072512547887,0.00111531837226877,0.000692029903255951,1
97,76,curb,0.227179969049471,NaN,0.00272072512547887,0.000505909336700064,0.000488165122705309,1
98,76,curb,0.231000890879547,NaN,0.00272072512547887,0.00125558155989082,0.00121082914220255,1
99,76,curb,1.69504124817186,NaN,0.00272072512547887,0.00139277850417781,0.00109563504822763,1
100,146,pole,94.8138181092789,NaN,0.000304429102169065,0.0655004982248285,0.00405068917406745,1
105,147,pole,3.45529156877143,NaN,0.000372624613405367,0.0597614256826997,0.0384850787707097,1
108,172,trafficSign,0.193620150597663,NaN,0.000234215350395996,0.108851539939527,0.105580730819296,1
109,60,curb,9.29658540169459,NaN,0.00274627103144694,0.00190518492868264,0.000765917755996025,1
110,60,curb,1.83496829964186,NaN,0.00274627103144694,0.00453495077380178,0.00350569616179159,1
111,68,curb,0.26886599262754,NaN,0.00097718142650001,0.00432820946446086,0.00414969554267166,1
112,68,curb,1.52451830339139,NaN,0.00097718142650001,0.00362279475743027,0.00291239487134041,1
113,68,curb,0.0387072048567205,NaN,0.00097718142650001,0.00399424918150993,0.00396966444313984,1
114,65,curb,2.48180308252013,NaN,0.000918154900082931,0.00320245388780765,0.00229223410212557,1
115,68,curb,0.0201307391279899,NaN,0.00097718142650001,0.00390073060224687,0.00388820700530297,1
116,65,curb,1.69034030348444,NaN,0.000918154900082931,0.00326464539432711,0.00256966741155799,1
117,68,curb,0.248521337312708,NaN,0.00097718142650001,0.00386798366083358,0.00372006132247413,1
118,71,curb,1.45992476402014,NaN,0.00172314115876086,0.00332304122079424,0.00269380159543017,1
119,71,curb,0.457250217236156,NaN,0.00172314115876086,0.00397431925551499,0.0037033798564927,1
120,71,curb,1.81724660970154,NaN,0.00172314115876086,0.00316948785250405,0.00245552169612963,1
121,71,curb,1.07554948323743,NaN,0.00172314115876086,0.00384400377122547,0.0032796206789858,1
122,71,curb,1.14425358117399,NaN,0.00172314115876086,0.00306008807204113,0.00258654240624792,1
123,71,curb,1.01940593320886,NaN,0.00172314115876086,0.00373227343145857,0.00320888792852419,1
124,71,curb,1.89885744970963,NaN,0.00172314115876086,0.00288333768394737,0.00221145855549519,1
125,71,curb,1.02138435444773,NaN,0.00172314115876086,0.00368534351207541,0.00316767699624932,1
126,71,curb,18.5093663099322,NaN,0.00172314115876086,0.00132570010935221,0.000334646112494711,1
127,71,curb,0.341054512302074,NaN,0.00172314115876086,0.00350331520502456,0.00332203594895712,1
128,71,curb,1.92655290968979,NaN,0.00172314115876086,0.00281720575612434,0.00215341797090446,1
129,71,curb,0.855537721199187,NaN,0.00172314115876086,0.00312973718077559,0.00275290317881054,1
130,71,curb,2.14122552840743,NaN,0.00172314115876086,0.00213563320952134,0.00159067439128187,1
131,71,curb,0.148779453655167,NaN,0.00172314115876086,0.0026470378656278,0.00258549099558719,1
132,71,curb,2.31500214971795,NaN,0.00172314115876086,0.00214590253213744,0.00156589462459162,1
133,71,curb,0.163615180475639,NaN,0.00172314115876086,0.00217549563611765,0.00211999743407227,1
134,71,curb,1.90724660309327,NaN,0.00172314115876086,0.00201456983363029,0.00154354306947331,1
135,71,curb,0.174922985931664,NaN,0.00172314115876086,0.00189666010644959,0.00184502221914043,1
136,76,curb,1.55022547652969,NaN,0.00272072512547887,0.00166625812838707,0.0013351041368938,1
137,76,curb,0.0804890963864347,NaN,0.00272072512547887,0.000492901439237333,0.000486634436664904,1
138,76,curb,1.02704424093578,NaN,0.00272072512547887,0.001484124868106,0.0012746631899643,1
139,76,curb,1.58293481327728,NaN,0.00272072512547887,0.0017240076632257,0.00137560801309061,1
141,147,pole,3.76637772447336,NaN,0.000372624613405367,0.0883889841438558,0.0551527873743544,1
142,149,pole,94.1473638220699,NaN,0.00032600971896668,0.0635279505090128,0.00395478203376938,1
143,172,trafficSign,0.0549804841772002,NaN,0.000234215350395996,0.113508657602861,0.112518843126992,1
1,60,curb,25.1694809615933,NaN,0.00274627103144694,0.000512539762284512,0.000101955010593394,2
2,60,curb,3.56451008300469,NaN,0.00274627103144694,0.00361027303656456,0.00229906600407919,2
3,60,curb,0.0742455335278028,NaN,0.00274627103144694,0.00365606373536819,0.00361314218825162,2
4,60,curb,1.54353046841007,NaN,0.00274627103144694,0.00307751646160883,0.00246800573411746,2
5,60,curb,0.0134036975662533,NaN,0.00274627103144694,0.00353021050408335,0.00352265584590918,2
6,67,curb,1.56086859728066,NaN,0.000957182492639536,0.0029984844095843,0.00239928854601732,2
7,60,curb,0.00480127941586998,NaN,0.00274627103144694,0.00349183463287274,0.00348915424815746,2
8,68,curb,1.52382883600928,NaN,0.00097718142650001,0.00313487944531408,0.00252037920393307,2
9,68,curb,0.159844582014053,NaN,0.00097718142650001,0.00340417756114239,0.00331928637034983,2
10,68,curb,1.42269065879907,NaN,0.00097718142650001,0.00320257851629118,0.00260874791086036,2
11,68,curb,0.0518446955509748,NaN,0.00097718142650001,0.00361934634501434,0.00358957031618214,2
12,68,curb,1.59721104972843,NaN,0.00097718142650001,0.00315385595929904,0.00251192425190363,2
13,68,curb,0.00272297922911531,NaN,0.00097718142650001,0.00310855424474627,0.00310720050995438,2
14,65,curb,2.12037805491359,NaN,0.000918154900082931,0.00293979239456927,0.00219508633248318,2
15,65,curb,0.0105661962126689,NaN,0.000918154900082931,0.00282961032023044,0.00282483467903252,2
16,71,curb,1.54272776357796,NaN,0.00172314115876086,0.00267661439713078,0.00214672454750125,2
17,71,curb,0.144341705427522,NaN,0.00172314115876086,0.00350691793315938,0.00342775505157035,2
18,71,curb,1.62680735977794,NaN,0.00172314115876086,0.00227811752216078,0.00180761492101621,2
19,71,curb,0.186757795421764,NaN,0.00172314115876086,0.0029182075856259,0.00283353793786283,2
20,71,curb,1.51873927304722,NaN,0.00172314115876086,0.00257032472630565,0.00206784253851129,2
21,71,curb,0.294631279415596,NaN,0.00172314115876086,0.00302091999008548,0.00288492187442533,2
22,71,curb,2.21914423801132,NaN,0.00172314115876086,0.00157184900117205,0.00115998216363264,2
23,71,curb,0.0620096613974527,NaN,0.00172314115876086,0.00272229306082387,0.00269554904743005,2
24,71,curb,2.4843650923383,NaN,0.00172314115876086,0.00120297380595641,0.000860805130967426,2
25,71,curb,0.00873232192976167,NaN,0.00172314115876086,0.00259511420134565,0.00259149344054538,2
26,71,curb,4.73108299820247,NaN,0.00172314115876086,0.00182889867838882,0.00104093710445511,2
27,71,curb,0.0979019078692499,NaN,0.00172314115876086,0.00196132140935115,0.00193107250023013,2
28,71,curb,9.26667404839153,NaN,0.00172314115876086,0.00116991258812475,0.00047123202130663,2
29,71,curb,1.00452726833074,NaN,0.00172314115876086,0.000480984103949224,0.000414382707306904,2
30,71,curb,0.326270636636024,NaN,0.00172314115876086,0.00148760665265255,0.00141380154388452,2
31,71,curb,4.70763399269881,NaN,0.00172314115876086,0.00183903811754061,0.00104894799755927,2
32,76,curb,10.318260473189,NaN,0.00272072512547887,0.000819796168639209,0.000309249487131515,2
33,76,curb,0.0281536224998294,NaN,0.00272072512547887,0.00115960954209216,0.00115440941300034,2
36,147,pole,2.92566223334862,NaN,0.000372624613405367,0.0561544747729366,0.0382496062306306,2
37,172,trafficSign,0.417452705789558,NaN,0.000234215350395996,0.110973135790945,0.104025049640194,2
38,60,curb,70.0770304969416,NaN,0.00274627103144694,0.00328372163727829,0.000268885873056619,2
39,60,curb,17.0051387797542,NaN,0.00274627103144694,0.00438157499595758,0.00117758246829195,2
40,60,curb,10.2698101319652,NaN,0.00274627103144694,0.00484765231068166,0.00183402997369414,2
41,62,curb,12.6313020424956,NaN,0.000524631086834545,0.00272053806054918,0.000900539742448025,2
42,60,curb,19.9997793675998,NaN,0.00274627103144694,0.00505908888855908,0.00120455509780482,2
43,60,curb,2.43841218544599,NaN,0.00274627103144694,0.00475212417150923,0.00341843543308,2
44,62,curb,14.327824601313,NaN,0.000524631086834545,0.00342238382550473,0.00103946356448387,2
45,62,curb,26.4817197807629,NaN,0.000524631086834545,0.00338594911488072,0.000646534374293462,2
46,60,curb,0.426661492003321,NaN,0.00274627103144694,0.00463126653566941,0.00433531277309804,2
47,68,curb,1.14726894548054,NaN,0.00097718142650001,0.00326004818547086,0.00275443563149633,2
48,62,curb,0.485974891528116,NaN,0.000524631086834545,0.00220204752890516,0.00204317820022857,2
49,62,curb,15.3333614209361,NaN,0.000524631086834545,0.00280241333687374,0.000811508597473195,2
50,62,curb,29.6851371678435,NaN,0.000524631086834545,0.00300675874740884,0.000522948947809261,2
51,68,curb,0.23547321024908,NaN,0.00097718142650001,0.00422463119122214,0.00407124416201609,2
52,68,curb,1.31329500563622,NaN,0.00097718142650001,0.00322438480634124,0.00266450072681484,2
53,62,curb,3.07909258581375,NaN,0.000524631086834545,0.00277094788949401,0.00185638894137172,2
54,62,curb,5.06499493210624,NaN,0.000524631086834545,0.00297230340072728,0.00164179448298591,2
55,68,curb,0.106182401771099,NaN,0.00097718142650001,0.00427278770145232,0.00420140918653245,2
56,68,curb,1.95292832835312,NaN,0.00097718142650001,0.00329256862809249,0.00250868386286505,2
57,62,curb,2.08300043732881,NaN,0.000524631086834545,0.00260136695706807,0.0019511031595346,2
58,62,curb,6.15622306302941,NaN,0.000524631086834545,0.00312295185874442,0.00157327891155832,2
59,68,curb,0.0461559292237335,NaN,0.00097718142650001,0.00409629193397168,0.00406626279195082,2
60,65,curb,1.69564531840417,NaN,0.000918154900082931,0.00345350734002017,0.00271650948540718,2
61,62,curb,1.67129726932344,NaN,0.000524631086834545,0.00174048863950081,0.0013732667298079,2
62,68,curb,0.00228384737918073,NaN,0.00097718142650001,0.00398196763262799,0.00398051309112543,2
63,65,curb,1.9555127997208,NaN,0.000918154900082931,0.00346158454575568,0.00263663026784982,2
64,65,curb,0.0484096472104662,NaN,0.000918154900082931,0.00348325929290217,0.00345648692289816,2
65,71,curb,1.90610816179379,NaN,0.00172314115876086,0.00308891817838214,0.00236702827278868,2
66,73,curb,10.4354348003801,NaN,0.000278212384882922,0.00144881834971728,0.000542695757950922,2
67,73,curb,0.570669968321572,NaN,0.000278212384882922,0.00259334994931641,0.00237637024786528,2
68,71,curb,0.593092396546088,NaN,0.00172314115876086,0.00363723339710171,0.00332199353955232,2
69,71,curb,2.27044044197149,NaN,0.00172314115876086,0.0025951923344952,0.00190365183596565,2
70,73,curb,3.17337277291968,NaN,0.000278212384882922,0.00160213241919766,0.00106260548757671,2
71,73,curb,0.314192581383884,NaN,0.000278212384882922,0.00303792688615517,0.00289251767114775,2
72,71,curb,0.537696108257388,NaN,0.00172314115876086,0.0040157418562582,0.0036976296819006,2
73,71,curb,2.41869634411623,NaN,0.00172314115876086,0.00226554222286723,0.00163342195075629,2
74,73,curb,2.07947044474732,NaN,0.000278212384882922,0.00126699776702416,0.000950689013957028,2
75,68,curb,11.2521241283005,NaN,0.00097718142650001,0.00170145927931723,0.000607590279772819,2
76,71,curb,0.405573644899546,NaN,0.00172314115876086,0.00363335236608548,0.00341194516049517,2
77,71,curb,2.54955629110389,NaN,0.00172314115876086,0.0027267585300273,0.00193671592622231,2
78,73,curb,7.11923536840492,NaN,0.000278212384882922,0.00088600076156383,0.000414197566815268,2
79,71,curb,13.0815232721839,NaN,0.00172314115876086,0.00174986189728222,0.000565741080205024,2
80,71,curb,0.230910973477473,NaN,0.00172314115876086,0.00308880537251834,0.00297875308845372,2
81,71,curb,3.74583627395642,NaN,0.00172314115876086,0.00200997241355873,0.00125675603725849,2
82,71,curb,0.251984246789873,NaN,0.00172314115876086,0.00317694452923825,0.0030538221186159,2
83,71,curb,3.45749392053577,NaN,0.00172314115876086,0.00208737190877263,0.00134391785734015,2
84,73,curb,26.8864219600889,NaN,0.000278212384882922,0.000851570692752894,0.000160618332181913,2
85,73,curb,14.512015863339,NaN,0.000278212384882922,0.000829373858739585,0.000249666826730223,2
86,71,curb,13.8044340447943,NaN,0.00172314115876086,0.00127308465427606,0.000396759094345561,2
87,71,curb,0.0231667427378883,NaN,0.00172314115876086,0.00249981138149523,0.00249057960278707,2
88,71,curb,4.05186983779385,NaN,0.00172314115876086,0.00195368534363614,0.00118527350762381,2
89,73,curb,35.316375983799,NaN,0.000278212384882922,0.000856347007679154,0.000128761978193162,2
90,71,curb,0.0479638864549021,NaN,0.00172314115876086,0.00204122167452172,0.00202567618610813,2
91,71,curb,4.47887670331917,NaN,0.00172314115876086,0.00202895127665624,0.00118194530795367,2
92,71,curb,1.41530785833826,NaN,0.00172314115876086,0.000481545413034133,0.000392633784198171,2
93,76,curb,10.399091007274,NaN,0.00272072512547887,0.00117926644680495,0.000442691753520406,2
94,76,curb,0.0483997442308574,NaN,0.00272072512547887,0.00121355491512377,0.00120422941183925,2
95,76,curb,0.233514557897035,NaN,0.00272072512547887,0.00125647952167116,0.00121122532236465,2
96,76,curb,10.0521570803089,NaN,0.00272072512547887,0.00111531837226877,0.000427596163645095,2
97,76,curb,0.649212800122262,NaN,0.00272072512547887,0.000505909336700064,0.000458303497222084,2
98,76,curb,0.874462010304111,NaN,0.00272072512547887,0.00125558155989082,0.00110147050232958,2
99,76,curb,6.61408492667353,NaN,0.00272072512547887,0.00139277850417781,0.000676679740590165,2
100,146,pole,53.6004967149944,NaN,0.000304429102169065,0.0655004982248285,0.00684001196940135,2
105,147,pole,2.49996373846226,NaN,0.000372624613405367,0.0597614256826997,0.0426869095325548,2
108,172,trafficSign,0.532274683710791,NaN,0.000234215350395996,0.108851539939527,0.10030884273325,2
109,60,curb,11.7703107642169,NaN,0.00274627103144694,0.00190518492868264,0.000660776939979922,2
110,60,curb,2.49774876188582,NaN,0.00274627103144694,0.00453495077380178,0.00324008417568578,2
111,68,curb,0.509520899614159,NaN,0.00097718142650001,0.00432820946446086,0.00400195658163058,2
112,68,curb,1.16340719100988,NaN,0.00097718142650001,0.00362279475743027,0.00305425921584307,2
113,68,curb,0.0900459414370136,NaN,0.00097718142650001,0.00399424918150993,0.00393751995096408,2
114,68,curb,2.48964924804945,NaN,0.00097718142650001,0.00320245388780765,0.00229017621082046,2
115,68,curb,0.0180432375075935,NaN,0.00097718142650001,0.00390073060224687,0.00388950192911195,2
116,65,curb,1.67450358994734,NaN,0.000918154900082931,0.00326464539432711,0.00257480275993919,2
117,68,curb,0.183428593600076,NaN,0.00097718142650001,0.00386798366083358,0.00375770050580166,2
118,65,curb,2.29607942471505,NaN,0.000918154900082931,0.00332304122079424,0.0024302380773458,2
119,71,curb,0.264237172459207,NaN,0.00172314115876086,0.00397431925551499,0.00381310883981699,2
120,71,curb,2.32978860253851,NaN,0.00172314115876086,0.00316948785250405,0.00230883300228275,2
121,71,curb,0.682461015890716,NaN,0.00172314115876086,0.00384400377122547,0.00346558365277332,2
122,71,curb,1.78532923162092,NaN,0.00172314115876086,0.00306008807204113,0.00238018255368971,2
123,71,curb,0.556087307869273,NaN,0.00172314115876086,0.00373227343145857,0.00342733025473321,2
124,71,curb,3.04823672028274,NaN,0.00172314115876086,0.00288333768394737,0.00193809440077614,2
125,71,curb,0.475372175970815,NaN,0.00172314115876086,0.00368534351207541,0.00342485090011341,2
126,71,curb,13.4783092694875,NaN,0.00172314115876086,0.00132570010935221,0.000419986607583558,2
127,71,curb,0.0365121702672112,NaN,0.00172314115876086,0.00350331520502456,0.00348296789036087,2
128,71,curb,3.61898071261801,NaN,0.00172314115876086,0.00281720575612434,0.00178412913030268,2
129,71,curb,0.20645944759461,NaN,0.00172314115876086,0.00312973718077559,0.00302965697200111,2
130,71,curb,4.39618482002496,NaN,0.00172314115876086,0.00213563320952134,0.00125375501037724,2
131,71,curb,0.150911103163439,NaN,0.00172314115876086,0.0026470378656278,0.00258462996806774,2
132,71,curb,5.13556659213563,NaN,0.00172314115876086,0.00214590253213744,0.00117797306944065,2
133,71,curb,0.249941031587215,NaN,0.00172314115876086,0.00217549563611765,0.00209184170435699,2
134,71,curb,4.87223731352676,NaN,0.00172314115876086,0.00201456983363029,0.00113206193189892,2
135,71,curb,0.350591342681842,NaN,0.00172314115876086,0.00189666010644959,0.00179591873665271,2
136,76,curb,4.75542005019994,NaN,0.00272072512547887,0.00166625812838707,0.000946271314944496,2
137,76,curb,0.699373468862793,NaN,0.00272072512547887,0.000492901439237333,0.000443296652430086,2
138,76,curb,0.0195853622847555,NaN,0.00272072512547887,0.001484124868106,0.001479488656692,2
139,76,curb,4.96803237972917,NaN,0.00272072512547887,0.0017240076632257,0.000960511391875725,2
141,147,pole,2.74603515798193,NaN,0.000372624613405367,0.0883889841438558,0.0614082916749099,2
142,149,pole,99.2340244734344,NaN,0.00032600971896668,0.0635279505090128,0.00376407415874927,2
143,172,trafficSign,0.282965751673292,NaN,0.000234215350395996,0.113508657602861,0.108592197936469,2
1,60,curb,29.9355117951409,NaN,0.00274627103144694,0.000512539762284512,8.85264116869105e-05,3
2,60,curb,4.76331739404406,NaN,0.00274627103144694,0.00361027303656456,0.00204881105948432,3
3,60,curb,0.408915859518862,NaN,0.00274627103144694,0.00365606373536819,0.00343154934348461,3
4,60,curb,0.909001227527144,NaN,0.00274627103144694,0.00307751646160883,0.00268675437728611,3
5,60,curb,0.179697335545409,NaN,0.00274627103144694,0.00353021050408335,0.0034315480961359,3
6,67,curb,1.02668906120423,NaN,0.000957182492639536,0.0029984844095843,0.00257541959018384,3
7,60,curb,0.0287635445339459,NaN,0.00274627103144694,0.00349183463287274,0.00347583824437118,3
8,68,curb,1.06577687824186,NaN,0.00097718142650001,0.00313487944531408,0.00267818399321134,3
9,68,curb,0.328866039325185,NaN,0.00097718142650001,0.00340417756114239,0.00323400866197335,3
10,68,curb,1.08140882595927,NaN,0.00097718142650001,0.00320257851629118,0.00273018681702025,3
11,68,curb,0.120525830407817,NaN,0.00097718142650001,0.00361934634501434,0.00355087087919264,3
12,68,curb,1.35676388080151,NaN,0.00097718142650001,0.00315385595929904,0.00259132530659569,3
13,68,curb,0.00984997587933207,NaN,0.00097718142650001,0.00310855424474627,0.00310366288401904,3
14,65,curb,1.9856669204115,NaN,0.000918154900082931,0.00293979239456927,0.00223099144776242,3
15,65,curb,0.0114559113961626,NaN,0.000918154900082931,0.00282961032023044,0.00282443328703354,3
16,71,curb,1.55907195820758,NaN,0.00172314115876086,0.00267661439713078,0.0021422315060735,3
17,71,curb,0.103751422685254,NaN,0.00172314115876086,0.00350691793315938,0.0034496529096165,3
18,71,curb,1.75129232458301,NaN,0.00172314115876086,0.00227811752216078,0.00177949185405457,3
19,71,curb,0.1065595739975,NaN,0.00172314115876086,0.0029182075856259,0.00286928757574625,3
20,71,curb,1.71827460250715,NaN,0.00172314115876086,0.00257032472630565,0.0020160612354343,3
