variant,population,samples,rmseMps,medianAbsMps,biasMps,estimatedMeanMps,referenceMeanMps,dynamicBranchRmseMps,meanDynamicParticipation,runtimeSeconds,designStatus
actual,all,11690,0.269555058665335,0.255599411706053,-0.178403611488338,0.0314997363190709,0.209903347807409,0.271116559076349,0.917349653366712,1.642823,Original certified design; grid certificate covers LPV branch only
tires_07,all,11690,0.26446898777714,0.261612539258045,-0.185184345715592,0.0247190020918177,0.209903347807409,0.265378226729395,0.917349653366712,1.520552,Diagnostic perturbation; certificate not transferred
tires_07,moving,10787,0.268872885063306,0.269000920492238,-0.208507421927516,0.0204245236660658,0.228931945593582,0.270223078566686,0.994142713252699,1.520552,Diagnostic perturbation; certificate not transferred
tires_07,straight,6303,0.276164597055464,0.286450883245224,-0.266092756677052,0.00375939381487675,0.269852150491929,0.275676335203404,1,1.520552,Diagnostic perturbation; certificate not transferred
tires_07,turning,4484,0.258275350984701,0.232533233161672,-0.127561756243679,0.0438501065055047,0.171411862749184,0.262366056640623,0.985909332706705,1.520552,Diagnostic perturbation; certificate not transferred
tires_07,moving_first60,5098,0.305647668161867,0.301169640165682,-0.261732441193837,0.0141891254638213,0.275921566657658,0.306784238963915,0.987606404051955,1.520552,Diagnostic perturbation; certificate not transferred
tires_07,moving_later,5689,0.230997016603978,0.230762737449733,-0.160811667274729,0.026012159460589,0.186823826735318,0.232628485893027,1,1.520552,Diagnostic perturbation; certificate not transferred
tires_13,all,11690,0.273646160181975,0.255572977604817,-0.174679890247607,0.0352234575598023,0.209903347807409,0.275546990898437,0.917349653366712,1.533416,Diagnostic perturbation; certificate not transferred
tires_13,moving,10787,0.278647455545838,0.262128304705824,-0.197123618792192,0.0318083268013897,0.228931945593582,0.281036498984815,0.994142713252699,1.533416,Diagnostic perturbation; certificate not transferred
tires_13,straight,6303,0.272159944350872,0.271366951901404,-0.261285459313842,0.00856669117808682,0.269852150491929,0.271416178623425,1,1.533416,Diagnostic perturbation; certificate not transferred
tires_13,turning,4484,0.287519326269752,0.255311583310551,-0.106933591850185,0.0644782708989987,0.171411862749184,0.29402772008655,0.985909332706705,1.533416,Diagnostic perturbation; certificate not transferred
