variant,population,samples,rmseMps,medianAbsMps,biasMps,estimatedMeanMps,referenceMeanMps,dynamicBranchRmseMps,meanDynamicParticipation,runtimeSeconds,designStatus
actual,all,11690,0.269555058665335,0.255599411706053,-0.178403611488338,0.0314997363190709,0.209903347807409,0.271116559076349,0.917349653366712,1.642823,Original certified design; grid certificate covers LPV branch only
master_gain_48,straight,6303,0.27274819805141,0.276190171750689,-0.262961005842027,0.00689114464990146,0.269852150491929,0.272784975898143,1,1.538857,Diagnostic perturbation; certificate not transferred
master_gain_48,turning,4484,0.278866905442115,0.250501228159009,-0.114838577817039,0.0565732849321446,0.171411862749184,0.281231339679976,0.985909332706705,1.538857,Diagnostic perturbation; certificate not transferred
master_gain_48,moving_first60,5098,0.307207220269673,0.290371448405293,-0.260053095846837,0.015868470810821,0.275921566657658,0.308323602236178,0.987606404051955,1.538857,Diagnostic perturbation; certificate not transferred
master_gain_48,moving_later,5689,0.243193864232682,0.253361195380485,-0.148818548097508,0.0380052786378098,0.186823826735318,0.24411782487389,1,1.538857,Diagnostic perturbation; certificate not transferred
master_bias_gain_0,all,11690,0.268595146627292,0.254682484499872,-0.176876820254483,0.0330265275529262,0.209903347807409,0.271116559076349,0.917349653366712,1.520967,Diagnostic perturbation; certificate not transferred
master_bias_gain_0,moving,10787,0.273269574777074,0.261757906143659,-0.199504457930078,0.0294274876635033,0.228931945593582,0.276327363338225,0.994142713252699,1.520967,Diagnostic perturbation; certificate not transferred
master_bias_gain_0,straight,6303,0.272091594037486,0.275778151807768,-0.26111551168906,0.00873663880286867,0.269852150491929,0.272784975898143,1,1.520967,Diagnostic perturbation; certificate not transferred
master_bias_gain_0,turning,4484,0.274916886538267,0.240488202323144,-0.11289998160473,0.0585118811444535,0.171411862749184,0.281231339679976,0.985909332706705,1.520967,Diagnostic perturbation; certificate not transferred
master_bias_gain_0,moving_first60,5098,0.306603945469037,0.290528059960965,-0.258980232795478,0.01694133386218,0.275921566657658,0.308323602236178,0.987606404051955,1.520967,Diagnostic perturbation; certificate not transferred
master_bias_gain_0,moving_later,5689,0.239488211545325,0.241975479780221,-0.146207305484339,0.0406165212509786,0.186823826735318,0.24411782487389,1,1.520967,Diagnostic perturbation; certificate not transferred
